# 20240725_151047
alpha,chiRe,chiIm
0,0.00800135,0
0.00157237,0.00800081,0
0.00314474,0.00800019,0
0.00471711,0.00799943,0
0.00628947,0.00799859,0
0.00786184,0.00799766,0
0.00943421,0.00799665,0
0.0110066,0.00799557,0
0.0125789,0.0079944,0
0.0141513,0.00799315,0
0.0157237,0.00799181,0
0.0172961,0.00799039,0
0.0188684,0.00798888,0
0.0204408,0.00798728,0
0.0220132,0.00798556,0
0.0235855,0.00798373,0
0.0251579,0.00798179,0
0.0267303,0.00797974,0
0.0283026,0.00797758,0
0.029875,0.00797531,0
0.0314474,0.00797294,0
0.0330197,0.00797046,0
0.0345921,0.00796788,0
0.0361645,0.00796521,0
0.0377368,0.00796243,0
0.0393092,0.00795956,0
0.0408816,0.00795659,0
0.042454,0.00795353,0
0.0440263,0.00795038,0
0.0455987,0.00794713,0
0.0471711,0.00794381,0
0.0487434,0.00794039,0
0.0503158,0.00793689,0
0.0518882,0.00793331,0
0.0534605,0.00792965,0
0.0550329,0.00792591,0
0.0566053,0.00792209,0
0.0581776,0.0079182,0
0.05975,0.00791423,0
0.0613224,0.00791019,0
0.0628947,0.00790608,0
0.0644671,0.00790191,0
0.0660395,0.00789766,0
0.0676119,0.00789336,0
0.0691842,0.00788899,0
0.0707566,0.00788455,0
0.072329,0.00788006,0
0.0739013,0.00787551,0
0.0754737,0.00787091,0
0.0770461,0.00786625,0
0.0786184,0.00786154,0
0.0801908,0.00785678,0
0.0817632,0.00785197,0
0.0833355,0.0078471,0
0.0849079,0.0078421,0
0.0864803,0.00783697,0
0.0880526,0.0078317,0
0.089625,0.00782629,0
0.0911974,0.00782074,0
0.0927698,0.00781506,0
0.0943421,0.00780924,0
0.0959145,0.00780328,0
0.0974869,0.00779719,0
0.0990592,0.00779097,0
0.100632,0.00778461,0
0.102204,0.00777813,0
0.103776,0.00777151,0
0.105349,0.00776475,0
0.106921,0.00775787,0
0.108493,0.00775086,0
0.110066,0.00774372,0
0.111638,0.00773646,0
0.113211,0.00772906,0
0.114783,0.00772154,0
0.116355,0.0077139,0
0.117928,0.00770612,0
0.1195,0.00769823,0
0.121072,0.00769021,0
0.122645,0.00768207,0
0.124217,0.0076738,0
0.125789,0.00766541,0
0.127362,0.00765691,0
0.128934,0.00764828,0
0.130507,0.00763953,0
0.132079,0.00763067,0
0.133651,0.00762169,0
0.135224,0.00761259,0
0.136796,0.00760337,0
0.138368,0.00759404,0
0.139941,0.00758459,0
0.141513,0.00757503,0
0.143086,0.00756535,0
0.144658,0.00755556,0
0.14623,0.00754566,0
0.147803,0.00753565,0
0.149375,0.00752553,0
0.150947,0.0075153,0
0.15252,0.00750495,0
0.154092,0.0074945,0
0.155665,0.00748394,0
0.157237,0.00747328,0
0.158809,0.00746251,0
0.160382,0.00745163,0
0.161954,0.00744065,0
0.163526,0.00742956,0
0.165099,0.00741837,0
0.166671,0.00740708,0
0.168243,0.00739568,0
0.169816,0.00738418,0
0.171388,0.00737259,0
0.172961,0.00736089,0
0.174533,0.00734909,0
0.176105,0.0073372,0
0.177678,0.0073252,0
0.17925,0.00731311,0
0.180822,0.00730093,0
0.182395,0.00728865,0
0.183967,0.00727627,0
0.18554,0.0072638,0
0.187112,0.00725123,0
0.188684,0.00723857,0
0.190257,0.00722582,0
0.191829,0.00721298,0
0.193401,0.00720005,0
0.194974,0.00718703,0
0.196546,0.00717392,0
0.198118,0.00716072,0
0.199691,0.00714743,0
0.201263,0.00713406,0
0.202836,0.0071206,0
0.204408,0.00710705,0
0.20598,0.00709342,0
0.207553,0.00707971,0
0.209125,0.00706591,0
0.210697,0.00705203,0
0.21227,0.00703807,0
0.213842,0.00702402,0
0.215415,0.0070099,0
0.216987,0.00699569,0
0.218559,0.00698141,0
0.220132,0.00696702,0
0.221704,0.00695239,0
0.223276,0.0069375,0
0.224849,0.00692234,0
0.226421,0.00690693,0
0.227993,0.00689125,0
0.229566,0.00687531,0
0.231138,0.00685912,0
