alpha,pi0Re,pi0Im,Dpi0Re,Dpi0Im
0.261013,0.11898,0,-0.0916705,0
0.262586,0.119036,0,-0.0914961,0
0.264158,0.119092,0,-0.09132,0
0.26573,0.119148,0,-0.0911412,0
0.267303,0.119205,0,-0.0909586,0
0.268875,0.119262,0,-0.0907711,0
0.270447,0.119319,0,-0.0905777,0
0.27202,0.119377,0,-0.0903774,0
0.273592,0.119435,0,-0.0901692,0
0.275165,0.119494,0,-0.0899522,0
0.276737,0.119553,0,-0.0897287,0
0.278309,0.119612,0,-0.089511,0
0.279882,0.119672,0,-0.0892983,0
0.281454,0.119732,0,-0.0890879,0
0.283026,0.119792,0,-0.0888773,0
0.284599,0.119853,0,-0.0886638,0
0.286171,0.119914,0,-0.0884448,0
0.287743,0.119975,0,-0.0882176,0
0.289316,0.120036,0,-0.0879794,0
0.290888,0.120098,0,-0.0877276,0
0.292461,0.12016,0,-0.0874593,0
0.294033,0.120222,0,-0.0871878,0
0.295605,0.120285,0,-0.086929,0
0.297178,0.120348,0,-0.0866791,0
0.29875,0.120411,0,-0.0864343,0
0.300322,0.120474,0,-0.0861909,0
0.301895,0.120538,0,-0.0859453,0
0.303467,0.120601,0,-0.0856937,0
0.30504,0.120665,0,-0.0854327,0
0.306612,0.120729,0,-0.0851589,0
0.308184,0.120794,0,-0.0848688,0
0.309757,0.120858,0,-0.0845614,0
0.311329,0.120923,0,-0.0842621,0
0.312901,0.120988,0,-0.0839755,0
0.314474,0.121053,0,-0.0836975,0
0.316046,0.121118,0,-0.0834239,0
0.317618,0.121183,0,-0.0831503,0
0.319191,0.121248,0,-0.0828723,0
0.320763,0.121314,0,-0.0825853,0
0.322336,0.12138,0,-0.0822849,0
0.323908,0.121445,0,-0.0819664,0
0.32548,0.121511,0,-0.081625,0
0.327053,0.121577,0,-0.0812939,0
0.328625,0.121643,0,-0.0809368,0
0.330197,0.121709,0,-0.0805899,0
0.33177,0.121776,0,-0.0802512,0
0.333342,0.121842,0,-0.0799185,0
0.334915,0.121908,0,-0.0795896,0
0.336487,0.121975,0,-0.0792625,0
0.338059,0.122041,0,-0.078935,0
0.339632,0.122107,0,-0.078605,0
0.341204,0.122174,0,-0.0782705,0
0.342776,0.12224,0,-0.0779294,0
0.344349,0.122307,0,-0.0775824,0
0.345921,0.122373,0,-0.0772242,0
0.347493,0.12244,0,-0.0768545,0
0.349066,0.122506,0,-0.0764844,0
0.350638,0.122573,0,-0.0761128,0
0.352211,0.122639,0,-0.0757385,0
0.353783,0.122706,0,-0.0753602,0
0.355355,0.122772,0,-0.0749766,0
0.356928,0.122838,0,-0.0745868,0
0.3585,0.122904,0,-0.0741895,0
0.360072,0.12297,0,-0.0737853,0
0.361645,0.123037,0,-0.0733802,0
0.363217,0.123102,0,-0.0729754,0
0.36479,0.123168,0,-0.0725708,0
0.366362,0.123234,0,-0.0721665,0
0.367934,0.1233,0,-0.0717625,0
0.369507,0.123365,0,-0.071359,0
0.371079,0.123431,0,-0.070956,0
0.372651,0.123496,0,-0.0705535,0
0.374224,0.123561,0,-0.0701516,0
0.375796,0.123626,0,-0.0697503,0
0.377368,0.123691,0,-0.069345,0
0.378941,0.123755,0,-0.0689299,0
0.380513,0.12382,0,-0.0685058,0
0.382086,0.123884,0,-0.068073,0
0.383658,0.123948,0,-0.0676317,0
0.38523,0.124012,0,-0.0671821,0
0.386803,0.124076,0,-0.066724,0
0.388375,0.124139,0,-0.0662573,0
0.389947,0.124202,0,-0.0657815,0
0.39152,0.124265,0,-0.0652963,0
0.393092,0.124328,0,-0.0648027,0
0.394665,0.124391,0,-0.0643238,0
0.396237,0.124453,0,-0.0638581,0
0.397809,0.124515,0,-0.0633944,0
0.399382,0.124576,0,-0.062922,0
0.400954,0.124638,0,-0.0624309,0
0.402526,0.124699,0,-0.0619201,0
0.404099,0.12476,0,-0.0614223,0
0.405671,0.12482,0,-0.0609357,0
0.407243,0.124881,0,-0.0604521,0
0.408816,0.12494,0,-0.0599631,0
0.410388,0.125,0,-0.0594659,0
0.411961,0.125059,0,-0.0589438,0
0.413533,0.125118,0,-0.0584298,0
0.415105,0.125177,0,-0.0579218,0
0.416678,0.125235,0,-0.0574073,0
0.41825,0.125293,0,-0.0568741,0
0.419822,0.12535,0,-0.0563326,0
0.421395,0.125407,0,-0.0558029,0
0.422967,0.125464,0,-0.055279,0
0.42454,0.12552,0,-0.0547549,0
0.426112,0.125576,0,-0.0542248,0
0.427684,0.125631,0,-0.0536867,0
0.429257,0.125686,0,-0.0531448,0
0.430829,0.125741,0,-0.0525992,0
0.432401,0.125795,0,-0.0520496,0
0.433974,0.125849,0,-0.0514955,0
0.435546,0.125902,0,-0.0509366,0
0.437118,0.125955,0,-0.0503725,0
0.438691,0.126007,0,-0.0498027,0
0.440263,0.126059,0,-0.0492265,0
0.441836,0.12611,0,-0.0486435,0
0.443408,0.126161,0,-0.048038,0
0.44498,0.126212,0,-0.0474097,0
0.446553,0.126263,0,-0.0467665,0
0.448125,0.126315,0,-0.0461001,0
0.449697,0.126366,0,-0.0454028,0
0.45127,0.126416,0,-0.0446711,0
0.452842,0.126467,0,-0.0439225,0
0.454415,0.126517,0,-0.0431604,0
0.455987,0.126567,0,-0.0423844,0
0.457559,0.126616,0,-0.0415941,0
0.459132,0.126664,0,-0.0407894,0
0.460704,0.126712,0,-0.0399698,0
0.462276,0.126759,0,-0.0391388,0
0.463849,0.126806,0,-0.0382955,0
0.465421,0.126851,0,-0.037445,0
0.466994,0.126896,0,-0.0365966,0
0.468566,0.12694,0,-0.0357411,0
0.470138,0.126982,0,-0.0348762,0
0.471711,0.127024,0,-0.0340139,0
0.473283,0.127064,0,-0.0331558,0
0.474855,0.127103,0,-0.0323022,0
0.476428,0.127141,0,-0.0314523,0
0.478,0.127178,0,-0.0305939,0
0.479572,0.127215,0,-0.0297257,0
0.481145,0.127251,0,-0.0288523,0
0.482717,0.127286,0,-0.0279725,0
0.48429,0.127321,0,-0.0270855,0
0.485862,0.127354,0,-0.0261905,0
0.487434,0.127387,0,-0.0252867,0
0.489007,0.127418,0,-0.0243736,0
0.490579,0.127448,0,-0.0234508,0
0.492151,0.127476,0,-0.0225181,0
0.493724,0.127503,0,-0.0215742,0
0.495296,0.127528,0,-0.0206226,0
0.496869,0.127552,0,-0.0196674,0
0.498441,0.127575,0,-0.018706,0
0.500013,0.127599,0,-0.0177355,0
0.501586,0.127622,0,-0.0167559,0
0.503158,0.127644,0,-0.0157683,0
0.50473,0.127665,0,-0.0147723,0
0.506303,0.127685,0,-0.0137682,0
0.507875,0.127703,0,-0.0127566,0
0.509447,0.12772,0,-0.0117377,0
0.51102,0.127734,0,-0.0107123,0
0.512592,0.127746,0,-0.0096813,0
0.514165,0.127755,0,-0.00864528,0
0.515737,0.127762,0,-0.00760394,0
0.517309,0.127769,0,-0.00655596,0
0.518882,0.127775,0,-0.00550097,0
0.520454,0.127781,0,-0.00443861,0
0.522026,0.127786,0,-0.00336856,0
0.523599,0.12779,0,-0.00229049,0
0.525171,0.127794,0,-0.00120408,0
0.526744,0.127797,0,-0.000109077,0
0.528316,0.127798,0,0.000994283,0
0.529888,0.127799,0,0.00210607,0
0.531461,0.127796,0,0.0032269,0
0.533033,0.127791,0,0.00435708,0
0.534605,0.127784,0,0.00549648,0
0.536178,0.127774,0,0.00664462,0
0.53775,0.127763,0,0.00780111,0
0.539322,0.12775,0,0.00896559,0
0.540895,0.127736,0,0.0101374,0
0.542467,0.127722,0,0.0113158,0
0.54404,0.127707,0,0.0125003,0
0.545612,0.127691,0,0.0136908,0
0.547184,0.127673,0,0.0148886,0
0.548757,0.127652,0,0.0160937,0
0.550329,0.127628,0,0.0173059,0
0.551901,0.127602,0,0.0185253,0
0.553474,0.127573,0,0.0197513,0
0.555046,0.127543,0,0.0209838,0
0.556619,0.127511,0,0.022224,0
0.558191,0.127478,0,0.0234715,0
0.559763,0.127443,0,0.0247244,0
0.561336,0.127408,0,0.0259824,0
0.562908,0.127372,0,0.0272463,0
0.56448,0.127334,0,0.0285171,0
0.566053,0.127292,0,0.0297937,0
0.567625,0.127248,0,0.0310745,0
0.569197,0.127202,0,0.0323595,0
0.57077,0.127153,0,0.0336498,0
0.572342,0.127103,0,0.0349463,0
0.573915,0.12705,0,0.0362497,0
0.575487,0.126995,0,0.0375599,0
0.577059,0.126939,0,0.038877,0
0.578632,0.126882,0,0.0402007,0
0.580204,0.126822,0,0.041531,0
0.581776,0.126761,0,0.0428675,0
0.583349,0.126697,0,0.0442094,0
0.584921,0.126631,0,0.0455542,0
0.586494,0.126562,0,0.0469013,0
0.588066,0.12649,0,0.0482522,0
0.589638,0.126416,0,0.0496087,0
0.591211,0.126339,0,0.0509723,0
0.592783,0.126261,0,0.0523445,0
0.594355,0.12618,0,0.0537246,0
0.595928,0.126096,0,0.055112,0
0.5975,0.126011,0,0.0565076,0
0.599072,0.125924,0,0.0579124,0
0.600645,0.125835,0,0.059317,0
0.602217,0.125745,0,0.0607264,0
0.60379,0.125652,0,0.0621516,0
0.605362,0.125558,0,0.0635775,0
0.606934,0.12546,0,0.0649934,0
0.608507,0.125359,0,0.0664059,0
0.610079,0.125256,0,0.0678173,0
0.611651,0.12515,0,0.0692297,0
0.613224,0.125041,0,0.0706454,0
0.614796,0.124929,0,0.0720669,0
0.616369,0.124815,0,0.0735109,0
0.617941,0.124698,0,0.0749703,0
0.619513,0.124579,0,0.0764374,0
0.621086,0.124457,0,0.0779039,0
0.622658,0.124332,0,0.0793688,0
0.62423,0.124205,0,0.0808371,0
0.625803,0.124076,0,0.0823085,0
0.627375,0.123944,0,0.0837865,0
0.628947,0.12381,0,0.0852743,0
0.63052,0.123674,0,0.0867499,0
0.632092,0.123535,0,0.0882159,0
0.633665,0.123393,0,0.0896789,0
0.635237,0.123249,0,0.0911438,0
0.636809,0.1231,0,0.0926128,0
0.638382,0.122949,0,0.0940808,0
0.639954,0.122795,0,0.0955508,0
0.641526,0.122638,0,0.0970276,0
0.643099,0.122477,0,0.0985168,0
0.644671,0.122314,0,0.100027,0
0.646244,0.122148,0,0.101538,0
0.647816,0.121979,0,0.103049,0
0.649388,0.121807,0,0.104557,0
0.650961,0.121632,0,0.106074,0
0.652533,0.121455,0,0.107612,0
0.654105,0.121276,0,0.10911,0
0.655678,0.121093,0,0.11058,0
0.65725,0.120908,0,0.112035,0
0.658822,0.120721,0,0.113485,0
0.660395,0.120532,0,0.114941,0
0.661967,0.12034,0,0.116402,0
0.66354,0.120146,0,0.117903,0
0.665112,0.119949,0,0.119429,0
0.666684,0.119751,0,0.120941,0
0.668257,0.11955,0,0.122442,0
0.669829,0.119347,0,0.123941,0
0.671401,0.119143,0,0.125442,0
0.672974,0.118936,0,0.126959,0
0.674546,0.118724,0,0.128436,0
0.676119,0.118509,0,0.129846,0
0.677691,0.11829,0,0.131264,0
0.679263,0.118067,0,0.132769,0
0.680836,0.11784,0,0.134408,0
0.682408,0.117609,0,0.136029,0
0.68398,0.117375,0,0.137634,0
0.685553,0.117138,0,0.138873,0
0.687125,0.116897,0,0.140103,0
0.688697,0.116653,0,0.141563,0
0.69027,0.116406,0,0.143095,0
0.691842,0.116155,0,0.144708,0
0.693415,0.115902,0,0.146164,0
0.694987,0.115646,0,0.147542,0
0.696559,0.115387,0,0.148935,0
0.698132,0.115125,0,0.1504,0
0.699704,0.11486,0,0.151882,0
0.701276,0.114593,0,0.153347,0
0.702849,0.114323,0,0.1548,0
0.704421,0.114051,0,0.156245,0
0.705994,0.113777,0,0.157714,0
0.707566,0.1135,0,0.159136,0
0.709138,0.113222,0,0.160502,0
0.710711,0.112941,0,0.161835,0
0.712283,0.112658,0,0.163147,0
0.713855,0.112372,0,0.164457,0
0.715428,0.112082,0,0.165779,0
0.717,0.111789,0,0.16713,0
0.718572,0.111491,0,0.168517,0
0.720145,0.11119,0,0.169913,0
0.721717,0.110886,0,0.171294,0
0.72329,0.110578,0,0.172677,0
0.724862,0.110266,0,0.174053,0
0.726434,0.109951,0,0.175421,0
0.728007,0.109633,0,0.176784,0
0.729579,0.109312,0,0.178143,0
0.731151,0.108988,0,0.179497,0
0.732724,0.10866,0,0.180845,0
0.734296,0.10833,0,0.182184,0
0.735869,0.107996,0,0.183512,0
0.737441,0.10766,0,0.184837,0
0.739013,0.107321,0,0.186149,0
0.740586,0.106979,0,0.187453,0
0.742158,0.106634,0,0.188778,0
0.74373,0.106287,0,0.190005,0
0.745303,0.105937,0,0.191171,0
0.746875,0.105585,0,0.192297,0
0.748447,0.105231,0,0.193402,0
0.75002,0.104874,0,0.194506,0
0.751592,0.104515,0,0.195629,0
0.753165,0.104154,0,0.196771,0
0.754737,0.10379,0,0.197947,0
0.756309,0.103425,0,0.199131,0
0.757882,0.103056,0,0.200287,0
0.759454,0.102684,0,0.201446,0
0.761026,0.102308,0,0.202594,0
0.762599,0.101928,0,0.203734,0
0.764171,0.101546,0,0.204867,0
0.765744,0.10116,0,0.205993,0
0.767316,0.100771,0,0.207112,0
0.768888,0.100379,0,0.208221,0
0.770461,0.0999837,0,0.209321,0
0.772033,0.0995856,0,0.210412,0
0.773605,0.0991845,0,0.211492,0
0.775178,0.0987806,0,0.212562,0
0.77675,0.098374,0,0.21362,0
0.778323,0.0979646,0,0.214668,0
0.779895,0.0975526,0,0.215705,0
0.781467,0.097138,0,0.21673,0
0.78304,0.096721,0,0.217743,0
0.784612,0.0963015,0,0.21874,0
0.786184,0.0958796,0,0.219727,0
0.787757,0.0954555,0,0.220695,0
0.789329,0.0950291,0,0.221674,0
0.790901,0.0946006,0,0.222558,0
0.792474,0.09417,0,0.223373,0
0.794046,0.0937374,0,0.224144,0
0.795619,0.0933028,0,0.224893,0
0.797191,0.0928663,0,0.225639,0
0.798763,0.0924281,0,0.226363,0
0.800336,0.0919881,0,0.227075,0
0.801908,0.0915464,0,0.227805,0
0.80348,0.0911031,0,0.228608,0
0.805053,0.0906583,0,0.229387,0
0.806625,0.0902121,0,0.230139,0
0.808198,0.0897644,0,0.230877,0
0.80977,0.0893154,0,0.231594,0
0.811342,0.0888651,0,0.232292,0
0.812915,0.0884137,0,0.232972,0
0.814487,0.0879606,0,0.233635,0
0.816059,0.0875041,0,0.234289,0
0.817632,0.0870442,0,0.234936,0
0.819204,0.086581,0,0.235576,0
0.820776,0.0861145,0,0.236208,0
0.822349,0.0856449,0,0.236832,0
0.823921,0.0851723,0,0.237445,0
0.825494,0.0846969,0,0.238048,0
0.827066,0.0842186,0,0.238641,0
0.828638,0.0837376,0,0.239223,0
0.830211,0.083254,0,0.239792,0
0.831783,0.0827679,0,0.240348,0
0.833355,0.0822795,0,0.240892,0
0.834928,0.0817888,0,0.241422,0
0.8365,0.0812959,0,0.241936,0
0.838073,0.080801,0,0.242436,0
0.839645,0.0803041,0,0.24292,0
0.841217,0.0798054,0,0.243387,0
0.84279,0.0793049,0,0.243837,0
0.844362,0.0788028,0,0.244271,0
0.845934,0.0782992,0,0.244686,0
0.847507,0.0777941,0,0.245082,0
0.849079,0.0772877,0,0.24546,0
0.850651,0.0767801,0,0.245817,0
0.852224,0.0762714,0,0.246154,0
0.853796,0.0757617,0,0.246471,0
0.855369,0.0752511,0,0.246766,0
0.856941,0.0747397,0,0.247039,0
0.858513,0.0742276,0,0.24729,0
0.860086,0.0737149,0,0.247519,0
0.861658,0.0732018,0,0.247724,0
0.86323,0.0726883,0,0.247905,0
0.864803,0.0721745,0,0.248062,0
0.866375,0.0716605,0,0.248195,0
0.867948,0.0711466,0,0.2483,0
0.86952,0.0706326,0,0.248381,0
0.871092,0.0701188,0,0.248438,0
0.872665,0.0696053,0,0.248468,0
0.874237,0.0690922,0,0.248472,0
0.875809,0.0685795,0,0.248448,0
0.877382,0.0680675,0,0.248396,0
0.878954,0.0675561,0,0.248317,0
0.880526,0.0670455,0,0.248209,0
0.882099,0.0665358,0,0.248072,0
0.883671,0.0660268,0,0.24791,0
0.885244,0.0655166,0,0.247735,0
0.886816,0.065005,0,0.247551,0
0.888388,0.0644918,0,0.247359,0
0.889961,0.0639772,0,0.247158,0
0.891533,0.0634612,0,0.246947,0
0.893105,0.0629438,0,0.246728,0
0.894678,0.0624251,0,0.2465,0
0.89625,0.0619051,0,0.246262,0
0.897823,0.0613839,0,0.246014,0
0.899395,0.0608615,0,0.245757,0
0.900967,0.0603379,0,0.245492,0
0.90254,0.0598133,0,0.245217,0
0.904112,0.0592875,0,0.244932,0
0.905684,0.0587607,0,0.244637,0
0.907257,0.058233,0,0.244333,0
0.908829,0.0577043,0,0.24402,0
0.910401,0.0571747,0,0.243697,0
0.911974,0.0566442,0,0.243364,0
0.913546,0.0561129,0,0.243022,0
0.915119,0.0555808,0,0.242669,0
0.916691,0.055048,0,0.242301,0
0.918263,0.0545145,0,0.241929,0
0.919836,0.0539803,0,0.241553,0
0.921408,0.0534455,0,0.241168,0
0.92298,0.0529102,0,0.240767,0
0.924553,0.0523743,0,0.240358,0
0.926125,0.0518379,0,0.23994,0
0.927698,0.0513011,0,0.239512,0
0.92927,0.0507639,0,0.239076,0
0.930842,0.0502263,0,0.23863,0
0.932415,0.0496884,0,0.238174,0
0.933987,0.0491502,0,0.237709,0
0.935559,0.0486118,0,0.237236,0
0.937132,0.0480732,0,0.236753,0
0.938704,0.0475344,0,0.236262,0
0.940276,0.0469955,0,0.235761,0
0.941849,0.0464565,0,0.235252,0
0.943421,0.0459175,0,0.234734,0
0.944994,0.0453786,0,0.234208,0
0.946566,0.0448396,0,0.233673,0
0.948138,0.0443008,0,0.23313,0
0.949711,0.0437621,0,0.232579,0
0.951283,0.0432236,0,0.232019,0
0.952855,0.0426853,0,0.231452,0
0.954428,0.0421473,0,0.230876,0
0.956,0.0416095,0,0.230293,0
0.957573,0.0410721,0,0.229703,0
0.959145,0.0405351,0,0.229104,0
0.960717,0.0399986,0,0.228497,0
0.96229,0.0394625,0,0.227884,0
0.963862,0.0389269,0,0.227263,0
0.965434,0.0383918,0,0.226636,0
0.967007,0.0378574,0,0.226001,0
0.968579,0.0373236,0,0.225361,0
0.970151,0.0367904,0,0.224713,0
0.971724,0.036258,0,0.224058,0
0.973296,0.0357264,0,0.223396,0
0.974869,0.0351955,0,0.222728,0
0.976441,0.0346655,0,0.222054,0
0.978013,0.0341364,0,0.221375,0
0.979586,0.0336082,0,0.22069,0
0.981158,0.033081,0,0.219999,0
0.98273,0.0325548,0,0.219301,0
0.984303,0.0320296,0,0.2186,0
0.985875,0.0315055,0,0.217891,0
0.987448,0.0309826,0,0.217179,0
0.98902,0.0304608,0,0.21646,0
0.990592,0.0299403,0,0.215736,0
0.992165,0.029421,0,0.215007,0
0.993737,0.028903,0,0.214274,0
0.995309,0.0283864,0,0.213536,0
0.996882,0.0278712,0,0.212793,0
0.998454,0.0273574,0,0.212046,0
1.00003,0.026845,0,0.211296,0
1.0016,0.0263342,0,0.210541,0
1.00317,0.0258249,0,0.20978,0
1.00474,0.0253172,0,0.209015,0
1.00632,0.0248111,0,0.208246,0
1.00789,0.0243068,0,0.207473,0
1.00946,0.0238041,0,0.206698,0
1.01103,0.0233032,0,0.205919,0
1.01261,0.0228041,0,0.205136,0
1.01418,0.0223068,0,0.204348,0
1.01575,0.0218115,0,0.20356,0
1.01732,0.021318,0,0.202772,0
1.01889,0.0208265,0,0.201977,0
1.02047,0.0203371,0,0.201166,0
1.02204,0.0198496,0,0.20035,0
1.02361,0.0193643,0,0.199551,0
1.02518,0.0188811,0,0.198757,0
1.02676,0.0184001,0,0.197913,0
1.02833,0.017921,0,0.197148,0
1.0299,0.0174427,0,0.196184,0
1.03147,0.0169654,0,0.19483,0
1.03305,0.0164889,0,0.192584,0
1.03462,0.0160133,0,0.190282,0
1.03619,0.0155386,0,0.188804,0
1.03776,0.0150648,0,0.188295,0
1.03934,0.014592,0,0.187423,0
1.04091,0.0141201,0,0.18658,0
1.04248,0.0136491,0,0.185698,0
1.04405,0.0131792,0,0.184862,0
1.04563,0.0127102,0,0.184029,0
1.0472,0.0122422,0,0.183204,0
1.04877,0.0117753,0,0.182384,0
1.05034,0.0113094,0,0.181568,0
1.05191,0.0108445,0,0.180756,0
1.05349,0.0103807,0,0.179953,0
1.05506,0.0099179,0,0.179155,0
1.05663,0.00945622,0,0.178362,0
1.0582,0.00899564,0,0.177576,0
1.05978,0.00853617,0,0.176794,0
1.06135,0.00807783,0,0.17602,0
1.06292,0.00762062,0,0.175249,0
1.06449,0.00716456,0,0.174485,0
1.06607,0.00670967,0,0.173726,0
1.06764,0.00625595,0,0.172972,0
1.06921,0.00580343,0,0.172224,0
1.07078,0.00535211,0,0.171483,0
1.07236,0.00490201,0,0.170746,0
1.07393,0.00445314,0,0.170014,0
1.0755,0.00400551,0,0.16929,0
1.07707,0.00355915,0,0.168567,0
