# 20240731_151921
alpha,DtauRe,DtauIm
0,0,0
0.00157237,-0.00790974,0
0.00314474,-0.0154923,0
0.00471711,-0.0222973,0
0.00628947,-0.0285597,0
0.00786184,-0.0343297,0
0.00943421,-0.0396632,0
0.0110066,-0.0446036,0
0.0125789,-0.049198,0
0.0141513,-0.0534837,0
0.0157237,-0.0575002,0
0.0172961,-0.0612798,0
0.0188684,-0.0648545,0
0.0204408,-0.0682528,0
0.0220132,-0.0715002,0
0.0235855,-0.0746214,0
0.0251579,-0.0776365,0
0.0267303,-0.0805671,0
0.0283026,-0.0834284,0
0.029875,-0.086239,0
0.0314474,-0.0890105,0
0.0330197,-0.0917585,0
0.0345921,-0.0944916,0
0.0361645,-0.0972229,0
0.0377368,-0.0999585,0
0.0393092,-0.102709,0
0.0408816,-0.105479,0
0.042454,-0.108277,0
0.0440263,-0.111105,0
0.0455987,-0.11397,0
0.0471711,-0.116875,0
0.0487434,-0.119823,0
0.0503158,-0.122816,0
0.0518882,-0.125857,0
0.0534605,-0.128947,0
0.0550329,-0.132088,0
0.0566053,-0.13528,0
0.0581776,-0.138523,0
0.05975,-0.141819,0
0.0613224,-0.145166,0
0.0628947,-0.148565,0
0.0644671,-0.152016,0
0.0660395,-0.155518,0
0.0676119,-0.15907,0
0.0691842,-0.162672,0
0.0707566,-0.166322,0
0.072329,-0.170021,0
0.0739013,-0.173767,0
0.0754737,-0.17756,0
0.0770461,-0.181398,0
0.0786184,-0.185281,0
0.0801908,-0.189208,0
0.0817632,-0.193179,0
0.0833355,-0.197191,0
0.0849079,-0.201246,0
0.0864803,-0.205342,0
0.0880526,-0.209479,0
0.089625,-0.213657,0
0.0911974,-0.217874,0
0.0927698,-0.222132,0
0.0943421,-0.226429,0
0.0959145,-0.230766,0
0.0974869,-0.235142,0
0.0990592,-0.239558,0
0.100632,-0.244015,0
0.102204,-0.248511,0
0.103776,-0.253048,0
0.105349,-0.257627,0
0.106921,-0.262247,0
0.108493,-0.26691,0
0.110066,-0.271616,0
0.111638,-0.276366,0
0.113211,-0.28116,0
0.114783,-0.286001,0
0.116355,-0.290889,0
0.117928,-0.295825,0
0.1195,-0.30081,0
0.121072,-0.305846,0
0.122645,-0.310934,0
0.124217,-0.316075,0
0.125789,-0.321271,0
0.127362,-0.326523,0
0.128934,-0.331833,0
0.130507,-0.337202,0
0.132079,-0.342633,0
0.133651,-0.348126,0
0.135224,-0.353684,0
0.136796,-0.359308,0
0.138368,-0.365,0
0.139941,-0.370762,0
0.141513,-0.376595,0
0.143086,-0.382502,0
0.144658,-0.388484,0
0.14623,-0.394543,0
0.147803,-0.400681,0
0.149375,-0.406901,0
0.150947,-0.413203,0
0.15252,-0.419589,0
0.154092,-0.426063,0
0.155665,-0.432625,0
0.157237,-0.439278,0
0.158809,-0.446023,0
0.160382,-0.452862,0
0.161954,-0.459797,0
0.163526,-0.466831,0
0.165099,-0.473965,0
0.166671,-0.4812,0
0.168243,-0.488539,0
0.169816,-0.495984,0
0.171388,-0.503536,0
0.172961,-0.511197,0
0.174533,-0.51897,0
0.176105,-0.526855,0
0.177678,-0.534855,0
0.17925,-0.542972,0
0.180822,-0.551206,0
0.182395,-0.559561,0
0.183967,-0.568037,0
0.18554,-0.576637,0
0.187112,-0.585361,0
0.188684,-0.594212,0
0.190257,-0.603192,0
0.191829,-0.612302,0
0.193401,-0.621543,0
0.194974,-0.630918,0
0.196546,-0.640428,0
0.198118,-0.650075,0
0.199691,-0.659859,0
0.201263,-0.669783,0
0.202836,-0.679848,0
0.204408,-0.690056,0
0.20598,-0.700408,0
0.207553,-0.710906,0
0.209125,-0.721551,0
0.210697,-0.732346,0
0.21227,-0.74329,0
0.213842,-0.754386,0
0.215415,-0.765635,0
0.216987,-0.777039,0
0.218559,-0.788598,0
0.220132,-0.800316,0
0.221704,-0.812192,0
0.223276,-0.824229,0
0.224849,-0.836427,0
0.226421,-0.848789,0
0.227993,-0.861314,0
0.229566,-0.874007,0
0.231138,-0.886866,0
0.232711,-0.899894,0
0.234283,-0.913091,0
0.235855,-0.926461,0
0.237428,-0.940003,0
0.239,-0.953719,0
0.240572,-0.967611,0
0.242145,-0.981679,0
0.243717,-0.995925,0
0.24529,-1.01035,0
0.246862,-1.02496,0
0.248434,-1.03975,0
0.250007,-1.05472,0
0.251579,-1.06988,0
0.253151,-1.08522,0
0.254724,-1.10075,0
0.256296,-1.11647,0
0.257868,-1.13238,0
