# 20240731_151921
alpha,utauRe,utauIm
0,1.00016,0
0.00314989,1.00017,0
0.00629978,1.0002,0
0.00944968,1.00025,0
0.0125996,1.00032,0
0.0157495,1.0004,0
0.0188994,1.0005,0
0.0220492,1.00062,0
0.0251991,1.00075,0
0.028349,1.0009,0
0.0314989,1.00106,0
0.0346488,1.00123,0
0.0377987,1.00142,0
0.0409486,1.00162,0
0.0440985,1.00183,0
0.0472484,1.00206,0
0.0503983,1.0023,0
0.0535482,1.00256,0
0.0566981,1.00282,0
0.059848,1.0031,0
0.0629978,1.00339,0
0.0661477,1.0037,0
0.0692976,1.00402,0
0.0724475,1.00435,0
0.0755974,1.00469,0
0.0787473,1.00505,0
0.0818972,1.00542,0
0.0850471,1.0058,0
0.088197,1.0062,0
0.0913469,1.00661,0
0.0944968,1.00703,0
0.0976467,1.00746,0
0.100797,1.00791,0
0.103946,1.00838,0
0.107096,1.00885,0
0.110246,1.00934,0
0.113396,1.00984,0
0.116546,1.01036,0
0.119696,1.01089,0
0.122846,1.01143,0
0.125996,1.01199,0
0.129146,1.01255,0
0.132295,1.01314,0
0.135445,1.01374,0
0.138595,1.01435,0
0.141745,1.01497,0
0.144895,1.01561,0
0.148045,1.01626,0
0.151195,1.01693,0
0.154345,1.0176,0
0.157495,1.0183,0
0.160645,1.019,0
0.163794,1.01972,0
0.166944,1.02046,0
0.170094,1.02121,0
0.173244,1.02197,0
0.176394,1.02274,0
0.179544,1.02353,0
0.182694,1.02434,0
0.185844,1.02515,0
0.188994,1.02598,0
0.192143,1.02683,0
0.195293,1.02769,0
0.198443,1.02856,0
0.201593,1.02944,0
0.204743,1.03034,0
0.207893,1.03126,0
0.211043,1.03219,0
0.214193,1.03313,0
0.217343,1.03408,0
0.220492,1.03505,0
0.223642,1.03603,0
0.226792,1.03703,0
0.229942,1.03804,0
0.233092,1.03907,0
0.236242,1.04011,0
0.239392,1.04116,0
0.242542,1.04222,0
0.245692,1.0433,0
0.248842,1.0444,0
0.251991,1.04551,0
0.255141,1.04663,0
0.258291,1.04776,0
0.261441,1.04891,0
0.264591,1.05008,0
0.267741,1.05126,0
0.270891,1.05245,0
0.274041,1.05365,0
0.277191,1.05487,0
0.28034,1.05611,0
0.28349,1.05735,0
0.28664,1.05861,0
0.28979,1.05989,0
0.29294,1.06117,0
0.29609,1.06248,0
0.29924,1.06379,0
0.30239,1.06512,0
0.30554,1.06646,0
0.308689,1.06782,0
0.311839,1.06919,0
0.314989,1.07057,0
0.318139,1.07197,0
0.321289,1.07338,0
0.324439,1.0748,0
0.327589,1.07623,0
0.330739,1.07768,0
0.333889,1.07914,0
0.337038,1.08062,0
0.340188,1.0821,0
0.343338,1.0836,0
0.346488,1.08512,0
0.349638,1.08664,0
0.352788,1.08818,0
0.355938,1.08973,0
0.359088,1.09129,0
0.362238,1.09287,0
0.365388,1.09445,0
0.368537,1.09605,0
0.371687,1.09766,0
0.374837,1.09929,0
0.377987,1.10092,0
0.381137,1.10257,0
0.384287,1.10422,0
0.387437,1.10589,0
0.390587,1.10757,0
0.393737,1.10926,0
0.396886,1.11096,0
0.400036,1.11268,0
0.403186,1.1144,0
0.406336,1.11613,0
0.409486,1.11788,0
0.412636,1.11964,0
0.415786,1.1214,0
0.418936,1.12318,0
0.422086,1.12496,0
0.425235,1.12676,0
0.428385,1.12857,0
0.431535,1.13038,0
0.434685,1.13221,0
0.437835,1.13404,0
0.440985,1.13589,0
0.444135,1.13774,0
0.447285,1.13961,0
0.450435,1.14148,0
0.453585,1.14336,0
0.456734,1.14525,0
0.459884,1.14715,0
0.463034,1.14906,0
0.466184,1.15098,0
0.469334,1.15291,0
0.472484,1.15484,0
0.475634,1.15679,0
0.478784,1.15874,0
0.481934,1.1607,0
0.485083,1.16267,0
0.488233,1.16464,0
0.491383,1.16663,0
0.494533,1.16862,0
0.497683,1.17062,0
0.500833,1.17263,0
0.503983,1.17465,0
0.507133,1.17667,0
0.510283,1.1787,0
0.513432,1.18074,0
0.516582,1.18279,0
0.519732,1.18484,0
0.522882,1.1869,0
0.526032,1.18897,0
0.529182,1.19105,0
0.532332,1.19313,0
0.535482,1.19522,0
0.538632,1.19732,0
0.541781,1.19942,0
0.544931,1.20153,0
0.548081,1.20365,0
0.551231,1.20577,0
0.554381,1.2079,0
0.557531,1.21004,0
0.560681,1.21218,0
0.563831,1.21433,0
0.566981,1.21648,0
0.570131,1.21864,0
0.57328,1.22081,0
0.57643,1.22298,0
0.57958,1.22516,0
0.58273,1.22735,0
0.58588,1.22954,0
0.58903,1.23173,0
0.59218,1.23394,0
0.59533,1.23614,0
0.59848,1.23835,0
0.601629,1.24057,0
0.604779,1.24279,0
0.607929,1.24502,0
0.611079,1.24725,0
0.614229,1.24949,0
0.617379,1.25173,0
0.620529,1.25398,0
0.623679,1.25623,0
0.626829,1.25848,0
0.629978,1.26074,0
0.633128,1.263,0
0.636278,1.26527,0
0.639428,1.26754,0
0.642578,1.26982,0
0.645728,1.27209,0
0.648878,1.27438,0
0.652028,1.27666,0
0.655178,1.27895,0
0.658328,1.28124,0
0.661477,1.28353,0
0.664627,1.28583,0
0.667777,1.28813,0
0.670927,1.29043,0
0.674077,1.29273,0
0.677227,1.29504,0
0.680377,1.29734,0
0.683527,1.29965,0
0.686677,1.30196,0
0.689826,1.30427,0
0.692976,1.30659,0
0.696126,1.3089,0
0.699276,1.31122,0
0.702426,1.31353,0
0.705576,1.31585,0
0.708726,1.31816,0
0.711876,1.32048,0
0.715026,1.32279,0
0.718175,1.32511,0
0.721325,1.32742,0
0.724475,1.32974,0
0.727625,1.33205,0
0.730775,1.33436,0
0.733925,1.33667,0
0.737075,1.33898,0
0.740225,1.34128,0
0.743375,1.34358,0
0.746525,1.34588,0
0.749674,1.34818,0
0.752824,1.35047,0
0.755974,1.35276,0
0.759124,1.35505,0
0.762274,1.35733,0
0.765424,1.3596,0
0.768574,1.36188,0
0.771724,1.36414,0
0.774874,1.3664,0
0.778023,1.36865,0
0.781173,1.3709,0
0.784323,1.37314,0
0.787473,1.37537,0
0.790623,1.37759,0
0.793773,1.37981,0
0.796923,1.38201,0
0.800073,1.38421,0
0.803223,1.3864,0
0.806372,1.38857,0
0.809522,1.39074,0
0.812672,1.39289,0
0.815822,1.39503,0
0.818972,1.39716,0
0.822122,1.39928,0
0.825272,1.40138,0
0.828422,1.40347,0
0.831572,1.40554,0
0.834722,1.4076,0
0.837871,1.40964,0
0.841021,1.41167,0
0.844171,1.41368,0
0.847321,1.41567,0
0.850471,1.41764,0
0.853621,1.41959,0
0.856771,1.42152,0
0.859921,1.42343,0
0.863071,1.42532,0
0.86622,1.42719,0
0.86937,1.42903,0
0.87252,1.43085,0
0.87567,1.43265,0
0.87882,1.43442,0
0.88197,1.43617,0
0.88512,1.43789,0
0.88827,1.43958,0
0.89142,1.44125,0
0.894569,1.44289,0
0.897719,1.44449,0
0.900869,1.44607,0
0.904019,1.44762,0
0.907169,1.44914,0
0.910319,1.45062,0
0.913469,1.45207,0
0.916619,1.45349,0
0.919769,1.45487,0
0.922918,1.45622,0
0.926068,1.45754,0
0.929218,1.45882,0
0.932368,1.46006,0
0.935518,1.46126,0
0.938668,1.46243,0
0.941818,1.46355,0
0.944968,1.46464,0
0.948118,1.46569,0
0.951268,1.4667,0
0.954417,1.46767,0
0.957567,1.4686,0
0.960717,1.46948,0
0.963867,1.47033,0
0.967017,1.47113,0
0.970167,1.47188,0
0.973317,1.4726,0
0.976467,1.47327,0
0.979617,1.47389,0
0.982766,1.47447,0
0.985916,1.47501,0
0.989066,1.47549,0
0.992216,1.47594,0
0.995366,1.47634,0
0.998516,1.47669,0
1.00167,1.47699,0
1.00482,1.47725,0
1.00797,1.47746,0
1.01112,1.47762,0
1.01427,1.47773,0
1.01742,1.4778,0
1.02057,1.47782,0
1.02372,1.47779,0
1.02686,1.47771,0
1.03001,1.47758,0
1.03316,1.47741,0
1.03631,1.47718,0
1.03946,1.47691,0
1.04261,1.47659,0
1.04576,1.47622,0
1.04891,1.4758,0
1.05206,1.47533,0
1.05521,1.47481,0
1.05836,1.47425,0
1.06151,1.47363,0
1.06466,1.47297,0
1.06781,1.47225,0
1.07096,1.47149,0
1.07411,1.47068,0
1.07726,1.46981,0
1.08041,1.4689,0
1.08356,1.46794,0
1.08671,1.46693,0
1.08986,1.46588,0
1.09301,1.46477,0
1.09616,1.46361,0
1.09931,1.46241,0
1.10246,1.46115,0
1.10561,1.45985,0
1.10876,1.4585,0
1.11191,1.45709,0
1.11506,1.45564,0
1.11821,1.45415,0
1.12136,1.4526,0
1.12451,1.451,0
1.12766,1.44936,0
1.13081,1.44766,0
1.13396,1.44592,0
1.13711,1.44413,0
1.14026,1.44229,0
1.14341,1.4404,0
1.14656,1.43847,0
1.14971,1.43648,0
1.15286,1.43445,0
1.15601,1.43237,0
1.15916,1.43024,0
1.16231,1.42807,0
1.16546,1.42584,0
1.16861,1.42357,0
1.17176,1.42125,0
1.17491,1.41889,0
1.17806,1.41647,0
1.18121,1.41401,0
1.18436,1.4115,0
1.18751,1.40895,0
1.19066,1.40635,0
1.19381,1.4037,0
1.19696,1.40101,0
1.20011,1.39826,0
1.20326,1.39548,0
1.20641,1.39265,0
1.20956,1.38977,0
1.21271,1.38684,0
1.21586,1.38388,0
1.21901,1.38086,0
1.22216,1.37781,0
1.22531,1.3747,0
1.22846,1.37156,0
1.23161,1.36837,0
1.23476,1.36513,0
1.23791,1.36185,0
1.24106,1.35853,0
1.24421,1.35517,0
1.24736,1.35176,0
1.25051,1.34831,0
1.25366,1.34482,0
1.25681,1.34129,0
1.25996,1.33771,0
1.26311,1.3341,0
1.26626,1.33044,0
1.26941,1.32674,0
1.27256,1.323,0
1.27571,1.31922,0
1.27886,1.31539,0
1.28201,1.31153,0
1.28516,1.30763,0
1.28831,1.30369,0
1.29146,1.29971,0
1.29461,1.29569,0
1.29776,1.29163,0
1.30091,1.28753,0
1.30406,1.28339,0
1.30721,1.27921,0
1.31036,1.275,0
1.31351,1.27075,0
1.31666,1.26646,0
1.3198,1.26214,0
1.32295,1.25778,0
1.3261,1.25338,0
1.32925,1.24895,0
1.3324,1.24448,0
1.33555,1.23998,0
1.3387,1.23545,0
1.34185,1.23089,0
1.345,1.22629,0
1.34815,1.22167,0
1.3513,1.21702,0
1.35445,1.21234,0
1.3576,1.20764,0
1.36075,1.20291,0
1.3639,1.19817,0
1.36705,1.1934,0
1.3702,1.18862,0
1.37335,1.18382,0
1.3765,1.17901,0
1.37965,1.17419,0
1.3828,1.16937,0
1.38595,1.16454,0
1.3891,1.15971,0
1.39225,1.15488,0
1.3954,1.15006,0
1.39855,1.14525,0
1.4017,1.14046,0
1.40485,1.13569,0
1.408,1.13094,0
1.41115,1.12621,0
1.4143,1.12152,0
1.41745,1.11687,0
1.4206,1.11226,0
1.42375,1.1077,0
1.4269,1.10319,0
1.43005,1.09873,0
1.4332,1.09434,0
1.43635,1.09001,0
1.4395,1.08576,0
1.44265,1.08158,0
1.4458,1.07749,0
1.44895,1.07348,0
1.4521,1.06956,0
1.45525,1.06574,0
1.4584,1.06201,0
1.46155,1.05839,0
1.4647,1.05488,0
1.46785,1.05147,0
1.471,1.04818,0
1.47415,1.045,0
1.4773,1.04194,0
1.48045,1.03899,0
1.4836,1.03617,0
1.48675,1.03346,0
1.4899,1.03088,0
1.49305,1.02841,0
1.4962,1.02607,0
1.49935,1.02384,0
1.5025,1.02173,0
1.50565,1.01973,0
1.5088,1.01785,0
1.51195,1.01607,0
1.5151,1.0144,0
1.51825,1.01284,0
1.5214,1.01137,0
1.52455,1.01001,0
1.5277,1.00873,0
1.53085,1.00755,0
1.534,1.00645,0
1.53715,1.00544,0
1.5403,1.00452,0
1.54345,1.00368,0
1.5466,1.00292,0
1.54975,1.00224,0
1.5529,1.00165,0
1.55605,1.00114,0
1.5592,1.00072,0
1.56235,1.00039,0
1.5655,1.00016,0
1.56865,1.00002,0
1.5718,1,0
