# 20240731_151921
alpha,rRe,rIm
0,0,0
0.00314989,0.0393481,0
0.00629978,0.0787771,0
0.00944968,0.118275,0
0.0125996,0.157831,0
0.0157495,0.197435,0
0.0188994,0.237081,0
0.0220492,0.276761,0
0.0251991,0.316469,0
0.028349,0.3562,0
0.0314989,0.395951,0
0.0346488,0.435718,0
0.0377987,0.475499,0
0.0409486,0.515291,0
0.0440985,0.555094,0
0.0472484,0.594905,0
0.0503983,0.634725,0
0.0535482,0.674552,0
0.0566981,0.714388,0
0.059848,0.754231,0
0.0629978,0.794082,0
0.0661477,0.833942,0
0.0692976,0.873811,0
0.0724475,0.91369,0
0.0755974,0.953579,0
0.0787473,0.99348,0
0.0818972,1.03339,0
0.0850471,1.07332,0
0.088197,1.11326,0
0.0913469,1.15322,0
0.0944968,1.19319,0
0.0976467,1.23318,0
0.100797,1.27318,0
0.103946,1.3132,0
0.107096,1.35325,0
0.110246,1.39331,0
0.113396,1.43339,0
0.116546,1.4735,0
0.119696,1.51362,0
0.122846,1.55377,0
0.125996,1.59394,0
0.129146,1.63414,0
0.132295,1.67435,0
0.135445,1.71459,0
0.138595,1.75486,0
0.141745,1.79515,0
0.144895,1.83546,0
0.148045,1.8758,0
0.151195,1.91617,0
0.154345,1.95656,0
0.157495,1.99698,0
0.160645,2.03742,0
0.163794,2.07789,0
0.166944,2.11838,0
0.170094,2.1589,0
0.173244,2.19945,0
0.176394,2.24002,0
0.179544,2.28062,0
0.182694,2.32124,0
0.185844,2.36189,0
0.188994,2.40257,0
0.192143,2.44327,0
0.195293,2.484,0
0.198443,2.52476,0
0.201593,2.56554,0
0.204743,2.60635,0
0.207893,2.64718,0
0.211043,2.68804,0
0.214193,2.72892,0
0.217343,2.76983,0
0.220492,2.81076,0
0.223642,2.85172,0
0.226792,2.89271,0
0.229942,2.93371,0
0.233092,2.97475,0
0.236242,3.0158,0
0.239392,3.05688,0
0.242542,3.09798,0
0.245692,3.13911,0
0.248842,3.18025,0
0.251991,3.22142,0
0.255141,3.26261,0
0.258291,3.30382,0
0.261441,3.34506,0
0.264591,3.38631,0
0.267741,3.42758,0
0.270891,3.46886,0
0.274041,3.51017,0
0.277191,3.55149,0
0.28034,3.59283,0
0.28349,3.63418,0
0.28664,3.67554,0
0.28979,3.71692,0
0.29294,3.75831,0
0.29609,3.79971,0
0.29924,3.84113,0
0.30239,3.88254,0
0.30554,3.92397,0
0.308689,3.9654,0
0.311839,4.00684,0
0.314989,4.04828,0
0.318139,4.08972,0
0.321289,4.13116,0
0.324439,4.1726,0
0.327589,4.21404,0
0.330739,4.25547,0
0.333889,4.2969,0
0.337038,4.33832,0
0.340188,4.37973,0
0.343338,4.42112,0
0.346488,4.46251,0
0.349638,4.50387,0
0.352788,4.54522,0
0.355938,4.58655,0
0.359088,4.62786,0
0.362238,4.66915,0
0.365388,4.71041,0
0.368537,4.75164,0
0.371687,4.79284,0
0.374837,4.83401,0
0.377987,4.87514,0
0.381137,4.91624,0
0.384287,4.95729,0
0.387437,4.99831,0
0.390587,5.03928,0
0.393737,5.0802,0
0.396886,5.12108,0
0.400036,5.1619,0
0.403186,5.20267,0
0.406336,5.24338,0
0.409486,5.28404,0
0.412636,5.32463,0
0.415786,5.36516,0
0.418936,5.40562,0
0.422086,5.44601,0
0.425235,5.48632,0
0.428385,5.52657,0
0.431535,5.56673,0
0.434685,5.60682,0
0.437835,5.64682,0
0.440985,5.68674,0
0.444135,5.72657,0
0.447285,5.7663,0
0.450435,5.80595,0
0.453585,5.84549,0
0.456734,5.88494,0
0.459884,5.92428,0
0.463034,5.96352,0
0.466184,6.00265,0
0.469334,6.04167,0
0.472484,6.08058,0
0.475634,6.11937,0
0.478784,6.15804,0
0.481934,6.19658,0
0.485083,6.23501,0
0.488233,6.2733,0
0.491383,6.31147,0
0.494533,6.34949,0
0.497683,6.38739,0
0.500833,6.42514,0
0.503983,6.46275,0
0.507133,6.50022,0
0.510283,6.53753,0
0.513432,6.5747,0
0.516582,6.61171,0
0.519732,6.64856,0
0.522882,6.68525,0
0.526032,6.72178,0
0.529182,6.75814,0
0.532332,6.79434,0
0.535482,6.83036,0
0.538632,6.8662,0
0.541781,6.90187,0
0.544931,6.93735,0
0.548081,6.97265,0
0.551231,7.00776,0
0.554381,7.04268,0
0.557531,7.07741,0
0.560681,7.11194,0
0.563831,7.14627,0
0.566981,7.18039,0
0.570131,7.21431,0
0.57328,7.24802,0
0.57643,7.28152,0
0.57958,7.31481,0
0.58273,7.34787,0
0.58588,7.38071,0
0.58903,7.41333,0
0.59218,7.44572,0
0.59533,7.47788,0
0.59848,7.5098,0
0.601629,7.54149,0
0.604779,7.57294,0
0.607929,7.60414,0
0.611079,7.6351,0
0.614229,7.66581,0
0.617379,7.69627,0
0.620529,7.72647,0
0.623679,7.75641,0
0.626829,7.7861,0
0.629978,7.81552,0
0.633128,7.84467,0
0.636278,7.87355,0
0.639428,7.90216,0
0.642578,7.93049,0
0.645728,7.95855,0
0.648878,7.98632,0
0.652028,8.01381,0
0.655178,8.04101,0
0.658328,8.06793,0
0.661477,8.09455,0
0.664627,8.12088,0
0.667777,8.1469,0
0.670927,8.17263,0
0.674077,8.19806,0
0.677227,8.22318,0
0.680377,8.248,0
0.683527,8.2725,0
0.686677,8.29669,0
0.689826,8.32057,0
0.692976,8.34413,0
0.696126,8.36737,0
0.699276,8.39029,0
0.702426,8.41288,0
0.705576,8.43515,0
0.708726,8.45709,0
