# 20240731_151921
alpha,DtauRe,DtauIm
0,0,0
0.00314989,-0.0155156,0
0.00629978,-0.028599,0
0.00944968,-0.0397137,0
0.0125996,-0.0492561,0
0.0157495,-0.0575641,0
0.0188994,-0.0649232,0
0.0220492,-0.0715734,0
0.0251991,-0.0777147,0
0.028349,-0.0835122,0
0.0314989,-0.0891011,0
0.0346488,-0.0945903,0
0.0377987,-0.100067,0
0.0409486,-0.105598,0
0.0440985,-0.111236,0
0.0472484,-0.117019,0
0.0503983,-0.122974,0
0.0535482,-0.129121,0
0.0566981,-0.135469,0
0.059848,-0.142025,0
0.0629978,-0.14879,0
0.0661477,-0.155761,0
0.0692976,-0.162933,0
0.0724475,-0.170302,0
0.0755974,-0.17786,0
0.0787473,-0.185602,0
0.0818972,-0.193519,0
0.0850471,-0.201607,0
0.088197,-0.209861,0
0.0913469,-0.218277,0
0.0944968,-0.226854,0
0.0976467,-0.235589,0
0.100797,-0.244484,0
0.103946,-0.253542,0
0.107096,-0.262765,0
0.110246,-0.272159,0
0.113396,-0.281729,0
0.116546,-0.291485,0
0.119696,-0.301435,0
0.122846,-0.311588,0
0.125996,-0.321956,0
0.129146,-0.332551,0
0.132295,-0.343385,0
0.135445,-0.354473,0
0.138595,-0.365827,0
0.141745,-0.377462,0
0.144895,-0.389393,0
0.148045,-0.401634,0
0.151195,-0.414202,0
0.154345,-0.427111,0
0.157495,-0.440377,0
0.160645,-0.454015,0
0.163794,-0.46804,0
0.166944,-0.482468,0
0.170094,-0.497313,0
0.173244,-0.512591,0
0.176394,-0.528315,0
0.179544,-0.544501,0
0.182694,-0.561163,0
0.185844,-0.578314,0
0.188994,-0.595969,0
0.192143,-0.61414,0
0.195293,-0.63284,0
0.198443,-0.652084,0
0.201593,-0.671883,0
0.204743,-0.69225,0
0.207893,-0.713197,0
0.211043,-0.734737,0
0.214193,-0.75688,0
0.217343,-0.77964,0
0.220492,-0.803027,0
0.223642,-0.827054,0
0.226792,-0.851731,0
0.229942,-0.877069,0
0.233092,-0.90308,0
0.236242,-0.929775,0
0.239392,-0.957164,0
0.242542,-0.985259,0
0.245692,-1.01407,0
0.248842,-1.04361,0
0.251991,-1.07388,0
0.255141,-1.1049,0
0.258291,-1.13668,0
0.261441,-1.16923,0
0.264591,-1.20256,0
0.267741,-1.23667,0
0.270891,-1.27159,0
0.274041,-1.3073,0
0.277191,-1.34384,0
0.28034,-1.3812,0
0.28349,-1.4194,0
0.28664,-1.45843,0
0.28979,-1.49832,0
0.29294,-1.53907,0
0.29609,-1.58068,0
0.29924,-1.62317,0
0.30239,-1.66654,0
0.30554,-1.71079,0
0.308689,-1.75593,0
0.311839,-1.80197,0
0.314989,-1.84892,0
0.318139,-1.89677,0
0.321289,-1.94552,0
0.324439,-1.9952,0
0.327589,-2.04578,0
0.330739,-2.09728,0
0.333889,-2.1497,0
0.337038,-2.20304,0
0.340188,-2.2573,0
0.343338,-2.31247,0
0.346488,-2.36856,0
0.349638,-2.42556,0
0.352788,-2.48347,0
0.355938,-2.54229,0
0.359088,-2.60201,0
0.362238,-2.66262,0
0.365388,-2.72413,0
0.368537,-2.78652,0
0.371687,-2.84979,0
0.374837,-2.91393,0
0.377987,-2.97893,0
0.381137,-3.04479,0
0.384287,-3.11148,0
0.387437,-3.17901,0
0.390587,-3.24737,0
0.393737,-3.31653,0
0.396886,-3.38649,0
0.400036,-3.45724,0
0.403186,-3.52876,0
0.406336,-3.60105,0
0.409486,-3.67408,0
0.412636,-3.74785,0
0.415786,-3.82234,0
0.418936,-3.89753,0
0.422086,-3.97342,0
0.425235,-4.04999,0
0.428385,-4.12721,0
0.431535,-4.20509,0
0.434685,-4.28359,0
0.437835,-4.36272,0
0.440985,-4.44244,0
0.444135,-4.52275,0
0.447285,-4.60363,0
0.450435,-4.68507,0
0.453585,-4.76705,0
0.456734,-4.84955,0
0.459884,-4.93257,0
0.463034,-5.01608,0
0.466184,-5.10007,0
0.469334,-5.18453,0
0.472484,-5.26944,0
0.475634,-5.35478,0
0.478784,-5.44055,0
0.481934,-5.52673,0
0.485083,-5.61331,0
0.488233,-5.70026,0
0.491383,-5.78759,0
0.494533,-5.87527,0
