# 20240731_151921
alpha,urRe,urIm
0,0,0
0.00157237,0.0017708,0
0.00314474,0.00354325,0
0.00471711,0.00531995,0
0.00628947,0.0070997,0
0.00786184,0.00888223,0
0.00943421,0.0106673,0
0.0110066,0.0124548,0
0.0125789,0.0142444,0
0.0141513,0.016036,0
0.0157237,0.0178294,0
0.0172961,0.0196244,0
0.0188684,0.0214209,0
0.0204408,0.0232188,0
0.0220132,0.025018,0
0.0235855,0.0268182,0
0.0251579,0.0286195,0
0.0267303,0.0304216,0
0.0283026,0.0322246,0
0.029875,0.0340284,0
0.0314474,0.0358328,0
0.0330197,0.0376379,0
0.0345921,0.0394435,0
0.0361645,0.0412496,0
0.0377368,0.0430561,0
0.0393092,0.0448631,0
0.0408816,0.0466704,0
0.042454,0.0484781,0
0.0440263,0.0502861,0
0.0455987,0.0520944,0
0.0471711,0.0539029,0
0.0487434,0.0557117,0
0.0503158,0.0575208,0
0.0518882,0.0593301,0
0.0534605,0.0611396,0
0.0550329,0.0629494,0
0.0566053,0.0647593,0
0.0581776,0.0665695,0
0.05975,0.06838,0
0.0613224,0.0701906,0
0.0628947,0.0720015,0
0.0644671,0.0738127,0
0.0660395,0.0756241,0
0.0676119,0.0774358,0
0.0691842,0.0792477,0
0.0707566,0.08106,0
0.072329,0.0828725,0
0.0739013,0.0846854,0
0.0754737,0.0864986,0
0.0770461,0.0883122,0
0.0786184,0.0901261,0
0.0801908,0.0919404,0
0.0817632,0.0937551,0
0.0833355,0.0955702,0
0.0849079,0.0973857,0
0.0864803,0.0992017,0
0.0880526,0.101018,0
0.089625,0.102835,0
0.0911974,0.104652,0
0.0927698,0.10647,0
0.0943421,0.108289,0
0.0959145,0.110108,0
0.0974869,0.111927,0
0.0990592,0.113748,0
0.100632,0.115568,0
0.102204,0.11739,0
0.103776,0.119212,0
0.105349,0.121034,0
0.106921,0.122857,0
0.108493,0.124681,0
0.110066,0.126506,0
0.111638,0.128331,0
0.113211,0.130157,0
0.114783,0.131984,0
0.116355,0.133811,0
0.117928,0.135639,0
0.1195,0.137468,0
0.121072,0.139298,0
0.122645,0.141128,0
0.124217,0.142959,0
0.125789,0.144791,0
0.127362,0.146624,0
0.128934,0.148457,0
0.130507,0.150292,0
0.132079,0.152127,0
0.133651,0.153963,0
0.135224,0.1558,0
0.136796,0.157638,0
0.138368,0.159476,0
0.139941,0.161315,0
0.141513,0.163156,0
0.143086,0.164997,0
0.144658,0.166839,0
0.14623,0.168682,0
0.147803,0.170525,0
0.149375,0.17237,0
0.150947,0.174216,0
0.15252,0.176062,0
0.154092,0.177909,0
0.155665,0.179758,0
0.157237,0.181607,0
0.158809,0.183457,0
0.160382,0.185308,0
0.161954,0.18716,0
0.163526,0.189012,0
0.165099,0.190866,0
0.166671,0.192721,0
0.168243,0.194576,0
0.169816,0.196433,0
0.171388,0.19829,0
0.172961,0.200149,0
0.174533,0.202008,0
0.176105,0.203868,0
0.177678,0.20573,0
0.17925,0.207592,0
0.180822,0.209455,0
0.182395,0.211319,0
0.183967,0.213184,0
0.18554,0.21505,0
0.187112,0.216917,0
0.188684,0.218785,0
0.190257,0.220654,0
0.191829,0.222524,0
0.193401,0.224395,0
0.194974,0.226266,0
0.196546,0.228139,0
0.198118,0.230013,0
0.199691,0.231888,0
0.201263,0.233764,0
0.202836,0.23564,0
0.204408,0.237518,0
0.20598,0.239397,0
0.207553,0.241276,0
0.209125,0.243157,0
0.210697,0.245038,0
0.21227,0.246921,0
0.213842,0.248805,0
0.215415,0.250689,0
0.216987,0.252575,0
0.218559,0.254461,0
0.220132,0.256349,0
0.221704,0.258237,0
0.223276,0.260127,0
0.224849,0.262017,0
0.226421,0.263909,0
0.227993,0.265802,0
0.229566,0.267695,0
0.231138,0.26959,0
0.232711,0.271485,0
0.234283,0.273382,0
0.235855,0.275279,0
0.237428,0.277178,0
0.239,0.279077,0
0.240572,0.280977,0
0.242145,0.282879,0
0.243717,0.284781,0
0.24529,0.286685,0
0.246862,0.288589,0
0.248434,0.290494,0
0.250007,0.292401,0
0.251579,0.294308,0
0.253151,0.296217,0
0.254724,0.298126,0
0.256296,0.300036,0
0.257868,0.301947,0
0.259441,0.303859,0
0.261013,0.305773,0
0.262586,0.307687,0
0.264158,0.309602,0
0.26573,0.311518,0
0.267303,0.313435,0
0.268875,0.315353,0
0.270447,0.317271,0
0.27202,0.319191,0
0.273592,0.321112,0
0.275165,0.323033,0
0.276737,0.324956,0
0.278309,0.326879,0
0.279882,0.328803,0
0.281454,0.330729,0
0.283026,0.332655,0
0.284599,0.334582,0
0.286171,0.336509,0
0.287743,0.338438,0
0.289316,0.340367,0
0.290888,0.342298,0
0.292461,0.344229,0
0.294033,0.346161,0
0.295605,0.348094,0
0.297178,0.350027,0
0.29875,0.351962,0
0.300322,0.353897,0
0.301895,0.355833,0
0.303467,0.35777,0
0.30504,0.359707,0
0.306612,0.361645,0
0.308184,0.363584,0
0.309757,0.365524,0
0.311329,0.367464,0
0.312901,0.369405,0
0.314474,0.371347,0
0.316046,0.37329,0
0.317618,0.375233,0
0.319191,0.377176,0
0.320763,0.379121,0
0.322336,0.381066,0
0.323908,0.383011,0
0.32548,0.384957,0
0.327053,0.386904,0
0.328625,0.388851,0
0.330197,0.390799,0
0.33177,0.392748,0
0.333342,0.394696,0
0.334915,0.396646,0
0.336487,0.398596,0
0.338059,0.400546,0
0.339632,0.402497,0
0.341204,0.404448,0
0.342776,0.4064,0
0.344349,0.408352,0
0.345921,0.410304,0
0.347493,0.412257,0
0.349066,0.41421,0
0.350638,0.416164,0
0.352211,0.418118,0
0.353783,0.420072,0
0.355355,0.422026,0
0.356928,0.423981,0
0.3585,0.425936,0
0.360072,0.427891,0
0.361645,0.429847,0
0.363217,0.431802,0
0.36479,0.433758,0
0.366362,0.435714,0
0.367934,0.43767,0
0.369507,0.439627,0
0.371079,0.441583,0
0.372651,0.44354,0
0.374224,0.445497,0
0.375796,0.447453,0
0.377368,0.44941,0
0.378941,0.451367,0
0.380513,0.453324,0
0.382086,0.455281,0
0.383658,0.457238,0
0.38523,0.459195,0
0.386803,0.461152,0
0.388375,0.463109,0
0.389947,0.465066,0
0.39152,0.467022,0
0.393092,0.468979,0
0.394665,0.470935,0
0.396237,0.472892,0
0.397809,0.474848,0
0.399382,0.476804,0
0.400954,0.47876,0
0.402526,0.480716,0
0.404099,0.482671,0
0.405671,0.484627,0
0.407243,0.486582,0
0.408816,0.488537,0
0.410388,0.490491,0
0.411961,0.492446,0
0.413533,0.4944,0
0.415105,0.496353,0
0.416678,0.498307,0
0.41825,0.50026,0
0.419822,0.502213,0
0.421395,0.504165,0
0.422967,0.506117,0
0.42454,0.508069,0
0.426112,0.510021,0
0.427684,0.511971,0
0.429257,0.513922,0
0.430829,0.515872,0
0.432401,0.517822,0
0.433974,0.519771,0
0.435546,0.52172,0
0.437118,0.523668,0
0.438691,0.525616,0
0.440263,0.527564,0
0.441836,0.529511,0
0.443408,0.531457,0
0.44498,0.533403,0
0.446553,0.535349,0
0.448125,0.537294,0
0.449697,0.539238,0
0.45127,0.541182,0
0.452842,0.543125,0
0.454415,0.545068,0
0.455987,0.54701,0
0.457559,0.548952,0
0.459132,0.550893,0
0.460704,0.552833,0
0.462276,0.554773,0
0.463849,0.556713,0
0.465421,0.558651,0
0.466994,0.560589,0
0.468566,0.562527,0
0.470138,0.564464,0
0.471711,0.5664,0
0.473283,0.568336,0
0.474855,0.570271,0
0.476428,0.572205,0
0.478,0.574139,0
0.479572,0.576072,0
0.481145,0.578004,0
0.482717,0.579936,0
0.48429,0.581867,0
0.485862,0.583798,0
0.487434,0.585727,0
0.489007,0.587656,0
0.490579,0.589585,0
0.492151,0.591513,0
0.493724,0.59344,0
0.495296,0.595366,0
0.496869,0.597292,0
0.498441,0.599217,0
0.500013,0.601141,0
0.501586,0.603065,0
0.503158,0.604988,0
0.50473,0.60691,0
0.506303,0.608831,0
0.507875,0.610752,0
0.509447,0.612672,0
0.51102,0.614592,0
0.512592,0.61651,0
0.514165,0.618428,0
0.515737,0.620345,0
0.517309,0.622262,0
0.518882,0.624178,0
0.520454,0.626093,0
0.522026,0.628007,0
0.523599,0.629921,0
0.525171,0.631834,0
0.526744,0.633746,0
0.528316,0.635657,0
0.529888,0.637568,0
0.531461,0.639478,0
0.533033,0.641387,0
0.534605,0.643295,0
0.536178,0.645203,0
0.53775,0.64711,0
0.539322,0.649016,0
0.540895,0.650921,0
0.542467,0.652826,0
0.54404,0.65473,0
0.545612,0.656633,0
0.547184,0.658535,0
0.548757,0.660436,0
0.550329,0.662337,0
0.551901,0.664237,0
0.553474,0.666136,0
0.555046,0.668035,0
0.556619,0.669932,0
0.558191,0.671829,0
0.559763,0.673725,0
0.561336,0.67562,0
0.562908,0.677515,0
0.56448,0.679408,0
0.566053,0.681301,0
0.567625,0.683193,0
0.569197,0.685084,0
0.57077,0.686975,0
0.572342,0.688864,0
0.573915,0.690753,0
0.575487,0.69264,0
0.577059,0.694527,0
0.578632,0.696413,0
0.580204,0.698299,0
0.581776,0.700183,0
0.583349,0.702066,0
0.584921,0.703949,0
0.586494,0.70583,0
0.588066,0.707711,0
0.589638,0.709591,0
0.591211,0.71147,0
0.592783,0.713348,0
0.594355,0.715225,0
0.595928,0.717102,0
0.5975,0.718977,0
0.599072,0.720851,0
0.600645,0.722724,0
0.602217,0.724597,0
0.60379,0.726468,0
0.605362,0.728339,0
0.606934,0.730208,0
0.608507,0.732077,0
0.610079,0.733944,0
0.611651,0.73581,0
0.613224,0.737676,0
0.614796,0.73954,0
0.616369,0.741404,0
0.617941,0.743266,0
0.619513,0.745127,0
0.621086,0.746987,0
0.622658,0.748846,0
0.62423,0.750704,0
0.625803,0.752561,0
0.627375,0.754417,0
0.628947,0.756271,0
0.63052,0.758125,0
0.632092,0.759977,0
0.633665,0.761828,0
0.635237,0.763678,0
0.636809,0.765527,0
0.638382,0.767374,0
0.639954,0.76922,0
0.641526,0.771065,0
0.643099,0.772909,0
0.644671,0.774752,0
0.646244,0.776593,0
0.647816,0.778433,0
0.649388,0.780271,0
0.650961,0.782109,0
0.652533,0.783945,0
0.654105,0.785779,0
0.655678,0.787612,0
0.65725,0.789444,0
0.658822,0.791275,0
0.660395,0.793104,0
0.661967,0.794931,0
0.66354,0.796758,0
0.665112,0.798582,0
0.666684,0.800405,0
0.668257,0.802227,0
0.669829,0.804047,0
0.671401,0.805866,0
0.672974,0.807683,0
0.674546,0.809498,0
0.676119,0.811312,0
0.677691,0.813124,0
0.679263,0.814935,0
0.680836,0.816744,0
0.682408,0.818551,0
0.68398,0.820356,0
0.685553,0.82216,0
0.687125,0.823962,0
0.688697,0.825762,0
0.69027,0.827561,0
0.691842,0.829358,0
0.693415,0.831152,0
0.694987,0.832945,0
0.696559,0.834736,0
0.698132,0.836525,0
0.699704,0.838313,0
0.701276,0.840098,0
0.702849,0.841881,0
0.704421,0.843662,0
0.705994,0.845442,0
0.707566,0.847219,0
0.709138,0.848994,0
0.710711,0.850767,0
0.712283,0.852537,0
0.713855,0.854306,0
0.715428,0.856072,0
0.717,0.857836,0
0.718572,0.859598,0
0.720145,0.861357,0
0.721717,0.863115,0
0.72329,0.864869,0
0.724862,0.866622,0
0.726434,0.868372,0
0.728007,0.870119,0
0.729579,0.871864,0
0.731151,0.873606,0
0.732724,0.875346,0
0.734296,0.877084,0
