alpha,tau,r,Dtau,Dr,ur,utau
0.0,12.92358014766251,0.0,0.0,12.523614286621164,0.0,0.9990927019645268
0.0031498924384667,12.92358014766251,0.039448168409694485,0.0,12.523738544519505,0.0041126163927805,0.9994335386013344
0.0062997848769334,12.92358014766251,0.07889711962777365,-1.3877787807814457e-17,12.524111328077655,0.0081066169210673,0.9997170695713418
0.0094496773154001,12.92358014766251,0.1183476365247595,1.3877787807814457e-17,12.524732666886672,0.0120038839726264,0.9999561757592847
0.0125995697538669,12.92358014766251,0.1578005020954605,0.0,12.525602610270527,0.0158231262424647,1.000161871589154
0.0157494621923336,12.92358014766251,0.19725649952113536,0.0,12.526721227294425,0.0195802496376233,1.0003435221655068
0.0188993546308003,12.92358014766251,0.23671641223170067,0.0,12.528088606776466,0.023288693195194,1.00050904004968
0.022049247069267,12.92358014766251,0.27618102396796823,0.0,12.529704857302624,0.0269597326646689,1.000665063203626
0.0251991395077338,12.92358014766251,0.31565111884394226,0.0,12.531570107245077,0.0306027542472235,1.0008171155432184
0.0283490319462005,12.92358014766251,0.3551274814091719,0.0,12.533684504783883,0.0342255008332055,1.0009697514560527
0.0314989243846672,12.92358014766251,0.39461089671119,-5.551115123125783e-17,12.536048217931997,0.037834292934713,1.0011266855559051
0.0346488168231339,12.92358014766251,0.43410215035802363,-5.551115123125783e-17,12.538661434563654,0.0414342263724983,1.0012909088669606
0.0377987092616007,12.92358014766251,0.4736020285808062,0.0,12.541524362446118,0.0450293486452893,1.0014647925555724
0.0409486017000674,12.92358014766251,0.5131113182964882,0.0,12.544637229274805,0.0486228157847906,1.001650180255561
0.0440984941385341,12.92358014766251,0.5526308071706756,1.1102230246251565e-16,12.548000282711795,0.0522170313808785,1.0018484699647474
0.0472483865770008,12.92358014766251,0.5921612836805832,0.0,12.551613790427732,0.0558137693486551,1.00206068642548
0.0503982790154676,12.92358014766251,0.6317035371781322,0.0,12.555478040147147,0.059414281901856,1.0022875448401956
0.0535481714539343,12.92358014766251,0.6712583579531887,-1.1102230246251565e-16,12.559593339697189,0.0630193940954294,1.0025295067144742
0.056698063892401,12.92358014766251,0.7108265372969731,0.0,12.563960017059811,0.066629586203716,1.0027868285644788
0.0598479563308678,12.92358014766251,0.7504088675656296,0.0,12.568578420427386,0.0702450651093804,1.0030596041730142
0.0629978487693345,12.92358014766251,0.7900061422439743,0.0,12.573448918261803,0.0738658257918722,1.0033478010285837
0.0661477412078012,12.92358014766251,0.8296191560094475,0.0,12.578571899357058,0.0774917039225639,1.0036512915346767
0.0692976336462679,12.92358014766251,0.8692487047962555,0.0,12.583947772905324,0.0811224204966251,1.003969879531963
0.0724475260847347,12.92358014766251,0.9088955858597346,0.0,12.589576968566568,0.0847576193589862,1.0043033226340208
0.0755974185232014,12.92358014766251,0.9485605978409307,-1.1102230246251565e-16,12.595459936541696,0.0883968984132382,1.0046513508375865
0.0787473109616681,12.92358014766251,0.9882445408314295,-1.1102230246251565e-16,12.601597147649265,0.0920398352378439,1.005013681830965
0.0818972034001348,12.92358014766251,1.0279482164384195,0.0,12.607989093405797,0.0956860077734371,1.0053900333891328
0.0850470958386016,12.92358014766251,1.0676724278500225,0.0,12.614636286109677,0.0993350106880912,1.0057801332110574
0.0881969882770683,12.92358014766251,1.1074179799008865,0.0,12.62153925892871,0.1029864679740957,1.006183726523809
0.091346880715535,12.92358014766251,1.1471856791380712,-2.220446049250313e-16,12.628698565991328,0.1066400422798414,1.0066005817490222
0.0944967731540017,12.92358014766251,1.1869763338872166,0.0,12.63611478248149,0.1102954414337114,1.00703049450013
0.0976466655924685,12.92358014766251,1.2267907543190213,0.0,12.643788504737289,0.1139524225732878,1.0074732901534214
0.1007965580309352,12.92358014766251,1.266629752516032,0.0,12.65172035035332,0.1176107942525473,1.0079288252123249
0.1039464504694019,12.92358014766251,1.3064941425397718,2.220446049250313e-16,12.659910958286805,0.121270416861907,1.008396987662276
0.1070963429078687,12.92358014766251,1.3463847404982,-2.220446049250313e-16,12.668360988967542,0.1249312016608595,1.0088776964930466
0.1102462353463354,12.92358014766251,1.3863023646135204,-2.220446049250313e-16,12.677071124411682,0.1285931086903651,1.0093709005463951
0.1133961277848021,12.92358014766251,1.4262478352903705,0.0,12.686042068339383,0.1322561438020333,1.0098765768292863
0.1165460202232688,12.92358014766251,1.466221975184371,2.220446049250313e-16,12.695274546296375,0.1359203550132908,1.010394728416644
0.1196959126617356,12.92358014766251,1.506225609271073,0.0,12.704769305779465,0.1395858283720882,1.0109253820525927
0.1228458051002023,12.92358014766251,1.546259564915299,2.220446049250313e-16,12.714527116366028,0.1432526834911237,1.0114685855453092
0.125995697538669,12.92358014766251,1.5863246719409128,0.0,12.724548769847521,0.1469210688899419,1.012024405037927
0.1291455899771358,12.92358014766251,1.6264217627010011,0.0,12.73483508036705,0.1505911572635041,1.012592922226326
0.1322954824156025,12.92358014766251,1.666551672148498,2.220446049250313e-16,12.745386884561043,0.1542631407777978,1.0131742315840198
0.1354453748540692,12.92358014766251,1.7067152379072743,2.220446049250313e-16,12.756205041705076,0.1579372264766814,1.0137684376447254
0.1385952672925359,12.92358014766251,1.746913300343675,-2.220446049250313e-16,12.767290433863876,0.1616136318693231,1.0143756523844298
0.1417451597310026,12.92358014766251,1.787146702638548,0.0,12.778643966045564,0.1652925807542118,1.0149959927368737
0.1448950521694694,12.92358014766251,1.8274162908597646,-2.220446049250313e-16,12.790266566360181,0.1689742993236987,1.0156295782692486
0.1480449446079361,12.92358014766251,1.867722914035234,0.0,12.802159186182537,0.1726590125822766,1.0162765290385425
0.1511948370464028,12.92358014766251,1.908067424226459,0.0,12.814322800319445,0.1763469411022483,1.016936963643271
0.1543447294848696,12.92358014766251,1.9484506766026073,2.220446049250313e-16,12.826758407181384,0.180038298131979,1.0176109974803214
0.1574946219233363,12.92358014766251,1.9888735295151339,0.0,12.839467028958632,0.1837332870645106,1.0182987412121922
0.160644514361803,12.92358014766251,2.0293368445729745,0.0,12.852449711801963,0.1874320992678486,1.0190002994460463
0.1637944068002697,12.92358014766251,2.0698414867183055,-4.440892098500626e-16,12.8657075260079,0.1911349122726488,1.019715769622649
0.1669442992387365,12.92358014766251,2.110388324302901,-4.440892098500626e-16,12.879241566208647,0.1948418883082764,1.020445241110395
0.1700941916772032,12.92358014766251,2.150978229165086,0.0,12.8930529515667,0.1985531731741894,1.0211887944971862
0.1732440841156699,12.92358014766251,2.191612076707327,0.0,12.907142825974262,0.2022688954302825,1.0219465010709303
0.1763939765541367,12.92358014766251,2.2322907459744417,0.0,12.921512358257445,0.2059891658871395,1.0227184224777544
0.1795438689926034,12.92358014766251,2.273015119732466,0.0,12.936162742385394,0.2097140773750192,1.023504610545737
0.1826937614310701,12.92358014766251,2.3137860845481923,-4.440892098500626e-16,12.951095197684358,0.2134437047688237,1.0243051072609686
0.1858436538695368,12.92358014766251,2.3546045308693793,-4.440892098500626e-16,12.96631096905679,0.2171781052451551,1.0251199448820187
0.1889935463080035,12.92358014766251,2.395471353105672,0.0,12.981811327205532,0.2209173187468897,1.025949146178437
0.1921434387464703,12.92358014766251,2.4363874497102276,0.0,12.997597568863165,0.2246613686303721,1.0267927247786734
0.195293331184937,12.92358014766251,2.4773537232620697,0.0,13.013671017026606,0.2284102624703427,1.027650685612767
0.1984432236234037,12.92358014766251,2.5183710805492034,0.0,13.030033021197001,0.2321639929980405,1.0285230254352888
0.2015931160618705,12.92358014766251,2.5594404326524813,0.0,13.046684957625013,0.2359225391484839,1.0294097334143375
0.2047430085003372,12.92358014766251,2.60056269503025,0.0,13.063628229561562,0.2396858671937392,1.030310791772802
0.2078929009388039,12.92358014766251,2.6417387876038103,-4.440892098500626e-16,13.080864267514125,0.2434539319399496,1.0312261764686672
0.2110427933772706,12.92358014766251,2.6829696348436762,4.440892098500626e-16,13.098394529508642,0.2472266779670889,1.0321558579017869
0.2141926858157374,12.92358014766251,2.7242561658566795,0.0,13.116220501357155,0.2510040408916228,1.0330998016352728
0.2173425782542041,12.92358014766251,2.765599314473915,0.0,13.134343696931209,0.2547859486337028,1.0340579691204428
0.2204924706926708,12.92358014766251,2.8070000193395717,-4.440892098500626e-16,13.152765658441172,0.2585723226719338,1.0350303184151364
0.2236423631311375,12.92358014766251,2.8484592240006403,0.0,13.171487956721506,0.2623630792703073,1.0360168048860616
0.2267922555696043,12.92358014766251,2.8899778769975355,4.440892098500626e-16,13.190512191522108,0.2661581306634363,1.0370173818867745
0.229942148008071,12.92358014766251,2.9315569319556385,-4.440892098500626e-16,13.209839991805813,0.2699573861878226,1.0380320014038102
0.2330920404465377,12.92358014766251,2.9731973476777975,-4.440892098500626e-16,13.229473016052161,0.2737607533484328,1.0390606146644086
0.2362419328850045,12.92358014766251,3.014900088237787,0.0,13.249412952567509,0.2775681388114815,1.0401031727002203
0.2393918253234712,12.92358014766251,3.0566661230747516,0.0,13.26966151980161,0.2813794493158021,1.0411596268622694
