alpha,pi0Re,pi0Im,Dpi0Re,Dpi0Im
0.100632,0.0821571,0,-0.175902,0
0.102204,0.0821966,0,-0.175935,0
0.103776,0.0822369,0,-0.175968,0
0.105349,0.0822781,0,-0.176001,0
0.106921,0.0823202,0,-0.176034,0
0.108493,0.0823631,0,-0.176067,0
0.110066,0.0824068,0,-0.1761,0
0.111638,0.0824514,0,-0.176133,0
0.113211,0.0824967,0,-0.176167,0
0.114783,0.0825429,0,-0.1762,0
0.116355,0.0825899,0,-0.176234,0
0.117928,0.0826377,0,-0.176267,0
0.1195,0.0826862,0,-0.176301,0
0.121072,0.0827356,0,-0.176334,0
0.122645,0.0827857,0,-0.176367,0
0.124217,0.0828366,0,-0.176401,0
0.125789,0.0828882,0,-0.176435,0
0.127362,0.0829406,0,-0.176469,0
0.128934,0.0829937,0,-0.176503,0
0.130507,0.0830476,0,-0.176537,0
0.132079,0.0831021,0,-0.176572,0
0.133651,0.0831574,0,-0.176606,0
0.135224,0.0832134,0,-0.176641,0
0.136796,0.0832702,0,-0.176676,0
0.138368,0.0833276,0,-0.17671,0
0.139941,0.0833857,0,-0.176745,0
0.141513,0.0834445,0,-0.17678,0
0.143086,0.0835039,0,-0.176815,0
0.144658,0.083564,0,-0.17685,0
0.14623,0.0836248,0,-0.176886,0
0.147803,0.0836862,0,-0.176922,0
0.149375,0.0837483,0,-0.176958,0
0.150947,0.083811,0,-0.176995,0
0.15252,0.0838743,0,-0.177031,0
0.154092,0.0839382,0,-0.177068,0
0.155665,0.0840028,0,-0.177105,0
0.157237,0.084068,0,-0.177142,0
0.158809,0.0841337,0,-0.177179,0
0.160382,0.0842001,0,-0.177216,0
0.161954,0.084267,0,-0.177254,0
0.163526,0.0843345,0,-0.177293,0
0.165099,0.0844026,0,-0.177331,0
0.166671,0.0844712,0,-0.17737,0
0.168243,0.0845404,0,-0.177409,0
0.169816,0.0846101,0,-0.177448,0
0.171388,0.0846803,0,-0.177488,0
0.172961,0.0847511,0,-0.177527,0
0.174533,0.0848224,0,-0.177567,0
0.176105,0.0848942,0,-0.177607,0
0.177678,0.0849666,0,-0.177647,0
0.17925,0.0850394,0,-0.177688,0
0.180822,0.0851127,0,-0.177729,0
0.182395,0.0851865,0,-0.177771,0
0.183967,0.0852607,0,-0.177813,0
0.18554,0.0853354,0,-0.177855,0
0.187112,0.0854106,0,-0.177898,0
0.188684,0.0854863,0,-0.177941,0
0.190257,0.0855624,0,-0.177984,0
0.191829,0.0856389,0,-0.178027,0
0.193401,0.0857158,0,-0.178071,0
0.194974,0.0857932,0,-0.178116,0
0.196546,0.085871,0,-0.178161,0
0.198118,0.0859492,0,-0.178206,0
0.199691,0.0860278,0,-0.178252,0
0.201263,0.0861067,0,-0.178299,0
0.202836,0.0861861,0,-0.178346,0
0.204408,0.0862658,0,-0.178392,0
0.20598,0.0863459,0,-0.178439,0
0.207553,0.0864264,0,-0.178487,0
0.209125,0.0865072,0,-0.178534,0
0.210697,0.0865884,0,-0.178581,0
0.21227,0.0866699,0,-0.178629,0
0.213842,0.0867517,0,-0.178678,0
0.215415,0.0868338,0,-0.178727,0
0.216987,0.0869163,0,-0.178777,0
0.218559,0.0869991,0,-0.178827,0
0.220132,0.0870821,0,-0.178878,0
0.221704,0.0871655,0,-0.178929,0
0.223276,0.0872491,0,-0.178981,0
0.224849,0.0873331,0,-0.179033,0
0.226421,0.0874172,0,-0.179086,0
0.227993,0.0875017,0,-0.17914,0
0.229566,0.0875864,0,-0.179195,0
0.231138,0.0876714,0,-0.179251,0
0.232711,0.0877565,0,-0.179307,0
0.234283,0.087842,0,-0.179364,0
0.235855,0.0879276,0,-0.179421,0
0.237428,0.0880134,0,-0.179478,0
0.239,0.0880995,0,-0.179534,0
0.240572,0.0881858,0,-0.17959,0
0.242145,0.0882722,0,-0.179645,0
0.243717,0.0883593,0,-0.179699,0
0.24529,0.0884481,0,-0.179751,0
0.246862,0.0885385,0,-0.179802,0
0.248434,0.0886305,0,-0.17985,0
0.250007,0.0887242,0,-0.179896,0
0.251579,0.0888195,0,-0.179939,0
0.253151,0.0889163,0,-0.179981,0
0.254724,0.0890146,0,-0.180019,0
0.256296,0.0891145,0,-0.180055,0
0.257868,0.0892158,0,-0.180089,0
0.259441,0.0893185,0,-0.180119,0
0.261013,0.0894227,0,-0.180152,0
0.262586,0.0895282,0,-0.180188,0
0.264158,0.0896351,0,-0.180225,0
0.26573,0.0897433,0,-0.180261,0
0.267303,0.0898528,0,-0.180294,0
0.268875,0.0899636,0,-0.180321,0
0.270447,0.0900756,0,-0.180341,0
0.27202,0.0901888,0,-0.180352,0
0.273592,0.0903032,0,-0.180351,0
0.275165,0.0904187,0,-0.180337,0
0.276737,0.0905354,0,-0.180315,0
0.278309,0.0906531,0,-0.180309,0
0.279882,0.0907719,0,-0.180317,0
0.281454,0.0908917,0,-0.180335,0
0.283026,0.0910125,0,-0.180357,0
0.284599,0.0911343,0,-0.180378,0
0.286171,0.0912571,0,-0.180393,0
0.287743,0.0913807,0,-0.180396,0
0.289316,0.0915052,0,-0.180382,0
0.290888,0.0916306,0,-0.180345,0
0.292461,0.0917568,0,-0.180279,0
0.294033,0.0918839,0,-0.180211,0
0.295605,0.0920116,0,-0.180174,0
0.297178,0.0921401,0,-0.180161,0
0.29875,0.0922694,0,-0.180164,0
0.300322,0.0923993,0,-0.180175,0
0.301895,0.0925298,0,-0.180188,0
0.303467,0.092661,0,-0.180193,0
0.30504,0.0927927,0,-0.180185,0
0.306612,0.092925,0,-0.180155,0
0.308184,0.0930579,0,-0.180096,0
0.309757,0.0931912,0,-0.180006,0
0.311329,0.0933251,0,-0.179939,0
0.312901,0.0934593,0,-0.179905,0
0.314474,0.093594,0,-0.179895,0
0.316046,0.0937291,0,-0.179901,0
0.317618,0.0938645,0,-0.179913,0
0.319191,0.0940003,0,-0.179922,0
0.320763,0.0941364,0,-0.179918,0
0.322336,0.0942727,0,-0.179891,0
0.323908,0.0944092,0,-0.179831,0
0.32548,0.094546,0,-0.179727,0
0.327053,0.094683,0,-0.179652,0
0.328625,0.0948201,0,-0.179526,0
0.330197,0.0949573,0,-0.179428,0
0.33177,0.0950946,0,-0.179355,0
0.333342,0.095232,0,-0.179302,0
0.334915,0.0953698,0,-0.179263,0
0.336487,0.0955089,0,-0.179232,0
0.338059,0.0956493,0,-0.179204,0
0.339632,0.0957911,0,-0.179173,0
0.341204,0.0959341,0,-0.179136,0
0.342776,0.0960783,0,-0.179088,0
0.344349,0.0962238,0,-0.179029,0
0.345921,0.0963704,0,-0.178949,0
0.347493,0.0965182,0,-0.178845,0
0.349066,0.0966671,0,-0.178745,0
0.350638,0.0968172,0,-0.178644,0
0.352211,0.0969682,0,-0.178541,0
0.353783,0.0971203,0,-0.178432,0
0.355355,0.0972734,0,-0.178315,0
0.356928,0.0974275,0,-0.178187,0
0.3585,0.0975825,0,-0.178045,0
0.360072,0.0977384,0,-0.17789,0
0.361645,0.0978952,0,-0.177737,0
0.363217,0.0980529,0,-0.177589,0
0.36479,0.0982114,0,-0.177445,0
0.366362,0.0983706,0,-0.177307,0
0.367934,0.0985306,0,-0.177174,0
0.369507,0.0986914,0,-0.177047,0
0.371079,0.0988528,0,-0.176926,0
0.372651,0.0990149,0,-0.176812,0
0.374224,0.0991776,0,-0.176704,0
0.375796,0.099341,0,-0.176604,0
0.377368,0.0995049,0,-0.176498,0
0.378941,0.0996694,0,-0.176374,0
0.380513,0.0998343,0,-0.176232,0
0.382086,0.0999998,0,-0.176073,0
0.383658,0.100166,0,-0.175898,0
0.38523,0.100332,0,-0.175706,0
0.386803,0.100499,0,-0.175497,0
0.388375,0.100666,0,-0.175271,0
0.389947,0.100833,0,-0.175027,0
0.39152,0.101001,0,-0.174762,0
0.393092,0.101169,0,-0.174479,0
0.394665,0.101337,0,-0.174241,0
0.396237,0.101506,0,-0.174045,0
0.397809,0.101674,0,-0.173861,0
0.399382,0.101843,0,-0.173659,0
0.400954,0.102012,0,-0.173412,0
0.402526,0.102181,0,-0.173115,0
0.404099,0.102352,0,-0.172856,0
0.405671,0.102523,0,-0.172631,0
0.407243,0.102696,0,-0.172418,0
0.408816,0.102869,0,-0.172193,0
0.410388,0.103044,0,-0.171948,0
0.411961,0.103219,0,-0.171633,0
0.413533,0.103396,0,-0.171345,0
0.415105,0.103573,0,-0.171078,0
0.416678,0.103751,0,-0.170795,0
0.41825,0.10393,0,-0.17046,0
0.419822,0.104109,0,-0.170104,0
0.421395,0.104289,0,-0.169786,0
0.422967,0.10447,0,-0.16949,0
0.42454,0.104652,0,-0.169197,0
0.426112,0.104834,0,-0.168891,0
0.427684,0.105016,0,-0.168565,0
0.429257,0.105199,0,-0.168231,0
0.430829,0.105382,0,-0.16789,0
0.432401,0.105566,0,-0.167541,0
0.433974,0.10575,0,-0.167182,0
0.435546,0.105934,0,-0.166813,0
0.437118,0.106119,0,-0.166432,0
0.438691,0.106304,0,-0.166037,0
0.440263,0.106489,0,-0.165626,0
0.441836,0.106674,0,-0.165196,0
0.443408,0.106859,0,-0.164746,0
0.44498,0.107044,0,-0.164311,0
0.446553,0.10723,0,-0.163913,0
0.448125,0.107415,0,-0.163519,0
0.449697,0.1076,0,-0.163096,0
0.45127,0.107785,0,-0.162623,0
0.452842,0.107969,0,-0.162158,0
0.454415,0.108154,0,-0.161708,0
0.455987,0.108338,0,-0.161266,0
0.457559,0.108522,0,-0.160825,0
0.459132,0.108706,0,-0.160377,0
0.460704,0.10889,0,-0.15991,0
0.462276,0.109075,0,-0.159431,0
0.463849,0.10926,0,-0.158929,0
0.465421,0.109446,0,-0.158417,0
0.466994,0.109632,0,-0.157929,0
0.468566,0.109818,0,-0.157416,0
0.470138,0.110005,0,-0.156862,0
0.471711,0.110192,0,-0.15631,0
0.473283,0.11038,0,-0.155759,0
0.474855,0.110567,0,-0.155205,0
0.476428,0.110755,0,-0.15464,0
0.478,0.110943,0,-0.154058,0
0.479572,0.111131,0,-0.153464,0
0.481145,0.111319,0,-0.152881,0
0.482717,0.111507,0,-0.152304,0
0.48429,0.111695,0,-0.151728,0
0.485862,0.111882,0,-0.151147,0
0.487434,0.11207,0,-0.150555,0
0.489007,0.112257,0,-0.14995,0
0.490579,0.112444,0,-0.149325,0
0.492151,0.112631,0,-0.148676,0
0.493724,0.112818,0,-0.147991,0
0.495296,0.113004,0,-0.14729,0
0.496869,0.113189,0,-0.146603,0
0.498441,0.113375,0,-0.145929,0
0.500013,0.113559,0,-0.145251,0
0.501586,0.113744,0,-0.144566,0
0.503158,0.113927,0,-0.143879,0
0.50473,0.11411,0,-0.143184,0
0.506303,0.114292,0,-0.14248,0
0.507875,0.114474,0,-0.141764,0
0.509447,0.114657,0,-0.141033,0
0.51102,0.11484,0,-0.140289,0
0.512592,0.115023,0,-0.139537,0
0.514165,0.115206,0,-0.138781,0
0.515737,0.115389,0,-0.138019,0
0.517309,0.115572,0,-0.13725,0
0.518882,0.115755,0,-0.136472,0
0.520454,0.115938,0,-0.135686,0
0.522026,0.11612,0,-0.13489,0
0.523599,0.116302,0,-0.134084,0
0.525171,0.116483,0,-0.133266,0
0.526744,0.116663,0,-0.132414,0
0.528316,0.116842,0,-0.131536,0
0.529888,0.117021,0,-0.130644,0
0.531461,0.117198,0,-0.129748,0
0.533033,0.117374,0,-0.128857,0
0.534605,0.117549,0,-0.127969,0
0.536178,0.117722,0,-0.127076,0
0.53775,0.117894,0,-0.126175,0
0.539322,0.118064,0,-0.125267,0
0.540895,0.118232,0,-0.124348,0
0.542467,0.118399,0,-0.123414,0
0.54404,0.118563,0,-0.122467,0
0.545612,0.118727,0,-0.121508,0
0.547184,0.11889,0,-0.120537,0
0.548757,0.119054,0,-0.119557,0
0.550329,0.119218,0,-0.118568,0
0.551901,0.119382,0,-0.117571,0
0.553474,0.119545,0,-0.116565,0
0.555046,0.119708,0,-0.11555,0
0.556619,0.119871,0,-0.114534,0
0.558191,0.120034,0,-0.113514,0
0.559763,0.120196,0,-0.112482,0
0.561336,0.120357,0,-0.111438,0
0.562908,0.120518,0,-0.110388,0
0.56448,0.120679,0,-0.109334,0
0.566053,0.120838,0,-0.108272,0
0.567625,0.120996,0,-0.107194,0
0.569197,0.121154,0,-0.106102,0
0.57077,0.121311,0,-0.104999,0
0.572342,0.121466,0,-0.103887,0
0.573915,0.12162,0,-0.102768,0
0.575487,0.121773,0,-0.101642,0
0.577059,0.121925,0,-0.100507,0
0.578632,0.122075,0,-0.0993632,0
0.580204,0.122224,0,-0.0982098,0
0.581776,0.122371,0,-0.0970463,0
0.583349,0.122517,0,-0.0958723,0
0.584921,0.122661,0,-0.0946835,0
0.586494,0.122803,0,-0.0934802,0
0.588066,0.122943,0,-0.0922663,0
0.589638,0.123081,0,-0.0910459,0
0.591211,0.123217,0,-0.0898223,0
0.592783,0.123351,0,-0.0885979,0
0.594355,0.123483,0,-0.0873711,0
0.595928,0.123612,0,-0.086141,0
0.5975,0.123739,0,-0.0849088,0
0.599072,0.123864,0,-0.0836758,0
0.600645,0.123986,0,-0.0824286,0
0.602217,0.124105,0,-0.081175,0
0.60379,0.124222,0,-0.0799291,0
0.605362,0.124338,0,-0.0786662,0
0.606934,0.124453,0,-0.0773726,0
0.608507,0.124568,0,-0.0760585,0
0.610079,0.124681,0,-0.0747277,0
0.611651,0.124794,0,-0.0733838,0
0.613224,0.124906,0,-0.0720299,0
0.614796,0.125017,0,-0.070669,0
0.616369,0.125127,0,-0.0693169,0
0.617941,0.125235,0,-0.0679658,0
0.619513,0.125342,0,-0.066608,0
0.621086,0.125447,0,-0.0652369,0
0.622658,0.125551,0,-0.0638524,0
0.62423,0.125653,0,-0.0624594,0
0.625803,0.125753,0,-0.0610583,0
0.627375,0.125852,0,-0.0596519,0
0.628947,0.125948,0,-0.0582425,0
0.63052,0.126042,0,-0.0568157,0
0.632092,0.126134,0,-0.0553747,0
0.633665,0.126223,0,-0.0539242,0
0.635237,0.12631,0,-0.0524677,0
0.636809,0.126394,0,-0.051007,0
0.638382,0.126476,0,-0.0495398,0
0.639954,0.126555,0,-0.0480684,0
0.641526,0.126631,0,-0.0465956,0
0.643099,0.126704,0,-0.0451241,0
0.644671,0.126774,0,-0.0436576,0
0.646244,0.126841,0,-0.0421864,0
0.647816,0.126905,0,-0.0407091,0
0.649388,0.126968,0,-0.0392191,0
0.650961,0.12703,0,-0.0377214,0
0.652533,0.12709,0,-0.0362206,0
0.654105,0.127148,0,-0.034697,0
0.655678,0.127205,0,-0.033157,0
0.65725,0.127259,0,-0.0316065,0
0.658822,0.127312,0,-0.0300502,0
0.660395,0.127362,0,-0.0284915,0
0.661967,0.127409,0,-0.0269306,0
0.66354,0.127454,0,-0.0253757,0
0.665112,0.127496,0,-0.0238221,0
0.666684,0.127534,0,-0.0222626,0
0.668257,0.12757,0,-0.020699,0
0.669829,0.127602,0,-0.019134,0
0.671401,0.127632,0,-0.0175654,0
0.672974,0.127662,0,-0.0159914,0
0.674546,0.127691,0,-0.0144058,0
0.676119,0.127716,0,-0.0128087,0
0.677691,0.127737,0,-0.0112098,0
0.679263,0.127753,0,-0.00961569,0
0.680836,0.127762,0,-0.00802667,0
0.682408,0.127768,0,-0.00643011,0
0.68398,0.127773,0,-0.0048263,0
0.685553,0.127777,0,-0.00320792,0
0.687125,0.127781,0,-0.0015921,0
0.688697,0.127784,0,2.09431e-05,0
0.69027,0.127786,0,0.00163727,0
0.691842,0.127787,0,0.0032594,0
0.693415,0.127787,0,0.00488199,0
0.694987,0.12778,0,0.00650377,0
0.696559,0.127768,0,0.00812735,0
0.698132,0.127751,0,0.00975699,0
0.699704,0.127729,0,0.0113907,0
0.701276,0.127706,0,0.0130259,0
0.702849,0.12768,0,0.0146627,0
0.704421,0.127654,0,0.0163012,0
0.705994,0.127628,0,0.0179446,0
0.707566,0.127596,0,0.0195853,0
0.709138,0.127561,0,0.0212207,0
0.710711,0.127521,0,0.0228523,0
0.712283,0.127478,0,0.0244812,0
0.713855,0.127431,0,0.0261091,0
0.715428,0.127381,0,0.0277382,0
0.717,0.127328,0,0.0293715,0
0.718572,0.127273,0,0.0310108,0
0.720145,0.127215,0,0.0326521,0
0.721717,0.127155,0,0.0342903,0
0.72329,0.127094,0,0.0359289,0
0.724862,0.127031,0,0.0375655,0
0.726434,0.126967,0,0.0392004,0
0.728007,0.126898,0,0.0408349,0
0.729579,0.126825,0,0.0424695,0
0.731151,0.126748,0,0.0441039,0
0.732724,0.126666,0,0.0457375,0
0.734296,0.12658,0,0.0473695,0
0.735869,0.126491,0,0.048999,0
0.737441,0.126398,0,0.0506282,0
0.739013,0.126302,0,0.0522539,0
0.740586,0.126203,0,0.0538775,0
0.742158,0.126101,0,0.0555074,0
0.74373,0.125997,0,0.0571082,0
0.745303,0.12589,0,0.0586895,0
0.746875,0.12578,0,0.0602565,0
0.748447,0.125669,0,0.0618149,0
0.75002,0.125555,0,0.0633707,0
0.751592,0.125441,0,0.0649305,0
0.753165,0.125324,0,0.0664955,0
0.754737,0.125203,0,0.0680742,0
0.756309,0.125079,0,0.0696576,0
0.757882,0.12495,0,0.0712312,0
0.759454,0.124817,0,0.0728049,0
0.761026,0.12468,0,0.0743736,0
0.762599,0.124539,0,0.0759375,0
0.764171,0.124395,0,0.0774967,0
0.765744,0.124247,0,0.0790512,0
0.767316,0.124096,0,0.0806,0
0.768888,0.123941,0,0.0821424,0
0.770461,0.123783,0,0.0836776,0
0.772033,0.123622,0,0.0852055,0
0.773605,0.123458,0,0.0867255,0
0.775178,0.123291,0,0.088237,0
0.77675,0.123121,0,0.0897388,0
0.778323,0.122948,0,0.0912314,0
0.779895,0.122773,0,0.0927144,0
0.781467,0.122596,0,0.0941871,0
0.78304,0.122416,0,0.0956486,0
0.784612,0.122233,0,0.0971009,0
0.786184,0.122046,0,0.09855,0
0.787757,0.121856,0,0.0999916,0
0.789329,0.121661,0,0.101439,0
0.790901,0.121464,0,0.102844,0
0.792474,0.121262,0,0.104216,0
0.794046,0.121058,0,0.105567,0
0.795619,0.12085,0,0.106906,0
0.797191,0.120638,0,0.108244,0
0.798763,0.120424,0,0.109569,0
0.800336,0.120206,0,0.110887,0
0.801908,0.119985,0,0.112212,0
0.80348,0.119761,0,0.113573,0
0.805053,0.119534,0,0.114921,0
0.806625,0.119304,0,0.116255,0
0.808198,0.119071,0,0.11758,0
0.80977,0.118836,0,0.118893,0
0.811342,0.118598,0,0.120196,0
0.812915,0.118357,0,0.121488,0
0.814487,0.118114,0,0.122767,0
0.816059,0.117868,0,0.124034,0
0.817632,0.11762,0,0.125287,0
0.819204,0.117369,0,0.126528,0
0.820776,0.117116,0,0.127756,0
0.822349,0.116861,0,0.12897,0
0.823921,0.116604,0,0.130169,0
0.825494,0.116345,0,0.131354,0
0.827066,0.116084,0,0.132524,0
0.828638,0.115821,0,0.133678,0
0.830211,0.115556,0,0.134818,0
0.831783,0.115289,0,0.135941,0
0.833355,0.115021,0,0.137048,0
0.834928,0.11475,0,0.138138,0
0.8365,0.114479,0,0.139212,0
0.838073,0.114205,0,0.140268,0
0.839645,0.11393,0,0.141308,0
0.841217,0.113651,0,0.142339,0
0.84279,0.113369,0,0.143361,0
0.844362,0.113082,0,0.144375,0
0.845934,0.112791,0,0.145379,0
0.847507,0.112497,0,0.146372,0
0.849079,0.112199,0,0.147356,0
0.850651,0.111898,0,0.148329,0
0.852224,0.111593,0,0.14929,0
0.853796,0.111285,0,0.150239,0
0.855369,0.110973,0,0.151177,0
0.856941,0.110659,0,0.152102,0
0.858513,0.110341,0,0.153013,0
0.860086,0.110021,0,0.153912,0
0.861658,0.109697,0,0.154797,0
0.86323,0.109371,0,0.155668,0
0.864803,0.109042,0,0.156524,0
0.866375,0.108711,0,0.157365,0
0.867948,0.108377,0,0.15819,0
0.86952,0.108041,0,0.159,0
0.871092,0.107702,0,0.159794,0
0.872665,0.107361,0,0.160573,0
0.874237,0.107019,0,0.161335,0
0.875809,0.106674,0,0.162079,0
0.877382,0.106327,0,0.162805,0
0.878954,0.105978,0,0.163515,0
0.880526,0.105628,0,0.164206,0
0.882099,0.105276,0,0.164878,0
0.883671,0.104923,0,0.165533,0
0.885244,0.104568,0,0.166168,0
0.886816,0.104212,0,0.166784,0
0.888388,0.103854,0,0.167381,0
0.889961,0.103496,0,0.167958,0
0.891533,0.103136,0,0.168515,0
0.893105,0.102775,0,0.169052,0
0.894678,0.102414,0,0.169569,0
0.89625,0.102051,0,0.170065,0
0.897823,0.101688,0,0.170539,0
0.899395,0.101325,0,0.170993,0
0.900967,0.100961,0,0.171426,0
0.90254,0.100596,0,0.171838,0
0.904112,0.100232,0,0.172227,0
0.905684,0.0998666,0,0.172594,0
0.907257,0.0995015,0,0.17294,0
0.908829,0.099136,0,0.173265,0
0.910401,0.0987684,0,0.173578,0
0.911974,0.0983984,0,0.17388,0
0.913546,0.098026,0,0.17417,0
0.915119,0.0976513,0,0.174449,0
0.916691,0.0972744,0,0.174713,0
0.918263,0.0968952,0,0.17497,0
0.919836,0.096514,0,0.175219,0
0.921408,0.0961306,0,0.175457,0
0.92298,0.0957452,0,0.17568,0
0.924553,0.0953579,0,0.175893,0
0.926125,0.0949686,0,0.176094,0
0.927698,0.0945774,0,0.176284,0
0.92927,0.0941844,0,0.176464,0
0.930842,0.0937897,0,0.176632,0
0.932415,0.0933932,0,0.176788,0
0.933987,0.0929951,0,0.176934,0
0.935559,0.0925954,0,0.177069,0
0.937132,0.0921941,0,0.177192,0
0.938704,0.0917913,0,0.177305,0
0.940276,0.0913871,0,0.177407,0
0.941849,0.0909815,0,0.177497,0
0.943421,0.0905746,0,0.177577,0
0.944994,0.0901664,0,0.177646,0
0.946566,0.089757,0,0.177705,0
0.948138,0.0893464,0,0.177753,0
0.949711,0.0889346,0,0.17779,0
0.951283,0.0885218,0,0.177817,0
0.952855,0.088108,0,0.177834,0
0.954428,0.0876933,0,0.17784,0
0.956,0.0872776,0,0.177836,0
0.957573,0.0868611,0,0.177822,0
0.959145,0.0864438,0,0.177797,0
0.960717,0.0860257,0,0.177763,0
0.96229,0.085607,0,0.177719,0
0.963862,0.0851876,0,0.177665,0
0.965434,0.0847676,0,0.177602,0
0.967007,0.0843471,0,0.177529,0
0.968579,0.0839262,0,0.177447,0
0.970151,0.0835048,0,0.177356,0
0.971724,0.083083,0,0.177254,0
0.973296,0.0826609,0,0.177144,0
0.974869,0.0822386,0,0.177024,0
0.976441,0.0818161,0,0.176896,0
0.978013,0.0813934,0,0.17676,0
0.979586,0.0809706,0,0.176615,0
0.981158,0.0805478,0,0.176461,0
0.98273,0.0801249,0,0.176299,0
0.984303,0.0797022,0,0.176129,0
0.985875,0.0792795,0,0.175951,0
0.987448,0.0788571,0,0.175764,0
0.98902,0.0784348,0,0.175569,0
0.990592,0.0780128,0,0.175366,0
0.992165,0.0775912,0,0.175156,0
0.993737,0.07717,0,0.174938,0
0.995309,0.0767491,0,0.174713,0
0.996882,0.0763288,0,0.174481,0
0.998454,0.075909,0,0.174241,0
1.00003,0.0754899,0,0.173995,0
1.0016,0.0750713,0,0.173742,0
1.00317,0.0746535,0,0.173481,0
1.00474,0.0742365,0,0.173212,0
1.00632,0.0738202,0,0.172937,0
1.00789,0.0734049,0,0.172656,0
1.00946,0.0729904,0,0.172368,0
1.01103,0.0725769,0,0.172074,0
1.01261,0.0721645,0,0.171774,0
1.01418,0.0717531,0,0.171467,0
1.01575,0.0713429,0,0.171157,0
1.01732,0.0709339,0,0.170843,0
1.01889,0.0705261,0,0.17052,0
1.02047,0.0701196,0,0.17018,0
1.02204,0.0697145,0,0.169834,0
1.02361,0.0693107,0,0.169498,0
1.02518,0.068907,0,0.169167,0
1.02676,0.068503,0,0.168794,0
1.02833,0.0680987,0,0.168489,0
1.0299,0.0676941,0,0.168008,0
1.03147,0.0672892,0,0.167187,0
1.03305,0.066884,0,0.165591,0
1.03462,0.0664787,0,0.163938,0
1.03619,0.0660731,0,0.162986,0
1.03776,0.0656673,0,0.162864,0
1.03934,0.0652613,0,0.162424,0
1.04091,0.0648553,0,0.162003,0
1.04248,0.0644491,0,0.161545,0
1.04405,0.0640428,0,0.161121,0
1.04563,0.0636364,0,0.160694,0
1.0472,0.06323,0,0.16027,0
1.04877,0.0628235,0,0.159846,0
1.05034,0.0624171,0,0.159419,0
1.05191,0.0620106,0,0.158993,0
1.05349,0.0616042,0,0.158569,0
1.05506,0.0611979,0,0.158145,0
1.05663,0.0607917,0,0.157722,0
1.0582,0.0603855,0,0.1573,0
1.05978,0.0599795,0,0.156877,0
1.06135,0.0595737,0,0.156456,0
1.06292,0.059168,0,0.156035,0
1.06449,0.0587625,0,0.155615,0
1.06607,0.0583572,0,0.155196,0
1.06764,0.0579522,0,0.154778,0
1.06921,0.0575475,0,0.15436,0
1.07078,0.057143,0,0.153944,0
1.07236,0.0567388,0,0.153529,0
1.07393,0.056335,0,0.153114,0
