# 20240725_151032
alpha,chiRe,chiIm
0,0.0138587,0
0.00157237,0.0138584,0
0.00314474,0.0138579,0
0.00471711,0.0138574,0
0.00628947,0.0138568,0
0.00786184,0.0138561,0
0.00943421,0.0138554,0
0.0110066,0.0138547,0
0.0125789,0.0138538,0
0.0141513,0.0138529,0
0.0157237,0.013852,0
0.0172961,0.013851,0
0.0188684,0.0138499,0
0.0204408,0.0138488,0
0.0220132,0.0138476,0
0.0235855,0.0138463,0
0.0251579,0.0138449,0
0.0267303,0.0138434,0
0.0283026,0.0138419,0
0.029875,0.0138403,0
0.0314474,0.0138386,0
0.0330197,0.0138369,0
0.0345921,0.0138351,0
0.0361645,0.0138332,0
0.0377368,0.0138312,0
0.0393092,0.0138291,0
0.0408816,0.013827,0
0.042454,0.0138249,0
0.0440263,0.0138226,0
0.0455987,0.0138203,0
0.0471711,0.013818,0
0.0487434,0.0138155,0
0.0503158,0.013813,0
0.0518882,0.0138105,0
0.0534605,0.0138079,0
0.0550329,0.0138052,0
0.0566053,0.0138025,0
0.0581776,0.0137997,0
0.05975,0.0137969,0
0.0613224,0.013794,0
0.0628947,0.0137911,0
0.0644671,0.0137881,0
0.0660395,0.013785,0
0.0676119,0.0137819,0
0.0691842,0.0137788,0
0.0707566,0.0137756,0
0.072329,0.0137724,0
0.0739013,0.0137691,0
0.0754737,0.0137658,0
0.0770461,0.0137624,0
0.0786184,0.013759,0
0.0801908,0.0137556,0
0.0817632,0.0137521,0
0.0833355,0.0137485,0
0.0849079,0.013745,0
0.0864803,0.0137414,0
0.0880526,0.0137377,0
0.089625,0.0137339,0
0.0911974,0.01373,0
0.0927698,0.013726,0
0.0943421,0.0137218,0
0.0959145,0.0137176,0
0.0974869,0.0137132,0
0.0990592,0.0137087,0
0.100632,0.0137042,0
0.102204,0.0136995,0
0.103776,0.0136947,0
0.105349,0.0136898,0
0.106921,0.0136848,0
0.108493,0.0136797,0
0.110066,0.0136745,0
0.111638,0.0136691,0
0.113211,0.0136637,0
0.114783,0.0136582,0
0.116355,0.0136526,0
0.117928,0.0136468,0
0.1195,0.013641,0
0.121072,0.0136351,0
0.122645,0.0136291,0
0.124217,0.0136229,0
0.125789,0.0136167,0
0.127362,0.0136104,0
0.128934,0.013604,0
0.130507,0.0135975,0
0.132079,0.0135909,0
0.133651,0.0135842,0
0.135224,0.0135774,0
0.136796,0.0135705,0
0.138368,0.0135636,0
0.139941,0.0135565,0
0.141513,0.0135493,0
0.143086,0.0135421,0
0.144658,0.0135348,0
