# 20250117_162451
alpha,field0Re,field0Im
0,0.111898,0
0.00157237,0.111899,0
0.00314474,0.1119,0
0.00471711,0.111902,0
0.00628947,0.111903,0
0.00786184,0.111904,0
0.00943421,0.111905,0
0.0110066,0.111905,0
0.0125789,0.111906,0
0.0141513,0.111906,0
0.0157237,0.111906,0
0.0172961,0.111906,0
0.0188684,0.111906,0
0.0204408,0.111906,0
0.0220132,0.111906,0
0.0235855,0.111906,0
0.0251579,0.111906,0
0.0267303,0.111905,0
0.0283026,0.111905,0
0.029875,0.111904,0
0.0314474,0.111904,0
0.0330197,0.111903,0
0.0345921,0.111903,0
0.0361645,0.111902,0
0.0377368,0.111901,0
0.0393092,0.111901,0
0.0408816,0.1119,0
0.042454,0.111899,0
0.0440263,0.111899,0
0.0455987,0.111898,0
0.0471711,0.111897,0
0.0487434,0.111896,0
0.0503158,0.111896,0
0.0518882,0.111895,0
0.0534605,0.111894,0
0.0550329,0.111893,0
0.0566053,0.111892,0
0.0581776,0.111891,0
0.05975,0.11189,0
0.0613224,0.11189,0
0.0628947,0.111889,0
0.0644671,0.111888,0
0.0660395,0.111887,0
0.0676119,0.111886,0
0.0691842,0.111885,0
0.0707566,0.111884,0
0.072329,0.111883,0
0.0739013,0.111882,0
0.0754737,0.111881,0
0.0770461,0.111879,0
0.0786184,0.111878,0
0.0801908,0.111877,0
0.0817632,0.111876,0
0.0833355,0.111875,0
0.0849079,0.111874,0
0.0864803,0.111872,0
0.0880526,0.111871,0
0.089625,0.11187,0
0.0911974,0.111869,0
0.0927698,0.111867,0
0.0943421,0.111866,0
0.0959145,0.111864,0
0.0974869,0.111863,0
0.0990592,0.111862,0
0.100632,0.11186,0
0.102204,0.111858,0
0.103776,0.111857,0
0.105349,0.111855,0
0.106921,0.111854,0
0.108493,0.111852,0
0.110066,0.11185,0
0.111638,0.111849,0
0.113211,0.111847,0
0.114783,0.111845,0
0.116355,0.111843,0
0.117928,0.111841,0
0.1195,0.111839,0
0.121072,0.111837,0
0.122645,0.111835,0
0.124217,0.111833,0
0.125789,0.111831,0
0.127362,0.111829,0
0.128934,0.111827,0
0.130507,0.111825,0
0.132079,0.111823,0
0.133651,0.11182,0
0.135224,0.111818,0
0.136796,0.111816,0
0.138368,0.111813,0
0.139941,0.111811,0
0.141513,0.111809,0
0.143086,0.111806,0
0.144658,0.111803,0
0.14623,0.111801,0
0.147803,0.111798,0
0.149375,0.111796,0
0.150947,0.111793,0
0.15252,0.11179,0
0.154092,0.111787,0
0.155665,0.111784,0
0.157237,0.111781,0
