# 20241209_174455
# primespec:	data/spectra_real_sigma_constfield_20240912/spec_20241209_162921/spectr.txt
# qmax:	5
# ma:	0.8379
# mb:	0.14
# mc:	0.14
# B:	1
# Q:	1
# [DEBUG] pabc:	0.394866
# [DEBUG] Eabc:	0.41895
p,finalspecRe,finalspecIm
0,inf,0
0.0100503,582.416,0
0.0201005,583.33,0
0.0301508,584.883,0
0.040201,587.036,0
0.0502513,589.775,0
0.0603015,593.013,0
0.0703518,596.834,0
0.080402,601.357,0
0.0904523,606.335,0
0.100503,611.827,0
0.110553,617.918,0
0.120603,624.311,0
0.130653,631.219,0
0.140704,638.575,0
0.150754,646.062,0
0.160804,654.272,0
0.170854,662.812,0
0.180905,671.321,0
0.190955,680.131,0
0.201005,689.361,0
0.211055,698.801,0
0.221106,708.955,0
0.231156,718.692,0
0.241206,728.27,0
0.251256,737.995,0
0.261307,747.619,0
0.271357,757.493,0
0.281407,768.346,0
0.291457,778.428,0
0.301508,790.319,0
0.311558,802.645,0
0.321608,816.876,0
0.331658,836.02,0
0.341709,857.31,0
0.351759,873.131,0
0.361809,876.152,0
0.371859,859.258,0
0.38191,816.131,0
0.39196,746.993,0
0.40201,658.397,0
0.41206,562.368,0
0.422111,471.744,0
0.432161,393.341,0
0.442211,329.247,0
0.452261,278.802,0
0.462312,240.394,0
0.472362,211.432,0
0.482412,189.051,0
0.492462,170.418,0
0.502513,153.998,0
0.512563,139.398,0
0.522613,126.762,0
0.532663,115.75,0
0.542714,105.746,0
0.552764,96.5644,0
0.562814,88.3507,0
0.572864,81.278,0
0.582915,74.9172,0
0.592965,68.9348,0
0.603015,63.4087,0
0.613065,58.5048,0
0.623116,54.1711,0
0.633166,50.112,0
0.643216,46.2742,0
0.653266,42.7883,0
0.663317,39.7326,0
0.673367,36.9539,0
0.683417,34.291,0
0.693467,31.8271,0
0.703518,29.6634,0
0.713568,27.756,0
0.723618,25.9201,0
0.733668,24.1872,0
0.743719,22.6411,0
0.753769,21.2835,0
0.763819,20.0018,0
0.773869,18.7532,0
0.78392,17.5937,0
0.79397,16.5602,0
0.80402,15.6086,0
0.81407,14.6711,0
0.824121,13.7605,0
0.834171,12.946,0
0.844221,12.2219,0
0.854271,11.5193,0
0.864322,10.8344,0
0.874372,10.2102,0
0.884422,9.66584,0
0.894472,9.16859,0
0.904523,8.66958,0
0.914573,8.1988,0
0.924623,7.78565,0
0.934673,7.41212,0
0.944724,7.03302,0
0.954774,6.65779,0
0.964824,6.31325,0
0.974874,6.00906,0
0.984925,5.71038,0
0.994975,5.40732,0
1.00503,5.12557,0
1.01508,4.88086,0
1.02513,4.65734,0
1.03518,4.43311,0
1.04523,4.21547,0
1.05528,4.02672,0
1.06533,3.85861,0
1.07538,3.68963,0
1.08543,3.51555,0
1.09548,3.35538,0
1.10553,3.21282,0
1.11558,3.07334,0
1.12563,2.92973,0
1.13568,2.78956,0
1.14573,2.66875,0
1.15578,2.56062,0
1.16583,2.44994,0
1.17588,2.34135,0
1.18593,2.24527,0
1.19598,2.16274,0
1.20603,2.07968,0
1.21608,1.99233,0
1.22613,1.90909,0
1.23618,1.83662,0
1.24623,1.76644,0
1.25628,1.69166,0
1.26633,1.61655,0
1.27638,1.55328,0
1.28643,1.49655,0
1.29648,1.43973,0
1.30653,1.38194,0
1.31658,1.3296,0
1.32663,1.28606,0
1.33668,1.24357,0
1.34673,1.19658,0
1.35678,1.15022,0
1.36683,1.10959,0
1.37688,1.07146,0
1.38693,1.03056,0
1.39698,0.98767,0
1.40704,0.950145,0
1.41709,0.918824,0
1.42714,0.88815,0
1.43719,0.85575,0
1.44724,0.826489,0
1.45729,0.801463,0
1.46734,0.778187,0
1.47739,0.752401,0
1.48744,0.725163,0
1.49749,0.700968,0
1.50754,0.67911,0
1.51759,0.655259,0
1.52764,0.630221,0
1.53769,0.607101,0
1.54774,0.588767,0
1.55779,0.571142,0
1.56784,0.552835,0
1.57789,0.534501,0
1.58794,0.519376,0
1.59799,0.506108,0
1.60804,0.49048,0
1.61809,0.47377,0
1.62814,0.45842,0
1.63819,0.444969,0
1.64824,0.43131,0
1.65829,0.416066,0
1.66834,0.401508,0
1.67839,0.3902,0
1.68844,0.380246,0
1.69849,0.369535,0
1.70854,0.358268,0
1.71859,0.348703,0
1.72864,0.340221,0
1.73869,0.330798,0
1.74874,0.320179,0
1.75879,0.309409,0
1.76884,0.30057,0
1.77889,0.292114,0
1.78894,0.282838,0
1.79899,0.273455,0
1.80905,0.265958,0
1.8191,0.260597,0
1.82915,0.253994,0
1.8392,0.246923,0
1.84925,0.240547,0
1.8593,0.2351,0
1.86935,0.229302,0
1.8794,0.222115,0
1.88945,0.214754,0
1.8995,0.208764,0
1.90955,0.203444,0
1.9196,0.197544,0
1.92965,0.191572,0
1.9397,0.186777,0
1.94975,0.182901,0
1.9598,0.178909,0
1.96985,0.174381,0
1.9799,0.169735,0
1.98995,0.165795,0
2,0.161997,0
