# 20241010_154911
q,primespecRe,primespecIm
0,3553.3,0
0.003003,3534.32,0
0.00600601,3516.09,0
0.00900901,3492.99,0
0.012012,3456.87,0
0.015015,3400.16,0
0.018018,3330.97,0
0.021021,3256.99,0
0.024024,3171.55,0
0.027027,3075.74,0
0.03003,2974.62,0
0.033033,2867.62,0
0.036036,2753.12,0
0.039039,2634.79,0
0.042042,2514.52,0
0.045045,2390.37,0
0.048048,2264.63,0
0.0510511,2139.48,0
0.0540541,2014.05,0
0.0570571,1889.24,0
0.0600601,1766.74,0
0.0630631,1646.78,0
0.0660661,1529.28,0
0.0690691,1415.37,0
0.0720721,1305.66,0
0.0750751,1199.84,0
0.0780781,1098.5,0
0.0810811,1002.16,0
0.0840841,910.561,0
0.0870871,823.964,0
0.0900901,742.751,0
0.0930931,666.748,0
0.0960961,595.844,0
0.0990991,530.425,0
0.102102,470.433,0
0.105105,415.267,0
0.108108,365.354,0
0.111111,320.844,0
0.114114,280.691,0
0.117117,245.097,0
0.12012,214.427,0
0.123123,187.85,0
0.126126,164.647,0
0.129129,145.293,0
0.132132,129.595,0
0.135135,116.215,0
0.138138,105.213,0
0.141141,96.6745,0
0.144144,89.8783,0
0.147147,84.2644,0
0.15015,79.6004,0
0.153153,75.8001,0
0.156156,72.6426,0
0.159159,69.6709,0
0.162162,66.5984,0
0.165165,63.6394,0
0.168168,60.6475,0
0.171171,57.447,0
0.174174,53.9849,0
0.177177,50.3767,0
0.18018,46.7387,0
0.183183,43.0501,0
0.186186,39.3099,0
0.189189,35.7418,0
0.192192,32.4512,0
0.195195,29.3064,0
0.198198,26.462,0
0.201201,24.0459,0
0.204204,21.9434,0
0.207207,20.1088,0
0.21021,18.5772,0
0.213213,17.3473,0
0.216216,16.3186,0
0.219219,15.3878,0
0.222222,14.4965,0
0.225225,13.699,0
0.228228,12.9165,0
0.231231,12.0664,0
0.234234,11.1375,0
0.237237,10.165,0
0.24024,9.17447,0
0.243243,8.14409,0
0.246246,7.08349,0
0.249249,6.11271,0
0.252252,5.26323,0
0.255255,4.42226,0
0.258258,3.77375,0
0.261261,3.43814,0
0.264264,3.2634,0
0.267267,3.1383,0
0.27027,3.08025,0
0.273273,3.15562,0
0.276276,3.41503,0
0.279279,3.73984,0
0.282282,3.99587,0
0.285285,4.26115,0
0.288288,4.48808,0
0.291291,4.57155,0
0.294294,4.54285,0
0.297297,4.47842,0
0.3003,4.39404,0
0.303303,4.24571,0
0.306306,3.99612,0
0.309309,3.79801,0
0.312312,3.76026,0
0.315315,3.76887,0
0.318318,3.78616,0
0.321321,3.81264,0
0.324324,4.00812,0
0.327327,4.40779,0
0.33033,4.87895,0
0.333333,5.32897,0
0.336336,5.85308,0
0.339339,6.36357,0
0.342342,6.75217,0
