# 20240725_151621
alpha,DtauRe,DtauIm
0,-0.0141223,0
0.00157237,-0.0169889,0
0.00314474,-0.0198555,0
0.00471711,-0.0227222,0
0.00628947,-0.0255888,0
0.00786184,-0.0284554,0
0.00943421,-0.031322,0
0.0110066,-0.0341886,0
0.0125789,-0.0370552,0
0.0141513,-0.0399218,0
0.0157237,-0.0427884,0
0.0172961,-0.045655,0
0.0188684,-0.0485154,0
0.0204408,-0.0513608,0
0.0220132,-0.0541963,0
0.0235855,-0.0570271,0
0.0251579,-0.0598585,0
0.0267303,-0.0626957,0
0.0283026,-0.065544,0
0.029875,-0.0684086,0
0.0314474,-0.0712949,0
0.0330197,-0.074208,0
0.0345921,-0.0771532,0
0.0361645,-0.080131,0
0.0377368,-0.0831283,0
0.0393092,-0.0861451,0
0.0408816,-0.089182,0
0.042454,-0.0922401,0
0.0440263,-0.0953201,0
0.0455987,-0.0984229,0
0.0471711,-0.101549,0
0.0487434,-0.104701,0
0.0503158,-0.107877,0
0.0518882,-0.11108,0
0.0534605,-0.114309,0
0.0550329,-0.11756,0
0.0566053,-0.120833,0
0.0581776,-0.12413,0
0.05975,-0.127454,0
0.0613224,-0.130806,0
0.0628947,-0.134187,0
0.0644671,-0.137601,0
0.0660395,-0.141049,0
0.0676119,-0.144532,0
0.0691842,-0.148053,0
0.0707566,-0.151613,0
0.072329,-0.155211,0
0.0739013,-0.158845,0
0.0754737,-0.162517,0
0.0770461,-0.166227,0
0.0786184,-0.169975,0
0.0801908,-0.17376,0
0.0817632,-0.177584,0
0.0833355,-0.181446,0
0.0849079,-0.185347,0
0.0864803,-0.189286,0
0.0880526,-0.193265,0
0.089625,-0.197282,0
0.0911974,-0.201338,0
0.0927698,-0.205434,0
0.0943421,-0.209572,0
0.0959145,-0.213755,0
0.0974869,-0.217983,0
0.0990592,-0.22226,0
0.100632,-0.226586,0
0.102204,-0.230964,0
0.103776,-0.235395,0
0.105349,-0.239881,0
0.106921,-0.244421,0
0.108493,-0.249016,0
0.110066,-0.253666,0
0.111638,-0.258373,0
0.113211,-0.263137,0
0.114783,-0.26796,0
0.116355,-0.272842,0
0.117928,-0.277785,0
0.1195,-0.282789,0
0.121072,-0.287855,0
0.122645,-0.292985,0
0.124217,-0.298181,0
0.125789,-0.303445,0
0.127362,-0.308778,0
0.128934,-0.31418,0
0.130507,-0.319652,0
0.132079,-0.325196,0
0.133651,-0.33081,0
0.135224,-0.336498,0
0.136796,-0.342258,0
0.138368,-0.348093,0
0.139941,-0.354002,0
0.141513,-0.359995,0
0.143086,-0.366075,0
0.144658,-0.372242,0
0.14623,-0.378493,0
0.147803,-0.384828,0
0.149375,-0.391245,0
0.150947,-0.397743,0
0.15252,-0.40432,0
0.154092,-0.410975,0
0.155665,-0.417706,0
0.157237,-0.424513,0
0.158809,-0.431398,0
0.160382,-0.438366,0
0.161954,-0.445419,0
0.163526,-0.452561,0
0.165099,-0.459796,0
0.166671,-0.467127,0
0.168243,-0.474557,0
0.169816,-0.482089,0
0.171388,-0.489726,0
0.172961,-0.497472,0
0.174533,-0.505331,0
0.176105,-0.513321,0
0.177678,-0.521444,0
0.17925,-0.529695,0
0.180822,-0.538068,0
0.182395,-0.546559,0
0.183967,-0.55516,0
0.18554,-0.563866,0
0.187112,-0.572672,0
0.188684,-0.581572,0
0.190257,-0.590561,0
0.191829,-0.599631,0
0.193401,-0.608775,0
0.194974,-0.618002,0
0.196546,-0.627325,0
0.198118,-0.636758,0
0.199691,-0.646314,0
0.201263,-0.656006,0
0.202836,-0.665847,0
0.204408,-0.675851,0
0.20598,-0.686031,0
0.207553,-0.6964,0
0.209125,-0.706985,0
0.210697,-0.717861,0
0.21227,-0.729006,0
0.213842,-0.740385,0
0.215415,-0.75196,0
0.216987,-0.763697,0
0.218559,-0.775559,0
0.220132,-0.78751,0
0.221704,-0.799514,0
0.223276,-0.811535,0
0.224849,-0.823536,0
0.226421,-0.835457,0
0.227993,-0.847245,0
0.229566,-0.858965,0
0.231138,-0.870691,0
0.232711,-0.882494,0
0.234283,-0.894445,0
0.235855,-0.906617,0
0.237428,-0.919082,0
0.239,-0.931911,0
0.240572,-0.945177,0
0.242145,-0.958952,0
0.243717,-0.973547,0
0.24529,-0.989132,0
0.246862,-1.00549,0
0.248434,-1.02242,0
0.250007,-1.0397,0
0.251579,-1.05712,0
0.253151,-1.07446,0
0.254724,-1.09151,0
0.256296,-1.10806,0
0.257868,-1.1239,0
0.259441,-1.1388,0
0.261013,-1.15252,0
0.262586,-1.16525,0
0.264158,-1.1773,0
0.26573,-1.189,0
0.267303,-1.20065,0
0.268875,-1.21257,0
0.270447,-1.22508,0
0.27202,-1.23848,0
0.273592,-1.25309,0
0.275165,-1.26922,0
0.276737,-1.28798,0
0.278309,-1.31238,0
0.279882,-1.34141,0
0.281454,-1.37359,0
0.283026,-1.40746,0
0.284599,-1.44156,0
0.286171,-1.47441,0
0.287743,-1.50455,0
0.289316,-1.53051,0
0.290888,-1.55082,0
0.292461,-1.56403,0
0.294033,-1.57186,0
0.295605,-1.57797,0
0.297178,-1.58277,0
0.29875,-1.58667,0
0.300322,-1.59008,0
0.301895,-1.59339,0
0.303467,-1.59702,0
0.30504,-1.60136,0
0.306612,-1.60683,0
0.308184,-1.61383,0
0.309757,-1.62379,0
0.311329,-1.64895,0
0.312901,-1.68959,0
0.314474,-1.74163,0
0.316046,-1.80099,0
0.317618,-1.86358,0
0.319191,-1.92533,0
0.320763,-1.98216,0
0.322336,-2.02998,0
0.323908,-2.06471,0
0.32548,-2.08228,0
0.327053,-2.08451,0
0.328625,-2.09035,0
0.330197,-2.10282,0
0.33177,-2.12098,0
0.333342,-2.14387,0
0.334915,-2.17056,0
0.336487,-2.20007,0
0.338059,-2.23147,0
0.339632,-2.26381,0
0.341204,-2.29614,0
0.342776,-2.32784,0
0.344349,-2.37029,0
0.345921,-2.40712,0
0.347493,-2.42314,0
0.349066,-2.43483,0
0.350638,-2.44376,0
0.352211,-2.45093,0
0.353783,-2.45737,0
0.355355,-2.46406,0
0.356928,-2.47204,0
0.3585,-2.4823,0
0.360072,-2.49557,0
0.361645,-2.51107,0
0.363217,-2.52867,0
0.36479,-2.54841,0
0.366362,-2.57031,0
0.367934,-2.5944,0
0.369507,-2.62072,0
0.371079,-2.64928,0
0.372651,-2.68014,0
0.374224,-2.7133,0
0.375796,-2.7488,0
0.377368,-2.79662,0
0.378941,-2.86564,0
0.380513,-2.95027,0
0.382086,-3.04487,0
0.383658,-3.1438,0
0.38523,-3.24142,0
0.386803,-3.33211,0
0.388375,-3.41022,0
0.389947,-3.47012,0
0.39152,-3.50617,0
0.393092,-3.51249,0
0.394665,-3.48495,0
0.396237,-3.43476,0
0.397809,-3.37625,0
0.399382,-3.3237,0
0.400954,-3.29143,0
0.402526,-3.2981,0
0.404099,-3.36432,0
0.405671,-3.46885,0
0.407243,-3.58592,0
0.408816,-3.68975,0
0.410388,-3.76939,0
0.411961,-3.78693,0
0.413533,-3.78694,0
0.415105,-3.78695,0
0.416678,-3.78696,0
0.41825,-3.78698,0
0.419822,-3.79733,0
0.421395,-3.82696,0
0.422967,-3.86932,0
0.42454,-3.9178,0
0.426112,-3.96578,0
0.427684,-4.01538,0
0.429257,-4.07836,0
0.430829,-4.15124,0
0.432401,-4.23017,0
0.433974,-4.31127,0
0.435546,-4.39069,0
0.437118,-4.46454,0
0.438691,-4.52898,0
0.440263,-4.58013,0
0.441836,-4.61413,0
0.443408,-4.6271,0
0.44498,-4.6222,0
0.446553,-4.61001,0
0.448125,-4.59622,0
0.449697,-4.58649,0
0.45127,-4.58943,0
0.452842,-4.62433,0
0.454415,-4.68552,0
0.455987,-4.76312,0
0.457559,-4.84729,0
0.459132,-4.92815,0
0.460704,-4.99583,0
0.462276,-5.06313,0
0.463849,-5.10695,0
0.465421,-5.10454,0
0.466994,-5.09822,0
0.468566,-5.09365,0
0.470138,-5.11396,0
0.471711,-5.19152,0
0.473283,-5.30166,0
0.474855,-5.41741,0
0.476428,-5.5118,0
0.478,-5.55787,0
0.479572,-5.55669,0
0.481145,-5.54886,0
0.482717,-5.53695,0
0.48429,-5.5225,0
0.485862,-5.50707,0
0.487434,-5.49223,0
0.489007,-5.47954,0
0.490579,-5.47056,0
0.492151,-5.46684,0
0.493724,-5.60341,0
0.495296,-5.87521,0
0.496869,-6.02826,0
0.498441,-6.06358,0
0.500013,-6.06472,0
0.501586,-6.06571,0
0.503158,-6.07569,0
0.50473,-6.11487,0
0.506303,-6.16412,0
0.507875,-6.20523,0
0.509447,-6.24648,0
0.51102,-6.2878,0
0.512592,-6.3268,0
0.514165,-6.36114,0
0.515737,-6.38866,0
0.517309,-6.41079,0
0.518882,-6.43056,0
0.520454,-6.45101,0
0.522026,-6.47517,0
0.523599,-6.50608,0
0.525171,-6.55137,0
0.526744,-6.6394,0
0.528316,-6.7561,0
0.529888,-6.8791,0
0.531461,-6.98605,0
0.533033,-7.05523,0
0.534605,-7.09311,0
0.536178,-7.11352,0
0.53775,-7.13299,0
0.539322,-7.1563,0
0.540895,-7.18533,0
0.542467,-7.226,0
0.54404,-7.27771,0
0.545612,-7.33694,0
0.547184,-7.40017,0
0.548757,-7.46387,0
0.550329,-7.52451,0
0.551901,-7.57861,0
0.553474,-7.63113,0
0.555046,-7.67475,0
0.556619,-7.69881,0
0.558191,-7.71631,0
0.559763,-7.73981,0
0.561336,-7.7715,0
0.562908,-7.79937,0
0.56448,-7.8189,0
0.566053,-7.83857,0
0.567625,-7.86836,0
0.569197,-7.91312,0
0.57077,-7.96317,0
0.572342,-8.00906,0
0.573915,-8.05215,0
0.575487,-8.09424,0
0.577059,-8.13655,0
0.578632,-8.1803,0
0.580204,-8.2267,0
0.581776,-8.27697,0
0.583349,-8.33238,0
0.584921,-8.40039,0
0.586494,-8.4806,0
0.588066,-8.5654,0
0.589638,-8.6472,0
0.591211,-8.71843,0
0.592783,-8.77451,0
0.594355,-8.82409,0
0.595928,-8.86468,0
0.5975,-8.89163,0
0.599072,-8.91133,0
0.600645,-8.94657,0
0.602217,-8.97734,0
0.60379,-8.98746,0
0.605362,-8.99955,0
0.606934,-9.04057,0
0.608507,-9.11166,0
0.610079,-9.20151,0
0.611651,-9.2988,0
0.613224,-9.39223,0
0.614796,-9.45584,0
0.616369,-9.48539,0
0.617941,-9.50558,0
0.619513,-9.52376,0
0.621086,-9.54729,0
0.622658,-9.57797,0
0.62423,-9.60918,0
0.625803,-9.63939,0
0.627375,-9.66554,0
0.628947,-9.68589,0
0.63052,-9.71965,0
0.632092,-9.77508,0
0.633665,-9.84224,0
0.635237,-9.91032,0
0.636809,-9.97271,0
0.638382,-10.0399,0
0.639954,-10.1057,0
0.641526,-10.1613,0
0.643099,-10.1983,0
0.644671,-10.221,0
0.646244,-10.247,0
0.647816,-10.2756,0
0.649388,-10.3092,0
0.650961,-10.3338,0
0.652533,-10.3466,0
0.654105,-10.3788,0
0.655678,-10.4487,0
0.65725,-10.5403,0
0.658822,-10.636,0
0.660395,-10.7192,0
0.661967,-10.7869,0
0.66354,-10.812,0
0.665112,-10.8293,0
0.666684,-10.8536,0
0.668257,-10.8857,0
