# 20240822_164530
alpha,Df0Re,Df0Im
0,-0.0711123,0
0.01,-0.0712697,0
0.02,-0.0712584,0
0.03,-0.0711634,0
0.04,-0.0710268,0
0.05,-0.0708656,0
0.06,-0.0706833,0
0.07,-0.0704772,0
0.08,-0.0702426,0
0.09,-0.069975,0
0.1,-0.0696708,0
0.11,-0.0693275,0
0.12,-0.0689438,0
0.13,-0.0685184,0
0.14,-0.06805,0
0.15,-0.067537,0
0.16,-0.066977,0
0.17,-0.0663669,0
0.18,-0.0657029,0
0.19,-0.0649803,0
0.2,-0.064194,0
0.21,-0.0633381,0
0.22,-0.0624066,0
0.23,-0.0613928,0
0.24,-0.0602902,0
0.25,-0.0590918,0
0.26,-0.0577901,0
0.27,-0.0563778,0
0.28,-0.054847,0
0.29,-0.0531892,0
0.3,-0.0513958,0
0.31,-0.0494577,0
0.32,-0.0473653,0
0.33,-0.0451084,0
0.34,-0.0426768,0
0.35,-0.0400597,0
0.36,-0.0372464,0
0.37,-0.034226,0
0.38,-0.0309877,0
0.39,-0.0275212,0
0.4,-0.0238165,0
0.41,-0.0198641,0
0.42,-0.0156554,0
0.43,-0.0111825,0
0.44,-0.00643873,0
0.45,-0.00141819,0
0.46,0.00388349,0
0.47,0.00946969,0
0.48,0.0153421,0
0.49,0.0215011,0
0.5,0.0279454,0
0.51,0.034672,0
0.52,0.0416759,0
0.53,0.0489501,0
0.54,0.0564857,0
0.55,0.0642708,0
0.56,0.0722918,0
0.57,0.0805319,0
0.58,0.0889719,0
0.59,0.09759,0
0.6,0.106361,0
0.61,0.115258,0
0.62,0.12425,0
0.63,0.133305,0
0.64,0.142388,0
0.65,0.151462,0
0.66,0.160489,0
0.67,0.169429,0
0.68,0.17824,0
0.69,0.18688,0
0.7,0.195308,0
0.71,0.203479,0
0.72,0.211352,0
0.73,0.218884,0
0.74,0.226033,0
0.75,0.232757,0
0.76,0.239018,0
0.77,0.244775,0
0.78,0.249994,0
0.79,0.25464,0
0.8,0.258684,0
0.81,0.262098,0
0.82,0.264861,0
0.83,0.266957,0
0.84,0.268377,0
0.85,0.269115,0
0.86,0.269176,0
0.87,0.268571,0
0.88,0.267317,0
0.89,0.265438,0
0.9,0.262967,0
0.91,0.259938,0
0.92,0.256394,0
0.93,0.252378,0
0.94,0.247936,0
0.95,0.243117,0
0.96,0.237967,0
0.97,0.232535,0
0.98,0.226864,0
0.99,0.220998,0
1,0.214979,0
1.01,0.208846,0
1.02,0.202636,0
1.03,0.196384,0
1.04,0.190123,0
1.05,0.183886,0
1.06,0.177702,0
1.07,0.171599,0
1.08,0.165602,0
1.09,0.159732,0
1.1,0.154008,0
1.11,0.148442,0
1.12,0.143045,0
1.13,0.137819,0
1.14,0.132765,0
1.15,0.127879,0
1.16,0.123157,0
1.17,0.118592,0
1.18,0.114178,0
1.19,0.109914,0
1.2,0.105798,0
1.21,0.101835,0
1.22,0.0980314,0
1.23,0.0943944,0
1.24,0.0909318,0
1.25,0.0876481,0
1.26,0.0845428,0
1.27,0.0816085,0
1.28,0.0788307,0
1.29,0.0761881,0
1.3,0.073656,0
1.31,0.0712095,0
1.32,0.0688288,0
1.33,0.0665032,0
1.34,0.0642342,0
1.35,0.0620362,0
1.36,0.0599337,0
1.37,0.0579553,0
1.38,0.0561262,0
1.39,0.0544607,0
1.4,0.0529569,0
1.41,0.0515987,0
1.42,0.0503644,0
1.43,0.0492419,0
1.44,0.048248,0
1.45,0.0474411,0
1.46,0.04692,0
1.47,0.0468005,0
1.48,0.0471695,0
1.49,0.0480341,0
1.5,0.0493013,0
1.51,0.0508394,0
1.52,0.0526523,0
1.53,0.0551279,0
1.54,0.0591947,0
1.55,0.066142,0
1.56,0.0772539,0
1.57,0.0954058,0
1.58,0.137283,0
