# 20240809_113037
alpha,Df0Re,Df0Im
0,0.0480539,0.101652
0.01,0.0481722,0.101977
0.02,0.0481875,0.102151
0.03,0.0481563,0.102289
0.04,0.0481068,0.10245
0.05,0.0480507,0.102658
0.06,0.0479905,0.10292
0.07,0.0479245,0.103234
0.08,0.04785,0.103597
0.09,0.0477643,0.104004
0.1,0.0476652,0.104454
0.11,0.0475516,0.104945
0.12,0.0474228,0.105481
0.13,0.0472784,0.106061
0.14,0.0471182,0.106689
0.15,0.0469414,0.107366
0.16,0.0467472,0.108095
0.17,0.0465341,0.108877
0.18,0.0463004,0.109713
0.19,0.0460436,0.110602
0.2,0.0457611,0.111544
0.21,0.04545,0.11254
0.22,0.0451071,0.113589
0.23,0.0447292,0.114689
0.24,0.0443127,0.115842
0.25,0.0438542,0.117047
0.26,0.04335,0.118303
0.27,0.0427963,0.119612
0.28,0.0421892,0.120972
0.29,0.0415244,0.122385
0.3,0.0407976,0.123849
0.31,0.0400039,0.125364
0.32,0.0391386,0.126929
0.33,0.0381962,0.128541
0.34,0.0371713,0.1302
0.35,0.036058,0.1319
0.36,0.0348506,0.133639
0.37,0.0335428,0.135411
0.38,0.0321288,0.137211
0.39,0.0306025,0.139033
0.4,0.028958,0.140871
0.41,0.0271897,0.142716
0.42,0.0252924,0.144562
0.43,0.0232611,0.1464
0.44,0.0210913,0.14822
0.45,0.0187791,0.150015
0.46,0.016321,0.151775
0.47,0.0137143,0.15349
0.48,0.0109568,0.15515
0.49,0.00804698,0.156745
0.5,0.00498433,0.158262
0.51,0.00176893,0.159692
0.52,-0.00159814,0.161022
0.53,-0.00511488,0.16224
0.54,-0.00877823,0.163333
0.55,-0.0125839,0.164288
0.56,-0.0165267,0.165091
0.57,-0.0205997,0.16573
0.58,-0.0247949,0.166189
0.59,-0.0291028,0.166456
0.6,-0.0335126,0.166518
0.61,-0.0380119,0.166361
0.62,-0.0425869,0.165976
0.63,-0.0472225,0.16535
0.64,-0.0519024,0.164474
0.65,-0.0566088,0.16334
0.66,-0.0613232,0.161942
0.67,-0.0660259,0.160276
0.68,-0.0706967,0.158337
0.69,-0.0753146,0.156125
0.7,-0.079858,0.153641
0.71,-0.084305,0.150886
0.72,-0.0886337,0.147865
0.73,-0.0928219,0.144585
0.74,-0.0968475,0.141052
0.75,-0.100689,0.137277
0.76,-0.104324,0.133271
0.77,-0.107732,0.129045
0.78,-0.110894,0.124617
0.79,-0.11379,0.120001
0.8,-0.116402,0.115216
0.81,-0.118716,0.110283
0.82,-0.120717,0.105222
0.83,-0.122394,0.100059
0.84,-0.12374,0.0948162
0.85,-0.12475,0.0895211
0.86,-0.125421,0.0841999
0.87,-0.125757,0.0788797
0.88,-0.125763,0.0735874
0.89,-0.125448,0.0683493
0.9,-0.124824,0.0631908
0.91,-0.123908,0.0581356
0.92,-0.122716,0.0532055
0.93,-0.12127,0.04842
0.94,-0.11959,0.0437961
0.95,-0.117699,0.0393481
0.96,-0.115618,0.0350876
0.97,-0.113372,0.0310235
0.98,-0.110981,0.0271621
0.99,-0.108467,0.0235075
1,-0.105851,0.0200615
1.01,-0.103152,0.0168239
1.02,-0.100389,0.013793
1.03,-0.0975809,0.0109655
1.04,-0.0947446,0.00833676
1.05,-0.0918968,0.00590085
1.06,-0.0890534,0.00365094
1.07,-0.0862293,0.00157923
1.08,-0.0834381,-0.000322806
1.09,-0.0806917,-0.00206434
1.1,-0.0780004,-0.00365486
1.11,-0.0753721,-0.00510403
1.12,-0.0728123,-0.00642143
1.13,-0.0703244,-0.0076163
1.14,-0.0679093,-0.00869737
1.15,-0.0655664,-0.00967273
1.16,-0.0632939,-0.0105498
1.17,-0.0610894,-0.0113355
1.18,-0.0589511,-0.0120362
1.19,-0.0568783,-0.012658
1.2,-0.0548718,-0.0132074
1.21,-0.0529343,-0.0136908
1.22,-0.0510696,-0.0141152
1.23,-0.0492829,-0.0144877
1.24,-0.0475785,-0.0148158
1.25,-0.0459598,-0.0151063
1.26,-0.0444271,-0.0153652
1.27,-0.0429773,-0.0155972
1.28,-0.0416034,-0.0158048
1.29,-0.0402947,-0.0159888
1.3,-0.0390386,-0.016148
1.31,-0.0378225,-0.0162803
1.32,-0.036636,-0.0163839
1.33,-0.0354737,-0.0164581
1.34,-0.0343367,-0.0165052
1.35,-0.0332329,-0.016531
1.36,-0.0321756,-0.0165444
1.37,-0.0311808,-0.0165566
1.38,-0.0302623,-0.0165788
1.39,-0.0294285,-0.0166199
1.4,-0.0286789,-0.0166842
1.41,-0.0280054,-0.0167712
1.42,-0.0273966,-0.0168782
1.43,-0.0268466,-0.0170048
1.44,-0.0263648,-0.0171603
1.45,-0.0259837,-0.0173705
1.46,-0.0257584,-0.0176786
1.47,-0.0257537,-0.0181393
1.48,-0.0260191,-0.0188007
1.49,-0.0265608,-0.0196827
1.5,-0.0273291,-0.0207639
1.51,-0.0282529,-0.0220025
1.52,-0.0293356,-0.0234115
1.53,-0.0307953,-0.0251803
1.54,-0.0331555,-0.0277714
1.55,-0.0371476,-0.0318691
1.56,-0.0435091,-0.0382244
1.57,-0.0538841,-0.0484685
1.58,-0.0777478,-0.0715658
