# 20240725_151024
alpha,chiRe,chiIm
0.250007,0.0164393,0
0.251579,0.0164307,0
0.253151,0.016422,0
0.254724,0.0164131,0
0.256296,0.0164041,0
0.257868,0.016395,0
0.259441,0.0163858,0
0.261013,0.0163765,0
0.262586,0.0163671,0
0.264158,0.0163575,0
0.26573,0.0163479,0
0.267303,0.0163381,0
0.268875,0.0163282,0
0.270447,0.0163182,0
0.27202,0.0163081,0
0.273592,0.0162978,0
0.275165,0.0162875,0
0.276737,0.016277,0
0.278309,0.0162665,0
0.279882,0.0162558,0
0.281454,0.016245,0
0.283026,0.0162341,0
0.284599,0.0162231,0
0.286171,0.016212,0
0.287743,0.0162008,0
0.289316,0.0161895,0
0.290888,0.016178,0
0.292461,0.0161665,0
0.294033,0.0161549,0
0.295605,0.0161431,0
0.297178,0.0161312,0
0.29875,0.0161193,0
0.300322,0.0161072,0
0.301895,0.016095,0
0.303467,0.0160828,0
0.30504,0.0160704,0
0.306612,0.0160579,0
0.308184,0.0160453,0
0.309757,0.0160326,0
0.311329,0.0160198,0
0.312901,0.0160069,0
0.314474,0.0159939,0
0.316046,0.0159808,0
0.317618,0.0159676,0
0.319191,0.0159543,0
0.320763,0.0159409,0
0.322336,0.0159275,0
0.323908,0.0159139,0
0.32548,0.0159002,0
0.327053,0.0158864,0
0.328625,0.0158725,0
0.330197,0.0158585,0
0.33177,0.0158444,0
0.333342,0.0158302,0
0.334915,0.015816,0
0.336487,0.0158016,0
0.338059,0.0157871,0
0.339632,0.0157725,0
0.341204,0.0157579,0
0.342776,0.0157431,0
0.344349,0.0157283,0
0.345921,0.0157134,0
0.347493,0.0156983,0
0.349066,0.0156832,0
0.350638,0.015668,0
0.352211,0.0156527,0
0.353783,0.0156373,0
0.355355,0.0156218,0
0.356928,0.0156062,0
0.3585,0.0155905,0
0.360072,0.0155748,0
0.361645,0.0155589,0
0.363217,0.015543,0
0.36479,0.015527,0
0.366362,0.0155109,0
0.367934,0.0154947,0
0.369507,0.0154784,0
0.371079,0.015462,0
0.372651,0.0154455,0
0.374224,0.015429,0
0.375796,0.0154124,0
0.377368,0.0153956,0
0.378941,0.0153788,0
0.380513,0.0153619,0
0.382086,0.015345,0
0.383658,0.0153279,0
0.38523,0.0153108,0
0.386803,0.0152936,0
0.388375,0.0152763,0
0.389947,0.0152589,0
0.39152,0.0152414,0
0.393092,0.0152239,0
0.394665,0.0152062,0
0.396237,0.0151885,0
0.397809,0.0151707,0
0.399382,0.0151529,0
0.400954,0.0151349,0
0.402526,0.0151165,0
0.404099,0.0150976,0
0.405671,0.0150783,0
0.407243,0.0150585,0
0.408816,0.0150383,0
0.410388,0.0150176,0
0.411961,0.0149964,0
0.413533,0.0149749,0
0.415105,0.0149529,0
0.416678,0.0149305,0
0.41825,0.0149077,0
0.419822,0.0148844,0
0.421395,0.0148608,0
0.422967,0.0148367,0
0.42454,0.0148123,0
0.426112,0.0147875,0
0.427684,0.0147623,0
0.429257,0.0147367,0
0.430829,0.0147108,0
0.432401,0.0146845,0
0.433974,0.0146579,0
0.435546,0.0146309,0
0.437118,0.0146035,0
0.438691,0.0145758,0
0.440263,0.0145478,0
0.441836,0.0145195,0
0.443408,0.0144909,0
0.44498,0.0144619,0
0.446553,0.0144326,0
0.448125,0.0144031,0
0.449697,0.0143732,0
0.45127,0.0143431,0
0.452842,0.0143126,0
0.454415,0.0142819,0
0.455987,0.014251,0
0.457559,0.0142197,0
0.459132,0.0141882,0
0.460704,0.0141565,0
0.462276,0.0141245,0
0.463849,0.0140923,0
0.465421,0.0140599,0
0.466994,0.0140272,0
0.468566,0.0139943,0
0.470138,0.0139612,0
0.471711,0.0139278,0
0.473283,0.0138943,0
0.474855,0.0138606,0
0.476428,0.0138267,0
0.478,0.0137926,0
0.479572,0.0137584,0
0.481145,0.0137239,0
0.482717,0.0136893,0
0.48429,0.0136546,0
0.485862,0.0136197,0
0.487434,0.0135846,0
0.489007,0.0135494,0
0.490579,0.0135141,0
0.492151,0.0134786,0
0.493724,0.013443,0
0.495296,0.0134074,0
0.496869,0.0133716,0
0.498441,0.0133356,0
0.500013,0.0132996,0
0.501586,0.0132634,0
0.503158,0.0132266,0
0.50473,0.0131893,0
0.506303,0.0131514,0
0.507875,0.0131131,0
0.509447,0.0130742,0
0.51102,0.0130349,0
0.512592,0.012995,0
0.514165,0.0129547,0
0.515737,0.0129139,0
0.517309,0.0128727,0
0.518882,0.012831,0
0.520454,0.0127888,0
0.522026,0.0127462,0
0.523599,0.0127032,0
0.525171,0.0126597,0
0.526744,0.0126158,0
0.528316,0.0125716,0
0.529888,0.0125269,0
0.531461,0.0124818,0
0.533033,0.0124364,0
0.534605,0.0123905,0
0.536178,0.0123443,0
0.53775,0.0122978,0
0.539322,0.0122509,0
0.540895,0.0122037,0
0.542467,0.0121561,0
0.54404,0.0121082,0
0.545612,0.01206,0
0.547184,0.0120114,0
0.548757,0.0119626,0
0.550329,0.0119135,0
0.551901,0.0118641,0
0.553474,0.0118144,0
0.555046,0.0117645,0
0.556619,0.0117143,0
0.558191,0.0116638,0
0.559763,0.0116131,0
0.561336,0.0115622,0
0.562908,0.011511,0
0.56448,0.0114596,0
0.566053,0.0114081,0
0.567625,0.0113563,0
0.569197,0.0113043,0
0.57077,0.0112521,0
0.572342,0.0111997,0
0.573915,0.0111472,0
0.575487,0.0110945,0
0.577059,0.0110417,0
0.578632,0.0109887,0
0.580204,0.0109356,0
0.581776,0.0108823,0
0.583349,0.0108286,0
0.584921,0.0107742,0
0.586494,0.0107191,0
0.588066,0.0106634,0
0.589638,0.0106071,0
0.591211,0.0105502,0
0.592783,0.0104927,0
0.594355,0.0104346,0
0.595928,0.010376,0
0.5975,0.0103169,0
0.599072,0.0102573,0
0.600645,0.0101972,0
0.602217,0.0101366,0
0.60379,0.0100756,0
0.605362,0.0100142,0
0.606934,0.00995244,0
0.608507,0.00989026,0
0.610079,0.00982773,0
0.611651,0.00976486,0
0.613224,0.00970168,0
0.614796,0.0096382,0
0.616369,0.00957444,0
0.617941,0.00951043,0
0.619513,0.00944618,0
0.621086,0.00938172,0
0.622658,0.00931706,0
0.62423,0.00925223,0
0.625803,0.00918725,0
0.627375,0.00912212,0
0.628947,0.00905662,0
0.63052,0.0089907,0
0.632092,0.00892434,0
0.633665,0.00885757,0
0.635237,0.00879038,0
0.636809,0.0087228,0
0.638382,0.00865482,0
0.639954,0.00858645,0
0.641526,0.00851771,0
0.643099,0.00844861,0
0.644671,0.00837914,0
0.646244,0.00830933,0
0.647816,0.00823917,0
0.649388,0.00816868,0
0.650961,0.00809786,0
0.652533,0.00802673,0
0.654105,0.00795529,0
0.655678,0.00788356,0
0.65725,0.00781153,0
0.658822,0.00773922,0
0.660395,0.00766663,0
0.661967,0.00759379,0
0.66354,0.00752068,0
0.665112,0.00744733,0
0.666684,0.00737374,0
0.668257,0.00729992,0
0.669829,0.00722588,0
0.671401,0.00715162,0
0.672974,0.00707714,0
0.674546,0.00700227,0
0.676119,0.006927,0
0.677691,0.00685132,0
0.679263,0.00677526,0
0.680836,0.00669883,0
0.682408,0.00662203,0
0.68398,0.00654488,0
0.685553,0.00646738,0
0.687125,0.00638956,0
0.688697,0.00631141,0
0.69027,0.00623296,0
0.691842,0.00615422,0
0.693415,0.00607518,0
0.694987,0.00599588,0
0.696559,0.00591631,0
0.698132,0.00583649,0
0.699704,0.00575643,0
0.701276,0.00567614,0
0.702849,0.00559563,0
0.704421,0.00551492,0
0.705994,0.00543401,0
0.707566,0.00535292,0
0.709138,0.00527166,0
0.710711,0.00519024,0
0.712283,0.00510867,0
0.713855,0.00502696,0
0.715428,0.00494512,0
0.717,0.00486317,0
0.718572,0.00478107,0
0.720145,0.00469863,0
0.721717,0.00461585,0
0.72329,0.00453273,0
0.724862,0.0044493,0
0.726434,0.00436557,0
0.728007,0.00428155,0
0.729579,0.00419725,0
0.731151,0.0041127,0
0.732724,0.0040279,0
0.734296,0.00394287,0
0.735869,0.00385763,0
0.737441,0.00377219,0
0.739013,0.00368657,0
0.740586,0.00360078,0
0.742158,0.00351483,0
0.74373,0.00342874,0
0.745303,0.00334252,0
0.746875,0.00325619,0
0.748447,0.00316977,0
0.75002,0.00308326,0
0.751592,0.00299669,0
0.753165,0.00291007,0
0.754737,0.0028234,0
0.756309,0.00273672,0
0.757882,0.00264993,0
0.759454,0.00256291,0
0.761026,0.00247567,0
0.762599,0.00238823,0
0.764171,0.00230059,0
0.765744,0.00221278,0
0.767316,0.0021248,0
0.768888,0.00203667,0
0.770461,0.0019484,0
0.772033,0.00186001,0
0.773605,0.0017715,0
0.775178,0.0016829,0
0.77675,0.00159422,0
0.778323,0.00150547,0
0.779895,0.00141666,0
0.781467,0.0013278,0
0.78304,0.00123892,0
0.784612,0.00115002,0
0.786184,0.00106111,0
0.787757,0.000972221,0
0.789329,0.000883352,0
0.790901,0.000794521,0
0.792474,0.000705741,0
0.794046,0.000617026,0
0.795619,0.000528389,0
0.797191,0.000439818,0
0.798763,0.000351122,0
0.800336,0.000262271,0
0.801908,0.00017328,0
0.80348,8.41676e-05,0
0.805053,-5.05112e-06,0
0.806625,-9.43596e-05,0
0.808198,-0.000183741,0
0.80977,-0.00027318,0
0.811342,-0.000362659,0
0.812915,-0.000452163,0
0.814487,-0.000541674,0
0.816059,-0.000631176,0
0.817632,-0.000720653,0
0.819204,-0.000810089,0
0.820776,-0.000899467,0
0.822349,-0.000988771,0
0.823921,-0.00107798,0
0.825494,-0.00116709,0
0.827066,-0.00125607,0
0.828638,-0.00134492,0
0.830211,-0.0014336,0
0.831783,-0.00152212,0
0.833355,-0.00161044,0
0.834928,-0.00169856,0
0.8365,-0.00178646,0
0.838073,-0.00187412,0
0.839645,-0.00196152,0
0.841217,-0.00204866,0
0.84279,-0.00213551,0
0.844362,-0.00222206,0
0.845934,-0.00230862,0
0.847507,-0.00239529,0
0.849079,-0.00248207,0
0.850651,-0.00256892,0
0.852224,-0.00265584,0
0.853796,-0.0027428,0
0.855369,-0.00282978,0
0.856941,-0.00291677,0
0.858513,-0.00300376,0
0.860086,-0.00309071,0
0.861658,-0.00317761,0
0.86323,-0.00326445,0
0.864803,-0.00335121,0
0.866375,-0.00343786,0
0.867948,-0.00352439,0
0.86952,-0.00361077,0
0.871092,-0.00369701,0
0.872665,-0.00378306,0
0.874237,-0.00386892,0
0.875809,-0.00395457,0
0.877382,-0.00403999,0
0.878954,-0.00412515,0
0.880526,-0.00421005,0
0.882099,-0.00429466,0
0.883671,-0.00437897,0
0.885244,-0.00446295,0
0.886816,-0.00454659,0
0.888388,-0.00462987,0
0.889961,-0.00471277,0
0.891533,-0.00479528,0
0.893105,-0.00487737,0
0.894678,-0.00495903,0
0.89625,-0.00504024,0
0.897823,-0.00512097,0
0.899395,-0.00520122,0
0.900967,-0.00528096,0
0.90254,-0.00536017,0
0.904112,-0.00543884,0
0.905684,-0.00551695,0
0.907257,-0.00559448,0
0.908829,-0.00567141,0
0.910401,-0.0057478,0
0.911974,-0.00582408,0
0.913546,-0.00590032,0
0.915119,-0.00597651,0
0.916691,-0.00605264,0
0.918263,-0.0061287,0
0.919836,-0.00620469,0
0.921408,-0.0062806,0
0.92298,-0.00635641,0
0.924553,-0.00643213,0
0.926125,-0.00650773,0
0.927698,-0.00658322,0
0.92927,-0.00665858,0
0.930842,-0.0067338,0
0.932415,-0.00680888,0
0.933987,-0.00688381,0
0.935559,-0.00695858,0
0.937132,-0.00703318,0
0.938704,-0.0071076,0
0.940276,-0.00718184,0
0.941849,-0.00725588,0
0.943421,-0.00732971,0
0.944994,-0.00740334,0
0.946566,-0.00747674,0
0.948138,-0.00754992,0
0.949711,-0.00762286,0
0.951283,-0.00769555,0
0.952855,-0.00776799,0
0.954428,-0.00784016,0
0.956,-0.00791207,0
0.957573,-0.00798369,0
0.959145,-0.00805502,0
0.960717,-0.00812606,0
0.96229,-0.00819679,0
0.963862,-0.00826721,0
0.965434,-0.0083373,0
0.967007,-0.00840706,0
0.968579,-0.00847648,0
0.970151,-0.00854556,0
0.971724,-0.00861427,0
0.973296,-0.00868262,0
0.974869,-0.0087506,0
0.976441,-0.00881819,0
0.978013,-0.00888539,0
0.979586,-0.00895219,0
0.981158,-0.00901858,0
0.98273,-0.00908456,0
0.984303,-0.00915011,0
0.985875,-0.00921522,0
0.987448,-0.0092799,0
0.98902,-0.00934412,0
0.990592,-0.00940788,0
0.992165,-0.00947118,0
0.993737,-0.00953399,0
0.995309,-0.00959632,0
0.996882,-0.00965816,0
0.998454,-0.0097195,0
1.00003,-0.00978032,0
1.0016,-0.00984062,0
1.00317,-0.0099004,0
1.00474,-0.00995964,0
1.00632,-0.0100183,0
1.00789,-0.0100765,0
1.00946,-0.010134,0
1.01103,-0.0101911,0
1.01261,-0.0102475,0
1.01418,-0.0103033,0
1.01575,-0.0103586,0
1.01732,-0.0104135,0
1.01889,-0.0104682,0
1.02047,-0.0105227,0
1.02204,-0.0105771,0
1.02361,-0.0106312,0
1.02518,-0.0106852,0
1.02676,-0.010739,0
1.02833,-0.0107926,0
1.0299,-0.010846,0
1.03147,-0.0108993,0
1.03305,-0.0109523,0
1.03462,-0.0110051,0
1.03619,-0.0110577,0
1.03776,-0.0111101,0
1.03934,-0.0111622,0
1.04091,-0.0112142,0
1.04248,-0.011266,0
1.04405,-0.0113175,0
1.04563,-0.0113688,0
1.0472,-0.0114198,0
1.04877,-0.0114707,0
1.05034,-0.0115213,0
1.05191,-0.0115716,0
1.05349,-0.0116218,0
1.05506,-0.0116717,0
1.05663,-0.0117213,0
1.0582,-0.0117707,0
1.05978,-0.0118198,0
1.06135,-0.0118687,0
1.06292,-0.0119174,0
1.06449,-0.0119657,0
1.06607,-0.0120138,0
1.06764,-0.0120617,0
1.06921,-0.0121093,0
1.07078,-0.0121566,0
1.07236,-0.0122036,0
1.07393,-0.0122503,0
1.0755,-0.0122968,0
1.07707,-0.012343,0
1.07864,-0.0123889,0
1.08022,-0.0124345,0
1.08179,-0.0124798,0
1.08336,-0.0125248,0
1.08493,-0.0125696,0
1.08651,-0.012614,0
1.08808,-0.0126581,0
1.08965,-0.0127019,0
1.09122,-0.0127454,0
1.0928,-0.0127886,0
1.09437,-0.0128315,0
1.09594,-0.0128741,0
1.09751,-0.0129163,0
1.09909,-0.0129582,0
1.10066,-0.0129998,0
1.10223,-0.013041,0
1.1038,-0.013082,0
1.10538,-0.0131226,0
1.10695,-0.0131628,0
1.10852,-0.0132027,0
1.11009,-0.0132423,0
1.11166,-0.0132815,0
1.11324,-0.0133203,0
1.11481,-0.0133588,0
1.11638,-0.013397,0
1.11795,-0.0134348,0
1.11953,-0.0134722,0
1.1211,-0.0135093,0
1.12267,-0.0135459,0
1.12424,-0.0135823,0
1.12582,-0.0136182,0
1.12739,-0.0136538,0
1.12896,-0.013689,0
1.13053,-0.0137238,0
1.13211,-0.0137582,0
1.13368,-0.0137922,0
1.13525,-0.0138259,0
1.13682,-0.0138591,0
1.13839,-0.013892,0
1.13997,-0.0139247,0
1.14154,-0.0139572,0
1.14311,-0.0139896,0
1.14468,-0.0140219,0
1.14626,-0.014054,0
1.14783,-0.014086,0
1.1494,-0.0141178,0
1.15097,-0.0141494,0
1.15255,-0.0141809,0
1.15412,-0.0142122,0
1.15569,-0.0142434,0
1.15726,-0.0142744,0
1.15884,-0.0143053,0
1.16041,-0.014336,0
1.16198,-0.0143666,0
1.16355,-0.014397,0
1.16513,-0.0144272,0
1.1667,-0.0144573,0
1.16827,-0.0144872,0
1.16984,-0.014517,0
1.17141,-0.0145466,0
1.17299,-0.014576,0
1.17456,-0.0146053,0
1.17613,-0.0146344,0
1.1777,-0.0146634,0
1.17928,-0.0146921,0
1.18085,-0.0147208,0
1.18242,-0.0147492,0
1.18399,-0.0147775,0
1.18557,-0.0148056,0
1.18714,-0.0148336,0
1.18871,-0.0148614,0
1.19028,-0.014889,0
1.19186,-0.0149165,0
1.19343,-0.0149438,0
1.195,-0.0149709,0
1.19657,-0.0149978,0
1.19814,-0.0150246,0
1.19972,-0.0150512,0
1.20129,-0.0150776,0
1.20286,-0.0151039,0
1.20443,-0.01513,0
1.20601,-0.0151559,0
1.20758,-0.0151816,0
1.20915,-0.0152072,0
1.21072,-0.0152326,0
1.2123,-0.0152578,0
1.21387,-0.0152828,0
1.21544,-0.0153077,0
1.21701,-0.0153323,0
1.21859,-0.0153568,0
1.22016,-0.0153812,0
1.22173,-0.0154053,0
1.2233,-0.0154292,0
1.22488,-0.015453,0
1.22645,-0.0154766,0
1.22802,-0.0155,0
1.22959,-0.0155233,0
1.23116,-0.0155463,0
1.23274,-0.0155692,0
1.23431,-0.0155919,0
1.23588,-0.0156143,0
1.23745,-0.0156367,0
1.23903,-0.0156588,0
1.2406,-0.0156807,0
1.24217,-0.0157025,0
1.24374,-0.015724,0
1.24532,-0.0157454,0
1.24689,-0.0157666,0
1.24846,-0.0157876,0
1.25003,-0.0158084,0
1.25161,-0.015829,0
1.25318,-0.0158494,0
1.25475,-0.0158696,0
1.25632,-0.0158896,0
1.25789,-0.0159095,0
1.25947,-0.0159291,0
1.26104,-0.0159486,0
1.26261,-0.0159678,0
1.26418,-0.0159869,0
1.26576,-0.0160057,0
1.26733,-0.0160244,0
1.2689,-0.0160429,0
1.27047,-0.0160611,0
1.27205,-0.0160792,0
1.27362,-0.0160971,0
1.27519,-0.0161148,0
1.27676,-0.0161322,0
1.27834,-0.0161496,0
1.27991,-0.0161668,0
1.28148,-0.016184,0
1.28305,-0.0162011,0
1.28463,-0.0162181,0
1.2862,-0.016235,0
1.28777,-0.0162519,0
1.28934,-0.0162687,0
1.29091,-0.0162854,0
1.29249,-0.016302,0
1.29406,-0.0163185,0
1.29563,-0.0163349,0
1.2972,-0.0163513,0
1.29878,-0.0163676,0
1.30035,-0.0163838,0
1.30192,-0.0163999,0
1.30349,-0.0164159,0
1.30507,-0.0164319,0
1.30664,-0.0164477,0
1.30821,-0.0164635,0
1.30978,-0.0164791,0
1.31136,-0.0164947,0
1.31293,-0.0165102,0
1.3145,-0.0165256,0
1.31607,-0.0165409,0
1.31764,-0.0165561,0
1.31922,-0.0165713,0
1.32079,-0.0165863,0
1.32236,-0.0166012,0
1.32393,-0.0166161,0
1.32551,-0.0166308,0
1.32708,-0.0166455,0
1.32865,-0.0166601,0
1.33022,-0.0166745,0
1.3318,-0.0166889,0
1.33337,-0.0167031,0
1.33494,-0.0167173,0
1.33651,-0.0167314,0
1.33809,-0.0167453,0
1.33966,-0.0167592,0
1.34123,-0.016773,0
1.3428,-0.0167866,0
1.34438,-0.0168002,0
1.34595,-0.0168137,0
1.34752,-0.016827,0
1.34909,-0.0168403,0
1.35066,-0.0168534,0
1.35224,-0.0168664,0
1.35381,-0.0168794,0
1.35538,-0.0168922,0
1.35695,-0.0169049,0
1.35853,-0.0169175,0
1.3601,-0.01693,0
1.36167,-0.0169424,0
1.36324,-0.0169547,0
1.36482,-0.0169668,0
1.36639,-0.0169789,0
1.36796,-0.0169908,0
1.36953,-0.0170026,0
1.37111,-0.0170144,0
1.37268,-0.017026,0
1.37425,-0.0170374,0
1.37582,-0.0170488,0
1.37739,-0.0170601,0
1.37897,-0.0170712,0
1.38054,-0.0170822,0
1.38211,-0.0170931,0
1.38368,-0.0171039,0
1.38526,-0.0171146,0
1.38683,-0.0171251,0
1.3884,-0.0171355,0
1.38997,-0.0171458,0
1.39155,-0.017156,0
1.39312,-0.0171661,0
1.39469,-0.017176,0
1.39626,-0.0171858,0
1.39784,-0.0171955,0
1.39941,-0.0172051,0
1.40098,-0.0172145,0
1.40255,-0.0172238,0
1.40413,-0.017233,0
1.4057,-0.017242,0
1.40727,-0.017251,0
1.40884,-0.0172598,0
1.41041,-0.0172684,0
1.41199,-0.017277,0
1.41356,-0.0172854,0
1.41513,-0.0172936,0
1.4167,-0.0173018,0
1.41828,-0.0173099,0
1.41985,-0.0173179,0
1.42142,-0.0173259,0
1.42299,-0.0173339,0
1.42457,-0.0173418,0
1.42614,-0.0173496,0
1.42771,-0.0173575,0
1.42928,-0.0173652,0
1.43086,-0.0173729,0
1.43243,-0.0173806,0
1.434,-0.0173883,0
1.43557,-0.0173958,0
1.43714,-0.0174034,0
1.43872,-0.0174109,0
1.44029,-0.0174183,0
1.44186,-0.0174257,0
1.44343,-0.0174331,0
1.44501,-0.0174404,0
1.44658,-0.0174476,0
1.44815,-0.0174548,0
1.44972,-0.017462,0
1.4513,-0.0174691,0
1.45287,-0.0174761,0
1.45444,-0.0174831,0
1.45601,-0.0174901,0
1.45759,-0.017497,0
1.45916,-0.0175039,0
1.46073,-0.0175107,0
1.4623,-0.0175174,0
1.46388,-0.0175241,0
1.46545,-0.0175308,0
1.46702,-0.0175374,0
1.46859,-0.0175439,0
1.47016,-0.0175504,0
1.47174,-0.0175569,0
1.47331,-0.0175633,0
1.47488,-0.0175696,0
1.47645,-0.0175759,0
1.47803,-0.0175822,0
1.4796,-0.0175884,0
1.48117,-0.0175945,0
1.48274,-0.0176006,0
1.48432,-0.0176066,0
1.48589,-0.0176126,0
1.48746,-0.0176185,0
1.48903,-0.0176243,0
1.49061,-0.0176302,0
1.49218,-0.0176359,0
1.49375,-0.0176416,0
1.49532,-0.0176473,0
1.49689,-0.0176528,0
1.49847,-0.0176584,0
1.50004,-0.0176639,0
1.50161,-0.0176693,0
1.50318,-0.0176746,0
1.50476,-0.01768,0
1.50633,-0.0176852,0
1.5079,-0.0176904,0
1.50947,-0.0176955,0
1.51105,-0.0177006,0
1.51262,-0.0177056,0
1.51419,-0.0177106,0
1.51576,-0.0177155,0
1.51734,-0.0177204,0
1.51891,-0.0177251,0
1.52048,-0.0177299,0
1.52205,-0.0177345,0
1.52363,-0.0177392,0
1.5252,-0.0177437,0
1.52677,-0.0177482,0
1.52834,-0.0177526,0
1.52991,-0.017757,0
1.53149,-0.0177613,0
1.53306,-0.0177656,0
1.53463,-0.0177698,0
1.5362,-0.0177739,0
1.53778,-0.017778,0
1.53935,-0.017782,0
1.54092,-0.0177859,0
1.54249,-0.0177898,0
1.54407,-0.0177936,0
1.54564,-0.0177974,0
1.54721,-0.0178011,0
1.54878,-0.0178047,0
1.55036,-0.0178083,0
1.55193,-0.0178118,0
1.5535,-0.0178152,0
1.55507,-0.0178186,0
1.55665,-0.0178219,0
1.55822,-0.0178249,0
1.55979,-0.0178277,0
1.56136,-0.0178304,0
1.56293,-0.0178329,0
1.56451,-0.0178354,0
1.56608,-0.0178378,0
1.56765,-0.0178403,0
1.56922,-0.0178428,0
1.5708,-0.0178454,0
