# 20240725_151024
alpha,pi0Re,pi0Im
0.916691,0.120299,0
0.918263,0.120107,0
0.919836,0.119912,0
0.921408,0.119714,0
0.92298,0.119512,0
0.924553,0.119306,0
0.926125,0.119098,0
0.927698,0.118886,0
0.92927,0.118671,0
0.930842,0.118454,0
0.932415,0.118233,0
0.933987,0.118009,0
0.935559,0.117783,0
0.937132,0.117554,0
0.938704,0.117322,0
0.940276,0.117088,0
0.941849,0.116851,0
0.943421,0.116611,0
0.944994,0.11637,0
0.946566,0.116126,0
0.948138,0.115879,0
0.949711,0.115631,0
0.951283,0.115381,0
0.952855,0.115128,0
0.954428,0.114874,0
0.956,0.114618,0
0.957573,0.114359,0
0.959145,0.1141,0
0.960717,0.113838,0
0.96229,0.113575,0
0.963862,0.113311,0
0.965434,0.113045,0
0.967007,0.112777,0
0.968579,0.112509,0
0.970151,0.112239,0
0.971724,0.111968,0
0.973296,0.111696,0
0.974869,0.111423,0
0.976441,0.111149,0
0.978013,0.110874,0
0.979586,0.110598,0
0.981158,0.110321,0
0.98273,0.110044,0
0.984303,0.109767,0
0.985875,0.109489,0
0.987448,0.10921,0
0.98902,0.108931,0
0.990592,0.108652,0
0.992165,0.108372,0
0.993737,0.108093,0
0.995309,0.107813,0
0.996882,0.107533,0
0.998454,0.107253,0
1.00003,0.106974,0
1.0016,0.106695,0
1.00317,0.106415,0
1.00474,0.106137,0
1.00632,0.105858,0
1.00789,0.105581,0
1.00946,0.105303,0
1.01103,0.105027,0
1.01261,0.104751,0
1.01418,0.104476,0
1.01575,0.104202,0
1.01732,0.103927,0
1.01889,0.10365,0
1.02047,0.103372,0
1.02204,0.103092,0
1.02361,0.102811,0
1.02518,0.102528,0
1.02676,0.102243,0
1.02833,0.101957,0
1.0299,0.10167,0
1.03147,0.101381,0
1.03305,0.101091,0
1.03462,0.100799,0
1.03619,0.100507,0
1.03776,0.100213,0
1.03934,0.0999173,0
1.04091,0.099621,0
1.04248,0.0993234,0
1.04405,0.0990248,0
1.04563,0.0987252,0
1.0472,0.0984245,0
1.04877,0.0981228,0
1.05034,0.0978202,0
1.05191,0.0975167,0
1.05349,0.0972123,0
1.05506,0.0969071,0
1.05663,0.0966011,0
1.0582,0.0962944,0
1.05978,0.0959869,0
1.06135,0.0956788,0
1.06292,0.09537,0
1.06449,0.0950606,0
1.06607,0.0947506,0
1.06764,0.0944401,0
1.06921,0.0941292,0
1.07078,0.0938177,0
1.07236,0.0935059,0
1.07393,0.0931937,0
1.0755,0.0928811,0
1.07707,0.0925682,0
1.07864,0.0922551,0
1.08022,0.0919418,0
1.08179,0.0916282,0
1.08336,0.0913145,0
1.08493,0.0910007,0
1.08651,0.0906868,0
1.08808,0.0903729,0
1.08965,0.090059,0
1.09122,0.0897451,0
1.0928,0.0894313,0
1.09437,0.0891176,0
1.09594,0.088804,0
1.09751,0.0884907,0
1.09909,0.0881776,0
1.10066,0.0878647,0
1.10223,0.0875521,0
1.1038,0.0872399,0
1.10538,0.086928,0
1.10695,0.0866166,0
1.10852,0.0863056,0
1.11009,0.0859951,0
1.11166,0.0856852,0
1.11324,0.0853758,0
1.11481,0.085067,0
1.11638,0.0847588,0
1.11795,0.0844513,0
1.11953,0.0841446,0
1.1211,0.0838386,0
1.12267,0.0835334,0
1.12424,0.083229,0
1.12582,0.0829254,0
1.12739,0.0826228,0
1.12896,0.0823212,0
1.13053,0.0820205,0
1.13211,0.0817208,0
1.13368,0.0814222,0
1.13525,0.0811246,0
1.13682,0.0808282,0
1.13839,0.0805329,0
1.13997,0.0802376,0
1.14154,0.0799423,0
1.14311,0.079647,0
1.14468,0.0793518,0
1.14626,0.0790565,0
1.14783,0.0787613,0
1.1494,0.0784661,0
1.15097,0.0781709,0
1.15255,0.0778758,0
1.15412,0.0775808,0
1.15569,0.0772858,0
1.15726,0.0769908,0
1.15884,0.076696,0
1.16041,0.0764012,0
1.16198,0.0761065,0
1.16355,0.0758119,0
1.16513,0.0755173,0
1.1667,0.0752229,0
1.16827,0.0749286,0
1.16984,0.0746344,0
1.17141,0.0743404,0
1.17299,0.0740464,0
1.17456,0.0737526,0
1.17613,0.073459,0
1.1777,0.0731655,0
1.17928,0.0728721,0
1.18085,0.0725789,0
1.18242,0.0722859,0
1.18399,0.0719931,0
1.18557,0.0717004,0
1.18714,0.071408,0
1.18871,0.0711157,0
1.19028,0.0708236,0
1.19186,0.0705318,0
1.19343,0.0702401,0
1.195,0.0699487,0
1.19657,0.0696575,0
1.19814,0.0693666,0
1.19972,0.0690759,0
1.20129,0.0687854,0
1.20286,0.0684952,0
1.20443,0.0682053,0
1.20601,0.0679156,0
1.20758,0.0676262,0
1.20915,0.0673371,0
1.21072,0.0670483,0
1.2123,0.0667598,0
1.21387,0.0664715,0
1.21544,0.0661836,0
1.21701,0.065896,0
1.21859,0.0656087,0
1.22016,0.0653218,0
1.22173,0.0650352,0
1.2233,0.0647489,0
1.22488,0.064463,0
1.22645,0.0641774,0
1.22802,0.0638923,0
1.22959,0.0636074,0
1.23116,0.063323,0
1.23274,0.0630389,0
1.23431,0.0627552,0
1.23588,0.0624719,0
1.23745,0.062189,0
1.23903,0.0619066,0
1.2406,0.0616245,0
1.24217,0.0613429,0
1.24374,0.0610617,0
1.24532,0.0607809,0
1.24689,0.0605006,0
1.24846,0.0602207,0
1.25003,0.0599412,0
1.25161,0.0596623,0
1.25318,0.0593838,0
1.25475,0.0591058,0
1.25632,0.0588282,0
1.25789,0.0585512,0
1.25947,0.0582746,0
1.26104,0.0579986,0
1.26261,0.057723,0
1.26418,0.057448,0
1.26576,0.0571735,0
1.26733,0.0568995,0
1.2689,0.056626,0
1.27047,0.0563531,0
1.27205,0.0560808,0
1.27362,0.055809,0
1.27519,0.0555377,0
1.27676,0.0552671,0
1.27834,0.0549969,0
1.27991,0.0547273,0
1.28148,0.0544581,0
1.28305,0.0541893,0
1.28463,0.0539211,0
1.2862,0.0536532,0
1.28777,0.0533859,0
1.28934,0.053119,0
1.29091,0.0528525,0
1.29249,0.0525864,0
1.29406,0.0523208,0
1.29563,0.0520556,0
1.2972,0.0517909,0
1.29878,0.0515265,0
1.30035,0.0512626,0
1.30192,0.050999,0
1.30349,0.0507359,0
1.30507,0.0504732,0
1.30664,0.0502108,0
1.30821,0.0499489,0
1.30978,0.0496873,0
1.31136,0.0494261,0
1.31293,0.0491653,0
1.3145,0.0489049,0
1.31607,0.0486448,0
1.31764,0.0483851,0
1.31922,0.0481257,0
1.32079,0.0478667,0
1.32236,0.047608,0
1.32393,0.0473497,0
1.32551,0.0470917,0
1.32708,0.046834,0
1.32865,0.0465766,0
1.33022,0.0463196,0
1.3318,0.0460629,0
1.33337,0.0458065,0
1.33494,0.0455504,0
1.33651,0.0452946,0
1.33809,0.0450391,0
1.33966,0.0447839,0
1.34123,0.044529,0
1.3428,0.0442744,0
1.34438,0.0440201,0
1.34595,0.043766,0
1.34752,0.0435122,0
1.34909,0.0432586,0
1.35066,0.0430053,0
1.35224,0.0427523,0
1.35381,0.0424995,0
1.35538,0.042247,0
1.35695,0.0419947,0
1.35853,0.0417426,0
1.3601,0.0414908,0
1.36167,0.0412391,0
1.36324,0.0409878,0
1.36482,0.0407366,0
1.36639,0.0404856,0
1.36796,0.0402349,0
1.36953,0.0399843,0
1.37111,0.0397339,0
1.37268,0.0394838,0
1.37425,0.0392338,0
1.37582,0.038984,0
1.37739,0.0387343,0
1.37897,0.0384849,0
1.38054,0.0382356,0
1.38211,0.0379865,0
1.38368,0.0377375,0
1.38526,0.0374887,0
1.38683,0.03724,0
1.3884,0.0369915,0
1.38997,0.0367431,0
1.39155,0.0364949,0
1.39312,0.0362468,0
1.39469,0.0359988,0
1.39626,0.0357509,0
1.39784,0.0355031,0
1.39941,0.0352555,0
1.40098,0.0350079,0
1.40255,0.0347605,0
1.40413,0.0345131,0
1.4057,0.0342659,0
1.40727,0.0340187,0
1.40884,0.0337716,0
1.41041,0.0335246,0
1.41199,0.0332777,0
1.41356,0.0330308,0
1.41513,0.032784,0
1.4167,0.0325372,0
1.41828,0.0322908,0
1.41985,0.0320446,0
1.42142,0.0317987,0
1.42299,0.0315531,0
1.42457,0.0313078,0
1.42614,0.0310628,0
1.42771,0.0308181,0
1.42928,0.0305736,0
1.43086,0.0303294,0
1.43243,0.0300855,0
1.434,0.0298419,0
1.43557,0.0295985,0
1.43714,0.0293554,0
1.43872,0.0291125,0
1.44029,0.0288698,0
1.44186,0.0286275,0
1.44343,0.0283853,0
1.44501,0.0281434,0
1.44658,0.0279017,0
1.44815,0.0276602,0
1.44972,0.027419,0
1.4513,0.027178,0
1.45287,0.0269372,0
1.45444,0.0266966,0
1.45601,0.0264562,0
1.45759,0.026216,0
1.45916,0.025976,0
1.46073,0.0257362,0
1.4623,0.0254966,0
1.46388,0.0252571,0
1.46545,0.0250179,0
1.46702,0.0247788,0
1.46859,0.0245399,0
1.47016,0.0243012,0
1.47174,0.0240626,0
1.47331,0.0238242,0
1.47488,0.0235859,0
1.47645,0.0233478,0
1.47803,0.0231098,0
1.4796,0.022872,0
1.48117,0.0226343,0
1.48274,0.0223967,0
1.48432,0.0221593,0
1.48589,0.021922,0
1.48746,0.0216848,0
1.48903,0.0214477,0
1.49061,0.0212107,0
1.49218,0.0209739,0
1.49375,0.0207371,0
1.49532,0.0205005,0
1.49689,0.0202639,0
1.49847,0.0200275,0
1.50004,0.0197911,0
1.50161,0.0195548,0
1.50318,0.0193185,0
1.50476,0.0190824,0
1.50633,0.0188463,0
1.5079,0.0186103,0
1.50947,0.0183743,0
1.51105,0.0181384,0
1.51262,0.0179026,0
1.51419,0.0176668,0
1.51576,0.017431,0
1.51734,0.0171953,0
1.51891,0.0169596,0
1.52048,0.0167239,0
1.52205,0.0164883,0
1.52363,0.0162527,0
1.5252,0.0160171,0
1.52677,0.0157815,0
1.52834,0.015546,0
1.52991,0.0153104,0
1.53149,0.0150749,0
1.53306,0.0148393,0
1.53463,0.0146037,0
1.5362,0.0143681,0
1.53778,0.0141325,0
1.53935,0.0138969,0
1.54092,0.0136613,0
1.54249,0.0134256,0
1.54407,0.0131899,0
1.54564,0.0129541,0
1.54721,0.0127184,0
1.54878,0.0124825,0
1.55036,0.0122466,0
1.55193,0.0120107,0
1.5535,0.0117747,0
1.55507,0.0115387,0
1.55665,0.0113027,0
1.55822,0.0110673,0
1.55979,0.0108323,0
1.56136,0.0105977,0
1.56293,0.0103633,0
1.56451,0.010129,0
1.56608,0.00989484,0
1.56765,0.00966063,0
1.56922,0.00942631,0
1.5708,0.00919179,0
