# 20240809_111314
alpha,Df0Re,Df0Im
0,0.0946136,-0.0607507
0.00157237,0.0946637,-0.0607778
0.00314474,0.094716,-0.0608074
0.00471711,0.0947686,-0.0608374
0.00628947,0.0948194,-0.0608653
0.00786184,0.0948663,-0.0608889
0.00943421,0.0949073,-0.0609058
0.0110066,0.0949415,-0.0609159
0.0125789,0.0949718,-0.0609247
0.0141513,0.0949994,-0.0609325
0.0157237,0.095025,-0.060939
0.0172961,0.0950493,-0.0609439
0.0188684,0.0950732,-0.0609468
0.0204408,0.0950972,-0.0609474
0.0220132,0.0951202,-0.0609466
0.0235855,0.095142,-0.060945
0.0251579,0.0951633,-0.0609428
0.0267303,0.0951847,-0.0609402
0.0283026,0.0952066,-0.0609374
0.029875,0.0952296,-0.0609345
0.0314474,0.0952537,-0.0609313
0.0330197,0.0952783,-0.0609272
0.0345921,0.0953035,-0.0609227
0.0361645,0.0953295,-0.0609178
0.0377368,0.0953565,-0.0609128
0.0393092,0.0953846,-0.060908
0.0408816,0.0954141,-0.0609034
0.042454,0.095445,-0.0608988
0.0440263,0.0954772,-0.0608942
0.0455987,0.0955108,-0.0608896
0.0471711,0.0955455,-0.0608851
0.0487434,0.0955815,-0.0608806
0.0503158,0.0956185,-0.0608762
0.0518882,0.0956571,-0.060872
0.0534605,0.0956973,-0.0608679
0.0550329,0.0957389,-0.0608638
0.0566053,0.0957819,-0.0608597
0.0581776,0.095826,-0.0608557
0.05975,0.0958713,-0.0608517
0.0613224,0.0959177,-0.0608478
0.0628947,0.0959657,-0.0608439
0.0644671,0.0960151,-0.06084
0.0660395,0.0960659,-0.0608362
0.0676119,0.0961179,-0.0608323
0.0691842,0.0961709,-0.0608283
0.0707566,0.0962249,-0.0608242
0.072329,0.0962802,-0.0608202
0.0739013,0.096337,-0.060816
0.0754737,0.096395,-0.0608118
0.0770461,0.0964541,-0.0608075
0.0786184,0.0965143,-0.0608031
0.0801908,0.0965754,-0.0607985
0.0817632,0.0966376,-0.0607938
0.0833355,0.0967012,-0.0607889
0.0849079,0.0967659,-0.0607839
0.0864803,0.0968317,-0.0607787
0.0880526,0.0968986,-0.0607734
0.089625,0.0969665,-0.0607678
0.0911974,0.0970353,-0.0607621
0.0927698,0.0971053,-0.0607562
0.0943421,0.0971765,-0.06075
0.0959145,0.0972488,-0.0607437
0.0974869,0.0973222,-0.0607371
0.0990592,0.0973966,-0.0607303
0.100632,0.0974719,-0.0607234
0.102204,0.0975484,-0.0607162
0.103776,0.097626,-0.0607087
0.105349,0.0977047,-0.060701
0.106921,0.0977846,-0.060693
0.108493,0.0978655,-0.0606849
0.110066,0.0979474,-0.0606766
0.111638,0.0980304,-0.060668
