# 20240822_164546
alpha,Df0Re,Df0Im
0,0,0
0.01,6.33617e-05,0
0.02,0.000184203,0
0.03,0.000358788,0
0.04,0.000585704,0
0.05,0.000865095,0
0.06,0.001198,0
0.07,0.0015859,0
0.08,0.00203051,0
0.09,0.00253364,0
0.1,0.00309716,0
0.11,0.00372302,0
0.12,0.00441332,0
0.13,0.00517039,0
0.14,0.00599684,0
0.15,0.0068956,0
0.16,0.00786994,0
0.17,0.0089235,0
0.18,0.0100603,0
0.19,0.0112846,0
0.2,0.0126011,0
0.21,0.0140147,0
0.22,0.0155309,0
0.23,0.0171552,0
0.24,0.0188935,0
0.25,0.0207523,0
0.26,0.0227379,0
0.27,0.0248575,0
0.28,0.0271182,0
0.29,0.0295275,0
0.3,0.0320932,0
0.31,0.0348232,0
0.32,0.0377254,0
0.33,0.0408078,0
0.34,0.0440783,0
0.35,0.0475446,0
0.36,0.051214,0
0.37,0.0550933,0
0.38,0.0591889,0
0.39,0.0635063,0
0.4,0.0680504,0
0.41,0.0728251,0
0.42,0.0778333,0
0.43,0.0830769,0
0.44,0.0885565,0
0.45,0.0942718,0
0.46,0.100221,0
0.47,0.1064,0
0.48,0.112805,0
0.49,0.119429,0
0.5,0.126264,0
0.51,0.1333,0
0.52,0.140525,0
0.53,0.147925,0
0.54,0.155483,0
0.55,0.163181,0
0.56,0.170996,0
0.57,0.178906,0
0.58,0.186884,0
0.59,0.194902,0
0.6,0.202928,0
0.61,0.21093,0
0.62,0.218873,0
0.63,0.226719,0
0.64,0.234433,0
0.65,0.241973,0
0.66,0.249303,0
0.67,0.256382,0
0.68,0.26317,0
0.69,0.269629,0
0.7,0.27572,0
0.71,0.281407,0
0.72,0.286652,0
0.73,0.291421,0
0.74,0.29568,0
0.75,0.299399,0
0.76,0.302547,0
0.77,0.305098,0
0.78,0.307029,0
0.79,0.308319,0
0.8,0.308954,0
0.81,0.30892,0
0.82,0.308213,0
0.83,0.306832,0
0.84,0.304785,0
0.85,0.302085,0
0.86,0.29875,0
0.87,0.29481,0
0.88,0.290297,0
0.89,0.28525,0
0.9,0.279713,0
0.91,0.273735,0
0.92,0.267367,0
0.93,0.260661,0
0.94,0.253671,0
0.95,0.246449,0
0.96,0.239046,0
0.97,0.23151,0
0.98,0.223886,0
0.99,0.216217,0
1,0.208541,0
1.01,0.200893,0
1.02,0.193308,0
1.03,0.185813,0
1.04,0.178438,0
1.05,0.171206,0
1.06,0.164142,0
1.07,0.157265,0
1.08,0.150592,0
1.09,0.144138,0
1.1,0.137912,0
1.11,0.131921,0
1.12,0.126166,0
1.13,0.120646,0
1.14,0.115356,0
1.15,0.110286,0
1.16,0.105427,0
1.17,0.100769,0
1.18,0.096304,0
1.19,0.0920246,0
1.2,0.087927,0
1.21,0.0840104,0
1.22,0.0802762,0
1.23,0.076727,0
1.24,0.0733649,0
1.25,0.0701897,0
1.26,0.067197,0
1.27,0.0643773,0
1.28,0.0617155,0
1.29,0.059192,0
1.3,0.0567848,0
1.31,0.0544727,0
1.32,0.0522389,0
1.33,0.0500739,0
1.34,0.0479777,0
1.35,0.0459598,0
1.36,0.0440367,0
1.37,0.0422274,0
1.38,0.0405477,0
1.39,0.0390049,0
1.4,0.0375946,0
1.41,0.0363024,0
1.42,0.0351102,0
1.43,0.0340075,0
1.44,0.0330033,0
1.45,0.0321346,0
1.46,0.0314638,0
1.47,0.0310616,0
1.48,0.0309763,0
1.49,0.0312017,0
1.5,0.0316669,0
1.51,0.0322785,0
1.52,0.0330317,0
1.53,0.0341593,0
1.54,0.036212,0
1.55,0.0399279,0
1.56,0.045998,0
1.57,0.0560015,0
1.58,0.079419,0
