# 20240822_171524
alpha,Df0Re,Df0Im
0,-0.079506,0
0.01,-0.0797103,-6.33617e-05
0.02,-0.079752,-0.000184203
0.03,-0.079724,-0.000358788
0.04,-0.0796729,-0.000585704
0.05,-0.0796179,-0.000865095
0.06,-0.0795633,-0.001198
0.07,-0.0795068,-0.0015859
0.08,-0.0794439,-0.00203051
0.09,-0.0793702,-0.00253364
0.1,-0.0792826,-0.00309716
0.11,-0.0791795,-0.00372302
0.12,-0.0790599,-0.00441332
0.13,-0.0789237,-0.00517039
0.14,-0.0787705,-0.00599684
0.15,-0.0785998,-0.0068956
0.16,-0.0784105,-0.00786994
0.17,-0.0782008,-0.0089235
0.18,-0.077968,-0.0100603
0.19,-0.077709,-0.0112846
0.2,-0.07742,-0.0126011
0.21,-0.0770968,-0.0140147
0.22,-0.076735,-0.0155309
0.23,-0.0763298,-0.0171552
0.24,-0.0758764,-0.0188935
0.25,-0.0753697,-0.0207523
0.26,-0.0748046,-0.0227379
0.27,-0.0741757,-0.0248575
0.28,-0.0734776,-0.0271182
0.29,-0.0727042,-0.0295275
0.3,-0.0718494,-0.0320932
0.31,-0.0709063,-0.0348232
0.32,-0.0698679,-0.0377254
0.33,-0.0687265,-0.0408078
0.34,-0.0674739,-0.0440783
0.35,-0.0661018,-0.0475446
0.36,-0.0646014,-0.051214
0.37,-0.0629635,-0.0550933
0.38,-0.061179,-0.0591889
0.39,-0.0592388,-0.0635063
0.4,-0.0571338,-0.0680504
0.41,-0.0548554,-0.0728251
0.42,-0.052395,-0.0778333
0.43,-0.0497448,-0.0830769
0.44,-0.0468975,-0.0885565
0.45,-0.0438465,-0.0942718
0.46,-0.0405858,-0.100221
0.47,-0.0371103,-0.1064
0.48,-0.033416,-0.112805
0.49,-0.0294995,-0.119429
0.5,-0.0253587,-0.126264
0.51,-0.0209923,-0.1333
0.52,-0.0164007,-0.140525
0.53,-0.011585,-0.147925
0.54,-0.0065483,-0.155483
0.55,-0.00129488,-0.163181
0.56,0.0041692,-0.170996
0.57,0.00983593,-0.178906
0.58,0.0156958,-0.186884
0.59,0.0217367,-0.194902
0.6,0.0279449,-0.202928
0.61,0.0343046,-0.21093
0.62,0.0407976,-0.218873
0.63,0.0474039,-0.226719
0.64,0.0541013,-0.234433
0.65,0.0608661,-0.241973
0.66,0.0676728,-0.249303
0.67,0.0744942,-0.256382
0.68,0.0813021,-0.26317
0.69,0.088067,-0.269629
0.7,0.0947585,-0.27572
0.71,0.101346,-0.281407
0.72,0.107797,-0.286652
0.73,0.11408,-0.291421
0.74,0.120163,-0.29568
0.75,0.126014,-0.299399
0.76,0.131602,-0.302547
0.77,0.136895,-0.305098
0.78,0.141864,-0.307029
0.79,0.146481,-0.308319
0.8,0.150717,-0.308954
0.81,0.154549,-0.30892
0.82,0.157956,-0.308213
0.83,0.160919,-0.306832
0.84,0.163423,-0.304785
0.85,0.165459,-0.302085
0.86,0.167022,-0.29875
0.87,0.168112,-0.29481
0.88,0.168733,-0.290297
0.89,0.168895,-0.28525
0.9,0.168614,-0.279713
0.91,0.167908,-0.273735
0.92,0.1668,-0.267367
0.93,0.165316,-0.260661
0.94,0.163484,-0.253671
0.95,0.161333,-0.246449
0.96,0.158895,-0.239046
0.97,0.156199,-0.23151
0.98,0.153276,-0.223886
0.99,0.150156,-0.216217
1,0.146868,-0.208541
1.01,0.143439,-0.200893
1.02,0.139896,-0.193308
1.03,0.136266,-0.185813
1.04,0.132573,-0.178438
1.05,0.128841,-0.171206
1.06,0.125094,-0.164142
1.07,0.121354,-0.157265
1.08,0.11764,-0.150592
1.09,0.113971,-0.144138
1.1,0.110362,-0.137912
1.11,0.106825,-0.131921
1.12,0.10337,-0.126166
1.13,0.100002,-0.120646
1.14,0.0967229,-0.115356
1.15,0.0935337,-0.110286
1.16,0.0904322,-0.105427
1.17,0.0874161,-0.100769
1.18,0.0844834,-0.096304
1.19,0.0816339,-0.0920246
1.2,0.0788695,-0.087927
1.21,0.0761946,-0.0840104
1.22,0.0736157,-0.0802762
1.23,0.0711404,-0.076727
1.24,0.0687762,-0.0733649
1.25,0.0665284,-0.0701897
1.26,0.0643981,-0.067197
1.27,0.0623816,-0.0643773
1.28,0.0604691,-0.0617155
1.29,0.0586459,-0.059192
1.3,0.056894,-0.0567848
1.31,0.0551952,-0.0544727
1.32,0.0535349,-0.0522389
1.33,0.0519053,-0.0500739
1.34,0.0503082,-0.0479777
1.35,0.0487554,-0.0459598
1.36,0.0472667,-0.0440367
1.37,0.0458659,-0.0422274
1.38,0.044574,-0.0405477
1.39,0.0434035,-0.0390049
1.4,0.0423544,-0.0375946
1.41,0.0414152,-0.0363024
1.42,0.0405696,-0.0351102
1.43,0.039809,-0.0340075
1.44,0.0391479,-0.0330033
1.45,0.0386351,-0.0321346
1.46,0.0383532,-0.0314638
1.47,0.0384,-0.0310616
1.48,0.0388508,-0.0309763
1.49,0.0397164,-0.0312017
1.5,0.0409246,-0.0316669
1.51,0.0423701,-0.0322785
1.52,0.0440593,-0.0330317
1.53,0.0463217,-0.0341593
1.54,0.0499483,-0.036212
1.55,0.0560498,-0.0399279
1.56,0.0657522,-0.045998
1.57,0.0815622,-0.0560015
1.58,0.117878,-0.079419
