# 20240822_172237
alpha,tauRe,tauIm
0,13.01,0
0.00157237,13.0104,0
0.00314474,13.0107,0
0.00471711,13.011,0
0.00628947,13.0113,0
0.00786184,13.0115,0
0.00943421,13.0116,0
0.0110066,13.0118,0
0.0125789,13.0119,0
0.0141513,13.0119,0
0.0157237,13.012,0
0.0172961,13.012,0
0.0188684,13.012,0
0.0204408,13.012,0
0.0220132,13.0119,0
0.0235855,13.0119,0
0.0251579,13.0118,0
0.0267303,13.0117,0
0.0283026,13.0116,0
0.029875,13.0115,0
0.0314474,13.0114,0
0.0330197,13.0113,0
0.0345921,13.0111,0
0.0361645,13.011,0
0.0377368,13.0108,0
0.0393092,13.0107,0
0.0408816,13.0105,0
0.042454,13.0104,0
0.0440263,13.0102,0
0.0455987,13.01,0
0.0471711,13.0099,0
0.0487434,13.0097,0
0.0503158,13.0095,0
0.0518882,13.0093,0
0.0534605,13.0091,0
0.0550329,13.0089,0
0.0566053,13.0087,0
0.0581776,13.0085,0
0.05975,13.0083,0
0.0613224,13.0081,0
0.0628947,13.0079,0
0.0644671,13.0077,0
0.0660395,13.0075,0
0.0676119,13.0072,0
0.0691842,13.007,0
0.0707566,13.0068,0
0.072329,13.0065,0
0.0739013,13.0063,0
0.0754737,13.0061,0
0.0770461,13.0058,0
0.0786184,13.0056,0
0.0801908,13.0053,0
0.0817632,13.005,0
0.0833355,13.0047,0
0.0849079,13.0045,0
0.0864803,13.0042,0
0.0880526,13.0039,0
0.089625,13.0036,0
0.0911974,13.0033,0
0.0927698,13.003,0
0.0943421,13.0027,0
0.0959145,13.0023,0
0.0974869,13.002,0
0.0990592,13.0017,0
0.100632,13.0013,0
0.102204,13.001,0
0.103776,13.0006,0
0.105349,13.0002,0
0.106921,12.9999,0
0.108493,12.9995,0
0.110066,12.9991,0
0.111638,12.9987,0
0.113211,12.9983,0
0.114783,12.9979,0
0.116355,12.9975,0
0.117928,12.997,0
0.1195,12.9966,0
0.121072,12.9961,0
0.122645,12.9957,0
0.124217,12.9952,0
0.125789,12.9947,0
0.127362,12.9943,0
0.128934,12.9938,0
0.130507,12.9933,0
0.132079,12.9928,0
0.133651,12.9922,0
0.135224,12.9917,0
0.136796,12.9912,0
0.138368,12.9906,0
0.139941,12.9901,0
0.141513,12.9895,0
0.143086,12.9889,0
0.144658,12.9883,0
0.14623,12.9877,0
0.147803,12.9871,0
0.149375,12.9865,0
0.150947,12.9859,0
0.15252,12.9853,0
0.154092,12.9846,0
0.155665,12.9839,0
0.157237,12.9833,0
0.158809,12.9826,0
0.160382,12.9819,0
0.161954,12.9812,0
0.163526,12.9805,0
0.165099,12.9798,0
0.166671,12.979,0
0.168243,12.9783,0
0.169816,12.9775,0
0.171388,12.9768,0
0.172961,12.976,0
0.174533,12.9752,0
0.176105,12.9744,0
0.177678,12.9736,0
0.17925,12.9727,0
0.180822,12.9719,0
0.182395,12.971,0
0.183967,12.9702,0
0.18554,12.9693,0
0.187112,12.9684,0
0.188684,12.9675,0
0.190257,12.9666,0
0.191829,12.9656,0
0.193401,12.9647,0
0.194974,12.9637,0
0.196546,12.9627,0
0.198118,12.9618,0
0.199691,12.9607,0
0.201263,12.9597,0
0.202836,12.9587,0
0.204408,12.9576,0
0.20598,12.9566,0
0.207553,12.9555,0
0.209125,12.9544,0
0.210697,12.9533,0
0.21227,12.9521,0
0.213842,12.951,0
0.215415,12.9498,0
0.216987,12.9486,0
0.218559,12.9474,0
0.220132,12.9462,0
0.221704,12.9449,0
0.223276,12.9437,0
0.224849,12.9424,0
0.226421,12.9411,0
0.227993,12.9398,0
0.229566,12.9385,0
0.231138,12.9371,0
0.232711,12.9357,0
0.234283,12.9343,0
0.235855,12.9329,0
0.237428,12.9315,0
0.239,12.93,0
0.240572,12.9286,0
0.242145,12.9271,0
0.243717,12.9255,0
0.24529,12.924,0
0.246862,12.9224,0
0.248434,12.9208,0
0.250007,12.9192,0
0.251579,12.9176,0
0.253151,12.9159,0
0.254724,12.9142,0
0.256296,12.9125,0
0.257868,12.9108,0
0.259441,12.909,0
0.261013,12.9073,0
0.262586,12.9054,0
0.264158,12.9036,0
0.26573,12.9018,0
0.267303,12.8999,0
0.268875,12.898,0
0.270447,12.896,0
0.27202,12.894,0
0.273592,12.8921,0
0.275165,12.89,0
0.276737,12.888,0
0.278309,12.8859,0
0.279882,12.8838,0
0.281454,12.8817,0
0.283026,12.8795,0
0.284599,12.8773,0
0.286171,12.8751,0
0.287743,12.8728,0
0.289316,12.8705,0
0.290888,12.8682,0
0.292461,12.8658,0
0.294033,12.8635,0
0.295605,12.861,0
0.297178,12.8586,0
0.29875,12.8561,0
0.300322,12.8536,0
0.301895,12.851,0
0.303467,12.8485,0
0.30504,12.8458,0
0.306612,12.8432,0
0.308184,12.8405,0
0.309757,12.8378,0
0.311329,12.835,0
0.312901,12.8322,0
0.314474,12.8294,0
0.316046,12.8265,0
0.317618,12.8236,0
0.319191,12.8207,0
0.320763,12.8177,0
0.322336,12.8147,0
0.323908,12.8117,0
0.32548,12.8086,0
0.327053,12.8054,0
0.328625,12.8023,0
0.330197,12.799,0
0.33177,12.7958,0
0.333342,12.7925,0
0.334915,12.7892,0
0.336487,12.7858,0
0.338059,12.7824,0
0.339632,12.7789,0
0.341204,12.7754,0
0.342776,12.7719,0
0.344349,12.7683,0
0.345921,12.7647,0
0.347493,12.761,0
0.349066,12.7573,0
0.350638,12.7535,0
0.352211,12.7497,0
0.353783,12.7459,0
0.355355,12.742,0
0.356928,12.738,0
0.3585,12.734,0
0.360072,12.73,0
0.361645,12.7259,0
0.363217,12.7218,0
0.36479,12.7176,0
0.366362,12.7134,0
0.367934,12.7091,0
0.369507,12.7048,0
0.371079,12.7004,0
0.372651,12.696,0
0.374224,12.6915,0
0.375796,12.687,0
0.377368,12.6824,0
0.378941,12.6778,0
0.380513,12.6731,0
0.382086,12.6684,0
0.383658,12.6636,0
0.38523,12.6588,0
0.386803,12.6539,0
0.388375,12.649,0
0.389947,12.644,0
0.39152,12.639,0
0.393092,12.6339,0
0.394665,12.6287,0
0.396237,12.6235,0
0.397809,12.6183,0
0.399382,12.613,0
0.400954,12.6076,0
0.402526,12.6022,0
0.404099,12.5967,0
0.405671,12.5911,0
0.407243,12.5856,0
0.408816,12.5799,0
0.410388,12.5742,0
0.411961,12.5684,0
0.413533,12.5626,0
0.415105,12.5567,0
0.416678,12.5508,0
0.41825,12.5448,0
0.419822,12.5387,0
0.421395,12.5326,0
0.422967,12.5264,0
0.42454,12.5202,0
0.426112,12.5139,0
0.427684,12.5075,0
0.429257,12.5011,0
0.430829,12.4946,0
0.432401,12.4881,0
0.433974,12.4815,0
0.435546,12.4748,0
0.437118,12.4681,0
0.438691,12.4613,0
0.440263,12.4544,0
0.441836,12.4475,0
0.443408,12.4405,0
0.44498,12.4335,0
0.446553,12.4264,0
0.448125,12.4192,0
0.449697,12.412,0
0.45127,12.4047,0
0.452842,12.3973,0
0.454415,12.3899,0
0.455987,12.3824,0
0.457559,12.3748,0
0.459132,12.3672,0
0.460704,12.3595,0
0.462276,12.3518,0
0.463849,12.3439,0
0.465421,12.3361,0
0.466994,12.3281,0
0.468566,12.3201,0
0.470138,12.312,0
0.471711,12.3038,0
0.473283,12.2956,0
0.474855,12.2873,0
0.476428,12.279,0
0.478,12.2705,0
0.479572,12.262,0
0.481145,12.2535,0
0.482717,12.2448,0
0.48429,12.2361,0
0.485862,12.2274,0
0.487434,12.2185,0
0.489007,12.2096,0
0.490579,12.2006,0
0.492151,12.1916,0
0.493724,12.1825,0
0.495296,12.1733,0
0.496869,12.1641,0
0.498441,12.1547,0
0.500013,12.1453,0
0.501586,12.1359,0
0.503158,12.1263,0
0.50473,12.1167,0
0.506303,12.1071,0
0.507875,12.0973,0
0.509447,12.0875,0
0.51102,12.0776,0
0.512592,12.0677,0
0.514165,12.0576,0
0.515737,12.0475,0
0.517309,12.0374,0
0.518882,12.0271,0
0.520454,12.0168,0
0.522026,12.0064,0
0.523599,11.996,0
0.525171,11.9855,0
0.526744,11.9749,0
0.528316,11.9642,0
0.529888,11.9535,0
0.531461,11.9426,0
0.533033,11.9318,0
0.534605,11.9208,0
0.536178,11.9098,0
0.53775,11.8987,0
0.539322,11.8875,0
0.540895,11.8763,0
0.542467,11.865,0
0.54404,11.8536,0
0.545612,11.8421,0
0.547184,11.8306,0
0.548757,11.819,0
0.550329,11.8073,0
0.551901,11.7956,0
0.553474,11.7837,0
0.555046,11.7719,0
0.556619,11.7599,0
0.558191,11.7479,0
0.559763,11.7357,0
0.561336,11.7236,0
0.562908,11.7113,0
0.56448,11.699,0
0.566053,11.6866,0
0.567625,11.6741,0
0.569197,11.6616,0
0.57077,11.649,0
0.572342,11.6363,0
0.573915,11.6235,0
0.575487,11.6107,0
0.577059,11.5978,0
0.578632,11.5848,0
0.580204,11.5717,0
0.581776,11.5586,0
0.583349,11.5454,0
0.584921,11.5322,0
0.586494,11.5188,0
0.588066,11.5054,0
0.589638,11.4919,0
0.591211,11.4784,0
0.592783,11.4647,0
0.594355,11.451,0
0.595928,11.4373,0
0.5975,11.4234,0
0.599072,11.4095,0
0.600645,11.3955,0
0.602217,11.3815,0
0.60379,11.3673,0
0.605362,11.3531,0
0.606934,11.3388,0
0.608507,11.3245,0
0.610079,11.3101,0
0.611651,11.2956,0
0.613224,11.281,0
0.614796,11.2664,0
0.616369,11.2517,0
0.617941,11.2369,0
0.619513,11.222,0
0.621086,11.2071,0
0.622658,11.1921,0
0.62423,11.1771,0
0.625803,11.1619,0
0.627375,11.1467,0
0.628947,11.1314,0
0.63052,11.1161,0
0.632092,11.1007,0
0.633665,11.0852,0
0.635237,11.0696,0
0.636809,11.054,0
0.638382,11.0383,0
0.639954,11.0225,0
0.641526,11.0067,0
0.643099,10.9908,0
0.644671,10.9748,0
0.646244,10.9587,0
0.647816,10.9426,0
0.649388,10.9264,0
0.650961,10.9102,0
0.652533,10.8938,0
0.654105,10.8774,0
0.655678,10.861,0
0.65725,10.8444,0
0.658822,10.8278,0
0.660395,10.8112,0
0.661967,10.7944,0
0.66354,10.7776,0
0.665112,10.7607,0
0.666684,10.7438,0
0.668257,10.7268,0
0.669829,10.7097,0
0.671401,10.6925,0
0.672974,10.6753,0
0.674546,10.658,0
0.676119,10.6407,0
0.677691,10.6233,0
0.679263,10.6058,0
0.680836,10.5883,0
0.682408,10.5706,0
0.68398,10.553,0
0.685553,10.5352,0
0.687125,10.5174,0
0.688697,10.4995,0
0.69027,10.4816,0
0.691842,10.4636,0
0.693415,10.4455,0
0.694987,10.4274,0
0.696559,10.4092,0
0.698132,10.3909,0
0.699704,10.3726,0
0.701276,10.3542,0
0.702849,10.3357,0
0.704421,10.3172,0
0.705994,10.2987,0
0.707566,10.28,0
0.709138,10.2613,0
0.710711,10.2425,0
0.712283,10.2237,0
0.713855,10.2048,0
0.715428,10.1859,0
0.717,10.1669,0
0.718572,10.1478,0
0.720145,10.1287,0
0.721717,10.1095,0
0.72329,10.0903,0
0.724862,10.071,0
0.726434,10.0516,0
0.728007,10.0322,0
0.729579,10.0127,0
0.731151,9.99317,0
0.732724,9.97357,0
0.734296,9.95392,0
0.735869,9.93422,0
0.737441,9.91446,0
0.739013,9.89464,0
0.740586,9.87476,0
0.742158,9.85483,0
0.74373,9.83485,0
0.745303,9.81481,0
0.746875,9.79471,0
0.748447,9.77457,0
0.75002,9.75437,0
0.751592,9.73411,0
0.753165,9.71381,0
0.754737,9.69345,0
0.756309,9.67304,0
0.757882,9.65258,0
0.759454,9.63207,0
0.761026,9.6115,0
0.762599,9.59089,0
0.764171,9.57022,0
0.765744,9.54951,0
0.767316,9.52875,0
0.768888,9.50794,0
0.770461,9.48708,0
0.772033,9.46617,0
0.773605,9.44522,0
0.775178,9.42421,0
0.77675,9.40317,0
0.778323,9.38207,0
0.779895,9.36093,0
0.781467,9.33974,0
0.78304,9.31851,0
0.784612,9.29724,0
0.786184,9.27592,0
0.787757,9.25455,0
0.789329,9.23315,0
0.790901,9.2117,0
0.792474,9.19021,0
0.794046,9.16867,0
0.795619,9.1471,0
0.797191,9.12548,0
0.798763,9.10383,0
0.800336,9.08213,0
0.801908,9.0604,0
0.80348,9.03862,0
0.805053,9.01681,0
0.806625,8.99496,0
0.808198,8.97307,0
0.80977,8.95114,0
0.811342,8.92918,0
0.812915,8.90718,0
0.814487,8.88514,0
0.816059,8.86307,0
0.817632,8.84097,0
0.819204,8.81883,0
0.820776,8.79665,0
0.822349,8.77445,0
0.823921,8.75221,0
0.825494,8.72993,0
0.827066,8.70763,0
0.828638,8.68529,0
0.830211,8.66293,0
0.831783,8.64053,0
0.833355,8.6181,0
0.834928,8.59565,0
0.8365,8.57316,0
0.838073,8.55065,0
0.839645,8.52811,0
0.841217,8.50554,0
0.84279,8.48295,0
0.844362,8.46033,0
0.845934,8.43768,0
0.847507,8.41501,0
0.849079,8.39231,0
0.850651,8.36959,0
0.852224,8.34685,0
0.853796,8.32408,0
0.855369,8.30129,0
0.856941,8.27848,0
0.858513,8.25565,0
0.860086,8.2328,0
0.861658,8.20993,0
0.86323,8.18703,0
0.864803,8.16412,0
0.866375,8.14119,0
0.867948,8.11824,0
0.86952,8.09528,0
0.871092,8.07229,0
0.872665,8.04929,0
0.874237,8.02628,0
0.875809,8.00325,0
0.877382,7.98021,0
0.878954,7.95715,0
0.880526,7.93408,0
0.882099,7.91099,0
0.883671,7.8879,0
0.885244,7.86479,0
0.886816,7.84167,0
0.888388,7.81854,0
0.889961,7.7954,0
0.891533,7.77225,0
0.893105,7.74909,0
0.894678,7.72593,0
0.89625,7.70275,0
0.897823,7.67957,0
0.899395,7.65639,0
0.900967,7.6332,0
0.90254,7.61,0
0.904112,7.5868,0
0.905684,7.56359,0
0.907257,7.54038,0
0.908829,7.51717,0
0.910401,7.49396,0
0.911974,7.47074,0
0.913546,7.44753,0
0.915119,7.42431,0
0.916691,7.4011,0
0.918263,7.37788,0
0.919836,7.35467,0
0.921408,7.33146,0
0.92298,7.30825,0
0.924553,7.28505,0
0.926125,7.26185,0
0.927698,7.23866,0
0.92927,7.21547,0
0.930842,7.19228,0
0.932415,7.1691,0
0.933987,7.14593,0
0.935559,7.12277,0
0.937132,7.09962,0
0.938704,7.07647,0
0.940276,7.05334,0
0.941849,7.03021,0
0.943421,7.0071,0
0.944994,6.98399,0
0.946566,6.9609,0
0.948138,6.93782,0
0.949711,6.91476,0
0.951283,6.8917,0
0.952855,6.86867,0
0.954428,6.84564,0
0.956,6.82263,0
0.957573,6.79964,0
0.959145,6.77667,0
0.960717,6.75371,0
0.96229,6.73077,0
0.963862,6.70785,0
0.965434,6.68494,0
0.967007,6.66206,0
0.968579,6.63919,0
0.970151,6.61635,0
0.971724,6.59353,0
0.973296,6.57073,0
0.974869,6.54795,0
0.976441,6.52519,0
0.978013,6.50246,0
0.979586,6.47975,0
0.981158,6.45706,0
0.98273,6.4344,0
0.984303,6.41176,0
0.985875,6.38915,0
0.987448,6.36656,0
0.98902,6.34401,0
0.990592,6.32147,0
0.992165,6.29897,0
0.993737,6.27649,0
0.995309,6.25405,0
0.996882,6.23163,0
0.998454,6.20924,0
1.00003,6.18688,0
1.0016,6.16455,0
1.00317,6.14225,0
1.00474,6.11998,0
1.00632,6.09774,0
1.00789,6.07554,0
1.00946,6.05336,0
1.01103,6.03122,0
1.01261,6.00911,0
1.01418,5.98704,0
1.01575,5.965,0
1.01732,5.94299,0
1.01889,5.92102,0
1.02047,5.89908,0
1.02204,5.87718,0
1.02361,5.85531,0
1.02518,5.83348,0
1.02676,5.81168,0
1.02833,5.78992,0
1.0299,5.7682,0
1.03147,5.74651,0
1.03305,5.72486,0
1.03462,5.70325,0
1.03619,5.68168,0
1.03776,5.66014,0
1.03934,5.63864,0
1.04091,5.61718,0
1.04248,5.59576,0
1.04405,5.57438,0
1.04563,5.55304,0
1.0472,5.53174,0
1.04877,5.51047,0
1.05034,5.48925,0
1.05191,5.46807,0
1.05349,5.44692,0
1.05506,5.42582,0
1.05663,5.40476,0
1.0582,5.38374,0
1.05978,5.36276,0
1.06135,5.34182,0
1.06292,5.32093,0
1.06449,5.30007,0
1.06607,5.27926,0
1.06764,5.25848,0
1.06921,5.23775,0
1.07078,5.21707,0
1.07236,5.19642,0
1.07393,5.17582,0
1.0755,5.15526,0
1.07707,5.13474,0
1.07864,5.11426,0
1.08022,5.09383,0
1.08179,5.07344,0
1.08336,5.0531,0
1.08493,5.03279,0
1.08651,5.01253,0
1.08808,4.99232,0
1.08965,4.97214,0
1.09122,4.95201,0
1.0928,4.93193,0
1.09437,4.91188,0
1.09594,4.89189,0
1.09751,4.87193,0
1.09909,4.85202,0
1.10066,4.83215,0
1.10223,4.81233,0
1.1038,4.79255,0
1.10538,4.77282,0
1.10695,4.75312,0
1.10852,4.73348,0
1.11009,4.71387,0
1.11166,4.69432,0
