# 20241209_185541
# primespec:	data/spectra_real_sigma_constfield_20240912/spec_20241209_164453/spectr.txt
# qmax:	5
# ma:	1.3467
# mb:	0.14
# mc:	0.14
# B:	1
# Q:	1
# [DEBUG] pabc:	0.658635
# [DEBUG] Eabc:	0.67335
p,finalspecRe,finalspecIm
0,327.768,0
0.0100503,327.851,0
0.0201005,328.107,0
0.0301508,328.571,0
0.040201,329.261,0
0.0502513,329.98,0
0.0603015,330.806,0
0.0703518,331.747,0
0.080402,332.824,0
0.0904523,334.023,0
0.100503,335.34,0
0.110553,336.81,0
0.120603,338.368,0
0.130653,340.07,0
0.140704,341.889,0
0.150754,343.835,0
0.160804,345.88,0
0.170854,348.075,0
0.180905,350.385,0
0.190955,352.749,0
0.201005,355.254,0
0.211055,357.848,0
0.221106,360.502,0
0.231156,363.352,0
0.241206,366.161,0
0.251256,369.135,0
0.261307,372.209,0
0.271357,375.245,0
0.281407,378.47,0
0.291457,381.721,0
0.301508,384.907,0
0.311558,388.257,0
0.321608,391.742,0
0.331658,395.149,0
0.341709,398.483,0
0.351759,401.892,0
0.361809,405.477,0
0.371859,409.042,0
0.38191,412.756,0
0.39196,416.477,0
0.40201,419.988,0
0.41206,423.645,0
0.422111,427.031,0
0.432161,430.676,0
0.442211,434.069,0
0.452261,437.839,0
0.462312,441.302,0
0.472362,445.204,0
0.482412,448.957,0
0.492462,452.852,0
0.502513,457.092,0
0.512563,461.132,0
0.522613,465.609,0
0.532663,470.464,0
0.542714,475.05,0
0.552764,480.121,0
0.562814,486.03,0
0.572864,492.365,0
0.582915,499.683,0
0.592965,507.971,0
0.603015,515.924,0
0.613065,520.383,0
0.623116,518.23,0
0.633166,507.393,0
0.643216,486.821,0
0.653266,457.276,0
0.663317,420.558,0
0.673367,378.87,0
0.683417,336.445,0
0.693467,296.084,0
0.703518,259.775,0
0.713568,228.809,0
0.723618,203.535,0
0.733668,183.475,0
0.743719,167.408,0
0.753769,154.013,0
0.763819,142.397,0
0.773869,132.108,0
0.78392,123.117,0
0.79397,115.03,0
0.80402,107.609,0
0.81407,100.657,0
0.824121,94.3733,0
0.834171,88.6864,0
0.844221,83.5346,0
0.854271,78.7172,0
0.864322,74.1562,0
0.874372,69.9669,0
0.884422,66.1784,0
0.894472,62.6444,0
0.904523,59.2668,0
0.914573,56.0838,0
0.924623,53.1661,0
0.934673,50.4872,0
0.944724,47.9434,0
0.954774,45.4935,0
0.964824,43.2093,0
0.974874,41.1054,0
0.984925,39.1477,0
0.994975,37.2337,0
1.00503,35.4095,0
1.01508,33.7202,0
1.02513,32.1667,0
1.03518,30.661,0
1.04523,29.1963,0
1.05528,27.8195,0
1.06533,26.5486,0
1.07538,25.362,0
1.08543,24.1981,0
1.09548,23.0845,0
1.10553,22.0471,0
1.11558,21.0938,0
1.12563,20.1823,0
1.13568,19.2879,0
1.14573,18.4543,0
1.15578,17.6917,0
1.16583,16.9729,0
1.17588,16.2706,0
1.18593,15.5899,0
1.19598,14.9669,0
1.20603,14.392,0
1.21608,13.8289,0
1.22613,13.265,0
1.23618,12.7348,0
1.24623,12.2492,0
1.25628,11.7799,0
1.26633,11.3122,0
1.27638,10.8538,0
1.28643,10.4339,0
1.29648,10.0445,0
1.30653,9.65833,0
1.31658,9.28242,0
1.32663,8.92906,0
1.33668,8.60767,0
1.34673,8.30066,0
1.35678,7.99539,0
1.36683,7.70304,0
1.37688,7.43493,0
1.38693,7.18426,0
1.39698,6.93373,0
1.40704,6.68517,0
1.41709,6.4511,0
1.42714,6.23269,0
1.43719,6.01941,0
1.44724,5.80183,0
1.45729,5.59378,0
1.46734,5.40388,0
1.47739,5.22584,0
1.48744,5.04901,0
1.49749,4.87171,0
1.50754,4.71078,0
1.51759,4.56327,0
1.52764,4.42079,0
1.53769,4.27513,0
1.54774,4.13554,0
1.55779,4.01042,0
1.56784,3.88917,0
1.57789,3.76249,0
1.58794,3.63923,0
1.59799,3.52355,0
1.60804,3.41544,0
1.61809,3.30844,0
1.62814,3.20159,0
1.63819,3.09857,0
1.64824,3.00694,0
1.65829,2.91948,0
1.66834,2.83128,0
1.67839,2.74427,0
1.68844,2.66592,0
1.69849,2.59366,0
1.70854,2.51868,0
1.71859,2.44168,0
1.72864,2.36872,0
1.73869,2.30266,0
1.74874,2.23612,0
1.75879,2.16932,0
1.76884,2.10338,0
1.77889,2.04369,0
1.78894,1.98729,0
1.79899,1.93256,0
1.80905,1.87614,0
1.8191,1.82459,0
1.82915,1.77701,0
1.8392,1.73117,0
1.84925,1.68255,0
1.8593,1.63547,0
1.86935,1.59225,0
1.8794,1.55108,0
1.88945,1.50807,0
1.8995,1.46418,0
1.90955,1.42423,0
1.9196,1.38753,0
1.92965,1.35206,0
1.9397,1.31586,0
1.94975,1.28027,0
1.9598,1.24876,0
1.96985,1.21938,0
1.9799,1.18807,0
1.98995,1.15634,0
2,1.12666,0
