# 20240927_202652
alpha,rRe,rIm
0,0,0
0.00157237,0.205537,0
0.00314474,0.410662,0
0.00471711,0.614719,0
0.00628947,0.818027,0
0.00786184,1.02067,0
0.00943421,1.2227,0
0.0110066,1.4242,0
0.0125789,1.62521,0
0.0141513,1.82579,0
0.0157237,2.02599,0
0.0172961,2.22586,0
0.0188684,2.42543,0
0.0204408,2.62474,0
0.0220132,2.82384,0
0.0235855,3.02274,0
0.0251579,3.22148,0
0.0267303,3.42008,0
0.0283026,3.61858,0
0.029875,3.81698,0
0.0314474,4.01531,0
0.0330197,4.21359,0
0.0345921,4.41183,0
0.0361645,4.61004,0
0.0377368,4.80825,0
0.0393092,5.00645,0
0.0408816,5.20466,0
0.042454,5.40289,0
0.0440263,5.60114,0
0.0455987,5.79942,0
0.0471711,5.99774,0
0.0487434,6.1961,0
0.0503158,6.3945,0
0.0518882,6.59295,0
0.0534605,6.79144,0
0.0550329,6.98999,0
0.0566053,7.1886,0
0.0581776,7.38725,0
0.05975,7.58597,0
0.0613224,7.78473,0
0.0628947,7.98355,0
0.0644671,8.18243,0
0.0660395,8.38136,0
0.0676119,8.58035,0
0.0691842,8.77939,0
0.0707566,8.97848,0
0.072329,9.17762,0
0.0739013,9.37681,0
0.0754737,9.57606,0
0.0770461,9.77535,0
0.0786184,9.97469,0
0.0801908,10.1741,0
0.0817632,10.3735,0
0.0833355,10.573,0
0.0849079,10.7725,0
0.0864803,10.972,0
0.0880526,11.1717,0
0.089625,11.3713,0
0.0911974,11.571,0
0.0927698,11.7707,0
0.0943421,11.9705,0
0.0959145,12.1703,0
0.0974869,12.3701,0
0.0990592,12.57,0
0.100632,12.7699,0
0.102204,12.9698,0
0.103776,13.1698,0
0.105349,13.3698,0
0.106921,13.5699,0
0.108493,13.77,0
0.110066,13.9701,0
0.111638,14.1703,0
0.113211,14.3705,0
0.114783,14.5708,0
0.116355,14.7711,0
0.117928,14.9714,0
0.1195,15.1718,0
0.121072,15.3722,0
0.122645,15.5726,0
0.124217,15.7731,0
0.125789,15.9737,0
0.127362,16.1743,0
0.128934,16.3749,0
0.130507,16.5756,0
0.132079,16.7763,0
0.133651,16.9771,0
0.135224,17.1779,0
0.136796,17.3788,0
0.138368,17.5797,0
0.139941,17.7807,0
0.141513,17.9818,0
0.143086,18.1829,0
0.144658,18.384,0
0.14623,18.5852,0
0.147803,18.7865,0
0.149375,18.9878,0
0.150947,19.1892,0
0.15252,19.3906,0
0.154092,19.5921,0
0.155665,19.7937,0
0.157237,19.9953,0
0.158809,20.197,0
0.160382,20.3988,0
0.161954,20.6006,0
0.163526,20.8025,0
0.165099,21.0045,0
0.166671,21.2065,0
0.168243,21.4086,0
0.169816,21.6107,0
0.171388,21.813,0
0.172961,22.0153,0
0.174533,22.2176,0
0.176105,22.4201,0
0.177678,22.6226,0
0.17925,22.8252,0
0.180822,23.0278,0
0.182395,23.2306,0
0.183967,23.4334,0
0.18554,23.6363,0
0.187112,23.8392,0
0.188684,24.0422,0
0.190257,24.2453,0
0.191829,24.4485,0
0.193401,24.6517,0
0.194974,24.855,0
0.196546,25.0584,0
0.198118,25.2619,0
0.199691,25.4654,0
0.201263,25.669,0
0.202836,25.8727,0
0.204408,26.0764,0
0.20598,26.2802,0
0.207553,26.4841,0
0.209125,26.688,0
0.210697,26.8921,0
0.21227,27.0962,0
0.213842,27.3003,0
0.215415,27.5046,0
0.216987,27.7089,0
0.218559,27.9132,0
0.220132,28.1177,0
0.221704,28.3221,0
0.223276,28.5267,0
0.224849,28.7313,0
0.226421,28.936,0
0.227993,29.1408,0
0.229566,29.3456,0
0.231138,29.5505,0
0.232711,29.7554,0
0.234283,29.9604,0
0.235855,30.1655,0
0.237428,30.3706,0
0.239,30.5758,0
0.240572,30.7811,0
0.242145,30.9864,0
0.243717,31.1917,0
0.24529,31.3971,0
0.246862,31.6026,0
0.248434,31.8081,0
0.250007,32.0137,0
