# 20240826_150739
alpha,Df0Re,Df0Im
0,-0.142225,0
0.01,-0.14255,0
0.02,-0.142548,0
0.03,-0.142388,0
0.04,-0.142152,0
0.05,-0.141875,0
0.06,-0.141564,0
0.07,-0.141212,0
0.08,-0.14081,0
0.09,-0.140349,0
0.1,-0.13982,0
0.11,-0.139218,0
0.12,-0.138539,0
0.13,-0.13778,0
0.14,-0.136937,0
0.15,-0.136006,0
0.16,-0.134981,0
0.17,-0.133854,0
0.18,-0.132615,0
0.19,-0.131254,0
0.2,-0.129759,0
0.21,-0.128114,0
0.22,-0.126306,0
0.23,-0.124319,0
0.24,-0.122136,0
0.25,-0.119741,0
0.26,-0.117114,0
0.27,-0.114237,0
0.28,-0.111089,0
0.29,-0.107651,0
0.3,-0.103899,0
0.31,-0.0998108,0
0.32,-0.0953614,0
0.33,-0.0905256,0
0.34,-0.0852775,0
0.35,-0.0795905,0
0.36,-0.0734383,0
0.37,-0.0667948,0
0.38,-0.0596345,0
0.39,-0.0519341,0
0.4,-0.0436714,0
0.41,-0.0348278,0
0.42,-0.0253872,0
0.43,-0.0153379,0
0.44,-0.00467216,0
0.45,0.00661186,0
0.46,0.0185113,0
0.47,0.031016,0
0.48,0.0441101,0
0.49,0.0577689,0
0.5,0.0719612,0
0.51,0.0866457,0
0.52,0.101774,0
0.53,0.117286,0
0.54,0.133113,0
0.55,0.149176,0
0.56,0.165386,0
0.57,0.181644,0
0.58,0.19784,0
0.59,0.213857,0
0.6,0.229566,0
0.61,0.244835,0
0.62,0.259525,0
0.63,0.273491,0
0.64,0.286589,0
0.65,0.298674,0
0.66,0.309605,0
0.67,0.319245,0
0.68,0.327466,0
0.69,0.334148,0
0.7,0.339189,0
0.71,0.342494,0
0.72,0.343994,0
0.73,0.343632,0
0.74,0.341374,0
0.75,0.337208,0
0.76,0.331146,0
0.77,0.32322,0
0.78,0.31349,0
0.79,0.302037,0
0.8,0.288967,0
0.81,0.274407,0
0.82,0.258506,0
0.83,0.241431,0
0.84,0.223363,0
0.85,0.204498,0
0.86,0.185037,0
0.87,0.165187,0
0.88,0.145153,0
0.89,0.125136,0
0.9,0.105328,0
0.91,0.0859054,0
0.92,0.0670311,0
0.93,0.0488481,0
0.94,0.0314786,0
0.95,0.015024,0
0.96,-0.000435687,0
0.97,-0.0148416,0
0.98,-0.0281541,0
0.99,-0.0403519,0
1,-0.0514305,0
1.01,-0.0613996,0
1.02,-0.0702822,0
1.03,-0.0781122,0
1.04,-0.0849332,0
1.05,-0.0907969,0
1.06,-0.095761,0
1.07,-0.0998882,0
1.08,-0.103244,0
1.09,-0.105894,0
1.1,-0.107905,0
1.11,-0.109341,0
1.12,-0.11026,0
1.13,-0.110718,0
1.14,-0.110764,0
1.15,-0.110441,0
1.16,-0.10979,0
1.17,-0.108844,0
1.18,-0.107638,0
1.19,-0.106203,0
1.2,-0.104574,0
1.21,-0.102785,0
1.22,-0.100872,0
1.23,-0.0988713,0
1.24,-0.0968168,0
1.25,-0.0947383,0
1.26,-0.0926582,0
1.27,-0.0905893,0
1.28,-0.0885344,0
1.29,-0.0864863,0
1.3,-0.0844312,0
1.31,-0.0823534,0
1.32,-0.0802405,0
1.33,-0.0780899,0
1.34,-0.0759123,0
1.35,-0.073733,0
1.36,-0.0715893,0
1.37,-0.0695234,0
1.38,-0.0675731,0
1.39,-0.0657624,0
1.4,-0.0640954,0
1.41,-0.0625577,0
1.42,-0.061127,0
1.43,-0.0597925,0
1.44,-0.0585771,0
1.45,-0.0575539,0
1.46,-0.056844,0
1.47,-0.0565869,0
1.48,-0.0568843,0
1.49,-0.0577391,0
1.5,-0.0590317,0
1.51,-0.0605961,0
1.52,-0.062428,0
1.53,-0.0649745,0
1.54,-0.0693015,0
1.55,-0.0768587,0
1.56,-0.0890328,0
1.57,-0.108961,0
1.58,-0.155248,0
