# 20250121_104029
alpha,Dfield0Re,Dfield0Im
0,0.0279344,0
0.00157237,0.0279437,0
0.00314474,0.0279537,0
0.00471711,0.0279637,0
0.00628947,0.0279732,0
0.00786184,0.0279816,0
0.00943421,0.0279884,0
0.0110066,0.0279933,0
0.0125789,0.0279976,0
0.0141513,0.0280013,0
0.0157237,0.0280046,0
0.0172961,0.0280076,0
0.0188684,0.0280102,0
0.0204408,0.0280126,0
0.0220132,0.0280147,0
0.0235855,0.0280166,0
0.0251579,0.0280183,0
0.0267303,0.0280199,0
0.0283026,0.0280216,0
0.029875,0.0280234,0
0.0314474,0.0280253,0
0.0330197,0.0280272,0
0.0345921,0.0280292,0
0.0361645,0.0280312,0
0.0377368,0.0280333,0
0.0393092,0.0280356,0
0.0408816,0.0280381,0
0.042454,0.0280407,0
0.0440263,0.0280435,0
0.0455987,0.0280465,0
0.0471711,0.0280497,0
0.0487434,0.0280529,0
0.0503158,0.0280563,0
0.0518882,0.0280599,0
0.0534605,0.0280637,0
0.0550329,0.0280677,0
0.0566053,0.0280719,0
0.0581776,0.0280761,0
0.05975,0.0280805,0
0.0613224,0.028085,0
0.0628947,0.0280897,0
0.0644671,0.0280945,0
0.0660395,0.0280995,0
0.0676119,0.0281046,0
0.0691842,0.0281098,0
0.0707566,0.028115,0
0.072329,0.0281204,0
0.0739013,0.028126,0
0.0754737,0.0281316,0
0.0770461,0.0281373,0
0.0786184,0.0281432,0
0.0801908,0.028149,0
0.0817632,0.028155,0
0.0833355,0.0281611,0
0.0849079,0.0281673,0
0.0864803,0.0281735,0
0.0880526,0.0281798,0
0.089625,0.0281862,0
0.0911974,0.0281927,0
0.0927698,0.0281992,0
0.0943421,0.0282058,0
0.0959145,0.0282125,0
0.0974869,0.0282193,0
0.0990592,0.0282261,0
0.100632,0.028233,0
0.102204,0.02824,0
0.103776,0.028247,0
0.105349,0.0282541,0
0.106921,0.0282613,0
0.108493,0.0282686,0
0.110066,0.0282759,0
0.111638,0.0282833,0
0.113211,0.0282908,0
0.114783,0.0282984,0
0.116355,0.028306,0
0.117928,0.0283137,0
0.1195,0.0283215,0
0.121072,0.0283294,0
0.122645,0.0283374,0
0.124217,0.0283455,0
0.125789,0.0283536,0
0.127362,0.0283618,0
0.128934,0.0283701,0
0.130507,0.0283785,0
0.132079,0.028387,0
0.133651,0.0283956,0
0.135224,0.0284043,0
0.136796,0.028413,0
0.138368,0.0284219,0
0.139941,0.0284308,0
0.141513,0.0284399,0
0.143086,0.028449,0
0.144658,0.0284582,0
0.14623,0.0284675,0
0.147803,0.0284769,0
0.149375,0.0284864,0
0.150947,0.028496,0
0.15252,0.0285057,0
0.154092,0.0285154,0
0.155665,0.0285253,0
0.157237,0.0285352,0
0.158809,0.0285452,0
0.160382,0.0285553,0
0.161954,0.0285655,0
0.163526,0.0285758,0
0.165099,0.0285861,0
0.166671,0.0285965,0
0.168243,0.028607,0
0.169816,0.0286176,0
0.171388,0.0286282,0
0.172961,0.0286389,0
0.174533,0.0286497,0
0.176105,0.0286605,0
0.177678,0.0286714,0
0.17925,0.0286824,0
0.180822,0.0286934,0
0.182395,0.0287044,0
0.183967,0.0287156,0
0.18554,0.0287267,0
0.187112,0.0287379,0
