# 20240725_151044
alpha,pi0Re,pi0Im
0.608507,0.127354,0
0.610079,0.127307,0
0.611651,0.127258,0
0.613224,0.12721,0
0.614796,0.12716,0
0.616369,0.127111,0
0.617941,0.127063,0
0.619513,0.127011,0
0.621086,0.126956,0
0.622658,0.126896,0
0.62423,0.126832,0
0.625803,0.126764,0
0.627375,0.126693,0
0.628947,0.126618,0
0.63052,0.12654,0
0.632092,0.126459,0
0.633665,0.126375,0
0.635237,0.126288,0
0.636809,0.126198,0
0.638382,0.126106,0
0.639954,0.126012,0
0.641526,0.125915,0
0.643099,0.125817,0
0.644671,0.125717,0
0.646244,0.125615,0
0.647816,0.125512,0
0.649388,0.125408,0
0.650961,0.125303,0
0.652533,0.125195,0
0.654105,0.125082,0
0.655678,0.124966,0
0.65725,0.124846,0
0.658822,0.124723,0
0.660395,0.124595,0
0.661967,0.124465,0
0.66354,0.12433,0
0.665112,0.124193,0
0.666684,0.124052,0
0.668257,0.123908,0
0.669829,0.123762,0
0.671401,0.123612,0
0.672974,0.12346,0
0.674546,0.123305,0
0.676119,0.123147,0
0.677691,0.122987,0
0.679263,0.122824,0
0.680836,0.12266,0
0.682408,0.122493,0
0.68398,0.122324,0
0.685553,0.122153,0
0.687125,0.12198,0
0.688697,0.121806,0
0.69027,0.12163,0
0.691842,0.121451,0
0.693415,0.121268,0
0.694987,0.12108,0
0.696559,0.120889,0
0.698132,0.120693,0
0.699704,0.120494,0
0.701276,0.120291,0
0.702849,0.120084,0
0.704421,0.119873,0
0.705994,0.119659,0
0.707566,0.119441,0
0.709138,0.119221,0
0.710711,0.118997,0
0.712283,0.11877,0
0.713855,0.11854,0
0.715428,0.118307,0
0.717,0.118071,0
0.718572,0.117833,0
0.720145,0.117592,0
0.721717,0.117348,0
0.72329,0.117102,0
0.724862,0.116855,0
0.726434,0.116604,0
0.728007,0.116352,0
0.729579,0.116098,0
0.731151,0.115842,0
0.732724,0.115585,0
0.734296,0.115324,0
0.735869,0.115059,0
0.737441,0.11479,0
0.739013,0.114517,0
0.740586,0.11424,0
0.742158,0.113959,0
0.74373,0.113674,0
0.745303,0.113386,0
0.746875,0.113093,0
0.748447,0.112798,0
0.75002,0.112499,0
0.751592,0.112196,0
0.753165,0.111891,0
0.754737,0.111582,0
0.756309,0.111271,0
0.757882,0.110957,0
0.759454,0.11064,0
0.761026,0.11032,0
0.762599,0.109998,0
0.764171,0.109674,0
0.765744,0.109347,0
0.767316,0.109018,0
0.768888,0.108687,0
0.770461,0.108354,0
0.772033,0.108019,0
0.773605,0.107682,0
0.775178,0.107344,0
0.77675,0.107003,0
0.778323,0.106658,0
0.779895,0.10631,0
0.781467,0.105958,0
0.78304,0.105602,0
0.784612,0.105244,0
0.786184,0.104882,0
0.787757,0.104516,0
0.789329,0.104148,0
0.790901,0.103776,0
0.792474,0.103402,0
0.794046,0.103025,0
0.795619,0.102644,0
0.797191,0.102262,0
0.798763,0.101876,0
0.800336,0.101488,0
0.801908,0.101098,0
0.80348,0.100705,0
0.805053,0.10031,0
0.806625,0.0999127,0
0.808198,0.0995134,0
0.80977,0.099112,0
0.811342,0.0987087,0
0.812915,0.0983036,0
0.814487,0.0978967,0
0.816059,0.0974882,0
0.817632,0.097078,0
0.819204,0.0966664,0
0.820776,0.0962533,0
0.822349,0.0958381,0
0.823921,0.0954196,0
0.825494,0.0949981,0
0.827066,0.0945735,0
0.828638,0.094146,0
0.830211,0.0937157,0
0.831783,0.0932826,0
0.833355,0.0928469,0
0.834928,0.0924086,0
0.8365,0.0919679,0
0.838073,0.0915247,0
0.839645,0.0910793,0
0.841217,0.0906316,0
0.84279,0.0901819,0
0.844362,0.0897301,0
0.845934,0.0892764,0
0.847507,0.0888208,0
0.849079,0.0883635,0
0.850651,0.0879045,0
0.852224,0.0874439,0
0.853796,0.0869819,0
0.855369,0.0865184,0
0.856941,0.0860536,0
0.858513,0.0855876,0
0.860086,0.0851205,0
0.861658,0.0846523,0
0.86323,0.0841832,0
0.864803,0.0837132,0
0.866375,0.0832425,0
0.867948,0.082771,0
0.86952,0.082299,0
0.871092,0.0818265,0
0.872665,0.0813535,0
0.874237,0.0808802,0
0.875809,0.0804067,0
0.877382,0.079933,0
0.878954,0.0794593,0
0.880526,0.0789855,0
0.882099,0.0785102,0
0.883671,0.078033,0
0.885244,0.0775542,0
0.886816,0.0770736,0
0.888388,0.0765913,0
0.889961,0.0761074,0
0.891533,0.075622,0
0.893105,0.075135,0
0.894678,0.0746465,0
0.89625,0.0741565,0
0.897823,0.0736652,0
0.899395,0.0731725,0
0.900967,0.0726785,0
0.90254,0.0721832,0
0.904112,0.0716867,0
0.905684,0.0711891,0
0.907257,0.0706903,0
0.908829,0.0701904,0
0.910401,0.0696895,0
0.911974,0.0691875,0
0.913546,0.0686847,0
0.915119,0.0681809,0
0.916691,0.0676762,0
0.918263,0.0671708,0
0.919836,0.0666645,0
0.921408,0.0661576,0
0.92298,0.0656499,0
0.924553,0.0651416,0
0.926125,0.0646327,0
0.927698,0.0641233,0
0.92927,0.0636133,0
0.930842,0.0631029,0
0.932415,0.0625921,0
0.933987,0.0620809,0
0.935559,0.0615694,0
0.937132,0.0610576,0
0.938704,0.0605456,0
0.940276,0.0600334,0
0.941849,0.059521,0
0.943421,0.0590085,0
0.944994,0.058496,0
0.946566,0.0579834,0
0.948138,0.0574709,0
0.949711,0.0569585,0
0.951283,0.0564462,0
0.952855,0.055934,0
0.954428,0.0554221,0
0.956,0.0549104,0
0.957573,0.054399,0
0.959145,0.053888,0
0.960717,0.0533774,0
0.96229,0.0528672,0
0.963862,0.0523574,0
0.965434,0.0518482,0
0.967007,0.0513396,0
0.968579,0.0508316,0
0.970151,0.0503242,0
0.971724,0.0498175,0
0.973296,0.0493116,0
0.974869,0.0488065,0
0.976441,0.0483022,0
0.978013,0.0477988,0
0.979586,0.0472964,0
0.981158,0.0467949,0
0.98273,0.0462944,0
0.984303,0.045795,0
0.985875,0.0452967,0
0.987448,0.0447995,0
0.98902,0.0443035,0
0.990592,0.0438088,0
0.992165,0.0433154,0
0.993737,0.0428233,0
0.995309,0.0423325,0
0.996882,0.0418432,0
0.998454,0.0413554,0
1.00003,0.040869,0
1.0016,0.0403842,0
1.00317,0.039901,0
1.00474,0.0394193,0
1.00632,0.0389381,0
1.00789,0.0384572,0
1.00946,0.0379767,0
1.01103,0.0374966,0
1.01261,0.0370169,0
1.01418,0.0365376,0
1.01575,0.0360589,0
1.01732,0.0355805,0
1.01889,0.0351027,0
1.02047,0.0346254,0
1.02204,0.0341487,0
1.02361,0.0336725,0
1.02518,0.0331969,0
1.02676,0.0327219,0
1.02833,0.0322475,0
1.0299,0.0317738,0
1.03147,0.0313007,0
1.03305,0.0308283,0
1.03462,0.0303566,0
1.03619,0.0298857,0
1.03776,0.0294155,0
1.03934,0.028946,0
1.04091,0.0284774,0
1.04248,0.0280095,0
1.04405,0.0275425,0
1.04563,0.0270763,0
1.0472,0.0266111,0
1.04877,0.0261467,0
1.05034,0.0256832,0
1.05191,0.0252206,0
1.05349,0.024759,0
1.05506,0.0242984,0
1.05663,0.0238387,0
1.0582,0.0233801,0
1.05978,0.0229225,0
1.06135,0.022466,0
1.06292,0.0220105,0
1.06449,0.0215562,0
1.06607,0.021103,0
1.06764,0.0206509,0
1.06921,0.0201999,0
1.07078,0.0197501,0
1.07236,0.0193016,0
1.07393,0.0188542,0
1.0755,0.0184081,0
1.07707,0.0179633,0
1.07864,0.0175199,0
1.08022,0.0170786,0
1.08179,0.0166392,0
1.08336,0.0162017,0
1.08493,0.0157662,0
1.08651,0.0153324,0
1.08808,0.0149004,0
1.08965,0.0144701,0
1.09122,0.0140414,0
1.0928,0.0136144,0
1.09437,0.0131888,0
1.09594,0.0127648,0
1.09751,0.0123421,0
1.09909,0.0119208,0
1.10066,0.0115009,0
1.10223,0.0110821,0
1.1038,0.0106646,0
1.10538,0.0102482,0
1.10695,0.00983317,0
1.10852,0.00941951,0
1.11009,0.00900725,0
1.11166,0.00859637,0
1.11324,0.00818686,0
1.11481,0.0077787,0
1.11638,0.00737187,0
1.11795,0.00696636,0
1.11953,0.00656216,0
1.1211,0.00615925,0
1.12267,0.00575761,0
1.12424,0.00535724,0
1.12582,0.00495811,0
1.12739,0.00456021,0
1.12896,0.00416352,0
1.13053,0.00376804,0
1.13211,0.00337374,0
1.13368,0.00298058,0
1.13525,0.00258847,0
1.13682,0.00219744,0
1.13839,0.0018075,0
1.13997,0.00141868,0
1.14154,0.00103099,0
1.14311,0.00064445,0
1.14468,0.000259089,0
1.14626,-0.000125075,0
1.14783,-0.000508022,0
1.1494,-0.000889732,0
1.15097,-0.00127018,0
1.15255,-0.00164935,0
1.15412,-0.00202722,0
1.15569,-0.00240377,0
1.15726,-0.00277898,0
1.15884,-0.00315282,0
1.16041,-0.00352528,0
1.16198,-0.0038963,0
1.16355,-0.00426571,0
1.16513,-0.00463357,0
1.1667,-0.0049999,0
1.16827,-0.00536477,0
1.16984,-0.00572823,0
1.17141,-0.00609031,0
1.17299,-0.00645107,0
1.17456,-0.00681055,0
1.17613,-0.00716882,0
1.1777,-0.0075259,0
1.17928,-0.00788185,0
1.18085,-0.00823673,0
1.18242,-0.00859057,0
1.18399,-0.00894343,0
1.18557,-0.0092953,0
1.18714,-0.00964615,0
1.18871,-0.00999595,0
1.19028,-0.0103447,0
1.19186,-0.0106923,0
1.19343,-0.0110388,0
1.195,-0.0113841,0
1.19657,-0.0117282,0
1.19814,-0.0120711,0
1.19972,-0.0124128,0
1.20129,-0.0127532,0
1.20286,-0.0130922,0
1.20443,-0.01343,0
1.20601,-0.0137663,0
1.20758,-0.0141015,0
1.20915,-0.014436,0
1.21072,-0.0147697,0
1.2123,-0.0151027,0
1.21387,-0.0154348,0
1.21544,-0.0157661,0
1.21701,-0.0160966,0
1.21859,-0.0164262,0
1.22016,-0.0167548,0
1.22173,-0.0170825,0
1.2233,-0.0174093,0
1.22488,-0.017735,0
1.22645,-0.0180597,0
1.22802,-0.0183833,0
1.22959,-0.0187059,0
1.23116,-0.0190273,0
1.23274,-0.0193476,0
1.23431,-0.0196667,0
1.23588,-0.0199846,0
1.23745,-0.0203013,0
1.23903,-0.0206167,0
1.2406,-0.0209308,0
1.24217,-0.0212437,0
1.24374,-0.0215556,0
1.24532,-0.0218664,0
1.24689,-0.0221762,0
1.24846,-0.0224849,0
1.25003,-0.0227926,0
1.25161,-0.0230993,0
1.25318,-0.023405,0
1.25475,-0.0237096,0
1.25632,-0.0240131,0
1.25789,-0.0243157,0
1.25947,-0.0246172,0
1.26104,-0.0249177,0
1.26261,-0.0252172,0
1.26418,-0.0255157,0
1.26576,-0.0258132,0
1.26733,-0.0261096,0
1.2689,-0.026405,0
1.27047,-0.0266995,0
1.27205,-0.0269929,0
1.27362,-0.0272853,0
1.27519,-0.0275767,0
1.27676,-0.0278673,0
1.27834,-0.0281574,0
1.27991,-0.0284468,0
1.28148,-0.0287356,0
1.28305,-0.0290238,0
1.28463,-0.0293113,0
1.2862,-0.0295982,0
1.28777,-0.0298844,0
1.28934,-0.0301699,0
1.29091,-0.0304547,0
1.29249,-0.0307388,0
1.29406,-0.0310223,0
1.29563,-0.0313049,0
1.2972,-0.0315869,0
1.29878,-0.0318681,0
1.30035,-0.0321486,0
1.30192,-0.0324282,0
1.30349,-0.0327072,0
1.30507,-0.0329853,0
1.30664,-0.0332626,0
1.30821,-0.0335391,0
1.30978,-0.0338148,0
1.31136,-0.0340896,0
1.31293,-0.0343636,0
1.3145,-0.0346367,0
1.31607,-0.034909,0
1.31764,-0.0351804,0
1.31922,-0.0354509,0
1.32079,-0.0357205,0
1.32236,-0.0359892,0
1.32393,-0.036257,0
1.32551,-0.0365238,0
1.32708,-0.0367897,0
1.32865,-0.0370548,0
1.33022,-0.0373193,0
1.3318,-0.0375832,0
1.33337,-0.0378465,0
1.33494,-0.0381092,0
1.33651,-0.0383713,0
1.33809,-0.0386327,0
1.33966,-0.0388936,0
1.34123,-0.0391538,0
1.3428,-0.0394133,0
1.34438,-0.0396723,0
1.34595,-0.0399306,0
1.34752,-0.0401882,0
1.34909,-0.0404453,0
1.35066,-0.0407016,0
1.35224,-0.0409574,0
1.35381,-0.0412124,0
1.35538,-0.0414669,0
1.35695,-0.0417206,0
1.35853,-0.0419737,0
1.3601,-0.0422262,0
1.36167,-0.0424779,0
1.36324,-0.042729,0
1.36482,-0.0429795,0
1.36639,-0.0432292,0
1.36796,-0.0434783,0
1.36953,-0.0437267,0
1.37111,-0.0439744,0
1.37268,-0.0442214,0
1.37425,-0.0444677,0
1.37582,-0.0447133,0
1.37739,-0.0449582,0
1.37897,-0.0452025,0
1.38054,-0.045446,0
1.38211,-0.0456888,0
1.38368,-0.0459309,0
1.38526,-0.0461722,0
1.38683,-0.0464129,0
1.3884,-0.0466528,0
1.38997,-0.046892,0
1.39155,-0.0471305,0
1.39312,-0.0473683,0
1.39469,-0.0476055,0
1.39626,-0.0478422,0
1.39784,-0.0480784,0
1.39941,-0.0483142,0
1.40098,-0.0485494,0
1.40255,-0.0487841,0
1.40413,-0.0490183,0
1.4057,-0.0492521,0
1.40727,-0.0494854,0
1.40884,-0.0497182,0
1.41041,-0.0499505,0
1.41199,-0.0501824,0
1.41356,-0.0504138,0
1.41513,-0.0506447,0
1.4167,-0.0508752,0
1.41828,-0.0511052,0
1.41985,-0.0513348,0
1.42142,-0.0515639,0
1.42299,-0.0517926,0
1.42457,-0.0520208,0
1.42614,-0.0522486,0
1.42771,-0.052476,0
1.42928,-0.052703,0
1.43086,-0.0529295,0
1.43243,-0.0531556,0
1.434,-0.0533813,0
1.43557,-0.0536066,0
1.43714,-0.0538315,0
1.43872,-0.0540559,0
1.44029,-0.05428,0
1.44186,-0.0545037,0
1.44343,-0.0547269,0
1.44501,-0.0549498,0
1.44658,-0.0551723,0
1.44815,-0.0553944,0
1.44972,-0.0556162,0
1.4513,-0.0558376,0
1.45287,-0.0560585,0
1.45444,-0.0562792,0
1.45601,-0.0564994,0
1.45759,-0.0567193,0
1.45916,-0.0569389,0
1.46073,-0.0571581,0
1.4623,-0.0573769,0
1.46388,-0.0575954,0
1.46545,-0.0578136,0
1.46702,-0.0580314,0
1.46859,-0.0582489,0
1.47016,-0.058466,0
1.47174,-0.0586829,0
1.47331,-0.0588994,0
1.47488,-0.0591156,0
1.47645,-0.0593315,0
1.47803,-0.059547,0
1.4796,-0.0597623,0
1.48117,-0.0599772,0
1.48274,-0.0601919,0
1.48432,-0.0604062,0
1.48589,-0.0606203,0
1.48746,-0.0608341,0
1.48903,-0.0610476,0
1.49061,-0.0612608,0
1.49218,-0.0614737,0
1.49375,-0.0616864,0
1.49532,-0.0618988,0
1.49689,-0.0621109,0
1.49847,-0.0623227,0
1.50004,-0.0625343,0
1.50161,-0.0627457,0
1.50318,-0.0629568,0
1.50476,-0.0631676,0
1.50633,-0.0633781,0
1.5079,-0.0635878,0
1.50947,-0.0637967,0
1.51105,-0.0640048,0
1.51262,-0.0642121,0
1.51419,-0.0644187,0
1.51576,-0.0646246,0
1.51734,-0.0648299,0
1.51891,-0.0650345,0
1.52048,-0.0652385,0
1.52205,-0.065442,0
1.52363,-0.0656449,0
1.5252,-0.0658473,0
1.52677,-0.0660493,0
1.52834,-0.0662508,0
1.52991,-0.0664519,0
1.53149,-0.0666526,0
1.53306,-0.0668529,0
1.53463,-0.0670529,0
1.5362,-0.0672527,0
1.53778,-0.0674522,0
1.53935,-0.0676515,0
1.54092,-0.0678505,0
1.54249,-0.0680495,0
1.54407,-0.0682482,0
1.54564,-0.0684469,0
1.54721,-0.0686456,0
1.54878,-0.0688441,0
1.55036,-0.0690427,0
1.55193,-0.0692413,0
1.5535,-0.06944,0
1.55507,-0.0696388,0
1.55665,-0.0698376,0
1.55822,-0.0700367,0
1.55979,-0.0702359,0
1.56136,-0.0704353,0
1.56293,-0.070635,0
1.56451,-0.0708349,0
1.56608,-0.0710352,0
1.56765,-0.0712358,0
1.56922,-0.0714368,0
1.5708,-0.0716382,0
