# 20240725_151044
alpha,chiRe,chiIm
0,0.00979961,0
0.00157237,0.00979911,0
0.00314474,0.00979853,0
0.00471711,0.00979782,0
0.00628947,0.00979703,0
0.00786184,0.00979616,0
0.00943421,0.00979522,0
0.0110066,0.00979421,0
0.0125789,0.00979311,0
0.0141513,0.00979194,0
0.0157237,0.00979069,0
0.0172961,0.00978936,0
0.0188684,0.00978795,0
0.0204408,0.00978645,0
0.0220132,0.00978484,0
0.0235855,0.00978313,0
0.0251579,0.00978131,0
0.0267303,0.00977939,0
0.0283026,0.00977737,0
0.029875,0.00977524,0
0.0314474,0.00977302,0
0.0330197,0.0097707,0
0.0345921,0.00976829,0
0.0361645,0.00976578,0
0.0377368,0.00976318,0
0.0393092,0.00976049,0
0.0408816,0.00975771,0
0.042454,0.00975484,0
0.0440263,0.00975188,0
0.0455987,0.00974884,0
0.0471711,0.00974572,0
0.0487434,0.00974252,0
0.0503158,0.00973924,0
0.0518882,0.00973587,0
0.0534605,0.00973244,0
0.0550329,0.00972892,0
0.0566053,0.00972534,0
0.0581776,0.00972168,0
0.05975,0.00971795,0
0.0613224,0.00971416,0
0.0628947,0.00971029,0
0.0644671,0.00970636,0
0.0660395,0.00970237,0
0.0676119,0.00969831,0
0.0691842,0.00969419,0
0.0707566,0.00969002,0
0.072329,0.00968578,0
0.0739013,0.00968149,0
0.0754737,0.00967715,0
0.0770461,0.00967275,0
0.0786184,0.0096683,0
0.0801908,0.0096638,0
0.0817632,0.00965926,0
0.0833355,0.00965466,0
0.0849079,0.00965002,0
0.0864803,0.00964526,0
0.0880526,0.00964036,0
0.089625,0.00963531,0
0.0911974,0.00963012,0
0.0927698,0.00962478,0
0.0943421,0.00961931,0
0.0959145,0.00961369,0
0.0974869,0.00960793,0
0.0990592,0.00960204,0
0.100632,0.00959601,0
0.102204,0.00958984,0
0.103776,0.00958354,0
0.105349,0.0095771,0
0.106921,0.00957053,0
0.108493,0.00956383,0
0.110066,0.009557,0
0.111638,0.00955004,0
0.113211,0.00954295,0
0.114783,0.00953573,0
0.116355,0.00952839,0
0.117928,0.00952092,0
0.1195,0.00951332,0
0.121072,0.00950561,0
0.122645,0.00949777,0
0.124217,0.0094898,0
0.125789,0.00948172,0
0.127362,0.00947352,0
0.128934,0.0094652,0
0.130507,0.00945677,0
0.132079,0.00944822,0
0.133651,0.00943955,0
0.135224,0.00943077,0
0.136796,0.00942188,0
0.138368,0.00941287,0
0.139941,0.00940376,0
0.141513,0.00939453,0
0.143086,0.0093852,0
0.144658,0.00937576,0
0.14623,0.00936621,0
0.147803,0.00935656,0
0.149375,0.0093468,0
0.150947,0.00933694,0
0.15252,0.00932698,0
0.154092,0.00931692,0
0.155665,0.00930676,0
0.157237,0.00929649,0
0.158809,0.00928613,0
0.160382,0.00927568,0
0.161954,0.00926512,0
0.163526,0.00925448,0
0.165099,0.00924374,0
0.166671,0.0092329,0
0.168243,0.00922198,0
0.169816,0.00921096,0
0.171388,0.00919986,0
0.172961,0.00918866,0
0.174533,0.00917738,0
0.176105,0.00916601,0
0.177678,0.00915456,0
0.17925,0.00914303,0
0.180822,0.00913141,0
0.182395,0.00911971,0
0.183967,0.00910792,0
0.18554,0.00909606,0
0.187112,0.00908412,0
0.188684,0.0090721,0
0.190257,0.00906001,0
0.191829,0.00904784,0
0.193401,0.00903559,0
