# 20240826_135714
alpha,Df0Re,Df0Im
0,-0.100568,0
0.01,-0.100819,0
0.02,-0.100857,0
0.03,-0.100801,0
0.04,-0.100709,0
0.05,-0.100606,0
0.06,-0.100497,0
0.07,-0.100379,0
0.08,-0.100246,0
0.09,-0.100093,0
0.1,-0.0999144,0
0.11,-0.0997089,0
0.12,-0.099475,0
0.13,-0.0992119,0
0.14,-0.0989191,0
0.15,-0.0985955,0
0.16,-0.0982393,0
0.17,-0.0978477,0
0.18,-0.0974171,0
0.19,-0.0969427,0
0.2,-0.0964194,0
0.21,-0.0958412,0
0.22,-0.0952019,0
0.23,-0.0944947,0
0.24,-0.0937128,0
0.25,-0.0928492,0
0.26,-0.0918964,0
0.27,-0.090847,0
0.28,-0.089693,0
0.29,-0.0884261,0
0.3,-0.0870373,0
0.31,-0.0855173,0
0.32,-0.083856,0
0.33,-0.0820428,0
0.34,-0.0800666,0
0.35,-0.0779156,0
0.36,-0.075578,0
0.37,-0.0730413,0
0.38,-0.0702934,0
0.39,-0.0673218,0
0.4,-0.0641147,0
0.41,-0.0606605,0
0.42,-0.0569482,0
0.43,-0.0529676,0
0.44,-0.0487094,0
0.45,-0.0441652,0
0.46,-0.0393279,0
0.47,-0.0341913,0
0.48,-0.0287508,0
0.49,-0.023003,0
0.5,-0.0169462,0
0.51,-0.01058,0
0.52,-0.00390617,0
0.53,0.00307197,0
0.54,0.0103486,0
0.55,0.0179161,0
0.56,0.0257642,0
0.57,0.03388,0
0.58,0.0422482,0
0.59,0.0508502,0
0.6,0.0596649,0
0.61,0.0686682,0
0.62,0.0778329,0
0.63,0.0871295,0
0.64,0.0965255,0
0.65,0.105986,0
0.66,0.115474,0
0.67,0.124951,0
0.68,0.134376,0
0.69,0.143707,0
0.7,0.152901,0
0.71,0.161914,0
0.72,0.170703,0
0.73,0.179222,0
0.74,0.187427,0
0.75,0.195274,0
0.76,0.202719,0
0.77,0.20972,0
0.78,0.216237,0
0.79,0.222231,0
0.8,0.227666,0
0.81,0.232509,0
0.82,0.236733,0
0.83,0.240316,0
0.84,0.243238,0
0.85,0.24549,0
0.86,0.247068,0
0.87,0.247974,0
0.88,0.248219,0
0.89,0.247819,0
0.9,0.2468,0
0.91,0.245191,0
0.92,0.243026,0
0.93,0.240345,0
0.94,0.23719,0
0.95,0.233604,0
0.96,0.229632,0
0.97,0.225319,0
0.98,0.220709,0
0.99,0.215844,0
1,0.210764,0
1.01,0.205511,0
1.02,0.200121,0
1.03,0.19463,0
1.04,0.189075,0
1.05,0.183488,0
1.06,0.177902,0
1.07,0.172347,0
1.08,0.166849,0
1.09,0.161435,0
1.1,0.156124,0
1.11,0.150932,0
1.12,0.145872,0
1.13,0.14095,0
1.14,0.136169,0
1.15,0.131527,0
1.16,0.127022,0
1.17,0.122649,0
1.18,0.118404,0
1.19,0.114287,0
1.2,0.110299,0
1.21,0.106446,0
1.22,0.102737,0
1.23,0.0991805,0
1.24,0.0957872,0
1.25,0.0925633,0
1.26,0.0895101,0
1.27,0.0866215,0
1.28,0.0838834,0
1.29,0.0812748,0
1.3,0.0787703,0
1.31,0.0763445,0
1.32,0.0739767,0
1.33,0.071656,0
1.34,0.0693846,0
1.35,0.0671786,0
1.36,0.0650652,0
1.37,0.0630765,0
1.38,0.061241,0
1.39,0.0595755,0
1.4,0.0580795,0
1.41,0.0567367,0
1.42,0.0555242,0
1.43,0.05443,0
1.44,0.0534735,0
1.45,0.0527207,0
1.46,0.0522838,0
1.47,0.0522947,0
1.48,0.0528547,0
1.49,0.0539766,0
1.5,0.0555607,0
1.51,0.0574624,0
1.52,0.0596893,0
1.53,0.0626861,0
1.54,0.0675195,0
1.55,0.0756826,0
1.56,0.0886826,0
1.57,0.10988,0
1.58,0.158623,0
