# 20240822_171152
alpha,Df0Re,Df0Im
0,-0.137708,0.224877
0.00157237,-0.137775,0.22499
0.00314474,-0.137846,0.22511
0.00471711,-0.137917,0.22523
0.00628947,-0.137985,0.225345
0.00786184,-0.138045,0.22545
0.00943421,-0.138093,0.225538
0.0110066,-0.138129,0.225608
0.0125789,-0.13816,0.225669
0.0141513,-0.138188,0.225723
0.0157237,-0.138212,0.225773
0.0172961,-0.138234,0.225818
0.0188684,-0.138253,0.225862
0.0204408,-0.138269,0.225903
0.0220132,-0.138283,0.225942
0.0235855,-0.138296,0.225977
0.0251579,-0.138307,0.22601
0.0267303,-0.138317,0.226043
0.0283026,-0.138328,0.226077
0.029875,-0.138339,0.226112
0.0314474,-0.13835,0.226149
0.0330197,-0.138361,0.226186
0.0345921,-0.138372,0.226223
0.0361645,-0.138382,0.226262
0.0377368,-0.138394,0.226302
0.0393092,-0.138406,0.226344
0.0408816,-0.138419,0.226389
0.042454,-0.138434,0.226436
0.0440263,-0.138449,0.226485
0.0455987,-0.138465,0.226537
0.0471711,-0.138482,0.22659
0.0487434,-0.138499,0.226646
0.0503158,-0.138518,0.226704
0.0518882,-0.138537,0.226764
0.0534605,-0.138558,0.226827
0.0550329,-0.13858,0.226893
0.0566053,-0.138603,0.226961
0.0581776,-0.138627,0.227031
0.05975,-0.138651,0.227102
0.0613224,-0.138676,0.227176
0.0628947,-0.138702,0.227253
0.0644671,-0.138729,0.227332
0.0660395,-0.138758,0.227413
0.0676119,-0.138786,0.227496
0.0691842,-0.138816,0.227581
0.0707566,-0.138846,0.227668
0.072329,-0.138876,0.227757
0.0739013,-0.138908,0.227848
0.0754737,-0.13894,0.227941
0.0770461,-0.138973,0.228036
0.0786184,-0.139007,0.228132
0.0801908,-0.139041,0.22823
0.0817632,-0.139075,0.22833
0.0833355,-0.13911,0.228431
0.0849079,-0.139146,0.228535
0.0864803,-0.139182,0.22864
0.0880526,-0.139219,0.228747
0.089625,-0.139256,0.228855
0.0911974,-0.139293,0.228965
0.0927698,-0.139331,0.229076
0.0943421,-0.13937,0.229189
0.0959145,-0.139408,0.229304
0.0974869,-0.139448,0.22942
0.0990592,-0.139488,0.229538
0.100632,-0.139528,0.229657
0.102204,-0.139568,0.229778
0.103776,-0.139609,0.229901
0.105349,-0.139651,0.230025
0.106921,-0.139692,0.230151
0.108493,-0.139735,0.230278
0.110066,-0.139777,0.230407
0.111638,-0.13982,0.230538
0.113211,-0.139864,0.23067
0.114783,-0.139908,0.230803
0.116355,-0.139952,0.230939
0.117928,-0.139997,0.231076
0.1195,-0.140042,0.231215
0.121072,-0.140088,0.231355
0.122645,-0.140134,0.231497
0.124217,-0.14018,0.231641
0.125789,-0.140227,0.231787
0.127362,-0.140275,0.231934
0.128934,-0.140323,0.232083
0.130507,-0.140371,0.232234
0.132079,-0.14042,0.232386
0.133651,-0.14047,0.232541
0.135224,-0.14052,0.232697
0.136796,-0.14057,0.232855
0.138368,-0.140621,0.233015
0.139941,-0.140673,0.233177
0.141513,-0.140725,0.233341
0.143086,-0.140777,0.233506
0.144658,-0.140831,0.233674
0.14623,-0.140884,0.233843
0.147803,-0.140938,0.234015
0.149375,-0.140993,0.234188
0.150947,-0.141048,0.234363
0.15252,-0.141104,0.23454
0.154092,-0.14116,0.234719
0.155665,-0.141217,0.2349
0.157237,-0.141274,0.235083
0.158809,-0.141332,0.235268
0.160382,-0.14139,0.235455
0.161954,-0.141449,0.235644
0.163526,-0.141508,0.235835
0.165099,-0.141568,0.236028
0.166671,-0.141628,0.236222
0.168243,-0.141689,0.236419
0.169816,-0.14175,0.236618
0.171388,-0.141812,0.236818
0.172961,-0.141874,0.237021
0.174533,-0.141937,0.237226
0.176105,-0.142,0.237432
0.177678,-0.142064,0.237641
0.17925,-0.142128,0.237851
0.180822,-0.142192,0.238063
0.182395,-0.142257,0.238277
0.183967,-0.142322,0.238493
0.18554,-0.142388,0.238711
0.187112,-0.142454,0.238931
0.188684,-0.14252,0.239153
0.190257,-0.142586,0.239377
0.191829,-0.142653,0.239602
0.193401,-0.142721,0.239829
0.194974,-0.142788,0.240058
0.196546,-0.142856,0.240289
0.198118,-0.142924,0.240522
0.199691,-0.142992,0.240757
0.201263,-0.143061,0.240993
0.202836,-0.14313,0.241231
0.204408,-0.143199,0.241471
0.20598,-0.143268,0.241712
0.207553,-0.143338,0.241956
0.209125,-0.143407,0.242201
0.210697,-0.143477,0.242447
0.21227,-0.143547,0.242695
0.213842,-0.143617,0.242945
0.215415,-0.143687,0.243197
0.216987,-0.143757,0.243451
0.218559,-0.143827,0.243705
