# 20240725_151050
alpha,chiRe,chiIm
0,0.00565781,0
0.00157237,0.00565723,0
0.00314474,0.00565658,0
0.00471711,0.00565577,0
0.00628947,0.00565488,0
0.00786184,0.00565389,0
0.00943421,0.00565282,0
0.0110066,0.00565167,0
0.0125789,0.00565043,0
0.0141513,0.0056491,0
0.0157237,0.00564769,0
0.0172961,0.00564618,0
0.0188684,0.00564458,0
0.0204408,0.00564289,0
0.0220132,0.00564107,0
0.0235855,0.00563914,0
0.0251579,0.00563708,0
0.0267303,0.00563491,0
0.0283026,0.00563262,0
0.029875,0.00563022,0
0.0314474,0.00562771,0
0.0330197,0.00562509,0
0.0345921,0.00562237,0
0.0361645,0.00561953,0
0.0377368,0.0056166,0
0.0393092,0.00561356,0
0.0408816,0.00561042,0
0.042454,0.00560719,0
0.0440263,0.00560386,0
0.0455987,0.00560044,0
0.0471711,0.00559692,0
0.0487434,0.00559332,0
0.0503158,0.00558962,0
0.0518882,0.00558585,0
0.0534605,0.00558198,0
0.0550329,0.00557804,0
0.0566053,0.00557402,0
0.0581776,0.00556992,0
0.05975,0.00556574,0
0.0613224,0.00556149,0
0.0628947,0.00555717,0
0.0644671,0.00555278,0
0.0660395,0.00554831,0
0.0676119,0.00554379,0
0.0691842,0.0055392,0
0.0707566,0.00553454,0
0.072329,0.00552983,0
0.0739013,0.00552506,0
0.0754737,0.00552023,0
0.0770461,0.00551535,0
0.0786184,0.00551042,0
0.0801908,0.00550543,0
0.0817632,0.00550031,0
0.0833355,0.00549504,0
0.0849079,0.0054896,0
0.0864803,0.00548401,0
0.0880526,0.00547827,0
0.089625,0.00547237,0
0.0911974,0.00546632,0
0.0927698,0.00546011,0
0.0943421,0.00545376,0
0.0959145,0.00544725,0
0.0974869,0.0054406,0
0.0990592,0.0054338,0
0.100632,0.00542686,0
0.102204,0.00541978,0
0.103776,0.00541255,0
0.105349,0.00540518,0
0.106921,0.00539767,0
0.108493,0.00539003,0
0.110066,0.00538225,0
0.111638,0.00537433,0
0.113211,0.00536628,0
0.114783,0.00535809,0
0.116355,0.00534978,0
0.117928,0.00534133,0
0.1195,0.00533276,0
0.121072,0.00532406,0
0.122645,0.00531523,0
0.124217,0.00530628,0
0.125789,0.00529721,0
0.127362,0.00528801,0
0.128934,0.0052787,0
0.130507,0.00526926,0
0.132079,0.00525971,0
0.133651,0.00525004,0
0.135224,0.00524026,0
0.136796,0.00523036,0
0.138368,0.00522035,0
0.139941,0.00521023,0
0.141513,0.0052,0
0.143086,0.00518967,0
0.144658,0.00517922,0
0.14623,0.00516867,0
0.147803,0.00515802,0
0.149375,0.00514726,0
0.150947,0.00513641,0
0.15252,0.00512545,0
0.154092,0.00511439,0
0.155665,0.00510324,0
0.157237,0.00509199,0
0.158809,0.00508065,0
0.160382,0.00506921,0
0.161954,0.00505768,0
0.163526,0.00504607,0
0.165099,0.00503436,0
0.166671,0.00502256,0
0.168243,0.00501068,0
0.169816,0.00499871,0
0.171388,0.00498666,0
0.172961,0.00497453,0
0.174533,0.00496232,0
0.176105,0.00495002,0
0.177678,0.00493765,0
0.17925,0.0049252,0
0.180822,0.00491268,0
0.182395,0.00490008,0
0.183967,0.00488741,0
0.18554,0.00487467,0
0.187112,0.00486186,0
0.188684,0.00484898,0
0.190257,0.00483603,0
0.191829,0.00482301,0
0.193401,0.00480994,0
0.194974,0.00479679,0
0.196546,0.00478359,0
0.198118,0.00477033,0
0.199691,0.004757,0
0.201263,0.00474362,0
0.202836,0.00473018,0
0.204408,0.00471669,0
0.20598,0.00470314,0
0.207553,0.00468955,0
0.209125,0.0046759,0
0.210697,0.00466213,0
