# 20240821_184520
alpha,field0Re,field0Im
0,0.106923,0
0.00157237,0.10692,0
0.00314474,0.106917,0
0.00471711,0.106914,0
0.00628947,0.106911,0
0.00786184,0.106908,0
0.00943421,0.106904,0
0.0110066,0.1069,0
0.0125789,0.106895,0
0.0141513,0.10689,0
0.0157237,0.106884,0
0.0172961,0.106877,0
0.0188684,0.10687,0
0.0204408,0.106863,0
0.0220132,0.106856,0
0.0235855,0.106848,0
0.0251579,0.10684,0
0.0267303,0.106831,0
0.0283026,0.106822,0
0.029875,0.106812,0
0.0314474,0.106802,0
0.0330197,0.106792,0
0.0345921,0.106781,0
0.0361645,0.10677,0
0.0377368,0.106758,0
0.0393092,0.106746,0
0.0408816,0.106734,0
0.042454,0.106721,0
0.0440263,0.106708,0
0.0455987,0.106695,0
0.0471711,0.106681,0
0.0487434,0.106666,0
0.0503158,0.106652,0
0.0518882,0.106637,0
0.0534605,0.106621,0
0.0550329,0.106605,0
0.0566053,0.106589,0
0.0581776,0.106572,0
0.05975,0.106555,0
0.0613224,0.106537,0
0.0628947,0.106519,0
0.0644671,0.106501,0
0.0660395,0.106482,0
0.0676119,0.106462,0
0.0691842,0.106443,0
0.0707566,0.106423,0
0.072329,0.106402,0
0.0739013,0.106381,0
0.0754737,0.10636,0
0.0770461,0.106338,0
0.0786184,0.106315,0
0.0801908,0.106293,0
0.0817632,0.10627,0
0.0833355,0.106246,0
0.0849079,0.106222,0
0.0864803,0.106198,0
0.0880526,0.106173,0
0.089625,0.106147,0
0.0911974,0.106122,0
0.0927698,0.106095,0
0.0943421,0.106069,0
0.0959145,0.106041,0
0.0974869,0.106014,0
0.0990592,0.105986,0
0.100632,0.105957,0
0.102204,0.105928,0
0.103776,0.105899,0
0.105349,0.105869,0
0.106921,0.105838,0
0.108493,0.105808,0
0.110066,0.105776,0
0.111638,0.105745,0
0.113211,0.105712,0
0.114783,0.10568,0
0.116355,0.105646,0
0.117928,0.105613,0
0.1195,0.105578,0
0.121072,0.105544,0
0.122645,0.105509,0
0.124217,0.105473,0
0.125789,0.105437,0
0.127362,0.1054,0
0.128934,0.105363,0
0.130507,0.105326,0
0.132079,0.105287,0
0.133651,0.105249,0
0.135224,0.10521,0
0.136796,0.10517,0
0.138368,0.10513,0
0.139941,0.105089,0
0.141513,0.105048,0
0.143086,0.105006,0
0.144658,0.104964,0
0.14623,0.104921,0
0.147803,0.104878,0
0.149375,0.104834,0
0.150947,0.10479,0
0.15252,0.104745,0
0.154092,0.1047,0
0.155665,0.104654,0
0.157237,0.104607,0
0.158809,0.10456,0
0.160382,0.104513,0
0.161954,0.104464,0
0.163526,0.104416,0
0.165099,0.104366,0
0.166671,0.104316,0
0.168243,0.104266,0
0.169816,0.104215,0
0.171388,0.104163,0
0.172961,0.104111,0
0.174533,0.104058,0
0.176105,0.104005,0
0.177678,0.103951,0
0.17925,0.103897,0
0.180822,0.103842,0
0.182395,0.103786,0
0.183967,0.103729,0
0.18554,0.103672,0
0.187112,0.103615,0
0.188684,0.103557,0
0.190257,0.103498,0
0.191829,0.103438,0
0.193401,0.103378,0
0.194974,0.103317,0
0.196546,0.103256,0
0.198118,0.103194,0
0.199691,0.103131,0
0.201263,0.103068,0
0.202836,0.103004,0
0.204408,0.102939,0
0.20598,0.102873,0
0.207553,0.102807,0
0.209125,0.10274,0
0.210697,0.102673,0
0.21227,0.102605,0
0.213842,0.102536,0
0.215415,0.102466,0
0.216987,0.102396,0
0.218559,0.102325,0
0.220132,0.102253,0
0.221704,0.102181,0
0.223276,0.102107,0
0.224849,0.102033,0
0.226421,0.101958,0
0.227993,0.101883,0
0.229566,0.101807,0
0.231138,0.10173,0
0.232711,0.101652,0
0.234283,0.101573,0
0.235855,0.101494,0
0.237428,0.101413,0
0.239,0.101332,0
0.240572,0.101251,0
0.242145,0.101168,0
0.243717,0.101085,0
0.24529,0.101,0
0.246862,0.100915,0
0.248434,0.100829,0
0.250007,0.100742,0
0.251579,0.100655,0
0.253151,0.100566,0
0.254724,0.100477,0
0.256296,0.100387,0
0.257868,0.100295,0
0.259441,0.100203,0
0.261013,0.10011,0
0.262586,0.100017,0
0.264158,0.0999217,0
0.26573,0.099826,0
0.267303,0.0997294,0
0.268875,0.0996318,0
0.270447,0.0995333,0
0.27202,0.0994339,0
0.273592,0.0993334,0
0.275165,0.099232,0
0.276737,0.0991296,0
0.278309,0.0990263,0
0.279882,0.098922,0
0.281454,0.0988167,0
0.283026,0.0987103,0
0.284599,0.0986029,0
0.286171,0.0984945,0
0.287743,0.0983851,0
0.289316,0.0982746,0
0.290888,0.0981632,0
0.292461,0.0980506,0
0.294033,0.097937,0
0.295605,0.0978223,0
0.297178,0.0977065,0
0.29875,0.0975896,0
0.300322,0.0974717,0
0.301895,0.0973526,0
0.303467,0.0972324,0
0.30504,0.097111,0
0.306612,0.0969886,0
0.308184,0.0968649,0
0.309757,0.0967402,0
0.311329,0.0966143,0
0.312901,0.0964872,0
0.314474,0.0963589,0
0.316046,0.0962294,0
0.317618,0.0960987,0
0.319191,0.0959669,0
0.320763,0.0958338,0
0.322336,0.0956995,0
0.323908,0.095564,0
0.32548,0.0954271,0
0.327053,0.0952891,0
0.328625,0.0951497,0
0.330197,0.0950092,0
0.33177,0.0948673,0
0.333342,0.0947241,0
0.334915,0.0945796,0
0.336487,0.0944338,0
0.338059,0.0942867,0
0.339632,0.0941383,0
0.341204,0.0939885,0
0.342776,0.0938374,0
0.344349,0.0936848,0
0.345921,0.0935309,0
0.347493,0.0933756,0
0.349066,0.093219,0
0.350638,0.093061,0
0.352211,0.0929015,0
0.353783,0.0927406,0
0.355355,0.0925782,0
0.356928,0.0924144,0
0.3585,0.0922492,0
0.360072,0.0920825,0
0.361645,0.0919144,0
0.363217,0.0917447,0
0.36479,0.0915735,0
0.366362,0.0914008,0
0.367934,0.0912266,0
0.369507,0.0910509,0
0.371079,0.0908737,0
0.372651,0.090695,0
0.374224,0.0905146,0
0.375796,0.0903326,0
0.377368,0.0901491,0
0.378941,0.089964,0
0.380513,0.0897773,0
0.382086,0.0895891,0
0.383658,0.0893991,0
0.38523,0.0892075,0
0.386803,0.0890143,0
0.388375,0.0888194,0
0.389947,0.088623,0
0.39152,0.0884248,0
0.393092,0.0882249,0
0.394665,0.0880233,0
0.396237,0.08782,0
0.397809,0.087615,0
0.399382,0.0874083,0
0.400954,0.0871999,0
0.402526,0.0869897,0
0.404099,0.0867777,0
0.405671,0.086564,0
0.407243,0.0863484,0
0.408816,0.0861312,0
0.410388,0.0859121,0
0.411961,0.0856913,0
0.413533,0.0854685,0
0.415105,0.085244,0
0.416678,0.0850175,0
0.41825,0.0847893,0
0.419822,0.0845593,0
0.421395,0.0843274,0
0.422967,0.0840935,0
0.42454,0.0838578,0
0.426112,0.0836201,0
0.427684,0.0833806,0
0.429257,0.0831391,0
0.430829,0.0828958,0
0.432401,0.0826505,0
0.433974,0.0824033,0
0.435546,0.082154,0
0.437118,0.0819028,0
0.438691,0.0816496,0
0.440263,0.0813946,0
0.441836,0.0811375,0
0.443408,0.0808783,0
0.44498,0.0806171,0
0.446553,0.0803539,0
0.448125,0.0800887,0
0.449697,0.0798215,0
0.45127,0.0795523,0
0.452842,0.079281,0
0.454415,0.0790076,0
0.455987,0.078732,0
0.457559,0.0784544,0
0.459132,0.0781748,0
0.460704,0.0778931,0
0.462276,0.0776093,0
0.463849,0.0773233,0
0.465421,0.0770352,0
0.466994,0.0767449,0
0.468566,0.0764526,0
0.470138,0.0761581,0
0.471711,0.0758615,0
0.473283,0.0755627,0
0.474855,0.0752616,0
0.476428,0.0749584,0
0.478,0.074653,0
0.479572,0.0743455,0
0.481145,0.0740358,0
0.482717,0.0737239,0
0.48429,0.0734097,0
0.485862,0.0730933,0
0.487434,0.0727746,0
0.489007,0.0724538,0
0.490579,0.0721308,0
0.492151,0.0718055,0
0.493724,0.0714779,0
0.495296,0.071148,0
0.496869,0.0708159,0
0.498441,0.0704815,0
0.500013,0.0701449,0
0.501586,0.0698061,0
0.503158,0.0694649,0
0.50473,0.0691213,0
0.506303,0.0687755,0
0.507875,0.0684273,0
0.509447,0.068077,0
0.51102,0.0677244,0
0.512592,0.0673694,0
0.514165,0.067012,0
0.515737,0.0666523,0
0.517309,0.0662903,0
0.518882,0.065926,0
0.520454,0.0655594,0
0.522026,0.0651905,0
0.523599,0.0648191,0
0.525171,0.0644454,0
0.526744,0.0640693,0
0.528316,0.0636909,0
0.529888,0.0633103,0
0.531461,0.0629273,0
0.533033,0.0625419,0
0.534605,0.062154,0
0.536178,0.0617638,0
0.53775,0.0613713,0
0.539322,0.0609764,0
0.540895,0.0605793,0
0.542467,0.0601797,0
0.54404,0.0597777,0
0.545612,0.0593733,0
0.547184,0.0589665,0
0.548757,0.0585574,0
0.550329,0.058146,0
0.551901,0.0577323,0
0.553474,0.057316,0
0.555046,0.0568974,0
0.556619,0.0564764,0
0.558191,0.056053,0
0.559763,0.0556274,0
0.561336,0.0551995,0
0.562908,0.054769,0
0.56448,0.0543362,0
0.566053,0.053901,0
0.567625,0.0534635,0
0.569197,0.0530237,0
0.57077,0.0525816,0
0.572342,0.052137,0
0.573915,0.05169,0
0.575487,0.0512407,0
0.577059,0.050789,0
0.578632,0.0503351,0
0.580204,0.0498789,0
0.581776,0.0494204,0
