# 20240927_193701
alpha,DrRe,DrIm
0,75.4824,0
0.00314989,75.5492,0
0.00629978,75.599,0
0.00944968,75.6357,0
0.0125996,75.6625,0
0.0157495,75.6821,0
0.0188994,75.6966,0
0.0220492,75.7078,0
0.0251991,75.7171,0
0.028349,75.7256,0
0.0314989,75.7341,0
0.0346488,75.7433,0
0.0377987,75.7535,0
0.0409486,75.7652,0
0.0440985,75.7784,0
0.0472484,75.7934,0
0.0503983,75.8101,0
0.0535482,75.8285,0
0.0566981,75.8486,0
0.059848,75.8703,0
0.0629978,75.8934,0
0.0661477,75.9179,0
0.0692976,75.9437,0
0.0724475,75.9706,0
0.0755974,75.9986,0
0.0787473,76.0275,0
0.0818972,76.0573,0
0.0850471,76.0879,0
0.088197,76.1193,0
0.0913469,76.1514,0
0.0944968,76.1841,0
0.0976467,76.2176,0
0.100797,76.2516,0
0.103946,76.2863,0
0.107096,76.3217,0
0.110246,76.3577,0
0.113396,76.3943,0
0.116546,76.4317,0
0.119696,76.4698,0
0.122846,76.5086,0
0.125996,76.5481,0
0.129146,76.5885,0
0.132295,76.6296,0
0.135445,76.6715,0
0.138595,76.7142,0
0.141745,76.7577,0
0.144895,76.802,0
0.148045,76.8471,0
0.151195,76.8931,0
0.154345,76.9397,0
0.157495,76.9872,0
0.160645,77.0353,0
0.163794,77.0841,0
0.166944,77.1335,0
0.170094,77.1835,0
0.173244,77.2341,0
0.176394,77.2851,0
0.179544,77.3365,0
0.182694,77.3883,0
0.185844,77.4404,0
0.188994,77.4926,0
0.192143,77.545,0
0.195293,77.5975,0
0.198443,77.6499,0
0.201593,77.7022,0
0.204743,77.7544,0
0.207893,77.8063,0
0.211043,77.8578,0
0.214193,77.9089,0
0.217343,77.9595,0
0.220492,78.0095,0
0.223642,78.0589,0
0.226792,78.1075,0
0.229942,78.1553,0
0.233092,78.2022,0
0.236242,78.2482,0
0.239392,78.2931,0
0.242542,78.3369,0
0.245692,78.3796,0
0.248842,78.421,0
0.251991,78.4611,0
0.255141,78.4998,0
0.258291,78.5371,0
