# 20240927_193701
alpha,rRe,rIm
0,0,0
0.00314989,0.2468,0
0.00629978,0.491615,0
0.00944968,0.734812,0
0.0125996,0.976706,0
0.0157495,1.21756,0
0.0188994,1.45761,0
0.0220492,1.69704,0
0.0251991,1.93601,0
0.028349,2.17466,0
0.0314989,2.41309,0
0.0346488,2.65139,0
0.0377987,2.88963,0
0.0409486,3.12786,0
0.0440985,3.36614,0
0.0472484,3.60449,0
0.0503983,3.84294,0
0.0535482,4.0815,0
0.0566981,4.32019,0
0.059848,4.55901,0
0.0629978,4.79796,0
0.0661477,5.03704,0
0.0692976,5.27625,0
0.0724475,5.51558,0
0.0755974,5.75504,0
0.0787473,5.99462,0
0.0818972,6.2343,0
0.0850471,6.47409,0
0.088197,6.71399,0
0.0913469,6.95398,0
0.0944968,7.19406,0
0.0976467,7.43424,0
0.100797,7.67451,0
0.103946,7.91487,0
0.107096,8.15532,0
0.110246,8.39586,0
0.113396,8.63649,0
0.116546,8.87721,0
0.119696,9.11804,0
0.122846,9.35896,0
0.125996,9.59999,0
0.129146,9.84113,0
0.132295,10.0824,0
0.135445,10.3237,0
0.138595,10.5652,0
0.141745,10.8069,0
0.144895,11.0486,0
0.148045,11.2905,0
0.151195,11.5325,0
0.154345,11.7747,0
0.157495,12.017,0
0.160645,12.2595,0
0.163794,12.5022,0
0.166944,12.745,0
0.170094,12.9879,0
0.173244,13.2311,0
0.176394,13.4744,0
0.179544,13.7178,0
0.182694,13.9615,0
0.185844,14.2053,0
0.188994,14.4493,0
0.192143,14.6935,0
0.195293,14.9378,0
0.198443,15.1823,0
0.201593,15.427,0
0.204743,15.6719,0
0.207893,15.9169,0
0.211043,16.1621,0
0.214193,16.4075,0
0.217343,16.653,0
0.220492,16.8987,0
0.223642,17.1446,0
0.226792,17.3906,0
0.229942,17.6368,0
0.233092,17.8831,0
0.236242,18.1296,0
0.239392,18.3762,0
0.242542,18.6229,0
0.245692,18.8698,0
0.248842,19.1168,0
0.251991,19.3639,0
0.255141,19.6112,0
0.258291,19.8586,0
0.261441,20.1061,0
0.264591,20.3536,0
0.267741,20.6013,0
0.270891,20.8491,0
0.274041,21.097,0
0.277191,21.345,0
0.28034,21.593,0
0.28349,21.8412,0
0.28664,22.0894,0
0.28979,22.3376,0
0.29294,22.586,0
0.29609,22.8344,0
0.29924,23.0828,0
0.30239,23.3312,0
0.30554,23.5797,0
0.308689,23.8283,0
0.311839,24.0768,0
0.314989,24.3254,0
0.318139,24.5739,0
0.321289,24.8225,0
0.324439,25.071,0
0.327589,25.3195,0
0.330739,25.568,0
0.333889,25.8165,0
