# 20240927_193701
alpha,DrRe,DrIm
0,75.4824,0
0.00157237,75.517,0
0.00314474,75.5491,0
0.00471711,75.5759,0
0.00628947,75.5989,0
0.00786184,75.6186,0
0.00943421,75.6356,0
0.0110066,75.65,0
0.0125789,75.6624,0
0.0141513,75.6729,0
0.0157237,75.6819,0
0.0172961,75.6897,0
0.0188684,75.6965,0
0.0204408,75.7024,0
0.0220132,75.7077,0
0.0235855,75.7125,0
0.0251579,75.717,0
0.0267303,75.7213,0
0.0283026,75.7255,0
0.029875,75.7297,0
0.0314474,75.734,0
0.0330197,75.7384,0
0.0345921,75.7431,0
0.0361645,75.748,0
0.0377368,75.7533,0
0.0393092,75.7589,0
0.0408816,75.7649,0
0.042454,75.7713,0
0.0440263,75.7781,0
0.0455987,75.7853,0
0.0471711,75.793,0
0.0487434,75.8011,0
0.0503158,75.8096,0
0.0518882,75.8186,0
0.0534605,75.828,0
0.0550329,75.8378,0
0.0566053,75.848,0
0.0581776,75.8586,0
0.05975,75.8696,0
0.0613224,75.8809,0
0.0628947,75.8926,0
0.0644671,75.9047,0
0.0660395,75.917,0
0.0676119,75.9297,0
0.0691842,75.9427,0
0.0707566,75.956,0
0.072329,75.9696,0
0.0739013,75.9834,0
0.0754737,75.9975,0
0.0770461,76.0118,0
0.0786184,76.0263,0
0.0801908,76.0411,0
0.0817632,76.056,0
0.0833355,76.0712,0
0.0849079,76.0866,0
0.0864803,76.1021,0
0.0880526,76.1178,0
0.089625,76.1338,0
0.0911974,76.1498,0
0.0927698,76.1661,0
0.0943421,76.1825,0
0.0959145,76.1991,0
0.0974869,76.2158,0
0.0990592,76.2328,0
0.100632,76.2498,0
0.102204,76.267,0
0.103776,76.2844,0
0.105349,76.302,0
0.106921,76.3197,0
0.108493,76.3375,0
0.110066,76.3556,0
0.111638,76.3738,0
0.113211,76.3922,0
0.114783,76.4107,0
0.116355,76.4294,0
0.117928,76.4483,0
0.1195,76.4674,0
0.121072,76.4866,0
0.122645,76.5061,0
0.124217,76.5257,0
0.125789,76.5455,0
0.127362,76.5655,0
0.128934,76.5857,0
0.130507,76.6061,0
0.132079,76.6267,0
0.133651,76.6475,0
0.135224,76.6685,0
0.136796,76.6897,0
0.138368,76.7111,0
0.139941,76.7327,0
0.141513,76.7545,0
0.143086,76.7765,0
0.144658,76.7987,0
0.14623,76.8211,0
0.147803,76.8436,0
0.149375,76.8664,0
0.150947,76.8894,0
0.15252,76.9126,0
0.154092,76.936,0
0.155665,76.9595,0
0.157237,76.9832,0
0.158809,77.0072,0
0.160382,77.0312,0
0.161954,77.0555,0
0.163526,77.0799,0
0.165099,77.1045,0
0.166671,77.1292,0
0.168243,77.1541,0
0.169816,77.1791,0
0.171388,77.2042,0
0.172961,77.2295,0
0.174533,77.2549,0
0.176105,77.2804,0
0.177678,77.306,0
0.17925,77.3317,0
0.180822,77.3575,0
0.182395,77.3834,0
0.183967,77.4093,0
0.18554,77.4353,0
0.187112,77.4614,0
0.188684,77.4875,0
0.190257,77.5136,0
0.191829,77.5398,0
0.193401,77.566,0
0.194974,77.5922,0
0.196546,77.6183,0
0.198118,77.6445,0
0.199691,77.6706,0
0.201263,77.6968,0
0.202836,77.7228,0
0.204408,77.7488,0
0.20598,77.7748,0
0.207553,77.8007,0
0.209125,77.8265,0
0.210697,77.8522,0
0.21227,77.8778,0
0.213842,77.9032,0
0.215415,77.9286,0
0.216987,77.9538,0
0.218559,77.9789,0
0.220132,78.0038,0
0.221704,78.0286,0
0.223276,78.0532,0
0.224849,78.0776,0
0.226421,78.1018,0
0.227993,78.1258,0
0.229566,78.1496,0
0.231138,78.1732,0
0.232711,78.1966,0
0.234283,78.2197,0
0.235855,78.2426,0
0.237428,78.2652,0
0.239,78.2876,0
0.240572,78.3097,0
0.242145,78.3315,0
0.243717,78.353,0
0.24529,78.3742,0
0.246862,78.3951,0
0.248434,78.4157,0
0.250007,78.436,0
0.251579,78.4559,0
0.253151,78.4755,0
0.254724,78.4948,0
0.256296,78.5137,0
0.257868,78.5322,0
0.259441,78.5504,0
0.261013,78.5681,0
0.262586,78.5855,0
0.264158,78.6025,0
0.26573,78.6191,0
0.267303,78.6353,0
0.268875,78.6511,0
0.270447,78.6665,0
0.27202,78.6814,0
0.273592,78.6959,0
0.275165,78.7099,0
0.276737,78.7235,0
0.278309,78.7366,0
0.279882,78.7492,0
0.281454,78.7614,0
0.283026,78.7731,0
0.284599,78.7843,0
0.286171,78.795,0
0.287743,78.8052,0
0.289316,78.8148,0
0.290888,78.824,0
0.292461,78.8326,0
0.294033,78.8407,0
0.295605,78.8482,0
0.297178,78.8552,0
0.29875,78.8616,0
0.300322,78.8674,0
0.301895,78.8727,0
0.303467,78.8773,0
0.30504,78.8814,0
0.306612,78.8848,0
0.308184,78.8877,0
0.309757,78.8899,0
0.311329,78.8916,0
0.312901,78.8923,0
0.314474,78.8927,0
0.316046,78.8924,0
0.317618,78.8913,0
0.319191,78.8897,0
0.320763,78.8872,0
0.322336,78.8842,0
0.323908,78.8803,0
0.32548,78.8758,0
0.327053,78.8705,0
0.328625,78.8646,0
0.330197,78.8578,0
0.33177,78.8504,0
0.333342,78.8421,0
0.334915,78.8331,0
0.336487,78.8232,0
0.338059,78.8127,0
0.339632,78.8012,0
0.341204,78.789,0
0.342776,78.7759,0
0.344349,78.762,0
0.345921,78.7473,0
0.347493,78.7317,0
0.349066,78.7152,0
0.350638,78.6978,0
0.352211,78.6795,0
0.353783,78.6604,0
0.355355,78.6403,0
0.356928,78.6193,0
0.3585,78.5974,0
0.360072,78.5745,0
0.361645,78.5507,0
0.363217,78.5259,0
0.36479,78.5001,0
0.366362,78.4734,0
0.367934,78.4456,0
0.369507,78.4169,0
0.371079,78.3871,0
0.372651,78.3563,0
0.374224,78.3244,0
0.375796,78.2915,0
0.377368,78.2576,0
0.378941,78.2226,0
0.380513,78.1865,0
0.382086,78.1493,0
0.383658,78.111,0
0.38523,78.0716,0
0.386803,78.0311,0
0.388375,77.9895,0
0.389947,77.9467,0
0.39152,77.9028,0
0.393092,77.8578,0
0.394665,77.8116,0
0.396237,77.7642,0
0.397809,77.7156,0
0.399382,77.6659,0
0.400954,77.615,0
0.402526,77.5628,0
0.404099,77.5095,0
0.405671,77.4549,0
0.407243,77.3992,0
0.408816,77.3421,0
0.410388,77.2839,0
0.411961,77.2244,0
0.413533,77.1637,0
0.415105,77.1017,0
0.416678,77.0384,0
0.41825,76.9739,0
0.419822,76.9081,0
0.421395,76.8411,0
0.422967,76.7727,0
0.42454,76.7031,0
0.426112,76.6321,0
0.427684,76.5599,0
0.429257,76.4863,0
0.430829,76.4115,0
0.432401,76.3353,0
0.433974,76.2579,0
0.435546,76.1791,0
0.437118,76.0989,0
0.438691,76.0175,0
0.440263,75.9347,0
0.441836,75.8506,0
0.443408,75.7652,0
0.44498,75.6784,0
0.446553,75.5903,0
0.448125,75.5008,0
0.449697,75.41,0
