# 20240927_193701
alpha,rRe,rIm
0,0,0
0.00157237,0.123322,0
0.00314474,0.246397,0
0.00471711,0.368831,0
0.00628947,0.490816,0
0.00786184,0.612401,0
0.00943421,0.733621,0
0.0110066,0.85452,0
0.0125789,0.975125,0
0.0141513,1.09548,0
0.0157237,1.2156,0
0.0172961,1.33552,0
0.0188684,1.45526,0
0.0204408,1.57485,0
0.0220132,1.6943,0
0.0235855,1.81364,0
0.0251579,1.93289,0
0.0267303,2.05205,0
0.0283026,2.17115,0
0.029875,2.29019,0
0.0314474,2.40919,0
0.0330197,2.52815,0
0.0345921,2.6471,0
0.0361645,2.76603,0
0.0377368,2.88495,0
0.0393092,3.00387,0
0.0408816,3.1228,0
0.042454,3.24173,0
0.0440263,3.36068,0
0.0455987,3.47965,0
0.0471711,3.59864,0
0.0487434,3.71766,0
0.0503158,3.8367,0
0.0518882,3.95577,0
0.0534605,4.07487,0
0.0550329,4.194,0
0.0566053,4.31316,0
0.0581776,4.43235,0
0.05975,4.55158,0
0.0613224,4.67084,0
0.0628947,4.79013,0
0.0644671,4.90946,0
0.0660395,5.02882,0
0.0676119,5.14821,0
0.0691842,5.26763,0
0.0707566,5.38709,0
0.072329,5.50657,0
0.0739013,5.62609,0
0.0754737,5.74563,0
0.0770461,5.86521,0
0.0786184,5.98481,0
0.0801908,6.10444,0
0.0817632,6.2241,0
0.0833355,6.34378,0
0.0849079,6.46349,0
0.0864803,6.58323,0
0.0880526,6.70299,0
0.089625,6.82278,0
0.0911974,6.94258,0
0.0927698,7.06242,0
0.0943421,7.18227,0
0.0959145,7.30215,0
0.0974869,7.42205,0
0.0990592,7.54198,0
0.100632,7.66192,0
0.102204,7.78189,0
0.103776,7.90189,0
0.105349,8.0219,0
0.106921,8.14194,0
0.108493,8.26199,0
0.110066,8.38208,0
0.111638,8.50218,0
0.113211,8.62231,0
0.114783,8.74246,0
0.116355,8.86263,0
0.117928,8.98283,0
0.1195,9.10306,0
0.121072,9.22331,0
0.122645,9.34358,0
0.124217,9.46388,0
0.125789,9.58421,0
0.127362,9.70456,0
0.128934,9.82495,0
0.130507,9.94535,0
0.132079,10.0658,0
0.133651,10.1863,0
0.135224,10.3068,0
0.136796,10.4273,0
0.138368,10.5478,0
0.139941,10.6684,0
0.141513,10.7891,0
0.143086,10.9097,0
0.144658,11.0304,0
0.14623,11.1511,0
0.147803,11.2719,0
0.149375,11.3927,0
0.150947,11.5135,0
0.15252,11.6344,0
0.154092,11.7553,0
0.155665,11.8762,0
0.157237,11.9972,0
0.158809,12.1182,0
0.160382,12.2393,0
0.161954,12.3604,0
0.163526,12.4815,0
0.165099,12.6027,0
0.166671,12.7239,0
0.168243,12.8451,0
0.169816,12.9664,0
0.171388,13.0878,0
0.172961,13.2092,0
0.174533,13.3306,0
0.176105,13.4521,0
0.177678,13.5736,0
0.17925,13.6951,0
0.180822,13.8167,0
0.182395,13.9383,0
0.183967,14.06,0
0.18554,14.1818,0
0.187112,14.3035,0
0.188684,14.4253,0
0.190257,14.5472,0
0.191829,14.6691,0
0.193401,14.791,0
0.194974,14.913,0
0.196546,15.035,0
0.198118,15.1571,0
0.199691,15.2792,0
0.201263,15.4014,0
0.202836,15.5236,0
0.204408,15.6458,0
0.20598,15.7681,0
0.207553,15.8905,0
0.209125,16.0128,0
0.210697,16.1352,0
0.21227,16.2577,0
0.213842,16.3802,0
0.215415,16.5027,0
0.216987,16.6253,0
0.218559,16.7479,0
0.220132,16.8706,0
0.221704,16.9933,0
0.223276,17.116,0
0.224849,17.2388,0
0.226421,17.3616,0
0.227993,17.4845,0
0.229566,17.6074,0
0.231138,17.7303,0
0.232711,17.8533,0
0.234283,17.9763,0
0.235855,18.0993,0
0.237428,18.2224,0
0.239,18.3455,0
0.240572,18.4686,0
0.242145,18.5918,0
0.243717,18.715,0
0.24529,18.8383,0
0.246862,18.9616,0
0.248434,19.0849,0
0.250007,19.2082,0
0.251579,19.3316,0
0.253151,19.455,0
0.254724,19.5784,0
0.256296,19.7019,0
0.257868,19.8254,0
0.259441,19.9489,0
0.261013,20.0724,0
0.262586,20.196,0
0.264158,20.3196,0
0.26573,20.4432,0
0.267303,20.5669,0
0.268875,20.6906,0
0.270447,20.8143,0
0.27202,20.938,0
0.273592,21.0617,0
0.275165,21.1855,0
0.276737,21.3093,0
0.278309,21.4331,0
0.279882,21.5569,0
0.281454,21.6808,0
0.283026,21.8046,0
0.284599,21.9285,0
0.286171,22.0524,0
0.287743,22.1763,0
0.289316,22.3003,0
0.290888,22.4242,0
0.292461,22.5482,0
0.294033,22.6722,0
0.295605,22.7961,0
0.297178,22.9201,0
0.29875,23.0442,0
0.300322,23.1682,0
0.301895,23.2922,0
0.303467,23.4162,0
0.30504,23.5403,0
0.306612,23.6643,0
0.308184,23.7884,0
0.309757,23.9125,0
0.311329,24.0365,0
0.312901,24.1606,0
0.314474,24.2847,0
0.316046,24.4088,0
0.317618,24.5328,0
0.319191,24.6569,0
0.320763,24.781,0
0.322336,24.9051,0
0.323908,25.0291,0
0.32548,25.1532,0
0.327053,25.2773,0
0.328625,25.4013,0
0.330197,25.5253,0
0.33177,25.6494,0
0.333342,25.7734,0
0.334915,25.8974,0
0.336487,26.0214,0
0.338059,26.1454,0
0.339632,26.2694,0
0.341204,26.3933,0
0.342776,26.5172,0
0.344349,26.6412,0
0.345921,26.7651,0
0.347493,26.8889,0
0.349066,27.0128,0
0.350638,27.1366,0
0.352211,27.2604,0
0.353783,27.3842,0
0.355355,27.5079,0
0.356928,27.6316,0
0.3585,27.7553,0
0.360072,27.879,0
0.361645,28.0026,0
0.363217,28.1262,0
0.36479,28.2497,0
0.366362,28.3732,0
0.367934,28.4967,0
0.369507,28.6201,0
0.371079,28.7435,0
0.372651,28.8668,0
0.374224,28.9901,0
0.375796,29.1133,0
0.377368,29.2365,0
0.378941,29.3596,0
0.380513,29.4827,0
0.382086,29.6057,0
0.383658,29.7287,0
0.38523,29.8516,0
0.386803,29.9744,0
0.388375,30.0972,0
0.389947,30.2199,0
0.39152,30.3425,0
0.393092,30.4651,0
0.394665,30.5876,0
0.396237,30.71,0
0.397809,30.8324,0
0.399382,30.9547,0
0.400954,31.0769,0
0.402526,31.199,0
0.404099,31.3211,0
0.405671,31.443,0
0.407243,31.5649,0
0.408816,31.6867,0
0.410388,31.8084,0
0.411961,31.93,0
0.413533,32.0515,0
0.415105,32.1729,0
0.416678,32.2942,0
0.41825,32.4154,0
0.419822,32.5365,0
0.421395,32.6575,0
0.422967,32.7784,0
0.42454,32.8992,0
0.426112,33.0199,0
0.427684,33.1404,0
0.429257,33.2609,0
0.430829,33.3812,0
0.432401,33.5014,0
0.433974,33.6215,0
0.435546,33.7415,0
0.437118,33.8614,0
0.438691,33.9811,0
0.440263,34.1007,0
0.441836,34.2201,0
0.443408,34.3394,0
0.44498,34.4586,0
