# 20240927_193701
alpha,tauRe,tauIm
0,78.06,0
0.00157237,78.0623,0
0.00314474,78.0644,0
0.00471711,78.0662,0
0.00628947,78.0676,0
0.00786184,78.0689,0
0.00943421,78.0698,0
0.0110066,78.0706,0
0.0125789,78.0712,0
0.0141513,78.0716,0
0.0157237,78.0719,0
0.0172961,78.0719,0
0.0188684,78.0719,0
0.0204408,78.0718,0
0.0220132,78.0715,0
0.0235855,78.0712,0
0.0251579,78.0708,0
0.0267303,78.0703,0
0.0283026,78.0697,0
0.029875,78.069,0
0.0314474,78.0683,0
0.0330197,78.0676,0
0.0345921,78.0668,0
0.0361645,78.066,0
0.0377368,78.0651,0
0.0393092,78.0642,0
0.0408816,78.0632,0
0.042454,78.0623,0
0.0440263,78.0613,0
0.0455987,78.0602,0
0.0471711,78.0592,0
0.0487434,78.0581,0
0.0503158,78.057,0
0.0518882,78.0559,0
0.0534605,78.0548,0
0.0550329,78.0536,0
0.0566053,78.0524,0
0.0581776,78.0512,0
0.05975,78.05,0
0.0613224,78.0487,0
0.0628947,78.0475,0
0.0644671,78.0462,0
0.0660395,78.0448,0
0.0676119,78.0435,0
0.0691842,78.0421,0
0.0707566,78.0407,0
0.072329,78.0393,0
0.0739013,78.0378,0
0.0754737,78.0364,0
0.0770461,78.0349,0
0.0786184,78.0333,0
0.0801908,78.0317,0
0.0817632,78.0301,0
0.0833355,78.0285,0
0.0849079,78.0268,0
0.0864803,78.0251,0
0.0880526,78.0234,0
0.089625,78.0216,0
0.0911974,78.0198,0
0.0927698,78.0179,0
0.0943421,78.016,0
0.0959145,78.014,0
0.0974869,78.0121,0
0.0990592,78.01,0
0.100632,78.008,0
0.102204,78.0058,0
0.103776,78.0037,0
0.105349,78.0015,0
0.106921,77.9992,0
0.108493,77.9969,0
0.110066,77.9946,0
0.111638,77.9922,0
0.113211,77.9898,0
0.114783,77.9873,0
0.116355,77.9847,0
0.117928,77.9821,0
0.1195,77.9795,0
0.121072,77.9768,0
0.122645,77.9741,0
0.124217,77.9713,0
0.125789,77.9684,0
0.127362,77.9655,0
0.128934,77.9626,0
0.130507,77.9596,0
0.132079,77.9565,0
0.133651,77.9534,0
0.135224,77.9502,0
0.136796,77.947,0
0.138368,77.9437,0
0.139941,77.9404,0
0.141513,77.937,0
0.143086,77.9335,0
0.144658,77.93,0
0.14623,77.9264,0
0.147803,77.9228,0
0.149375,77.9191,0
0.150947,77.9153,0
0.15252,77.9115,0
0.154092,77.9076,0
0.155665,77.9037,0
0.157237,77.8997,0
0.158809,77.8956,0
0.160382,77.8915,0
0.161954,77.8873,0
0.163526,77.883,0
0.165099,77.8787,0
0.166671,77.8743,0
0.168243,77.8698,0
0.169816,77.8652,0
0.171388,77.8606,0
0.172961,77.8559,0
0.174533,77.8512,0
0.176105,77.8464,0
0.177678,77.8415,0
0.17925,77.8365,0
0.180822,77.8314,0
0.182395,77.8263,0
0.183967,77.8211,0
0.18554,77.8158,0
0.187112,77.8104,0
0.188684,77.805,0
0.190257,77.7994,0
0.191829,77.7938,0
0.193401,77.7881,0
0.194974,77.7824,0
0.196546,77.7765,0
0.198118,77.7705,0
0.199691,77.7645,0
0.201263,77.7583,0
0.202836,77.7521,0
0.204408,77.7458,0
0.20598,77.7394,0
0.207553,77.7328,0
0.209125,77.7262,0
0.210697,77.7195,0
0.21227,77.7127,0
0.213842,77.7058,0
0.215415,77.6988,0
0.216987,77.6917,0
0.218559,77.6844,0
0.220132,77.6771,0
0.221704,77.6697,0
0.223276,77.6621,0
0.224849,77.6544,0
0.226421,77.6467,0
0.227993,77.6388,0
0.229566,77.6308,0
0.231138,77.6226,0
0.232711,77.6144,0
0.234283,77.606,0
0.235855,77.5975,0
0.237428,77.5889,0
0.239,77.5802,0
0.240572,77.5713,0
0.242145,77.5623,0
0.243717,77.5532,0
0.24529,77.5439,0
0.246862,77.5345,0
0.248434,77.525,0
0.250007,77.5153,0
0.251579,77.5055,0
0.253151,77.4955,0
0.254724,77.4854,0
0.256296,77.4752,0
0.257868,77.4648,0
0.259441,77.4542,0
0.261013,77.4435,0
0.262586,77.4327,0
0.264158,77.4217,0
0.26573,77.4105,0
0.267303,77.3992,0
0.268875,77.3877,0
0.270447,77.3761,0
0.27202,77.3643,0
0.273592,77.3523,0
0.275165,77.3402,0
0.276737,77.3279,0
0.278309,77.3154,0
0.279882,77.3028,0
0.281454,77.2899,0
0.283026,77.2769,0
0.284599,77.2637,0
0.286171,77.2504,0
0.287743,77.2368,0
0.289316,77.2231,0
0.290888,77.2092,0
0.292461,77.195,0
0.294033,77.1807,0
0.295605,77.1662,0
0.297178,77.1516,0
0.29875,77.1367,0
0.300322,77.1216,0
0.301895,77.1063,0
0.303467,77.0908,0
0.30504,77.0751,0
0.306612,77.0592,0
0.308184,77.0431,0
0.309757,77.0267,0
0.311329,77.0102,0
0.312901,76.9934,0
0.314474,76.9765,0
0.316046,76.9593,0
0.317618,76.9419,0
0.319191,76.9242,0
0.320763,76.9063,0
0.322336,76.8883,0
0.323908,76.8699,0
0.32548,76.8514,0
0.327053,76.8326,0
0.328625,76.8136,0
0.330197,76.7943,0
0.33177,76.7748,0
0.333342,76.755,0
0.334915,76.735,0
0.336487,76.7148,0
0.338059,76.6943,0
0.339632,76.6735,0
0.341204,76.6525,0
0.342776,76.6313,0
0.344349,76.6098,0
0.345921,76.588,0
0.347493,76.566,0
0.349066,76.5437,0
0.350638,76.5211,0
0.352211,76.4983,0
0.353783,76.4751,0
0.355355,76.4518,0
0.356928,76.4281,0
0.3585,76.4042,0
0.360072,76.38,0
0.361645,76.3555,0
0.363217,76.3307,0
0.36479,76.3056,0
0.366362,76.2803,0
0.367934,76.2546,0
0.369507,76.2287,0
0.371079,76.2025,0
0.372651,76.176,0
0.374224,76.1491,0
0.375796,76.122,0
0.377368,76.0946,0
0.378941,76.0669,0
0.380513,76.0388,0
0.382086,76.0105,0
0.383658,75.9818,0
0.38523,75.9529,0
0.386803,75.9236,0
0.388375,75.894,0
0.389947,75.8641,0
0.39152,75.8338,0
0.393092,75.8032,0
0.394665,75.7724,0
0.396237,75.7411,0
0.397809,75.7096,0
0.399382,75.6777,0
0.400954,75.6455,0
0.402526,75.613,0
0.404099,75.5801,0
0.405671,75.5469,0
0.407243,75.5133,0
0.408816,75.4794,0
0.410388,75.4452,0
0.411961,75.4106,0
0.413533,75.3756,0
0.415105,75.3403,0
0.416678,75.3047,0
0.41825,75.2687,0
0.419822,75.2323,0
0.421395,75.1956,0
0.422967,75.1586,0
0.42454,75.1211,0
0.426112,75.0834,0
0.427684,75.0452,0
0.429257,75.0067,0
0.430829,74.9678,0
0.432401,74.9285,0
0.433974,74.8889,0
0.435546,74.8489,0
0.437118,74.8085,0
0.438691,74.7678,0
0.440263,74.7267,0
0.441836,74.6852,0
0.443408,74.6433,0
0.44498,74.601,0
0.446553,74.5584,0
0.448125,74.5154,0
0.449697,74.472,0
0.45127,74.4282,0
0.452842,74.384,0
0.454415,74.3394,0
0.455987,74.2944,0
0.457559,74.2491,0
0.459132,74.2033,0
0.460704,74.1572,0
0.462276,74.1106,0
0.463849,74.0637,0
0.465421,74.0163,0
0.466994,73.9686,0
0.468566,73.9205,0
0.470138,73.8719,0
0.471711,73.823,0
0.473283,73.7736,0
0.474855,73.7239,0
0.476428,73.6737,0
0.478,73.6232,0
0.479572,73.5722,0
0.481145,73.5208,0
0.482717,73.469,0
0.48429,73.4168,0
0.485862,73.3642,0
0.487434,73.3112,0
0.489007,73.2577,0
0.490579,73.2039,0
0.492151,73.1496,0
0.493724,73.0949,0
0.495296,73.0398,0
0.496869,72.9843,0
0.498441,72.9284,0
0.500013,72.872,0
0.501586,72.8152,0
0.503158,72.758,0
0.50473,72.7004,0
0.506303,72.6424,0
0.507875,72.5839,0
0.509447,72.525,0
0.51102,72.4657,0
0.512592,72.406,0
0.514165,72.3458,0
0.515737,72.2852,0
0.517309,72.2242,0
0.518882,72.1628,0
0.520454,72.1009,0
0.522026,72.0386,0
0.523599,71.9759,0
0.525171,71.9128,0
0.526744,71.8492,0
0.528316,71.7852,0
0.529888,71.7207,0
0.531461,71.6559,0
0.533033,71.5906,0
0.534605,71.5249,0
0.536178,71.4587,0
0.53775,71.3921,0
0.539322,71.3251,0
0.540895,71.2576,0
0.542467,71.1898,0
0.54404,71.1214,0
0.545612,71.0527,0
0.547184,70.9835,0
0.548757,70.9139,0
0.550329,70.8439,0
0.551901,70.7734,0
0.553474,70.7025,0
0.555046,70.6311,0
0.556619,70.5593,0
0.558191,70.4871,0
0.559763,70.4145,0
0.561336,70.3414,0
0.562908,70.2679,0
0.56448,70.1939,0
0.566053,70.1195,0
0.567625,70.0447,0
0.569197,69.9694,0
0.57077,69.8938,0
0.572342,69.8176,0
0.573915,69.7411,0
0.575487,69.6641,0
0.577059,69.5867,0
0.578632,69.5088,0
0.580204,69.4305,0
0.581776,69.3518,0
