# 20240725_151027
alpha,chiRe,chiIm
0,0.0160027,0
0.00157237,0.0160024,0
0.00314474,0.0160021,0
0.00471711,0.0160017,0
0.00628947,0.0160013,0
0.00786184,0.0160009,0
0.00943421,0.0160004,0
0.0110066,0.0159998,0
0.0125789,0.0159992,0
0.0141513,0.0159986,0
0.0157237,0.0159979,0
0.0172961,0.0159972,0
0.0188684,0.0159965,0
0.0204408,0.0159957,0
0.0220132,0.0159948,0
0.0235855,0.0159939,0
0.0251579,0.0159929,0
0.0267303,0.0159919,0
0.0283026,0.0159908,0
0.029875,0.0159897,0
0.0314474,0.0159885,0
0.0330197,0.0159872,0
0.0345921,0.015986,0
0.0361645,0.0159846,0
0.0377368,0.0159832,0
0.0393092,0.0159818,0
0.0408816,0.0159803,0
0.042454,0.0159788,0
0.0440263,0.0159772,0
0.0455987,0.0159755,0
0.0471711,0.0159739,0
0.0487434,0.0159722,0
0.0503158,0.0159704,0
0.0518882,0.0159686,0
0.0534605,0.0159668,0
0.0550329,0.0159649,0
0.0566053,0.015963,0
0.0581776,0.015961,0
0.05975,0.015959,0
0.0613224,0.015957,0
0.0628947,0.0159549,0
0.0644671,0.0159528,0
0.0660395,0.0159506,0
0.0676119,0.0159485,0
0.0691842,0.0159463,0
0.0707566,0.015944,0
0.072329,0.0159417,0
0.0739013,0.0159394,0
0.0754737,0.0159371,0
0.0770461,0.0159347,0
0.0786184,0.0159324,0
0.0801908,0.0159299,0
0.0817632,0.0159275,0
0.0833355,0.015925,0
0.0849079,0.0159225,0
0.0864803,0.0159198,0
0.0880526,0.0159171,0
0.089625,0.0159143,0
0.0911974,0.0159115,0
0.0927698,0.0159085,0
0.0943421,0.0159055,0
0.0959145,0.0159024,0
0.0974869,0.0158992,0
0.0990592,0.015896,0
0.100632,0.0158926,0
0.102204,0.0158892,0
0.103776,0.0158857,0
0.105349,0.0158822,0
0.106921,0.0158786,0
0.108493,0.0158749,0
0.110066,0.0158711,0
0.111638,0.0158672,0
0.113211,0.0158633,0
0.114783,0.0158593,0
0.116355,0.0158553,0
0.117928,0.0158511,0
0.1195,0.0158469,0
0.121072,0.0158427,0
0.122645,0.0158384,0
0.124217,0.015834,0
0.125789,0.0158295,0
0.127362,0.015825,0
0.128934,0.0158204,0
0.130507,0.0158157,0
0.132079,0.015811,0
0.133651,0.0158062,0
0.135224,0.0158013,0
0.136796,0.0157964,0
0.138368,0.0157914,0
0.139941,0.0157864,0
0.141513,0.0157813,0
0.143086,0.0157761,0
0.144658,0.0157709,0
0.14623,0.0157656,0
0.147803,0.0157603,0
0.149375,0.0157549,0
0.150947,0.0157494,0
0.15252,0.0157439,0
0.154092,0.0157384,0
0.155665,0.0157327,0
0.157237,0.0157271,0
0.158809,0.0157213,0
0.160382,0.0157155,0
0.161954,0.0157097,0
0.163526,0.0157038,0
0.165099,0.0156978,0
0.166671,0.0156918,0
0.168243,0.0156858,0
0.169816,0.0156797,0
0.171388,0.0156735,0
0.172961,0.0156673,0
0.174533,0.0156611,0
0.176105,0.0156548,0
0.177678,0.0156484,0
0.17925,0.015642,0
0.180822,0.0156356,0
0.182395,0.0156291,0
0.183967,0.0156226,0
0.18554,0.015616,0
0.187112,0.0156094,0
0.188684,0.0156027,0
0.190257,0.015596,0
0.191829,0.0155892,0
0.193401,0.0155824,0
0.194974,0.0155756,0
0.196546,0.0155687,0
0.198118,0.0155618,0
0.199691,0.0155548,0
0.201263,0.0155478,0
0.202836,0.0155408,0
0.204408,0.0155337,0
0.20598,0.0155266,0
0.207553,0.0155194,0
0.209125,0.0155122,0
0.210697,0.015505,0
0.21227,0.0154978,0
0.213842,0.0154905,0
0.215415,0.0154831,0
0.216987,0.0154758,0
0.218559,0.0154684,0
0.220132,0.0154609,0
