# 20241010_151911
alpha,field0Re,field0Im
0,0.0149384,0
0.00157237,0.014943,0
0.00314474,0.0149473,0
0.00471711,0.0149515,0
0.00628947,0.014956,0
0.00786184,0.0149608,0
0.00943421,0.0149663,0
0.0110066,0.0149727,0
0.0125789,0.0149802,0
0.0141513,0.0149886,0
0.0157237,0.0149979,0
0.0172961,0.0150077,0
0.0188684,0.015018,0
0.0204408,0.0150286,0
0.0220132,0.0150398,0
0.0235855,0.0150519,0
0.0251579,0.0150648,0
0.0267303,0.0150782,0
0.0283026,0.0150922,0
0.029875,0.0151065,0
0.0314474,0.0151214,0
0.0330197,0.0151371,0
0.0345921,0.0151535,0
0.0361645,0.0151704,0
0.0377368,0.0151879,0
0.0393092,0.0152059,0
0.0408816,0.0152244,0
0.042454,0.0152436,0
0.0440263,0.0152634,0
0.0455987,0.0152839,0
0.0471711,0.0153049,0
0.0487434,0.0153265,0
0.0503158,0.0153485,0
0.0518882,0.0153712,0
0.0534605,0.0153945,0
0.0550329,0.0154184,0
0.0566053,0.015443,0
0.0581776,0.0154681,0
0.05975,0.0154937,0
0.0613224,0.0155198,0
0.0628947,0.0155466,0
0.0644671,0.0155741,0
0.0660395,0.0156021,0
0.0676119,0.0156308,0
0.0691842,0.0156599,0
0.0707566,0.0156896,0
0.072329,0.0157199,0
0.0739013,0.0157509,0
0.0754737,0.0157824,0
0.0770461,0.0158146,0
0.0786184,0.0158473,0
0.0801908,0.0158805,0
0.0817632,0.0159143,0
0.0833355,0.0159488,0
0.0849079,0.0159838,0
0.0864803,0.0160195,0
0.0880526,0.0160557,0
0.089625,0.0160925,0
0.0911974,0.0161298,0
0.0927698,0.0161677,0
0.0943421,0.0162063,0
0.0959145,0.0162455,0
0.0974869,0.0162852,0
0.0990592,0.0163254,0
0.100632,0.0163662,0
0.102204,0.0164076,0
0.103776,0.0164496,0
0.105349,0.0164923,0
0.106921,0.0165354,0
0.108493,0.0165792,0
0.110066,0.0166234,0
0.111638,0.0166682,0
0.113211,0.0167136,0
0.114783,0.0167597,0
0.116355,0.0168062,0
0.117928,0.0168534,0
0.1195,0.016901,0
0.121072,0.0169492,0
0.122645,0.0169979,0
0.124217,0.0170473,0
0.125789,0.0170972,0
0.127362,0.0171477,0
0.128934,0.0171986,0
0.130507,0.0172501,0
0.132079,0.0173021,0
0.133651,0.0173547,0
0.135224,0.0174079,0
0.136796,0.0174616,0
0.138368,0.0175158,0
0.139941,0.0175705,0
0.141513,0.0176258,0
0.143086,0.0176816,0
0.144658,0.0177379,0
0.14623,0.0177948,0
0.147803,0.0178521,0
0.149375,0.01791,0
0.150947,0.0179683,0
0.15252,0.0180272,0
0.154092,0.0180866,0
0.155665,0.0181465,0
0.157237,0.0182069,0
0.158809,0.0182678,0
0.160382,0.0183291,0
0.161954,0.018391,0
0.163526,0.0184533,0
0.165099,0.0185162,0
0.166671,0.0185795,0
0.168243,0.0186433,0
0.169816,0.0187076,0
0.171388,0.0187723,0
0.172961,0.0188375,0
0.174533,0.0189031,0
0.176105,0.0189693,0
0.177678,0.0190358,0
0.17925,0.0191028,0
0.180822,0.0191702,0
0.182395,0.0192381,0
0.183967,0.0193064,0
0.18554,0.0193752,0
0.187112,0.0194444,0
0.188684,0.019514,0
0.190257,0.019584,0
0.191829,0.0196544,0
0.193401,0.0197252,0
0.194974,0.0197964,0
0.196546,0.0198681,0
0.198118,0.0199401,0
0.199691,0.0200124,0
0.201263,0.0200851,0
0.202836,0.0201582,0
0.204408,0.0202317,0
0.20598,0.0203056,0
0.207553,0.0203798,0
0.209125,0.0204543,0
0.210697,0.0205291,0
0.21227,0.0206043,0
0.213842,0.0206798,0
0.215415,0.0207556,0
0.216987,0.0208318,0
0.218559,0.0209082,0
0.220132,0.0209848,0
0.221704,0.0210618,0
0.223276,0.021139,0
0.224849,0.0212166,0
0.226421,0.0212943,0
0.227993,0.0213724,0
0.229566,0.0214505,0
0.231138,0.0215289,0
0.232711,0.0216076,0
0.234283,0.0216865,0
0.235855,0.0217656,0
0.237428,0.0218448,0
0.239,0.0219242,0
0.240572,0.0220037,0
0.242145,0.0220833,0
0.243717,0.0221632,0
0.24529,0.0222432,0
0.246862,0.0223233,0
0.248434,0.0224034,0
0.250007,0.0224836,0
0.251579,0.0225638,0
0.253151,0.0226442,0
0.254724,0.0227246,0
0.256296,0.022805,0
0.257868,0.0228855,0
0.259441,0.0229658,0
0.261013,0.0230461,0
0.262586,0.0231265,0
0.264158,0.0232068,0
0.26573,0.0232871,0
0.267303,0.0233672,0
0.268875,0.0234472,0
0.270447,0.023527,0
0.27202,0.0236067,0
0.273592,0.0236864,0
0.275165,0.0237659,0
0.276737,0.0238451,0
0.278309,0.0239241,0
0.279882,0.0240028,0
0.281454,0.0240812,0
0.283026,0.0241594,0
0.284599,0.0242374,0
0.286171,0.0243151,0
0.287743,0.0243924,0
0.289316,0.0244692,0
0.290888,0.0245455,0
0.292461,0.0246216,0
0.294033,0.0246973,0
0.295605,0.0247725,0
0.297178,0.0248472,0
0.29875,0.0249214,0
0.300322,0.0249948,0
0.301895,0.0250678,0
0.303467,0.0251403,0
0.30504,0.0252123,0
0.306612,0.0252836,0
0.308184,0.0253541,0
0.309757,0.0254238,0
0.311329,0.0254927,0
0.312901,0.025561,0
0.314474,0.0256286,0
0.316046,0.0256955,0
0.317618,0.0257614,0
0.319191,0.0258262,0
0.320763,0.02589,0
0.322336,0.025953,0
0.323908,0.0260152,0
0.32548,0.0260765,0
0.327053,0.0261366,0
0.328625,0.0261955,0
0.330197,0.026253,0
0.33177,0.0263095,0
0.333342,0.026365,0
0.334915,0.0264195,0
0.336487,0.0264727,0
0.338059,0.0265244,0
0.339632,0.0265744,0
0.341204,0.0266229,0
0.342776,0.0266704,0
0.344349,0.0267168,0
0.345921,0.0267617,0
0.347493,0.0268049,0
0.349066,0.0268461,0
0.350638,0.0268851,0
0.352211,0.0269231,0
0.353783,0.0269599,0
0.355355,0.0269953,0
0.356928,0.0270286,0
0.3585,0.0270595,0
0.360072,0.0270875,0
0.361645,0.0271141,0
0.363217,0.0271401,0
0.36479,0.0271646,0
0.366362,0.0271869,0
0.367934,0.027206,0
0.369507,0.0272212,0
0.371079,0.0272328,0
0.372651,0.0272438,0
0.374224,0.0272539,0
0.375796,0.0272625,0
0.377368,0.0272691,0
0.378941,0.0272729,0
0.380513,0.0272735,0
0.382086,0.0272705,0
0.383658,0.0272643,0
0.38523,0.0272556,0
0.386803,0.027245,0
0.388375,0.027233,0
0.389947,0.0272203,0
0.39152,0.0272047,0
0.393092,0.0271835,0
0.394665,0.0271579,0
0.396237,0.0271288,0
0.397809,0.0270971,0
0.399382,0.0270638,0
0.400954,0.0270289,0
0.402526,0.0269895,0
0.404099,0.0269456,0
0.405671,0.026898,0
0.407243,0.0268472,0
0.408816,0.0267938,0
0.410388,0.0267382,0
0.411961,0.0266785,0
0.413533,0.0266143,0
0.415105,0.026546,0
0.416678,0.0264739,0
0.41825,0.0263986,0
0.419822,0.0263205,0
0.421395,0.0262388,0
