# 20240725_151029
alpha,chiRe,chiIm
0,0.0149692,0
0.00157237,0.0149688,0
0.00314474,0.0149684,0
0.00471711,0.014968,0
0.00628947,0.0149675,0
0.00786184,0.0149669,0
0.00943421,0.0149663,0
0.0110066,0.0149656,0
0.0125789,0.0149649,0
0.0141513,0.0149641,0
0.0157237,0.0149633,0
0.0172961,0.0149624,0
0.0188684,0.0149615,0
0.0204408,0.0149605,0
0.0220132,0.0149595,0
0.0235855,0.0149584,0
0.0251579,0.0149572,0
0.0267303,0.0149559,0
0.0283026,0.0149546,0
0.029875,0.0149532,0
0.0314474,0.0149517,0
0.0330197,0.0149502,0
0.0345921,0.0149486,0
0.0361645,0.014947,0
0.0377368,0.0149453,0
0.0393092,0.0149435,0
0.0408816,0.0149417,0
0.042454,0.0149398,0
0.0440263,0.0149379,0
0.0455987,0.0149359,0
0.0471711,0.0149338,0
0.0487434,0.0149317,0
0.0503158,0.0149296,0
0.0518882,0.0149274,0
0.0534605,0.0149251,0
0.0550329,0.0149228,0
0.0566053,0.0149205,0
0.0581776,0.0149181,0
0.05975,0.0149156,0
0.0613224,0.0149131,0
0.0628947,0.0149106,0
0.0644671,0.014908,0
0.0660395,0.0149053,0
0.0676119,0.0149027,0
0.0691842,0.0149,0
0.0707566,0.0148972,0
0.072329,0.0148944,0
0.0739013,0.0148916,0
0.0754737,0.0148887,0
0.0770461,0.0148858,0
0.0786184,0.0148829,0
0.0801908,0.0148799,0
0.0817632,0.0148769,0
0.0833355,0.0148739,0
0.0849079,0.0148708,0
0.0864803,0.0148676,0
0.0880526,0.0148644,0
0.089625,0.014861,0
0.0911974,0.0148576,0
0.0927698,0.0148541,0
0.0943421,0.0148504,0
0.0959145,0.0148467,0
0.0974869,0.0148429,0
0.0990592,0.0148389,0
0.100632,0.0148349,0
0.102204,0.0148308,0
0.103776,0.0148266,0
0.105349,0.0148223,0
0.106921,0.0148179,0
0.108493,0.0148135,0
0.110066,0.0148089,0
0.111638,0.0148043,0
0.113211,0.0147995,0
0.114783,0.0147947,0
0.116355,0.0147898,0
0.117928,0.0147848,0
0.1195,0.0147797,0
0.121072,0.0147745,0
0.122645,0.0147693,0
0.124217,0.0147639,0
0.125789,0.0147585,0
