# 20241010_154911
# primespec:	data/decay_inittest/spec_20241010_145108/spectr.txt
# qmax:	3
# ma:	0.656
# mb:	0.14
# mc:	0.14
# B:	1
# Q:	1
# [DEBUG] pabc:	0.296621
# [DEBUG] Eabc:	0.328
p,finalspecRe,finalspecIm
0,146.168,0
0.0100503,146.079,0
0.0201005,146.415,0
0.0301508,146.841,0
0.040201,147.35,0
0.0502513,148.173,0
0.0603015,148.883,0
0.0703518,149.883,0
0.080402,150.67,0
0.0904523,151.535,0
0.100503,152.457,0
0.110553,153.169,0
0.120603,153.906,0
0.130653,154.807,0
0.140704,155.773,0
0.150754,156.962,0
0.160804,158.602,0
0.170854,160.842,0
0.180905,164.234,0
0.190955,168.889,0
0.201005,175.251,0
0.211055,183.329,0
0.221106,193.532,0
0.231156,205.995,0
0.241206,223.355,0
0.251256,246.54,0
0.261307,270.069,0
0.271357,284.193,0
0.281407,279.447,0
0.291457,251.884,0
0.301508,206.14,0
0.311558,153.019,0
0.321608,104.515,0
0.331658,67.1462,0
0.341709,42.2056,0
0.351759,27.6388,0
0.361809,20.0987,0
0.371859,16.2727,0
0.38191,13.9,0
0.39196,12.0688,0
0.40201,10.6948,0
0.41206,9.77268,0
0.422111,9.12625,0
0.432161,8.61775,0
0.442211,8.23468,0
0.452261,7.95806,0
0.462312,7.71218,0
0.472362,7.45387,0
0.482412,7.2073,0
0.492462,6.97963,0
0.502513,6.73716,0
0.512563,6.4624,0
0.522613,6.1891,0
0.532663,5.93431,0
0.542714,5.67469,0
0.552764,5.38959,0
0.562814,5.10676,0
0.572864,4.85868,0
0.582915,4.62231,0
0.592965,4.37652,0
0.603015,4.13553,0
0.613065,3.92392,0
0.623116,3.73363,0
0.633166,3.54033,0
0.643216,3.3436,0
0.653266,3.16551,0
0.663317,3.00684,0
0.673367,2.84574,0
0.683417,2.67733,0
0.693467,2.52008,0
0.703518,2.38295,0
0.713568,2.25187,0
0.723618,2.11656,0
0.733668,1.98849,0
0.743719,1.88068,0
0.753769,1.78441,0
0.763819,1.6883,0
0.773869,1.59285,0
0.78392,1.50996,0
0.79397,1.43687,0
0.80402,1.36325,0
0.81407,1.28551,0
0.824121,1.21406,0
0.834171,1.1517,0
0.844221,1.09143,0
0.854271,1.02814,0
0.864322,0.968814,0
0.874372,0.919765,0
0.884422,0.876617,0
0.894472,0.831926,0
0.904523,0.787942,0
0.914573,0.750647,0
0.924623,0.718235,0
0.934673,0.684311,0
0.944724,0.648104,0
0.954774,0.614705,0
0.964824,0.585907,0
0.974874,0.557713,0
0.984925,0.527263,0
0.994975,0.498662,0
1.00503,0.475512,0
1.01508,0.455274,0
1.02513,0.434516,0
1.03518,0.413536,0
1.04523,0.395862,0
1.05528,0.381072,0
1.06533,0.364395,0
1.07538,0.346492,0
1.08543,0.329855,0
1.09548,0.315889,0
1.10553,0.301746,0
1.11558,0.286598,0
1.12563,0.272484,0
1.13568,0.261192,0
1.14573,0.251349,0
1.15578,0.24107,0
1.16583,0.230309,0
1.17588,0.221685,0
1.18593,0.21403,0
1.19598,0.205576,0
1.20603,0.195937,0
1.21608,0.186778,0
1.22613,0.179519,0
1.23618,0.172117,0
1.24623,0.163878,0
1.25628,0.156442,0
1.26633,0.150846,0
1.27638,0.146246,0
1.28643,0.140694,0
1.29648,0.135109,0
1.30653,0.130547,0
1.31658,0.126458,0
1.32663,0.121582,0
1.33668,0.115993,0
1.34673,0.110706,0
1.35678,0.106584,0
1.36683,0.102575,0
1.37688,0.0980541,0
1.38693,0.0941015,0
1.39698,0.091057,0
1.40704,0.088616,0
1.41709,0.0857211,0
1.42714,0.0825977,0
1.43719,0.0798567,0
1.44724,0.0774817,0
1.45729,0.074633,0
1.46734,0.0713283,0
1.47739,0.068206,0
1.48744,0.0658184,0
1.49749,0.0636742,0
1.50754,0.0614078,0
1.51759,0.0590532,0
1.52764,0.0574581,0
1.53769,0.0559473,0
1.54774,0.0541742,0
1.55779,0.0521096,0
1.56784,0.0503906,0
1.57789,0.0487043,0
1.58794,0.0468962,0
1.59799,0.0448297,0
1.60804,0.043102,0
1.61809,0.041778,0
1.62814,0.0407637,0
1.63819,0.0392704,0
1.64824,0.0380514,0
1.65829,0.0370306,0
1.66834,0.0363065,0
1.67839,0.0348788,0
1.68844,0.0337918,0
1.69849,0.0326327,0
1.70854,0.0315819,0
1.71859,0.0304472,0
1.72864,0.0291691,0
1.73869,0.0278839,0
1.74874,0.0269917,0
1.75879,0.0266382,0
1.76884,0.0259279,0
1.77889,0.0250628,0
1.78894,0.0244199,0
1.79899,0.0238848,0
1.80905,0.0230603,0
1.8191,0.0219856,0
1.82915,0.0212456,0
1.8392,0.0205981,0
1.84925,0.0200024,0
1.8593,0.019185,0
1.86935,0.0186043,0
1.8794,0.0181219,0
1.88945,0.0178989,0
1.8995,0.0174087,0
1.90955,0.016795,0
1.9196,0.0163832,0
1.92965,0.0158974,0
1.9397,0.0152732,0
1.94975,0.0147227,0
1.9598,0.0141071,0
1.96985,0.013628,0
1.9799,0.0131797,0
1.98995,0.0129089,0
2,0.0125532,0
