# 20240823_142807
alpha,Df0Re,Df0Im
0,0.159012,-0.159012
0.01,0.159498,-0.159543
0.02,0.15973,-0.15986
0.03,0.159887,-0.160141
0.04,0.160063,-0.160477
0.05,0.160295,-0.160907
0.06,0.160594,-0.161441
0.07,0.160956,-0.162077
0.08,0.161374,-0.16281
0.09,0.161843,-0.163635
0.1,0.162358,-0.164548
0.11,0.162919,-0.165551
0.12,0.163525,-0.166646
0.13,0.16418,-0.167836
0.14,0.164885,-0.169126
0.15,0.165645,-0.170521
0.16,0.16646,-0.172025
0.17,0.167331,-0.17364
0.18,0.168257,-0.175371
0.19,0.169239,-0.177218
0.2,0.170273,-0.179184
0.21,0.171359,-0.181268
0.22,0.172492,-0.183474
0.23,0.173671,-0.185801
0.24,0.174893,-0.188253
0.25,0.176156,-0.19083
0.26,0.177458,-0.193536
0.27,0.178796,-0.196373
0.28,0.180169,-0.199344
0.29,0.181573,-0.202452
0.3,0.183006,-0.205699
0.31,0.184463,-0.209086
0.32,0.185941,-0.212616
0.33,0.187433,-0.216288
0.34,0.188933,-0.220101
0.35,0.190434,-0.224053
0.36,0.191928,-0.228141
0.37,0.193403,-0.232359
0.38,0.19485,-0.236703
0.39,0.196257,-0.241163
0.4,0.197613,-0.245731
0.41,0.198904,-0.250398
0.42,0.200117,-0.255153
0.43,0.201238,-0.259982
0.44,0.202255,-0.264873
0.45,0.203153,-0.269812
0.46,0.203917,-0.274783
0.47,0.204534,-0.27977
0.48,0.20499,-0.284754
0.49,0.20527,-0.289718
0.5,0.205359,-0.294641
0.51,0.205244,-0.299501
0.52,0.204909,-0.304275
0.53,0.204341,-0.308939
0.54,0.203524,-0.313467
0.55,0.202445,-0.317831
0.56,0.201089,-0.322001
0.57,0.199443,-0.325949
0.58,0.197495,-0.329642
0.59,0.195233,-0.333049
0.6,0.192646,-0.336138
0.61,0.189727,-0.338877
0.62,0.186469,-0.341235
0.63,0.182866,-0.343181
0.64,0.178918,-0.344686
0.65,0.174624,-0.345725
0.66,0.169987,-0.346271
0.67,0.165014,-0.346303
0.68,0.159712,-0.345801
0.69,0.154093,-0.34475
0.7,0.148171,-0.343134
0.71,0.141961,-0.340945
0.72,0.135483,-0.338176
0.73,0.128757,-0.334823
0.74,0.121807,-0.330885
0.75,0.114659,-0.326366
0.76,0.107339,-0.321272
0.77,0.0998771,-0.315614
0.78,0.0923037,-0.309406
0.79,0.0846518,-0.302667
0.8,0.0769552,-0.295419
0.81,0.0692492,-0.287689
0.82,0.0615699,-0.27951
0.83,0.0539539,-0.270917
0.84,0.0464377,-0.261954
0.85,0.0390575,-0.252664
0.86,0.0318482,-0.243097
0.87,0.0248431,-0.233306
0.88,0.0180732,-0.223344
0.89,0.0115666,-0.213269
0.9,0.00534804,-0.203135
0.91,-0.000561428,-0.192999
0.92,-0.00614475,-0.182912
0.93,-0.0113891,-0.172927
0.94,-0.0162855,-0.163087
0.95,-0.0208293,-0.153437
0.96,-0.0250193,-0.144012
0.97,-0.0288575,-0.134845
0.98,-0.0323494,-0.125962
0.99,-0.0355026,-0.117386
1,-0.0383272,-0.109134
1.01,-0.0408353,-0.101218
1.02,-0.0430407,-0.0936488
1.03,-0.0449585,-0.0864316
1.04,-0.0466053,-0.0795696
1.05,-0.0479985,-0.0730631
1.06,-0.0491566,-0.0669098
1.07,-0.0500984,-0.061105
1.08,-0.0508433,-0.0556418
1.09,-0.05141,-0.0505111
1.1,-0.0518169,-0.0457019
1.11,-0.0520811,-0.0412013
1.12,-0.0522184,-0.036995
1.13,-0.0522424,-0.0330679
1.14,-0.0521649,-0.0294042
1.15,-0.0519959,-0.0259882
1.16,-0.0517437,-0.0228046
1.17,-0.0514159,-0.019839
1.18,-0.0510193,-0.0170782
1.19,-0.0505616,-0.0145099
1.2,-0.0500513,-0.0121228
1.21,-0.0494982,-0.0099064
1.22,-0.0489138,-0.00785033
1.23,-0.0483102,-0.00594427
1.24,-0.0476995,-0.00417758
1.25,-0.0470925,-0.00253932
1.26,-0.0464973,-0.00101846
1.27,-0.0459176,0.000395705
1.28,-0.0453526,0.00171297
1.29,-0.0447969,0.00294164
1.3,-0.0442413,0.00408818
1.31,-0.0436755,0.00515722
1.32,-0.0430907,0.00615198
1.33,-0.0424831,0.00707523
1.34,-0.0418561,0.00793051
1.35,-0.0412219,0.00872316
1.36,-0.0406,0.00946114
1.37,-0.0400143,0.0101548
1.38,-0.0394876,0.0108159
1.39,-0.0390362,0.0114554
1.4,-0.0386653,0.0120817
1.41,-0.0383695,0.0126997
1.42,-0.0381384,0.0133115
1.43,-0.0379677,0.0139206
1.44,-0.0378754,0.0145383
1.45,-0.0379138,0.0151909
1.46,-0.0381716,0.0159231
1.47,-0.0387577,0.0167937
1.48,-0.0397638,0.0178601
1.49,-0.0412188,0.0191557
1.5,-0.0430656,0.0206736
1.51,-0.0452076,0.022383
1.52,-0.0476635,0.0243063
1.53,-0.0508072,0.0266528
1.54,-0.0555466,0.0299407
1.55,-0.0631985,0.034965
1.56,-0.075169,0.0426432
1.57,-0.0945374,0.054938
1.58,-0.138487,0.0823271
