# 20240927_192133
alpha,rRe,rIm
0,0,0
0.00157237,0.0616611,0
0.00314474,0.123199,0
0.00471711,0.184416,0
0.00628947,0.245408,0
0.00786184,0.3062,0
0.00943421,0.366811,0
0.0110066,0.42726,0
0.0125789,0.487563,0
0.0141513,0.547738,0
0.0157237,0.607798,0
0.0172961,0.667758,0
0.0188684,0.727629,0
0.0204408,0.787423,0
0.0220132,0.847151,0
0.0235855,0.906822,0
0.0251579,0.966443,0
0.0267303,1.02603,0
0.0283026,1.08557,0
0.029875,1.14509,0
0.0314474,1.20459,0
0.0330197,1.26408,0
0.0345921,1.32355,0
0.0361645,1.38301,0
0.0377368,1.44247,0
0.0393092,1.50193,0
0.0408816,1.5614,0
0.042454,1.62087,0
0.0440263,1.68034,0
0.0455987,1.73983,0
0.0471711,1.79932,0
0.0487434,1.85883,0
0.0503158,1.91835,0
0.0518882,1.97788,0
0.0534605,2.03743,0
0.0550329,2.097,0
0.0566053,2.15658,0
0.0581776,2.21618,0
0.05975,2.27579,0
0.0613224,2.33542,0
0.0628947,2.39507,0
0.0644671,2.45473,0
0.0660395,2.51441,0
0.0676119,2.5741,0
0.0691842,2.63382,0
0.0707566,2.69354,0
0.072329,2.75329,0
0.0739013,2.81304,0
0.0754737,2.87282,0
0.0770461,2.9326,0
0.0786184,2.99241,0
0.0801908,3.05222,0
0.0817632,3.11205,0
0.0833355,3.17189,0
0.0849079,3.23175,0
0.0864803,3.29161,0
0.0880526,3.3515,0
0.089625,3.41139,0
0.0911974,3.47129,0
0.0927698,3.53121,0
0.0943421,3.59114,0
0.0959145,3.65108,0
0.0974869,3.71103,0
0.0990592,3.77099,0
0.100632,3.83096,0
0.102204,3.89095,0
0.103776,3.95094,0
0.105349,4.01095,0
0.106921,4.07097,0
0.108493,4.131,0
0.110066,4.19104,0
0.111638,4.25109,0
0.113211,4.31115,0
0.114783,4.37123,0
0.116355,4.43132,0
0.117928,4.49142,0
0.1195,4.55153,0
0.121072,4.61165,0
0.122645,4.67179,0
0.124217,4.73194,0
0.125789,4.79211,0
0.127362,4.85228,0
0.128934,4.91247,0
0.130507,4.97268,0
0.132079,5.0329,0
0.133651,5.09313,0
0.135224,5.15338,0
0.136796,5.21364,0
0.138368,5.27392,0
0.139941,5.33422,0
0.141513,5.39453,0
0.143086,5.45486,0
0.144658,5.5152,0
0.14623,5.57557,0
0.147803,5.63594,0
0.149375,5.69634,0
0.150947,5.75676,0
0.15252,5.81719,0
0.154092,5.87764,0
0.155665,5.93811,0
0.157237,5.9986,0
0.158809,6.05911,0
0.160382,6.11963,0
0.161954,6.18018,0
0.163526,6.24075,0
0.165099,6.30134,0
0.166671,6.36194,0
0.168243,6.42257,0
0.169816,6.48322,0
0.171388,6.54389,0
0.172961,6.60458,0
0.174533,6.66529,0
0.176105,6.72603,0
0.177678,6.78678,0
0.17925,6.84756,0
0.180822,6.90835,0
0.182395,6.96917,0
0.183967,7.03001,0
0.18554,7.09088,0
0.187112,7.15176,0
0.188684,7.21267,0
0.190257,7.27359,0
0.191829,7.33454,0
0.193401,7.39551,0
0.194974,7.45651,0
0.196546,7.51752,0
0.198118,7.57856,0
0.199691,7.63962,0
0.201263,7.7007,0
0.202836,7.7618,0
0.204408,7.82292,0
0.20598,7.88406,0
0.207553,7.94523,0
0.209125,8.00641,0
0.210697,8.06762,0
0.21227,8.12885,0
0.213842,8.1901,0
0.215415,8.25137,0
0.216987,8.31265,0
0.218559,8.37396,0
0.220132,8.43529,0
0.221704,8.49664,0
0.223276,8.55801,0
0.224849,8.6194,0
0.226421,8.68081,0
0.227993,8.74224,0
0.229566,8.80369,0
0.231138,8.86515,0
0.232711,8.92663,0
0.234283,8.98813,0
0.235855,9.04965,0
0.237428,9.11119,0
0.239,9.17275,0
0.240572,9.23432,0
0.242145,9.29591,0
0.243717,9.35751,0
0.24529,9.41914,0
0.246862,9.48078,0
0.248434,9.54243,0
0.250007,9.6041,0
0.251579,9.66579,0
0.253151,9.72749,0
0.254724,9.78921,0
0.256296,9.85094,0
0.257868,9.91268,0
0.259441,9.97444,0
0.261013,10.0362,0
0.262586,10.098,0
0.264158,10.1598,0
0.26573,10.2216,0
0.267303,10.2834,0
0.268875,10.3453,0
0.270447,10.4071,0
0.27202,10.469,0
0.273592,10.5309,0
0.275165,10.5927,0
0.276737,10.6546,0
0.278309,10.7165,0
0.279882,10.7785,0
0.281454,10.8404,0
0.283026,10.9023,0
0.284599,10.9643,0
0.286171,11.0262,0
0.287743,11.0882,0
0.289316,11.1501,0
0.290888,11.2121,0
0.292461,11.2741,0
0.294033,11.3361,0
0.295605,11.3981,0
0.297178,11.4601,0
0.29875,11.5221,0
0.300322,11.5841,0
0.301895,11.6461,0
0.303467,11.7081,0
0.30504,11.7701,0
0.306612,11.8322,0
0.308184,11.8942,0
0.309757,11.9562,0
0.311329,12.0183,0
0.312901,12.0803,0
0.314474,12.1423,0
0.316046,12.2044,0
0.317618,12.2664,0
0.319191,12.3285,0
0.320763,12.3905,0
0.322336,12.4525,0
0.323908,12.5146,0
0.32548,12.5766,0
0.327053,12.6386,0
0.328625,12.7007,0
0.330197,12.7627,0
0.33177,12.8247,0
0.333342,12.8867,0
0.334915,12.9487,0
0.336487,13.0107,0
0.338059,13.0727,0
0.339632,13.1347,0
0.341204,13.1967,0
0.342776,13.2586,0
0.344349,13.3206,0
0.345921,13.3825,0
0.347493,13.4445,0
0.349066,13.5064,0
0.350638,13.5683,0
0.352211,13.6302,0
0.353783,13.6921,0
0.355355,13.754,0
0.356928,13.8158,0
0.3585,13.8777,0
0.360072,13.9395,0
0.361645,14.0013,0
0.363217,14.0631,0
0.36479,14.1248,0
0.366362,14.1866,0
0.367934,14.2483,0
0.369507,14.31,0
0.371079,14.3717,0
0.372651,14.4334,0
0.374224,14.495,0
0.375796,14.5566,0
0.377368,14.6182,0
0.378941,14.6798,0
0.380513,14.7413,0
0.382086,14.8028,0
0.383658,14.8643,0
0.38523,14.9258,0
0.386803,14.9872,0
0.388375,15.0486,0
0.389947,15.1099,0
0.39152,15.1713,0
0.393092,15.2326,0
0.394665,15.2938,0
0.396237,15.355,0
0.397809,15.4162,0
0.399382,15.4773,0
0.400954,15.5384,0
0.402526,15.5995,0
0.404099,15.6605,0
