# 20240927_192133
alpha,DtauRe,DtauIm
0,0,0
0.00314989,-0.0303209,0
0.00629978,-0.0582342,0
0.00944968,-0.0840116,0
0.0125996,-0.107921,0
0.0157495,-0.130223,0
0.0188994,-0.151166,0
0.0220492,-0.170989,0
0.0251991,-0.189912,0
0.028349,-0.208142,0
0.0314989,-0.225868,0
0.0346488,-0.243263,0
0.0377987,-0.260482,0
0.0409486,-0.277664,0
0.0440985,-0.294931,0
0.0472484,-0.31239,0
0.0503983,-0.330134,0
0.0535482,-0.34824,0
0.0566981,-0.366774,0
0.059848,-0.38579,0
0.0629978,-0.405331,0
0.0661477,-0.425432,0
0.0692976,-0.446118,0
0.0724475,-0.467407,0
0.0755974,-0.489313,0
0.0787473,-0.511843,0
0.0818972,-0.535,0
0.0850471,-0.558784,0
0.088197,-0.583195,0
0.0913469,-0.608229,0
0.0944968,-0.633882,0
0.0976467,-0.660151,0
0.100797,-0.687032,0
0.103946,-0.714523,0
0.107096,-0.742625,0
0.110246,-0.771338,0
0.113396,-0.800667,0
0.116546,-0.830617,0
0.119696,-0.8612,0
0.122846,-0.892426,0
0.125996,-0.92431,0
0.129146,-0.956872,0
0.132295,-0.990132,0
0.135445,-1.02412,0
0.138595,-1.05885,0
0.141745,-1.09436,0
0.144895,-1.13069,0
0.148045,-1.16787,0
0.151195,-1.20593,0
0.154345,-1.24492,0
0.157495,-1.28488,0
0.160645,-1.32586,0
0.163794,-1.3679,0
0.166944,-1.41104,0
0.170094,-1.45533,0
0.173244,-1.50084,0
0.176394,-1.54759,0
0.179544,-1.59566,0
0.182694,-1.64507,0
0.185844,-1.6959,0
0.188994,-1.74818,0
0.192143,-1.80198,0
0.195293,-1.85733,0
0.198443,-1.9143,0
0.201593,-1.97292,0
0.204743,-2.03325,0
0.207893,-2.09533,0
0.211043,-2.15922,0
0.214193,-2.22495,0
0.217343,-2.29258,0
0.220492,-2.36214,0
0.223642,-2.43367,0
0.226792,-2.50723,0
0.229942,-2.58284,0
0.233092,-2.66054,0
0.236242,-2.74038,0
0.239392,-2.82238,0
0.242542,-2.90658,0
0.245692,-2.99302,0
0.248842,-3.08171,0
0.251991,-3.17271,0
0.255141,-3.26602,0
0.258291,-3.36168,0
0.261441,-3.45972,0
0.264591,-3.56016,0
0.267741,-3.66302,0
0.270891,-3.76833,0
0.274041,-3.87611,0
0.277191,-3.98638,0
0.28034,-4.09915,0
0.28349,-4.21445,0
0.28664,-4.3323,0
0.28979,-4.4527,0
0.29294,-4.57568,0
0.29609,-4.70125,0
0.29924,-4.82942,0
0.30239,-4.9602,0
0.30554,-5.09361,0
