# 20240927_192133
alpha,DrRe,DrIm
0,37.7412,0
0.00157237,37.7585,0
0.00314474,37.7746,0
0.00471711,37.7879,0
0.00628947,37.7994,0
0.00786184,37.8093,0
0.00943421,37.8178,0
0.0110066,37.825,0
0.0125789,37.8312,0
0.0141513,37.8364,0
0.0157237,37.841,0
0.0172961,37.8448,0
0.0188684,37.8482,0
0.0204408,37.8512,0
0.0220132,37.8538,0
0.0235855,37.8563,0
0.0251579,37.8585,0
0.0267303,37.8606,0
0.0283026,37.8627,0
0.029875,37.8648,0
0.0314474,37.867,0
0.0330197,37.8692,0
0.0345921,37.8715,0
0.0361645,37.874,0
0.0377368,37.8766,0
0.0393092,37.8795,0
0.0408816,37.8825,0
0.042454,37.8856,0
0.0440263,37.8891,0
0.0455987,37.8927,0
0.0471711,37.8965,0
0.0487434,37.9005,0
0.0503158,37.9048,0
0.0518882,37.9093,0
0.0534605,37.914,0
0.0550329,37.9189,0
0.0566053,37.924,0
0.0581776,37.9293,0
0.05975,37.9348,0
0.0613224,37.9405,0
0.0628947,37.9463,0
0.0644671,37.9523,0
0.0660395,37.9585,0
0.0676119,37.9649,0
0.0691842,37.9714,0
0.0707566,37.978,0
0.072329,37.9848,0
0.0739013,37.9917,0
0.0754737,37.9987,0
0.0770461,38.0059,0
0.0786184,38.0132,0
0.0801908,38.0205,0
0.0817632,38.028,0
0.0833355,38.0356,0
0.0849079,38.0433,0
0.0864803,38.0511,0
0.0880526,38.0589,0
0.089625,38.0669,0
0.0911974,38.0749,0
0.0927698,38.083,0
0.0943421,38.0913,0
0.0959145,38.0996,0
0.0974869,38.1079,0
0.0990592,38.1164,0
0.100632,38.1249,0
0.102204,38.1335,0
0.103776,38.1422,0
0.105349,38.151,0
0.106921,38.1598,0
0.108493,38.1688,0
0.110066,38.1778,0
0.111638,38.1869,0
0.113211,38.1961,0
0.114783,38.2054,0
0.116355,38.2147,0
0.117928,38.2242,0
0.1195,38.2337,0
0.121072,38.2433,0
0.122645,38.253,0
0.124217,38.2629,0
0.125789,38.2728,0
0.127362,38.2828,0
0.128934,38.2929,0
0.130507,38.3031,0
0.132079,38.3134,0
0.133651,38.3238,0
0.135224,38.3342,0
0.136796,38.3448,0
0.138368,38.3555,0
0.139941,38.3663,0
0.141513,38.3772,0
0.143086,38.3882,0
0.144658,38.3993,0
0.14623,38.4105,0
0.147803,38.4218,0
0.149375,38.4332,0
0.150947,38.4447,0
0.15252,38.4563,0
0.154092,38.468,0
0.155665,38.4798,0
0.157237,38.4916,0
0.158809,38.5036,0
0.160382,38.5156,0
0.161954,38.5277,0
0.163526,38.54,0
0.165099,38.5522,0
0.166671,38.5646,0
0.168243,38.577,0
0.169816,38.5895,0
0.171388,38.6021,0
0.172961,38.6148,0
0.174533,38.6275,0
0.176105,38.6402,0
0.177678,38.653,0
0.17925,38.6659,0
0.180822,38.6788,0
0.182395,38.6917,0
0.183967,38.7047,0
0.18554,38.7177,0
0.187112,38.7307,0
0.188684,38.7437,0
0.190257,38.7568,0
0.191829,38.7699,0
0.193401,38.783,0
0.194974,38.7961,0
0.196546,38.8092,0
0.198118,38.8223,0
0.199691,38.8353,0
0.201263,38.8484,0
0.202836,38.8614,0
0.204408,38.8744,0
0.20598,38.8874,0
0.207553,38.9003,0
0.209125,38.9132,0
0.210697,38.9261,0
0.21227,38.9389,0
0.213842,38.9516,0
0.215415,38.9643,0
0.216987,38.9769,0
0.218559,38.9894,0
0.220132,39.0019,0
0.221704,39.0143,0
0.223276,39.0266,0
0.224849,39.0388,0
0.226421,39.0509,0
0.227993,39.0629,0
0.229566,39.0748,0
0.231138,39.0866,0
0.232711,39.0983,0
0.234283,39.1099,0
0.235855,39.1213,0
0.237428,39.1326,0
0.239,39.1438,0
0.240572,39.1548,0
0.242145,39.1657,0
0.243717,39.1765,0
0.24529,39.1871,0
0.246862,39.1976,0
0.248434,39.2079,0
0.250007,39.218,0
0.251579,39.228,0
0.253151,39.2378,0
0.254724,39.2474,0
0.256296,39.2568,0
0.257868,39.2661,0
0.259441,39.2752,0
0.261013,39.2841,0
0.262586,39.2928,0
0.264158,39.3013,0
0.26573,39.3096,0
0.267303,39.3177,0
0.268875,39.3256,0
0.270447,39.3332,0
0.27202,39.3407,0
0.273592,39.3479,0
0.275165,39.3549,0
0.276737,39.3617,0
0.278309,39.3683,0
0.279882,39.3746,0
0.281454,39.3807,0
0.283026,39.3866,0
0.284599,39.3921,0
0.286171,39.3975,0
0.287743,39.4026,0
0.289316,39.4074,0
0.290888,39.412,0
0.292461,39.4163,0
0.294033,39.4203,0
0.295605,39.4241,0
0.297178,39.4276,0
0.29875,39.4308,0
0.300322,39.4337,0
0.301895,39.4363,0
0.303467,39.4387,0
0.30504,39.4407,0
0.306612,39.4424,0
0.308184,39.4439,0
0.309757,39.445,0
0.311329,39.4458,0
0.312901,39.4461,0
0.314474,39.4463,0
0.316046,39.4462,0
0.317618,39.4456,0
0.319191,39.4448,0
0.320763,39.4436,0
0.322336,39.4421,0
0.323908,39.4402,0
0.32548,39.4379,0
0.327053,39.4353,0
0.328625,39.4323,0
0.330197,39.4289,0
0.33177,39.4252,0
0.333342,39.421,0
0.334915,39.4165,0
0.336487,39.4116,0
0.338059,39.4063,0
0.339632,39.4006,0
0.341204,39.3945,0
0.342776,39.388,0
0.344349,39.381,0
0.345921,39.3736,0
0.347493,39.3658,0
0.349066,39.3576,0
0.350638,39.3489,0
0.352211,39.3398,0
0.353783,39.3302,0
0.355355,39.3202,0
0.356928,39.3097,0
