# 20240927_192133
alpha,DrRe,DrIm
0,37.7412,0
0.00314989,37.7746,0
0.00629978,37.7995,0
0.00944968,37.8179,0
0.0125996,37.8312,0
0.0157495,37.841,0
0.0188994,37.8483,0
0.0220492,37.8539,0
0.0251991,37.8586,0
0.028349,37.8628,0
0.0314989,37.8671,0
0.0346488,37.8716,0
0.0377987,37.8768,0
0.0409486,37.8826,0
0.0440985,37.8892,0
0.0472484,37.8967,0
0.0503983,37.905,0
0.0535482,37.9143,0
0.0566981,37.9243,0
0.059848,37.9351,0
0.0629978,37.9467,0
0.0661477,37.959,0
0.0692976,37.9718,0
0.0724475,37.9853,0
0.0755974,37.9993,0
0.0787473,38.0138,0
0.0818972,38.0287,0
0.0850471,38.044,0
0.088197,38.0597,0
0.0913469,38.0757,0
0.0944968,38.0921,0
0.0976467,38.1088,0
0.100797,38.1258,0
0.103946,38.1432,0
0.107096,38.1608,0
0.110246,38.1788,0
0.113396,38.1972,0
0.116546,38.2159,0
0.119696,38.2349,0
0.122846,38.2543,0
0.125996,38.2741,0
0.129146,38.2942,0
0.132295,38.3148,0
0.135445,38.3357,0
0.138595,38.3571,0
0.141745,38.3788,0
0.144895,38.401,0
0.148045,38.4236,0
0.151195,38.4465,0
0.154345,38.4699,0
0.157495,38.4936,0
0.160645,38.5176,0
0.163794,38.542,0
0.166944,38.5668,0
0.170094,38.5918,0
0.173244,38.617,0
0.176394,38.6426,0
0.179544,38.6683,0
0.182694,38.6942,0
0.185844,38.7202,0
0.188994,38.7463,0
0.192143,38.7725,0
0.195293,38.7987,0
0.198443,38.825,0
0.201593,38.8511,0
0.204743,38.8772,0
0.207893,38.9031,0
0.211043,38.9289,0
0.214193,38.9544,0
0.217343,38.9798,0
0.220492,39.0048,0
0.223642,39.0294,0
0.226792,39.0538,0
0.229942,39.0777,0
0.233092,39.1011,0
0.236242,39.1241,0
0.239392,39.1466,0
0.242542,39.1685,0
0.245692,39.1898,0
0.248842,39.2105,0
0.251991,39.2305,0
0.255141,39.2499,0
0.258291,39.2686,0
0.261441,39.2865,0
0.264591,39.3036,0
0.267741,39.3199,0
0.270891,39.3354,0
0.274041,39.35,0
0.277191,39.3637,0
0.28034,39.3764,0
0.28349,39.3882,0
0.28664,39.399,0
0.28979,39.4088,0
0.29294,39.4176,0
0.29609,39.4252,0
0.29924,39.4317,0
0.30239,39.4371,0
0.30554,39.4413,0
0.308689,39.4442,0
0.311839,39.4459,0
0.314989,39.4463,0
0.318139,39.4454,0
0.321289,39.4431,0
0.324439,39.4394,0
0.327589,39.4343,0
0.330739,39.4277,0
0.333889,39.4195,0
0.337038,39.4098,0
0.340188,39.3985,0
0.343338,39.3855,0
0.346488,39.3709,0
0.349638,39.3545,0
0.352788,39.3363,0
0.355938,39.3163,0
0.359088,39.2945,0
0.362238,39.2707,0
0.365388,39.245,0
0.368537,39.2174,0
0.371687,39.1876,0
0.374837,39.1559,0
0.377987,39.122,0
0.381137,39.0859,0
0.384287,39.0477,0
0.387437,39.0072,0
0.390587,38.9645,0
0.393737,38.9195,0
0.396886,38.8721,0
0.400036,38.8224,0
0.403186,38.7703,0
0.406336,38.7157,0
0.409486,38.6587,0
0.412636,38.5992,0
0.415786,38.5372,0
0.418936,38.4727,0
0.422086,38.4056,0
0.425235,38.3359,0
0.428385,38.2636,0
0.431535,38.1887,0
0.434685,38.1112,0
0.437835,38.031,0
0.440985,37.9481,0
0.444135,37.8626,0
0.447285,37.7744,0
0.450435,37.6835,0
0.453585,37.5899,0
0.456734,37.4935,0
0.459884,37.3944,0
0.463034,37.2926,0
0.466184,37.1881,0
0.469334,37.0808,0
0.472484,36.9708,0
0.475634,36.8581,0
0.478784,36.7426,0
0.481934,36.6243,0
0.485083,36.5033,0
0.488233,36.3795,0
0.491383,36.253,0
0.494533,36.1237,0
0.497683,35.9916,0
0.500833,35.8568,0
0.503983,35.7192,0
0.507133,35.5788,0
0.510283,35.4357,0
0.513432,35.2897,0
0.516582,35.141,0
0.519732,34.9894,0
0.522882,34.8351,0
0.526032,34.678,0
0.529182,34.518,0
0.532332,34.3552,0
0.535482,34.1896,0
0.538632,34.0211,0
0.541781,33.8498,0
0.544931,33.6756,0
0.548081,33.4986,0
0.551231,33.3187,0
0.554381,33.1358,0
0.557531,32.9501,0
0.560681,32.7615,0
0.563831,32.5699,0
0.566981,32.3754,0
0.570131,32.1779,0
0.57328,31.9775,0
0.57643,31.7742,0
0.57958,31.5678,0
0.58273,31.3585,0
0.58588,31.1462,0
0.58903,30.9309,0
0.59218,30.7127,0
0.59533,30.4914,0
0.59848,30.2671,0
0.601629,30.0398,0
0.604779,29.8096,0
0.607929,29.5763,0
0.611079,29.3401,0
0.614229,29.1009,0
0.617379,28.8587,0
0.620529,28.6136,0
0.623679,28.3655,0
0.626829,28.1146,0
0.629978,27.8607,0
0.633128,27.6039,0
0.636278,27.3443,0
0.639428,27.0819,0
0.642578,26.8166,0
0.645728,26.5486,0
