# 20240927_192133
alpha,DtauRe,DtauIm
0,0,0
0.00157237,-0.0152921,0
0.00314474,-0.0302733,0
0.00471711,-0.0444921,0
0.00628947,-0.0581465,0
0.00786184,-0.0712668,0
0.00943421,-0.0838898,0
0.0110066,-0.0960458,0
0.0125789,-0.10777,0
0.0141513,-0.119092,0
0.0157237,-0.130046,0
0.0172961,-0.14066,0
0.0188684,-0.150966,0
0.0204408,-0.160993,0
0.0220132,-0.170767,0
0.0235855,-0.180317,0
0.0251579,-0.189669,0
0.0267303,-0.198848,0
0.0283026,-0.207877,0
0.029875,-0.216782,0
0.0314474,-0.225581,0
0.0330197,-0.234299,0
0.0345921,-0.242951,0
0.0361645,-0.251562,0
0.0377368,-0.260144,0
0.0393092,-0.268719,0
0.0408816,-0.277298,0
0.042454,-0.285899,0
0.0440263,-0.294533,0
0.0455987,-0.303217,0
0.0471711,-0.311958,0
0.0487434,-0.320772,0
0.0503158,-0.329665,0
0.0518882,-0.338649,0
0.0534605,-0.34773,0
0.0550329,-0.356919,0
0.0566053,-0.366221,0
0.0581776,-0.375644,0
0.05975,-0.385191,0
0.0613224,-0.39487,0
0.0628947,-0.404683,0
0.0644671,-0.414636,0
0.0660395,-0.424732,0
0.0676119,-0.434973,0
0.0691842,-0.445363,0
0.0707566,-0.455903,0
0.072329,-0.466595,0
0.0739013,-0.477441,0
0.0754737,-0.488441,0
0.0770461,-0.499597,0
0.0786184,-0.510909,0
0.0801908,-0.522377,0
0.0817632,-0.534002,0
0.0833355,-0.545783,0
0.0849079,-0.55772,0
0.0864803,-0.569814,0
0.0880526,-0.582063,0
0.089625,-0.594467,0
0.0911974,-0.607027,0
0.0927698,-0.61974,0
0.0943421,-0.632608,0
0.0959145,-0.645629,0
0.0974869,-0.658803,0
0.0990592,-0.67213,0
0.100632,-0.685609,0
0.102204,-0.69924,0
0.103776,-0.713023,0
0.105349,-0.726958,0
0.106921,-0.741045,0
0.108493,-0.755284,0
0.110066,-0.769677,0
0.111638,-0.784222,0
0.113211,-0.798922,0
0.114783,-0.813776,0
0.116355,-0.828786,0
0.117928,-0.843953,0
0.1195,-0.859279,0
0.121072,-0.874765,0
0.122645,-0.890413,0
0.124217,-0.906225,0
0.125789,-0.922203,0
0.127362,-0.938349,0
0.128934,-0.954666,0
0.130507,-0.971156,0
0.132079,-0.987823,0
0.133651,-1.00467,0
0.135224,-1.0217,0
0.136796,-1.03892,0
0.138368,-1.05632,0
0.139941,-1.07392,0
0.141513,-1.09172,0
0.143086,-1.10972,0
0.144658,-1.12793,0
0.14623,-1.14634,0
0.147803,-1.16498,0
0.149375,-1.18383,0
0.150947,-1.20291,0
0.15252,-1.22222,0
0.154092,-1.24176,0
0.155665,-1.26155,0
0.157237,-1.28158,0
0.158809,-1.30186,0
0.160382,-1.3224,0
0.161954,-1.3432,0
0.163526,-1.36428,0
0.165099,-1.38562,0
0.166671,-1.40725,0
0.168243,-1.42916,0
0.169816,-1.45137,0
0.171388,-1.47388,0
0.172961,-1.49669,0
0.174533,-1.51981,0
0.176105,-1.54326,0
0.177678,-1.56702,0
0.17925,-1.59112,0
0.180822,-1.61555,0
0.182395,-1.64032,0
0.183967,-1.66545,0
0.18554,-1.69093,0
0.187112,-1.71677,0
0.188684,-1.74299,0
0.190257,-1.76957,0
0.191829,-1.79654,0
0.193401,-1.82389,0
0.194974,-1.85164,0
0.196546,-1.87979,0
0.198118,-1.90835,0
0.199691,-1.93731,0
0.201263,-1.9667,0
0.202836,-1.99651,0
0.204408,-2.02675,0
0.20598,-2.05742,0
0.207553,-2.08854,0
0.209125,-2.1201,0
0.210697,-2.15212,0
0.21227,-2.1846,0
0.213842,-2.21754,0
0.215415,-2.25096,0
0.216987,-2.28484,0
0.218559,-2.31921,0
0.220132,-2.35407,0
0.221704,-2.38941,0
0.223276,-2.42526,0
0.224849,-2.4616,0
0.226421,-2.49845,0
0.227993,-2.53582,0
0.229566,-2.5737,0
0.231138,-2.61209,0
0.232711,-2.65102,0
0.234283,-2.69047,0
0.235855,-2.73046,0
0.237428,-2.77099,0
0.239,-2.81206,0
0.240572,-2.85368,0
0.242145,-2.89585,0
0.243717,-2.93857,0
0.24529,-2.98186,0
0.246862,-3.0257,0
0.248434,-3.07012,0
0.250007,-3.1151,0
0.251579,-3.16066,0
0.253151,-3.2068,0
0.254724,-3.25352,0
0.256296,-3.30082,0
0.257868,-3.34871,0
0.259441,-3.39719,0
0.261013,-3.44627,0
0.262586,-3.49594,0
0.264158,-3.54621,0
0.26573,-3.59709,0
0.267303,-3.64857,0
0.268875,-3.70066,0
0.270447,-3.75337,0
0.27202,-3.80668,0
0.273592,-3.86062,0
0.275165,-3.91517,0
0.276737,-3.97035,0
0.278309,-4.02614,0
0.279882,-4.08257,0
0.281454,-4.13962,0
0.283026,-4.19731,0
0.284599,-4.25563,0
0.286171,-4.31459,0
0.287743,-4.37418,0
0.289316,-4.43441,0
0.290888,-4.49528,0
0.292461,-4.5568,0
0.294033,-4.61895,0
0.295605,-4.68176,0
0.297178,-4.74521,0
0.29875,-4.80932,0
0.300322,-4.87407,0
0.301895,-4.93948,0
0.303467,-5.00554,0
0.30504,-5.07226,0
0.306612,-5.13963,0
0.308184,-5.20766,0
0.309757,-5.27635,0
0.311329,-5.3457,0
0.312901,-5.41571,0
0.314474,-5.48639,0
0.316046,-5.55772,0
0.317618,-5.62972,0
0.319191,-5.70238,0
0.320763,-5.77571,0
0.322336,-5.84971,0
0.323908,-5.92437,0
0.32548,-5.9997,0
0.327053,-6.07569,0
0.328625,-6.15235,0
0.330197,-6.22969,0
0.33177,-6.30769,0
0.333342,-6.38636,0
0.334915,-6.46569,0
0.336487,-6.54569,0
0.338059,-6.62636,0
0.339632,-6.70771,0
0.341204,-6.78971,0
0.342776,-6.87239,0
0.344349,-6.95573,0
0.345921,-7.03974,0
0.347493,-7.12441,0
0.349066,-7.20975,0
0.350638,-7.29575,0
0.352211,-7.38242,0
0.353783,-7.46975,0
0.355355,-7.55774,0
0.356928,-7.64639,0
0.3585,-7.7357,0
0.360072,-7.82566,0
0.361645,-7.91629,0
0.363217,-8.00756,0
0.36479,-8.09949,0
0.366362,-8.19207,0
0.367934,-8.2853,0
0.369507,-8.37918,0
0.371079,-8.47371,0
0.372651,-8.56887,0
0.374224,-8.66468,0
0.375796,-8.76113,0
0.377368,-8.85821,0
0.378941,-8.95593,0
0.380513,-9.05428,0
0.382086,-9.15325,0
0.383658,-9.25286,0
0.38523,-9.35308,0
0.386803,-9.45393,0
0.388375,-9.55538,0
0.389947,-9.65746,0
0.39152,-9.76014,0
0.393092,-9.86344,0
0.394665,-9.96733,0
