# 20250122_111354
# epsilon:0.00012298(GeV^4)
# mass:0.42(GeV)
# sign:1
alpha,RePhi,ImPhi,ReDPhi,ImDPhi
0.,0.032338007629984726,0,-0.09856037193506997,0
0.01,0.0323455517143173,0,-0.09879027991593031,0
0.02,0.0323672443006442,0,-0.098732260527673,0
0.03,0.03240207237718232,0,-0.09850669536249862,0
0.04,0.03244950609025448,0,-0.09817286475032856,0
0.05,0.03250929574982285,0,-0.09775375311447664,0
0.06,0.032581330028435634,0,-0.09725267163068828,0
0.07,0.03266553719900897,0,-0.09666375598999422,0
0.08,0.032761825190133334,0,-0.095978016500956,0
0.09,0.03287004918419037,0,-0.09518647641481619,0
0.1,0.03298999282270572,0,-0.09428138495285794,0
0.11,0.033121368764999756,0,-0.09325632105384093,0
0.12,0.033263814623106465,0,-0.09210570272582273,0
0.13,0.03341690172957771,0,-0.09082409219331182,0
0.14,0.03358014431773314,0,-0.0894054962840209,0
0.15,0.03375298342842868,0,-0.08784286241741328,0
0.16,0.03393480830398353,0,-0.08612762399015027,0
0.17,0.034124941213228455,0,-0.08424967332950208,0
0.18,0.03432262538416139,0,-0.08219717161152403,0
0.19,0.03452701015330085,0,-0.07995676945742529,0
0.2,0.0347371420837035,0,-0.07751367396220762,0
0.21,0.03495192164000227,0,-0.07485182188120203,0
0.22,0.03517011937191189,0,-0.07195411662919476,0
0.23,0.035390313112135155,0,-0.06880243783463601,0
0.24,0.035610892366568836,0,-0.06537787883300286,0
0.25,0.035830036175208975,0,-0.061660684826161244,0
0.26,0.03604565459189306,0,-0.05763038788949463,0
0.27,0.036255444278584396,0,-0.05326576812799163,0
0.28,0.03645670971614486,0,-0.04854500152707993,0
0.29,0.036646595302831625,0,-0.0434454739861873,0
0.3,0.03682175649907354,0,-0.03794441122427739,0
0.31,0.03697858878733952,0,-0.03201857165129035,0
0.32,0.03711308025649302,0,-0.025644918295092606,0
0.33,0.03722080794659793,0,-0.018800807488474094,0
0.34,0.03729702525696705,0,-0.011464388853000135,0
0.35000000000000003,0.03733642388442326,0,-0.003615919761709519,0
0.36,0.03733347093797504,0,0.004763076743275702,0
0.37,0.03728201147757309,0,0.013686627874246775,0
0.38,0.03717566755821279,0,0.023166456567698116,0
0.39,0.03700757609849918,0,0.03320816240409025,0
0.4,0.036770608164423256,0,0.043812702988570595,0
0.41000000000000003,0.03645727646460439,0,0.0549733220805758,0
0.42,0.03605992124788233,0,0.06667685326321186,0
0.43,0.035570688764382186,0,0.07890047727965609,0
0.44,0.03498169347142636,0,0.09161293223561127,0
0.45,0.0342850682647463,0,0.104772125736664,0
0.46,0.03347313978460745,0,0.11832515845646221,0
0.47000000000000003,0.03253848480659757,0,0.13220777554715207,0
0.48,0.03147420386923736,0,0.146342653149518,0
0.49,0.03027387981392244,0,0.16064103405805905,0
0.5,0.02893203747063351,0,0.17499952954100004,0
0.51,0.027443940768623627,0,0.18930342520166824,0
0.52,0.025806228088657037,0,0.20342321608117567,0
0.53,0.02401662244613344,0,0.21721838610820443,0
0.54,0.022074563306416047,0,0.23053529043762797,0
0.55,0.01998104895849666,0,0.24321044977921757,0
0.56,0.017738989863784152,0,0.2550706261902786,0
0.5700000000000001,0.015353417972140444,0,0.2659358214161131,0
0.58,0.012831333019567074,0,0.2756210720127651,0
0.59,0.010182388471126857,0,0.2839403734895551,0
0.6,0.0074182394508637926,0,0.2907088501050926,0
0.61,0.00455328673111228,0,0.2957483015553718,0
0.62,0.0016042891922801034,0,0.2988904860174763,0
0.63,-0.0014096276978529923,0,0.29998131200298445,0
0.64,-0.0044669088427334155,0,0.2988865931547753,0
0.65,-0.0075438704706369,0,0.2954960015416042,0
0.66,-0.01061493865299632,0,0.28972651858607695,0
0.67,-0.013652801896991763,0,0.2815278176467596,0
0.68,-0.01662884233052143,0,0.27088542425982537,0
0.6900000000000001,-0.019513556915037856,0,0.25782191190575476,0
0.7000000000000001,-0.022276932867341535,0,0.24240015343760646,0
0.71,-0.02488901131293073,0,0.2247249445037361,0
0.72,-0.027320386171346755,0,0.2049409557067539,0
0.73,-0.029542694875784474,0,0.1832326742835835,0
0.74,-0.03152930330465441,0,0.15982384112661652,0
0.75,-0.033255736379487165,0,0.13497223763251012,0
0.76,-0.03470011343061933,0,0.1089661341724692,0
0.77,-0.03584386038283134,0,0.08212079481674878,0
0.78,-0.036671972267214394,0,0.05477098244165978,0
0.79,-0.037173224528499756,0,0.027264482604863242,0
0.8,-0.03734072234937617,0,-0.00004441105535204692,0
0.81,-0.03717199516353994,0,-0.026803639276643598,0
0.8200000000000001,-0.03666883637149556,0,-0.052671183073653594,0
0.8300000000000001,-0.03583755944640397,0,-0.07732328429156729,0
0.84,-0.034688773044330205,0,-0.10046230947775313,0
0.85,-0.033237151523588776,0,-0.12182411217141989,0
0.86,-0.03150110367588334,0,-0.1411842038831809,0
0.87,-0.029502365273893005,0,-0.1583626735766924,0
0.88,-0.027265524869697817,0,-0.17322753718872336,0
0.89,-0.024817495671498546,0,-0.18569635313769192,0
0.9,-0.02218695222738005,0,-0.19573620464208752,0
0.91,-0.019403722950026858,0,-0.20336180200191195,0
0.92,-0.0164981939507323,0,-0.20863149279235718,0
0.93,-0.013500766431357428,0,-0.21164239846546104,0
0.9400000000000001,-0.010441313663664853,0,-0.21252500328159493,0
0.9500000000000001,-0.007348673222851956,0,-0.2114366356668474,0
0.96,-0.004250247623460292,0,-0.20855440086347155,0
0.97,-0.0011716745029429659,0,-0.20406882521223477,0
0.98,0.0018634532337406797,0,-0.19817800501036562,0
0.99,0.004833954208745824,0,-0.19108268989712263,0
1.,0.007720868116476033,0,-0.18298051863518633,0
1.01,0.010507764486821114,0,-0.17406334937635223,0
1.02,0.013180778442423994,0,-0.16451385996017068,0
1.03,0.0157282415766201,0,-0.15450301557145849,0
1.04,0.018140991863190768,0,-0.1441885633042323,0
1.05,0.02041196592897932,0,-0.13371345181286987,0
1.06,0.022536019970197885,0,-0.12320515782013723,0
1.07,0.02450999927413884,0,-0.11277471103374533,0
1.08,0.026332230969296044,0,-0.10251691069520552,0
1.09,0.028002515419209555,0,-0.0925102672873713,0
1.1,0.02952190473624624,0,-0.08281755280591062,0
1.11,0.030892455702828208,0,-0.07348704910407507,0
1.12,0.032117097668938346,0,-0.06455389198756764,0
1.1300000000000001,0.03319949238718724,0,-0.05604173725059318,0
1.1400000000000001,0.03414385035454779,0,-0.04796494411542309,0
1.1500000000000001,0.03495482529226665,0,-0.040330571968071764,0
1.16,0.03563742434448804,0,-0.03314008337191934,0
1.17,0.036196894700609245,0,-0.02639098261345564,0
1.18,0.03663864496057259,0,-0.02007790893608954,0
1.19,0.03696818010491772,0,-0.01419308681896573,0
1.2,0.03719102160584959,0,-0.008726115172980367,0
1.21,0.037312670786679394,0,-0.0036643533040002494,0
1.22,0.037338502212811105,0,0.0010083412202138277,0
1.23,0.037273791892314265,0,0.00531093279314124,0
1.24,0.03712357829997335,0,0.00926570766968056,0
1.25,0.036892751129694625,0,0.012896755677077883,0
1.26,0.03658591166855713,0,0.016229049423517404,0
1.27,0.03620750039258405,0,0.019286117313940497,0
1.28,0.03576168465903286,0,0.022088461341456315,0
1.29,0.03525249080618103,0,0.024651814752070532,0
1.3,0.03468371789953408,0,0.026986873503159606,0
1.31,0.03405904813091242,0,0.029099944471748525,0
1.32,0.033381951882004005,0,0.03099545096867248,0
1.33,0.03265578214835063,0,0.032679083459996545,0
1.34,0.03188363552190294,0,0.034161732064710223,0
1.35,0.03106846863484455,0,0.03546207670665021,0
1.36,0.030212933744151307,0,0.03660763549390677,0
1.37,0.02931953971641617,0,0.03763255709846624,0
1.3800000000000001,0.028390544722333492,0,0.03857279514598942,0
1.3900000000000001,0.027428108651087742,0,0.039459477108063946,0
1.4000000000000001,0.026434300663173902,0,0.04031287242616473,0
1.41,0.025411145497936764,0,0.041140478655850896,0
1.42,0.02436063280490768,0,0.041941904936955265,0
1.43,0.02328464690882424,0,0.04272194184024045,0
1.44,0.02218494051598267,0,0.04350947394485757,0
1.45,0.02106298561756248,0,0.044375470746135806,0
1.46,0.01992006169960459,0,0.045438587260415705,0
1.47,0.018757304631114625,0,0.04684700314232273,0
1.48,0.017575884560094446,0,0.048732195363452725,0
1.49,0.01637716136121917,0,0.0511479100959524,0
1.5,0.015162657043960694,0,0.054034955545853317,0
1.51,0.01393388185110597,0,0.05727587554323821,0
1.52,0.012691984134582753,0,0.060895776049443504,0
1.53,0.01143793598693724,0,0.06538269204116601,0
1.54,0.010173107094444552,0,0.07193314982881961,0
1.55,0.008899930498937121,0,0.08229485880596904,0
1.56,0.007621387298144603,0,0.09833296745661502,0
1.57,0.006342286248355309,0,0.12414497017244693,0
1.58,0.005090145249914234,0,0.176132194422965,0
