# 20241010_155421
# primespec:	data/decay_inittest/spec_20241010_152351/spectr.txt
# qmax:	3
# ma:	0.656
# mb:	0.14
# mc:	0.14
# B:	1
# Q:	1
# [DEBUG] pabc:	0.296621
# [DEBUG] Eabc:	0.328
p,finalspecRe,finalspecIm
0,160.166,0
0.0100503,160.227,0
0.0201005,160.553,0
0.0301508,161.072,0
0.040201,inf,0
0.0502513,162.827,0
0.0603015,164.098,0
0.0703518,165.705,0
0.080402,167.663,0
0.0904523,170.071,0
0.100503,172.945,0
0.110553,176.4,0
0.120603,180.534,0
0.130653,185.35,0
0.140704,190.861,0
0.150754,196.975,0
0.160804,203.87,0
0.170854,211.529,0
0.180905,219.447,0
0.190955,227.844,0
0.201005,236.045,0
0.211055,243.674,0
0.221106,250.213,0
0.231156,254.4,0
0.241206,258.932,0
0.251256,266.363,0
0.261307,274.782,0
0.271357,278.551,0
0.281407,270.542,0
0.291457,246.851,0
0.301508,210.248,0
0.311558,168.635,0
0.321608,130.957,0
0.331658,101.59,0
0.341709,80.8041,0
0.351759,66.4913,0
0.361809,56.2319,0
0.371859,47.9312,0
0.38191,40.4126,0
0.39196,33.4468,0
0.40201,27.366,0
0.41206,22.4021,0
0.422111,18.3786,0
0.432161,15.0013,0
0.442211,12.1878,0
0.452261,9.94344,0
0.462312,8.17769,0
0.472362,6.70186,0
0.482412,5.44169,0
0.492462,4.41909,0
0.502513,3.63733,0
0.512563,3.00716,0
0.522613,2.46124,0
0.532663,2.00349,0
0.542714,1.65551,0
0.552764,1.38119,0
0.562814,1.13963,0
0.572864,0.927055,0
0.582915,0.760278,0
0.592965,0.635296,0
0.603015,0.527942,0
0.613065,0.430073,0
0.623116,0.352217,0
0.633166,0.298842,0
0.643216,0.257288,0
0.653266,0.219177,0
0.663317,0.187876,0
0.673367,0.16802,0
0.683417,0.154148,0
0.693467,0.140322,0
0.703518,0.127334,0
0.713568,0.118084,0
0.723618,0.111713,0
0.733668,0.104844,0
0.743719,0.0974417,0
0.753769,0.0920762,0
0.763819,0.0889611,0
0.773869,0.0858635,0
0.78392,0.0825226,0
0.79397,0.080043,0
0.80402,0.078623,0
0.81407,0.0775046,0
0.824121,0.0756388,0
0.834171,0.0742017,0
0.844221,0.0730903,0
0.854271,0.071457,0
0.864322,0.0695378,0
0.874372,0.0677312,0
0.884422,0.0666914,0
0.894472,0.0657465,0
0.904523,0.0642478,0
0.914573,0.062977,0
0.924623,0.0619923,0
0.934673,0.0609027,0
0.944724,0.0595746,0
0.954774,0.0579129,0
0.964824,0.0567661,0
0.974874,0.0555033,0
0.984925,0.0537722,0
0.994975,0.0518301,0
1.00503,0.0504444,0
1.01508,0.0497692,0
1.02513,0.0483826,0
1.03518,0.0473485,0
1.04523,0.0461838,0
1.05528,0.0455407,0
1.06533,0.0443829,0
1.07538,0.0429739,0
1.08543,0.0416934,0
1.09548,0.0407237,0
1.10553,0.0394474,0
1.11558,0.0379261,0
1.12563,0.0367261,0
1.13568,0.0356806,0
1.14573,0.0350718,0
1.15578,0.0342632,0
1.16583,0.0331761,0
1.17588,0.032525,0
1.18593,0.0319791,0
1.19598,0.0311038,0
1.20603,0.048342,0
1.21608,0.0288578,0
1.22613,0.0279015,0
1.23618,0.0270748,0
1.24623,0.0260435,0
1.25628,0.0250683,0
1.26633,0.024586,0
1.27638,0.0241778,0
1.28643,0.0235896,0
1.29648,0.0229422,0
1.30653,0.0223127,0
1.31658,0.0219535,0
1.32663,0.0211741,0
1.33668,0.0204252,0
1.34673,0.0196182,0
1.35678,0.0190806,0
1.36683,0.018436,0
1.37688,0.0177591,0
1.38693,0.0172701,0
1.39698,0.0168733,0
1.40704,0.0166673,0
1.41709,0.0162932,0
1.42714,0.0157716,0
1.43719,0.0153748,0
1.44724,0.0150212,0
1.45729,0.0145927,0
1.46734,0.0140585,0
1.47739,0.0133601,0
1.48744,0.0129618,0
1.49749,0.0126129,0
1.50754,0.012188,0
1.51759,0.0119284,0
1.52764,0.0116967,0
1.53769,0.0115038,0
1.54774,0.0112519,0
1.55779,0.0109138,0
1.56784,0.0103962,0
1.57789,0.0102138,0
1.58794,0.00992455,0
1.59799,0.00945513,0
1.60804,0.00905467,0
1.61809,0.00889983,0
1.62814,0.00868837,0
1.63819,0.00847106,0
1.64824,0.00833973,0
1.65829,0.00815153,0
1.66834,0.00805905,0
1.67839,0.00771339,0
1.68844,0.00748152,0
1.69849,0.00721234,0
1.70854,0.00716904,0
1.71859,0.00691334,0
1.72864,0.00655774,0
1.73869,0.00622573,0
1.74874,0.00620395,0
1.75879,0.00593395,0
1.76884,0.0058924,0
1.77889,0.00575675,0
1.78894,0.00556512,0
1.79899,0.00571857,0
1.80905,0.00548748,0
1.8191,0.00513168,0
1.82915,0.00503926,0
1.8392,0.00490769,0
1.84925,0.00462266,0
1.8593,0.00455481,0
1.86935,0.00436527,0
1.8794,0.00433135,0
1.88945,0.00437861,0
1.8995,0.00428206,0
1.90955,0.00415295,0
1.9196,0.00403493,0
1.92965,0.00387635,0
1.9397,0.00374853,0
1.94975,0.0035119,0
1.9598,0.0034861,0
1.96985,0.00335969,0
1.9799,0.00326775,0
1.98995,0.00316282,0
2,0.00309307,0
