# 20240826_201158
alpha,DtauRe,DtauIm
0,0,0
0.00157237,-0.00509736,0
0.00314474,-0.0100911,0
0.00471711,-0.0148307,0
0.00628947,-0.0193822,0
0.00786184,-0.0237556,0
0.00943421,-0.0279633,0
0.0110066,-0.0320153,0
0.0125789,-0.0359233,0
0.0141513,-0.0396974,0
0.0157237,-0.0433487,0
0.0172961,-0.0468868,0
0.0188684,-0.0503221,0
0.0204408,-0.0536642,0
0.0220132,-0.0569223,0
0.0235855,-0.0601058,0
0.0251579,-0.0632229,0
0.0267303,-0.0662827,0
0.0283026,-0.0692924,0
0.029875,-0.0722605,0
0.0314474,-0.0751936,0
0.0330197,-0.0780995,0
0.0345921,-0.0809838,0
0.0361645,-0.083854,0
0.0377368,-0.0867148,0
0.0393092,-0.089573,0
0.0408816,-0.0924325,0
0.042454,-0.0952997,0
0.0440263,-0.0981778,0
0.0455987,-0.101072,0
0.0471711,-0.103986,0
0.0487434,-0.106924,0
0.0503158,-0.109888,0
0.0518882,-0.112883,0
0.0534605,-0.11591,0
0.0550329,-0.118973,0
0.0566053,-0.122074,0
0.0581776,-0.125215,0
0.05975,-0.128397,0
0.0613224,-0.131623,0
0.0628947,-0.134894,0
0.0644671,-0.138212,0
0.0660395,-0.141577,0
0.0676119,-0.144991,0
0.0691842,-0.148454,0
0.0707566,-0.151968,0
0.072329,-0.155532,0
0.0739013,-0.159147,0
0.0754737,-0.162814,0
0.0770461,-0.166532,0
0.0786184,-0.170303,0
0.0801908,-0.174126,0
0.0817632,-0.178001,0
0.0833355,-0.181928,0
0.0849079,-0.185907,0
0.0864803,-0.189938,0
0.0880526,-0.194021,0
0.089625,-0.198156,0
0.0911974,-0.202342,0
0.0927698,-0.20658,0
0.0943421,-0.210869,0
0.0959145,-0.21521,0
0.0974869,-0.219601,0
0.0990592,-0.224043,0
0.100632,-0.228536,0
0.102204,-0.23308,0
0.103776,-0.237674,0
0.105349,-0.242319,0
0.106921,-0.247015,0
0.108493,-0.251761,0
0.110066,-0.256559,0
0.111638,-0.261407,0
0.113211,-0.266307,0
0.114783,-0.271259,0
0.116355,-0.276262,0
0.117928,-0.281318,0
0.1195,-0.286426,0
0.121072,-0.291588,0
0.122645,-0.296804,0
0.124217,-0.302075,0
0.125789,-0.307401,0
0.127362,-0.312783,0
0.128934,-0.318222,0
0.130507,-0.323719,0
0.132079,-0.329274,0
0.133651,-0.33489,0
0.135224,-0.340567,0
0.136796,-0.346305,0
0.138368,-0.352107,0
0.139941,-0.357974,0
0.141513,-0.363907,0
0.143086,-0.369907,0
0.144658,-0.375976,0
0.14623,-0.382115,0
0.147803,-0.388326,0
0.149375,-0.39461,0
0.150947,-0.400969,0
0.15252,-0.407406,0
0.154092,-0.41392,0
0.155665,-0.420515,0
0.157237,-0.427192,0
0.158809,-0.433953,0
0.160382,-0.4408,0
0.161954,-0.447734,0
0.163526,-0.454758,0
0.165099,-0.461874,0
0.166671,-0.469083,0
0.168243,-0.476388,0
0.169816,-0.483791,0
0.171388,-0.491293,0
0.172961,-0.498897,0
0.174533,-0.506605,0
0.176105,-0.514418,0
0.177678,-0.52234,0
0.17925,-0.530372,0
0.180822,-0.538516,0
0.182395,-0.546775,0
0.183967,-0.55515,0
0.18554,-0.563643,0
0.187112,-0.572258,0
0.188684,-0.580995,0
0.190257,-0.589857,0
0.191829,-0.598846,0
0.193401,-0.607965,0
0.194974,-0.617214,0
0.196546,-0.626597,0
0.198118,-0.636115,0
0.199691,-0.645771,0
0.201263,-0.655566,0
0.202836,-0.665502,0
0.204408,-0.675582,0
0.20598,-0.685807,0
0.207553,-0.69618,0
0.209125,-0.706701,0
0.210697,-0.717375,0
0.21227,-0.7282,0
0.213842,-0.739181,0
0.215415,-0.750318,0
0.216987,-0.761615,0
0.218559,-0.773071,0
0.220132,-0.78469,0
0.221704,-0.796471,0
0.223276,-0.808419,0
0.224849,-0.820534,0
0.226421,-0.832818,0
0.227993,-0.845272,0
0.229566,-0.857898,0
0.231138,-0.870698,0
0.232711,-0.883673,0
0.234283,-0.896824,0
0.235855,-0.910154,0
0.237428,-0.923663,0
0.239,-0.937354,0
0.240572,-0.951226,0
0.242145,-0.965283,0
0.243717,-0.979524,0
0.24529,-0.993953,0
0.246862,-1.00857,0
0.248434,-1.02337,0
0.250007,-1.03837,0
0.251579,-1.05355,0
0.253151,-1.06893,0
0.254724,-1.08451,0
0.256296,-1.10027,0
0.257868,-1.11624,0
0.259441,-1.1324,0
0.261013,-1.14876,0
0.262586,-1.16531,0
0.264158,-1.18207,0
0.26573,-1.19903,0
0.267303,-1.21619,0
0.268875,-1.23355,0
0.270447,-1.25112,0
0.27202,-1.26889,0
0.273592,-1.28687,0
0.275165,-1.30506,0
0.276737,-1.32345,0
0.278309,-1.34205,0
0.279882,-1.36086,0
0.281454,-1.37987,0
0.283026,-1.3991,0
0.284599,-1.41854,0
0.286171,-1.4382,0
0.287743,-1.45806,0
0.289316,-1.47814,0
0.290888,-1.49843,0
0.292461,-1.51893,0
0.294033,-1.53965,0
