# 20240809_112844
alpha,field0Re,field0Im
0,-0.0511918,0.0382414
0.00157237,-0.0511934,0.0382393
0.00314474,-0.051195,0.0382372
0.00471711,-0.0511965,0.0382352
0.00628947,-0.0511981,0.038233
0.00786184,-0.0511998,0.0382307
0.00943421,-0.0512018,0.0382281
0.0110066,-0.0512041,0.038225
0.0125789,-0.0512068,0.0382214
0.0141513,-0.0512098,0.0382174
0.0157237,-0.0512131,0.038213
0.0172961,-0.0512166,0.0382082
0.0188684,-0.0512203,0.0382033
0.0204408,-0.0512241,0.0381982
0.0220132,-0.0512281,0.0381928
0.0235855,-0.0512325,0.038187
0.0251579,-0.0512371,0.0381808
0.0267303,-0.0512419,0.0381743
0.0283026,-0.0512469,0.0381676
0.029875,-0.051252,0.0381607
0.0314474,-0.0512574,0.0381535
0.0330197,-0.051263,0.038146
0.0345921,-0.0512689,0.0381381
0.0361645,-0.051275,0.0381299
0.0377368,-0.0512812,0.0381214
0.0393092,-0.0512877,0.0381127
0.0408816,-0.0512943,0.0381038
0.042454,-0.0513012,0.0380945
0.0440263,-0.0513084,0.0380849
0.0455987,-0.0513157,0.038075
0.0471711,-0.0513233,0.0380648
0.0487434,-0.0513311,0.0380543
0.0503158,-0.051339,0.0380436
0.0518882,-0.0513472,0.0380326
0.0534605,-0.0513556,0.0380213
0.0550329,-0.0513642,0.0380096
0.0566053,-0.051373,0.0379976
0.0581776,-0.0513821,0.0379854
0.05975,-0.0513913,0.0379729
0.0613224,-0.0514008,0.0379601
0.0628947,-0.0514105,0.037947
0.0644671,-0.0514204,0.0379335
0.0660395,-0.0514305,0.0379198
0.0676119,-0.0514409,0.0379057
0.0691842,-0.0514514,0.0378914
0.0707566,-0.0514622,0.0378768
0.072329,-0.0514732,0.0378619
0.0739013,-0.0514844,0.0378466
0.0754737,-0.0514959,0.037831
0.0770461,-0.0515075,0.0378151
0.0786184,-0.0515194,0.0377989
0.0801908,-0.0515315,0.0377825
0.0817632,-0.0515438,0.0377657
0.0833355,-0.0515563,0.0377486
0.0849079,-0.0515691,0.0377311
0.0864803,-0.0515821,0.0377133
0.0880526,-0.0515953,0.0376953
0.089625,-0.0516087,0.0376769
0.0911974,-0.0516224,0.0376582
0.0927698,-0.0516362,0.0376392
0.0943421,-0.0516504,0.0376198
0.0959145,-0.0516647,0.0376001
0.0974869,-0.0516792,0.0375801
0.0990592,-0.051694,0.0375598
0.100632,-0.051709,0.0375392
0.102204,-0.0517242,0.0375182
0.103776,-0.0517396,0.0374969
0.105349,-0.0517553,0.0374753
0.106921,-0.0517712,0.0374533
0.108493,-0.0517874,0.037431
0.110066,-0.0518037,0.0374084
0.111638,-0.0518202,0.0373855
0.113211,-0.051837,0.0373622
0.114783,-0.0518541,0.0373385
0.116355,-0.0518713,0.0373146
0.117928,-0.0518888,0.0372903
