# 20241023_170656
alpha,field0Re,field0Im
0,-0.0224275,0.0876127
0.00157237,-0.0224316,0.0876138
0.00314474,-0.0224361,0.0876151
0.00471711,-0.0224407,0.0876163
0.00628947,-0.022445,0.0876175
0.00786184,-0.0224485,0.0876184
0.00943421,-0.0224508,0.0876191
0.0110066,-0.022452,0.0876194
0.0125789,-0.0224529,0.0876196
0.0141513,-0.0224538,0.0876198
0.0157237,-0.0224544,0.08762
0.0172961,-0.0224549,0.0876202
0.0188684,-0.0224552,0.0876202
0.0204408,-0.0224553,0.0876202
0.0220132,-0.0224549,0.0876201
0.0235855,-0.022454,0.0876199
0.0251579,-0.0224529,0.0876196
0.0267303,-0.0224515,0.0876192
0.0283026,-0.0224501,0.0876189
0.029875,-0.0224487,0.0876185
0.0314474,-0.0224472,0.0876181
0.0330197,-0.0224455,0.0876176
0.0345921,-0.0224436,0.0876171
0.0361645,-0.0224416,0.0876165
0.0377368,-0.0224395,0.087616
0.0393092,-0.0224373,0.0876154
0.0408816,-0.0224352,0.0876148
0.042454,-0.0224329,0.0876142
0.0440263,-0.0224306,0.0876136
0.0455987,-0.0224281,0.0876129
0.0471711,-0.0224257,0.0876122
0.0487434,-0.0224231,0.0876115
0.0503158,-0.0224206,0.0876108
0.0518882,-0.022418,0.0876101
0.0534605,-0.0224153,0.0876094
0.0550329,-0.0224126,0.0876087
0.0566053,-0.0224098,0.0876079
0.0581776,-0.022407,0.0876072
0.05975,-0.0224041,0.0876064
0.0613224,-0.0224012,0.0876056
0.0628947,-0.0223982,0.0876048
0.0644671,-0.0223952,0.087604
0.0660395,-0.0223921,0.0876031
0.0676119,-0.0223889,0.0876023
0.0691842,-0.0223857,0.0876014
0.0707566,-0.0223824,0.0876005
0.072329,-0.0223791,0.0875996
0.0739013,-0.0223757,0.0875987
0.0754737,-0.0223722,0.0875977
0.0770461,-0.0223687,0.0875968
0.0786184,-0.0223651,0.0875958
0.0801908,-0.0223614,0.0875948
0.0817632,-0.0223577,0.0875938
0.0833355,-0.0223538,0.0875927
0.0849079,-0.0223499,0.0875916
0.0864803,-0.0223459,0.0875906
0.0880526,-0.0223418,0.0875894
0.089625,-0.0223376,0.0875883
0.0911974,-0.0223334,0.0875871
0.0927698,-0.022329,0.087586
0.0943421,-0.0223246,0.0875847
0.0959145,-0.02232,0.0875835
0.0974869,-0.0223154,0.0875822
0.0990592,-0.0223106,0.0875809
0.100632,-0.0223058,0.0875796
0.102204,-0.0223009,0.0875783
0.103776,-0.0222958,0.0875769
0.105349,-0.0222906,0.0875755
0.106921,-0.0222854,0.0875741
0.108493,-0.02228,0.0875726
0.110066,-0.0222745,0.0875711
0.111638,-0.022269,0.0875696
0.113211,-0.0222633,0.087568
0.114783,-0.0222574,0.0875664
0.116355,-0.0222515,0.0875648
0.117928,-0.0222454,0.0875631
0.1195,-0.0222393,0.0875615
0.121072,-0.022233,0.0875597
0.122645,-0.0222266,0.087558
0.124217,-0.0222201,0.0875562
0.125789,-0.0222134,0.0875544
0.127362,-0.0222066,0.0875525
0.128934,-0.0221997,0.0875506
0.130507,-0.0221927,0.0875487
0.132079,-0.0221856,0.0875467
0.133651,-0.0221783,0.0875447
0.135224,-0.0221709,0.0875427
0.136796,-0.0221633,0.0875406
0.138368,-0.0221556,0.0875385
0.139941,-0.0221478,0.0875364
0.141513,-0.0221399,0.0875342
0.143086,-0.0221318,0.087532
