# 20250120_145127
q,primespecRe,primespecIm
0,57444.6,0
0.002002,56809.7,0
0.004004,56235.6,0
0.00600601,55641.5,0
0.00800801,54949.9,0
0.01001,54087.4,0
0.012012,52864.6,0
0.014014,51227.2,0
0.016016,49325,0
0.018018,47296.4,0
0.02002,45263.4,0
0.022022,43162.8,0
0.024024,40897.4,0
0.026026,38557.9,0
0.028028,36222.5,0
0.03003,33955.1,0
0.032032,31727.2,0
0.034034,29498.9,0
0.036036,27329.1,0
0.038038,25263.4,0
0.04004,23334.9,0
0.042042,21521,0
0.044044,19790.2,0
0.046046,18172.1,0
0.048048,16686.8,0
0.0500501,15345.9,0
0.0520521,14132.3,0
0.0540541,13016,0
0.0560561,11997.4,0
0.0580581,11075.1,0
0.0600601,10246.6,0
0.0620621,9507.69,0
0.0640641,8844.3,0
0.0660661,8238.75,0
0.0680681,7676.86,0
0.0700701,7147.37,0
0.0720721,6653.52,0
0.0740741,6201.91,0
0.0760761,5777.47,0
0.0780781,5368.27,0
0.0800801,4965.51,0
0.0820821,4569.54,0
0.0840841,4188.73,0
0.0860861,3821.96,0
0.0880881,3468.62,0
0.0900901,3128.72,0
0.0920921,2798.16,0
0.0940941,2476.71,0
0.0960961,2175.97,0
0.0980981,1903.4,0
0.1001,1662.76,0
0.102102,1441.37,0
0.104104,1228.51,0
0.106106,1046.03,0
0.108108,904.636,0
0.11011,807.94,0
0.112112,744.508,0
0.114114,689.026,0
0.116116,644.404,0
0.118118,613.618,0
0.12012,599.401,0
0.122122,604.348,0
0.124124,625.028,0
0.126126,654.615,0
0.128128,685.415,0
0.13013,708.283,0
0.132132,719.318,0
0.134134,728.925,0
0.136136,737.04,0
0.138138,742.904,0
0.14014,745.752,0
0.142142,739.43,0
0.144144,712.642,0
0.146146,672.594,0
0.148148,627.074,0
0.15015,582.567,0
0.152152,538.342,0
0.154154,485.361,0
0.156156,432.057,0
0.158158,385.075,0
0.16016,348.448,0
0.162162,321.155,0
0.164164,295.255,0
0.166166,273.138,0
0.168168,257.097,0
0.17017,248.979,0
0.172172,250.121,0
0.174174,258.385,0
0.176176,271.372,0
0.178178,286.581,0
0.18018,300.965,0
0.182182,312.828,0
0.184184,326.213,0
0.186186,339.696,0
0.188188,350.928,0
0.19019,357.301,0
0.192192,356.405,0
0.194194,348.481,0
0.196196,335.469,0
0.198198,319.37,0
0.2002,302.021,0
0.202202,282.903,0
0.204204,256.475,0
0.206206,226.685,0
0.208208,197.44,0
0.21021,171.299,0
0.212212,147.708,0
0.214214,122.111,0
0.216216,99.7152,0
0.218218,83.5085,0
0.22022,74.4682,0
0.222222,72.0547,0
0.224224,70.7212,0
0.226226,69.698,0
0.228228,69.0008,0
0.23023,68.6484,0
0.232232,69.156,0
0.234234,72.5423,0
0.236236,77.8621,0
0.238238,83.5175,0
0.24024,87.436,0
0.242242,87.7114,0
0.244244,85.6747,0
0.246246,82.1158,0
0.248248,77.5612,0
0.25025,72.5055,0
0.252252,66.6772,0
0.254254,57.3968,0
0.256256,46.9955,0
0.258258,37.6219,0
0.26026,30.269,0
0.262262,24.8295,0
0.264264,19.6839,0
0.266266,15.4864,0
0.268268,12.6235,0
0.27027,11.1301,0
0.272272,11.1279,0
0.274274,13.0409,0
0.276276,16.9018,0
0.278278,22.5983,0
0.28028,29.0755,0
0.282282,34.1183,0
0.284284,39.2873,0
0.286286,44.7513,0
0.288288,49.6507,0
0.29029,52.8308,0
0.292292,53.3227,0
0.294294,52.5482,0
0.296296,51.1023,0
0.298298,49.1854,0
0.3003,46.9916,0
0.302302,44.4175,0
0.304304,39.6686,0
0.306306,34.0318,0
0.308308,28.9814,0
0.31031,25.316,0
0.312312,23.3018,0
0.314314,21.7803,0
0.316316,20.4995,0
0.318318,19.5451,0
0.32032,18.9913,0
0.322322,19.0044,0
0.324324,20.4748,0
0.326326,23.2931,0
0.328328,26.9655,0
0.33033,30.6122,0
0.332332,33.0024,0
0.334334,34.9864,0
0.336336,36.8865,0
0.338338,38.4704,0
0.34034,39.478,0
0.342342,39.6133,0
0.344344,38.326,0
0.346346,35.8805,0
0.348348,32.7926,0
0.35035,29.5175,0
0.352352,26.3043,0
0.354354,22.1688,0
0.356356,17.7002,0
0.358358,13.7061,0
0.36036,10.5372,0
0.362362,8.18785,0
0.364364,6.01233,0
0.366366,4.27198,0
0.368368,3.13617,0
0.37037,2.53994,0
0.372372,2.42281,0
0.374374,2.78796,0
0.376376,3.60858,0
0.378378,4.83732,0
0.38038,6.18344,0
0.382382,6.97743,0
0.384384,7.4506,0
0.386386,7.87896,0
0.388388,8.22312,0
0.39039,8.44122,0
0.392392,8.47214,0
0.394394,7.78621,0
0.396396,6.54982,0
0.398398,5.23221,0
0.4004,4.1179,0
0.402402,3.30181,0
0.404404,2.51657,0
0.406406,1.83492,0
0.408408,1.36562,0
0.41041,1.10691,0
0.412412,1.04515,0
0.414414,1.29792,0
0.416416,2.00359,0
0.418418,3.36786,0
0.42042,5.39974,0
0.422422,7.26003,0
0.424424,8.89935,0
0.426426,10.7307,0
0.428428,12.5001,0
0.43043,13.8157,0
0.432432,14.2396,0
0.434434,14.1973,0
0.436436,14.0928,0
0.438438,13.9324,0
0.44044,13.723,0
0.442442,13.4639,0
0.444444,12.5574,0
0.446446,11.0074,0
0.448448,9.30715,0
0.45045,7.79055,0
0.452452,6.62213,0
0.454454,5.50859,0
0.456456,4.45342,0
0.458458,3.64622,0
0.46046,3.15046,0
0.462462,2.99317,0
0.464464,3.15119,0
0.466466,3.54321,0
0.468468,4.11656,0
0.47047,4.78108,0
0.472472,5.37111,0
0.474474,5.93226,0
0.476476,6.57051,0
0.478478,7.19253,0
0.48048,7.66916,0
0.482482,7.85026,0
0.484484,7.70232,0
0.486486,7.32442,0
0.488488,6.7924,0
0.49049,6.18098,0
0.492492,5.55333,0
0.494494,4.68575,0
0.496496,3.60261,0
0.498498,2.60241,0
0.500501,1.82123,0
0.502503,1.2732,0
0.504505,0.817196,0
0.506507,0.468552,0
0.508509,0.270649,0
0.510511,0.177617,0
0.512513,0.149352,0
0.514515,0.189748,0
0.516517,0.345586,0
0.518519,0.723104,0
0.520521,1.39295,0
0.522523,1.97967,0
0.524525,2.17826,0
0.526527,2.35717,0
0.528529,2.50332,0
0.530531,2.60218,0
0.532533,2.64062,0
0.534535,2.47509,0
0.536537,2.07273,0
0.538539,1.64071,0
0.540541,1.29918,0
0.542543,1.08906,0
0.544545,0.963321,0
0.546547,0.853424,0
0.548549,0.7677,0
0.550551,0.711235,0
0.552553,0.688324,0
0.554555,0.76901,0
0.556557,1.06116,0
0.558559,1.62313,0
0.560561,2.46626,0
0.562563,3.33605,0
0.564565,3.99554,0
0.566567,4.73519,0
0.568569,5.47288,0
0.570571,6.06851,0
0.572573,6.35044,0
0.574575,6.33828,0
0.576577,6.27717,0
0.578579,6.17744,0
0.580581,6.04528,0
0.582583,5.88709,0
0.584585,5.57187,0
0.586587,4.94761,0
0.588589,4.18483,0
0.590591,3.42684,0
0.592593,2.76113,0
0.594595,2.06531,0
0.596597,1.33032,0
0.598599,0.825334,0
0.600601,0.554073,0
0.602603,0.452204,0
0.604605,0.458914,0
0.606607,0.49626,0
0.608609,0.557473,0
0.610611,0.637609,0
0.612613,0.727744,0
0.614615,0.836655,0
0.616617,1.00411,0
0.618619,1.21199,0
0.620621,1.41368,0
0.622623,1.53103,0
0.624625,1.51832,0
0.626627,1.44589,0
0.628629,1.3359,0
0.630631,1.20714,0
0.632633,1.07537,0
0.634635,0.899688,0
0.636637,0.646129,0
0.638639,0.438376,0
0.640641,0.3119,0
0.642643,0.258325,0
0.644645,0.266801,0
0.646647,0.319318,0
0.648649,0.416605,0
0.650651,0.559332,0
0.652653,0.729522,0
0.654655,0.908075,0
0.656657,1.15681,0
0.658659,1.46294,0
0.660661,1.76822,0
0.662663,1.96659,0
0.664665,2.00018,0
0.666667,2.01659,0
0.668669,2.02903,0
0.670671,2.03727,0
0.672673,2.04112,0
0.674675,1.98826,0
0.676677,1.75537,0
0.678679,1.44951,0
0.680681,1.1647,0
0.682683,0.947378,0
0.684685,0.790388,0
0.686687,0.638734,0
0.688689,0.515427,0
0.690691,0.431954,0
0.692693,0.391011,0
0.694695,0.404627,0
0.696697,0.504845,0
0.698699,0.703758,0
0.700701,1.00555,0
0.702703,1.35097,0
0.704705,1.62439,0
0.706707,1.92734,0
0.708709,2.24948,0
0.710711,2.53491,0
0.712713,2.7071,0
0.714715,2.72255,0
0.716717,2.69873,0
0.718719,2.65556,0
0.720721,2.59621,0
0.722723,2.52397,0
0.724725,2.41674,0
0.726727,2.17846,0
0.728729,1.85958,0
0.730731,1.52315,0
0.732733,1.21297,0
0.734735,0.90967,0
0.736737,0.54356,0
0.738739,0.291669,0
0.740741,0.16486,0
0.742743,0.115141,0
