# 20250120_145127
# primespec:	Data/spec_real_constfield_m140_20250116_115949/spec_20250117_150131/spectr.txt
# qmax:	2
# ma:	0.8
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.3747
# [=>] Eabc:	0.4
# B:	1
# Q:	1
p,finalspecRe,finalspecIm
0,516.256,0
0.0100503,516.512,0
0.0201005,517.36,0
0.0301508,517.759,0
0.040201,519.112,0
0.0502513,521,0
0.0603015,523.14,0
0.0703518,525.351,0
0.080402,528.506,0
0.0904523,531.586,0
0.100503,535.87,0
0.110553,540.683,0
0.120603,545.074,0
0.130653,550.879,0
0.140704,557.342,0
0.150754,564.404,0
0.160804,572.779,0
0.170854,581.23,0
0.180905,591.509,0
0.190955,601.975,0
0.201005,614.362,0
0.211055,628.121,0
0.221106,643.532,0
0.231156,662.256,0
0.241206,681.784,0
0.251256,704.69,0
0.261307,730.596,0
0.271357,762.112,0
0.281407,798.586,0
0.291457,841.724,0
0.301508,893.675,0
0.311558,958.52,0
0.321608,1033.92,0
0.331658,1153.03,0
0.341709,1310.27,0
0.351759,1460.71,0
0.361809,1524.72,0
0.371859,1329.71,0
0.38191,973.098,0
0.39196,550.998,0
0.40201,298.011,0
0.41206,162.772,0
0.422111,90.7802,0
0.432161,66.0867,0
0.442211,48.3246,0
0.452261,37.0107,0
0.462312,27.1271,0
0.472362,21.7514,0
0.482412,15.8931,0
0.492462,10.8454,0
0.502513,8.76681,0
0.512563,7.3199,0
0.522613,5.87377,0
0.532663,5.58843,0
0.542714,4.90621,0
0.552764,4.10637,0
0.562814,3.58775,0
0.572864,3.16111,0
0.582915,2.4811,0
0.592965,2.11202,0
0.603015,2.02172,0
0.613065,1.86476,0
0.623116,1.77651,0
0.633166,1.70679,0
0.643216,1.53313,0
0.653266,1.29849,0
0.663317,1.22261,0
0.673367,1.11382,0
0.683417,1.00656,0
0.693467,0.919966,0
0.703518,0.906329,0
0.713568,0.854089,0
0.723618,0.84029,0
0.733668,0.802491,0
0.743719,0.747656,0
0.753769,0.652416,0
0.763819,0.59117,0
0.773869,0.567676,0
0.78392,0.555531,0
0.79397,0.531122,0
0.80402,0.506896,0
0.81407,0.502309,0
0.824121,0.475423,0
0.834171,0.443168,0
0.844221,0.428408,0
0.854271,0.406275,0
0.864322,0.378104,0
0.874372,0.343283,0
0.884422,0.343157,0
0.894472,0.333251,0
0.904523,0.329103,0
0.914573,0.321027,0
0.924623,0.316531,0
0.934673,0.292385,0
0.944724,0.275398,0
0.954774,0.26331,0
0.964824,0.2571,0
0.974874,0.250155,0
0.984925,0.238093,0
0.994975,0.222876,0
1.00503,0.226266,0
1.01508,0.216221,0
1.02513,0.211704,0
1.03518,0.203411,0
1.04523,0.198798,0
1.05528,0.180928,0
1.06533,0.169176,0
1.07538,0.164834,0
1.08543,0.166475,0
1.09548,0.161754,0
1.10553,0.15633,0
1.11558,0.151858,0
1.12563,0.147276,0
1.13568,0.144331,0
1.14573,0.13698,0
1.15578,0.134433,0
1.16583,0.130455,0
1.17588,0.124612,0
1.18593,0.119194,0
1.19598,0.111919,0
1.20603,0.109821,0
1.21608,0.108629,0
1.22613,0.106407,0
1.23618,0.106646,0
1.24623,0.102516,0
1.25628,0.0985858,0
1.26633,0.0897145,0
1.27638,0.0874721,0
1.28643,0.0853201,0
1.29648,0.0841386,0
1.30653,0.083977,0
1.31658,0.0788203,0
1.32663,0.0772512,0
1.33668,0.0733857,0
1.34673,0.0709242,0
1.35678,0.0690753,0
1.36683,0.0695432,0
1.37688,0.0662249,0
1.38693,0.0629284,0
1.39698,0.0599506,0
1.40704,0.0574022,0
1.41709,0.0559932,0
1.42714,0.0566519,0
1.43719,0.0556671,0
1.44724,0.0526596,0
1.45729,0.0501821,0
1.46734,0.0472078,0
1.47739,0.0457777,0
1.48744,0.0454613,0
1.49749,0.0442579,0
1.50754,0.0428414,0
1.51759,0.039967,0
1.52764,0.037819,0
1.53769,0.0361856,0
1.54774,0.0358435,0
1.55779,0.0361516,0
1.56784,0.0349985,0
1.57789,0.0336963,0
1.58794,0.0324814,0
1.59799,0.0300091,0
1.60804,0.0280013,0
1.61809,0.0266954,0
1.62814,0.0269135,0
1.63819,0.0267882,0
1.64824,0.0261037,0
1.65829,0.0240792,0
1.66834,0.0222109,0
1.67839,0.0216729,0
1.68844,0.0210748,0
1.69849,0.0208548,0
1.70854,0.0202706,0
1.71859,0.0186532,0
1.72864,0.0173738,0
1.73869,0.0156565,0
1.74874,0.0149064,0
1.75879,0.0150109,0
1.76884,0.0148905,0
1.77889,0.0144792,0
1.78894,0.0133666,0
1.79899,0.0118744,0
1.80905,0.0107291,0
1.8191,0.00994491,0
1.82915,0.00990897,0
1.8392,0.00966923,0
1.84925,0.00911351,0
1.8593,0.0080943,0
1.86935,0.00704272,0
1.8794,0.00615519,0
1.88945,0.00589429,0
1.8995,0.00578888,0
1.90955,0.00569989,0
1.9196,0.00529452,0
1.92965,0.00432696,0
1.9397,0.00317178,0
1.94975,0.00239554,0
1.9598,0.00204967,0
1.96985,0.00197719,0
1.9799,0.00192935,0
1.98995,0.00137277,0
2,0.000656328,0
