# 20240927_193022
alpha,rRe,rIm
0,0,0
0.00157237,0.102768,0
0.00314474,0.205331,0
0.00471711,0.307359,0
0.00628947,0.409013,0
0.00786184,0.510334,0
0.00943421,0.611351,0
0.0110066,0.7121,0
0.0125789,0.812605,0
0.0141513,0.912897,0
0.0157237,1.013,0
0.0172961,1.11293,0
0.0188684,1.21271,0
0.0204408,1.31237,0
0.0220132,1.41192,0
0.0235855,1.51137,0
0.0251579,1.61074,0
0.0267303,1.71004,0
0.0283026,1.80929,0
0.029875,1.90849,0
0.0314474,2.00766,0
0.0330197,2.10679,0
0.0345921,2.20591,0
0.0361645,2.30502,0
0.0377368,2.40412,0
0.0393092,2.50322,0
0.0408816,2.60233,0
0.042454,2.70144,0
0.0440263,2.80057,0
0.0455987,2.89971,0
0.0471711,2.99887,0
0.0487434,3.09805,0
0.0503158,3.19725,0
0.0518882,3.29647,0
0.0534605,3.39572,0
0.0550329,3.495,0
0.0566053,3.5943,0
0.0581776,3.69363,0
0.05975,3.79298,0
0.0613224,3.89237,0
0.0628947,3.99178,0
0.0644671,4.09122,0
0.0660395,4.19068,0
0.0676119,4.29017,0
0.0691842,4.38969,0
0.0707566,4.48924,0
0.072329,4.58881,0
0.0739013,4.68841,0
0.0754737,4.78803,0
0.0770461,4.88767,0
0.0786184,4.98734,0
0.0801908,5.08703,0
0.0817632,5.18675,0
0.0833355,5.28649,0
0.0849079,5.38625,0
0.0864803,5.48602,0
0.0880526,5.58583,0
0.089625,5.68565,0
0.0911974,5.78549,0
0.0927698,5.88535,0
0.0943421,5.98523,0
0.0959145,6.08513,0
0.0974869,6.18504,0
0.0990592,6.28498,0
0.100632,6.38494,0
0.102204,6.48491,0
0.103776,6.5849,0
0.105349,6.68492,0
0.106921,6.78495,0
0.108493,6.885,0
0.110066,6.98506,0
0.111638,7.08515,0
0.113211,7.18526,0
0.114783,7.28538,0
0.116355,7.38553,0
0.117928,7.4857,0
0.1195,7.58588,0
0.121072,7.68609,0
0.122645,7.78632,0
0.124217,7.88657,0
0.125789,7.98684,0
0.127362,8.08714,0
0.128934,8.18745,0
0.130507,8.2878,0
0.132079,8.38816,0
0.133651,8.48855,0
0.135224,8.58897,0
0.136796,8.68941,0
0.138368,8.78987,0
0.139941,8.89036,0
0.141513,8.99088,0
0.143086,9.09143,0
0.144658,9.19201,0
0.14623,9.29261,0
0.147803,9.39324,0
0.149375,9.4939,0
0.150947,9.59459,0
0.15252,9.69531,0
0.154092,9.79607,0
0.155665,9.89685,0
0.157237,9.99766,0
0.158809,10.0985,0
0.160382,10.1994,0
0.161954,10.3003,0
0.163526,10.4012,0
0.165099,10.5022,0
0.166671,10.6032,0
0.168243,10.7043,0
0.169816,10.8054,0
0.171388,10.9065,0
0.172961,11.0076,0
0.174533,11.1088,0
0.176105,11.21,0
0.177678,11.3113,0
0.17925,11.4126,0
0.180822,11.5139,0
0.182395,11.6153,0
0.183967,11.7167,0
0.18554,11.8181,0
0.187112,11.9196,0
0.188684,12.0211,0
0.190257,12.1227,0
0.191829,12.2242,0
0.193401,12.3259,0
0.194974,12.4275,0
0.196546,12.5292,0
0.198118,12.6309,0
0.199691,12.7327,0
0.201263,12.8345,0
0.202836,12.9363,0
0.204408,13.0382,0
0.20598,13.1401,0
0.207553,13.242,0
0.209125,13.344,0
0.210697,13.446,0
0.21227,13.5481,0
0.213842,13.6502,0
0.215415,13.7523,0
0.216987,13.8544,0
0.218559,13.9566,0
0.220132,14.0588,0
0.221704,14.1611,0
0.223276,14.2634,0
0.224849,14.3657,0
0.226421,14.468,0
