# 20240927_193022
alpha,rRe,rIm
0,0,0
0.00314989,0.205666,0
0.00629978,0.409679,0
0.00944968,0.612343,0
0.0125996,0.813921,0
0.0157495,1.01464,0
0.0188994,1.21468,0
0.0220492,1.4142,0
0.0251991,1.61334,0
0.028349,1.81222,0
0.0314989,2.01091,0
0.0346488,2.20949,0
0.0377987,2.40802,0
0.0409486,2.60655,0
0.0440985,2.80512,0
0.0472484,3.00375,0
0.0503983,3.20245,0
0.0535482,3.40125,0
0.0566981,3.60016,0
0.059848,3.79917,0
0.0629978,3.9983,0
0.0661477,4.19753,0
0.0692976,4.39687,0
0.0724475,4.59632,0
0.0755974,4.79587,0
0.0787473,4.99551,0
0.0818972,5.19525,0
0.0850471,5.39508,0
0.088197,5.59499,0
0.0913469,5.79498,0
0.0944968,5.99505,0
0.0976467,6.1952,0
0.100797,6.39542,0
0.103946,6.59572,0
0.107096,6.7961,0
0.110246,6.99655,0
0.113396,7.19707,0
0.116546,7.39768,0
0.119696,7.59837,0
0.122846,7.79914,0
0.125996,7.99999,0
0.129146,8.20094,0
0.132295,8.40198,0
0.135445,8.60312,0
0.138595,8.80437,0
0.141745,9.00572,0
0.144895,9.20718,0
0.148045,9.40875,0
0.151195,9.61044,0
0.154345,9.81225,0
0.157495,10.0142,0
0.160645,10.2163,0
0.163794,10.4185,0
0.166944,10.6208,0
0.170094,10.8233,0
0.173244,11.0259,0
0.176394,11.2286,0
0.179544,11.4315,0
0.182694,11.6346,0
0.185844,11.8378,0
0.188994,12.0411,0
0.192143,12.2446,0
0.195293,12.4482,0
0.198443,12.6519,0
0.201593,12.8559,0
0.204743,13.0599,0
0.207893,13.2641,0
0.211043,13.4684,0
0.214193,13.6729,0
0.217343,13.8775,0
0.220492,14.0823,0
0.223642,14.2872,0
0.226792,14.4922,0
0.229942,14.6973,0
0.233092,14.9026,0
0.236242,15.108,0
0.239392,15.3135,0
0.242542,15.5191,0
0.245692,15.7248,0
0.248842,15.9307,0
0.251991,16.1366,0
0.255141,16.3427,0
0.258291,16.5488,0
0.261441,16.755,0
0.264591,16.9614,0
0.267741,17.1678,0
0.270891,17.3743,0
0.274041,17.5808,0
0.277191,17.7875,0
0.28034,17.9942,0
0.28349,18.201,0
0.28664,18.4078,0
0.28979,18.6147,0
0.29294,18.8216,0
0.29609,19.0286,0
0.29924,19.2356,0
0.30239,19.4427,0
0.30554,19.6498,0
0.308689,19.8569,0
0.311839,20.064,0
0.314989,20.2711,0
0.318139,20.4783,0
0.321289,20.6854,0
0.324439,20.8925,0
0.327589,21.0996,0
0.330739,21.3067,0
0.333889,21.5137,0
0.337038,21.7208,0
0.340188,21.9277,0
0.343338,22.1346,0
0.346488,22.3414,0
0.349638,22.5482,0
0.352788,22.7549,0
0.355938,22.9615,0
0.359088,23.1679,0
0.362238,23.3743,0
0.365388,23.5806,0
0.368537,23.7867,0
0.371687,23.9926,0
0.374837,24.1985,0
0.377987,24.4041,0
0.381137,24.6096,0
0.384287,24.8148,0
0.387437,25.0199,0
0.390587,25.2248,0
0.393737,25.4294,0
0.396886,25.6338,0
0.400036,25.838,0
0.403186,26.0419,0
0.406336,26.2455,0
0.409486,26.4488,0
0.412636,26.6518,0
0.415786,26.8545,0
0.418936,27.0568,0
0.422086,27.2589,0
0.425235,27.4605,0
0.428385,27.6618,0
0.431535,27.8627,0
0.434685,28.0632,0
0.437835,28.2633,0
0.440985,28.4629,0
0.444135,28.6621,0
0.447285,28.8609,0
0.450435,29.0592,0
0.453585,29.2569,0
0.456734,29.4542,0
0.459884,29.651,0
0.463034,29.8472,0
0.466184,30.0429,0
0.469334,30.2381,0
0.472484,30.4326,0
0.475634,30.6266,0
0.478784,30.82,0
0.481934,31.0127,0
0.485083,31.2048,0
0.488233,31.3963,0
0.491383,31.5871,0
0.494533,31.7772,0
0.497683,31.9667,0
0.500833,32.1554,0
0.503983,32.3434,0
0.507133,32.5307,0
0.510283,32.7173,0
0.513432,32.9031,0
0.516582,33.0881,0
0.519732,33.2723,0
0.522882,33.4557,0
0.526032,33.6383,0
0.529182,33.82,0
0.532332,34.0009,0
0.535482,34.181,0
0.538632,34.3601,0
0.541781,34.5384,0
0.544931,34.7158,0
0.548081,34.8922,0
0.551231,35.0677,0
0.554381,35.2423,0
0.557531,35.4159,0
0.560681,35.5885,0
0.563831,35.7601,0
0.566981,35.9307,0
0.570131,36.1002,0
0.57328,36.2688,0
0.57643,36.4362,0
0.57958,36.6026,0
0.58273,36.7679,0
0.58588,36.9322,0
0.58903,37.0952,0
0.59218,37.2572,0
0.59533,37.418,0
0.59848,37.5776,0
0.601629,37.7361,0
0.604779,37.8934,0
0.607929,38.0494,0
0.611079,38.2042,0
0.614229,38.3578,0
0.617379,38.5101,0
0.620529,38.6612,0
0.623679,38.811,0
0.626829,38.9594,0
0.629978,39.1066,0
0.633128,39.2524,0
0.636278,39.3968,0
0.639428,39.5399,0
0.642578,39.6816,0
0.645728,39.822,0
0.648878,39.9609,0
0.652028,40.0984,0
0.655178,40.2344,0
0.658328,40.3691,0
0.661477,40.5022,0
0.664627,40.6339,0
0.667777,40.764,0
0.670927,40.8927,0
0.674077,41.0199,0
0.677227,41.1455,0
0.680377,41.2696,0
0.683527,41.3921,0
0.686677,41.5131,0
0.689826,41.6325,0
0.692976,41.7503,0
0.696126,41.8665,0
0.699276,41.981,0
0.702426,42.094,0
0.705576,42.2053,0
0.708726,42.315,0
0.711876,42.423,0
0.715026,42.5294,0
