# 20241010_152351
alpha,Df0Re,Df0Im
0,-0.201136,0
0.01,-0.201618,0
0.02,-0.201656,0
0.03,-0.201486,0
0.04,-0.201224,0
0.05,-0.200916,0
0.06,-0.200568,0
0.07,-0.200169,0
0.08,-0.199701,0
0.09,-0.199148,0
0.1,-0.198492,0
0.11,-0.19772,0
0.12,-0.19682,0
0.13,-0.195779,0
0.14,-0.194585,0
0.15,-0.193221,0
0.16,-0.19167,0
0.17,-0.189908,0
0.18,-0.187909,0
0.19,-0.185645,0
0.2,-0.183082,0
0.21,-0.180183,0
0.22,-0.17691,0
0.23,-0.17322,0
0.24,-0.169069,0
0.25,-0.164408,0
0.26,-0.159188,0
0.27,-0.153355,0
0.28,-0.146856,0
0.29,-0.139632,0
0.3,-0.131626,0
0.31,-0.122777,0
0.32,-0.113025,0
0.33,-0.102311,0
0.34,-0.0905785,0
0.35,-0.0777764,0
0.36,-0.0638588,0
0.37,-0.048791,0
0.38,-0.0325494,0
0.39,-0.0151269,0
0.4,0.00346403,0
0.41,0.0231895,0
0.42,0.0439877,0
0.43,0.065767,0
0.44,0.0884031,0
0.45,0.111734,0
0.46,0.13556,0
0.47,0.159638,0
0.48,0.183687,0
0.49,0.207379,0
0.5,0.23035,0
0.51,0.252196,0
0.52,0.27248,0
0.53,0.290739,0
0.54,0.306492,0
0.55,0.31925,0
0.56,0.328529,0
0.57,0.333868,0
0.58,0.334839,0
0.59,0.331073,0
0.6,0.322273,0
0.61,0.308236,0
0.62,0.28887,0
0.63,0.264209,0
0.64,0.234429,0
0.65,0.199856,0
0.66,0.16097,0
0.67,0.118401,0
0.68,0.0729262,0
0.69,0.0254517,0
0.7,-0.0230085,0
0.71,-0.0713587,0
0.72,-0.118455,0
0.73,-0.163141,0
0.74,-0.204291,0
0.75,-0.240845,0
0.76,-0.271853,0
0.77,-0.296514,0
0.78,-0.314202,0
0.79,-0.3245,0
0.8,-0.327212,0
0.81,-0.322378,0
0.82,-0.31027,0
0.83,-0.291378,0
0.84,-0.266397,0
0.85,-0.236187,0
0.86,-0.201743,0
0.87,-0.164148,0
0.88,-0.124528,0
0.89,-0.0840084,0
0.9,-0.0436667,0
0.91,-0.00449936,0
0.92,0.0326118,0
0.93,0.0669216,0
0.94,0.0978357,0
0.95,0.124916,0
0.96,0.14788,0
0.97,0.166587,0
0.98,0.181034,0
0.99,0.191327,0
1,0.197671,0
1.01,0.200348,0
1.02,0.199693,0
1.03,0.196082,0
1.04,0.189911,0
1.05,0.181583,0
1.06,0.171492,0
1.07,0.16002,0
1.08,0.147517,0
1.09,0.134305,0
1.1,0.12067,0
1.11,0.10686,0
1.12,0.0930854,0
1.13,0.0795228,0
1.14,0.0663159,0
1.15,0.0535806,0
1.16,0.0414084,0
1.17,0.0298704,0
1.18,0.0190194,0
1.19,0.00889198,0
1.2,-0.00048941,0
1.21,-0.00911752,0
1.22,-0.016998,0
1.23,-0.0241492,0
1.24,-0.0306005,0
1.25,-0.0363881,0
1.26,-0.0415525,0
1.27,-0.046133,0
1.28,-0.0501644,0
1.29,-0.0536742,0
1.3,-0.0566819,0
1.31,-0.059202,0
1.32,-0.0612473,0
1.33,-0.0628362,0
1.34,-0.0639976,0
1.35,-0.0647747,0
1.36,-0.0652245,0
1.37,-0.0654125,0
1.38,-0.0654028,0
1.39,-0.0652473,0
1.4,-0.0649773,0
1.41,-0.064602,0
1.42,-0.0641189,0
1.43,-0.0635337,0
1.44,-0.0628861,0
1.45,-0.0622686,0
1.46,-0.0618256,0
1.47,-0.0617193,0
1.48,-0.0620655,0
1.49,-0.0628633,0
1.5,-0.0639697,0
1.51,-0.0651855,0
1.52,-0.0664827,0
1.53,-0.0683014,0
1.54,-0.0716867,0
1.55,-0.0779733,0
1.56,-0.0882645,0
1.57,-0.105144,0
1.58,-0.145301,0
