# 20240730_140125
alpha,Dpi0Re,Dpi0Im
0.286171,0.0285005,0
0.287743,0.0288846,0
0.289316,0.0292713,0
0.290888,0.0296595,0
0.292461,0.030048,0
0.294033,0.030441,0
0.295605,0.0308441,0
0.297178,0.0312561,0
0.29875,0.0316758,0
0.300322,0.0321019,0
0.301895,0.0325328,0
0.303467,0.0329672,0
0.30504,0.0334036,0
0.306612,0.0338404,0
0.308184,0.0342759,0
0.309757,0.0347093,0
0.311329,0.0351508,0
0.312901,0.0356026,0
0.314474,0.0360632,0
0.316046,0.0365307,0
0.317618,0.0370033,0
0.319191,0.037479,0
0.320763,0.0379557,0
0.322336,0.0384309,0
0.323908,0.0389021,0
0.32548,0.0393679,0
0.327053,0.0398453,0
0.328625,0.0403167,0
0.330197,0.0407997,0
0.33177,0.0412935,0
0.333342,0.0417974,0
0.334915,0.0423103,0
0.336487,0.0428314,0
0.338059,0.0433595,0
0.339632,0.0438935,0
0.341204,0.0444323,0
0.342776,0.0449747,0
0.344349,0.0455209,0
0.345921,0.0460677,0
0.347493,0.0466145,0
0.349066,0.0471681,0
0.350638,0.0477278,0
0.352211,0.0482929,0
0.353783,0.0488624,0
0.355355,0.0494355,0
0.356928,0.0500115,0
0.3585,0.0505894,0
0.360072,0.0511693,0
0.361645,0.0517556,0
0.363217,0.0523488,0
0.36479,0.0529492,0
0.366362,0.0535569,0
0.367934,0.054172,0
0.369507,0.0547948,0
0.371079,0.0554253,0
0.372651,0.0560638,0
0.374224,0.0567105,0
0.375796,0.0573654,0
0.377368,0.0580254,0
0.378941,0.058688,0
0.380513,0.0593538,0
0.382086,0.0600229,0
0.383658,0.0606949,0
0.38523,0.0613697,0
0.386803,0.0620468,0
0.388375,0.0627257,0
0.389947,0.0634055,0
0.39152,0.0640854,0
0.393092,0.064766,0
0.394665,0.0654704,0
0.396237,0.0661979,0
0.397809,0.0669373,0
0.399382,0.0676775,0
0.400954,0.0684071,0
0.402526,0.0691237,0
0.404099,0.0698635,0
0.405671,0.0706252,0
0.407243,0.0714,0
0.408816,0.072178,0
0.410388,0.0729557,0
0.411961,0.0737115,0
0.413533,0.074486,0
0.415105,0.075279,0
0.416678,0.0760747,0
0.41825,0.0768563,0
0.419822,0.0776369,0
0.421395,0.0784443,0
0.422967,0.079271,0
0.42454,0.0801092,0
0.426112,0.0809504,0
0.427684,0.0817911,0
0.429257,0.0826377,0
0.430829,0.08349,0
0.432401,0.0843475,0
0.433974,0.0852094,0
0.435546,0.086075,0
0.437118,0.0869432,0
0.438691,0.087813,0
0.440263,0.0886829,0
0.441836,0.0895517,0
0.443408,0.0904175,0
0.44498,0.0912996,0
0.446553,0.0922109,0
0.448125,0.0931333,0
0.449697,0.0940478,0
0.45127,0.0949422,0
0.452842,0.0958498,0
0.454415,0.0967762,0
0.455987,0.0977176,0
0.457559,0.0986698,0
0.459132,0.0996281,0
0.460704,0.100587,0
0.462276,0.101551,0
0.463849,0.102512,0
0.465421,0.103478,0
0.466994,0.104472,0
0.468566,0.105462,0
0.470138,0.106436,0
0.471711,0.107422,0
0.473283,0.108421,0
0.474855,0.109428,0
0.476428,0.11044,0
0.478,0.11145,0
0.479572,0.112462,0
0.481145,0.113494,0
0.482717,0.11454,0
0.48429,0.115599,0
0.485862,0.116665,0
0.487434,0.117734,0
0.489007,0.118803,0
0.490579,0.119868,0
0.492151,0.120926,0
0.493724,0.121966,0
0.495296,0.123004,0
0.496869,0.124062,0
0.498441,0.125144,0
0.500013,0.126234,0
0.501586,0.127328,0
0.503158,0.128432,0
0.50473,0.12954,0
0.506303,0.130651,0
0.507875,0.131763,0
0.509447,0.132875,0
0.51102,0.133989,0
0.512592,0.135109,0
0.514165,0.13624,0
0.515737,0.13738,0
0.517309,0.138527,0
0.518882,0.13968,0
0.520454,0.140839,0
0.522026,0.142003,0
0.523599,0.143172,0
0.525171,0.144342,0
0.526744,0.14549,0
0.528316,0.146623,0
0.529888,0.147754,0
0.531461,0.148894,0
0.533033,0.150054,0
0.534605,0.151233,0
0.536178,0.152423,0
0.53775,0.15362,0
0.539322,0.154825,0
0.540895,0.156033,0
0.542467,0.157239,0
0.54404,0.158443,0
0.545612,0.159648,0
0.547184,0.160855,0
0.548757,0.162066,0
0.550329,0.163281,0
0.551901,0.164502,0
0.553474,0.165726,0
0.555046,0.166954,0
0.556619,0.168196,0
0.558191,0.169449,0
0.559763,0.170702,0
0.561336,0.171953,0
0.562908,0.17321,0
0.56448,0.174478,0
0.566053,0.175749,0
0.567625,0.177012,0
0.569197,0.178266,0
0.57077,0.179518,0
0.572342,0.180771,0
0.573915,0.182027,0
0.575487,0.183285,0
0.577059,0.184543,0
0.578632,0.1858,0
0.580204,0.187054,0
0.581776,0.188304,0
0.583349,0.189552,0
0.584921,0.190788,0
0.586494,0.192012,0
0.588066,0.193232,0
0.589638,0.194454,0
0.591211,0.195686,0
0.592783,0.196933,0
0.594355,0.198191,0
0.595928,0.19946,0
0.5975,0.200741,0
0.599072,0.202039,0
0.600645,0.203319,0
0.602217,0.204602,0
0.60379,0.205922,0
0.605362,0.207229,0
0.606934,0.208485,0
0.608507,0.209716,0
0.610079,0.210929,0
0.611651,0.212131,0
0.613224,0.21333,0
0.614796,0.214534,0
0.616369,0.215792,0
0.617941,0.21708,0
0.619513,0.218376,0
0.621086,0.219657,0
0.622658,0.220919,0
0.62423,0.222178,0
0.625803,0.223432,0
0.627375,0.224692,0
0.628947,0.225966,0
0.63052,0.227195,0
0.632092,0.228391,0
0.633665,0.229571,0
0.635237,0.230745,0
0.636809,0.231922,0
0.638382,0.233086,0
0.639954,0.234248,0
0.641526,0.235418,0
0.643099,0.236611,0
0.644671,0.237846,0
0.646244,0.239073,0
0.647816,0.240294,0
0.649388,0.241501,0
0.650961,0.242721,0
0.652533,0.243982,0
0.654105,0.245147,0
0.655678,0.246243,0
0.65725,0.2473,0
0.658822,0.248344,0
0.660395,0.249399,0
0.661967,0.250462,0
0.66354,0.251608,0
0.665112,0.252801,0
0.666684,0.25396,0
0.668257,0.255092,0
0.669829,0.256217,0
0.671401,0.257344,0
0.672974,0.258495,0
0.674546,0.259556,0
0.676119,0.260474,0
0.677691,0.261399,0
0.679263,0.26249,0
0.680836,0.263837,0
0.682408,0.26514,0
0.68398,0.266407,0
0.685553,0.266966,0
0.687125,0.267511,0
0.688697,0.268496,0
0.69027,0.269619,0
0.691842,0.270889,0
0.693415,0.271863,0
0.694987,0.272693,0
0.696559,0.27355,0
0.698132,0.274542,0
0.699704,0.275564,0
0.701276,0.276553,0
0.702849,0.277521,0
0.704421,0.278477,0
0.705994,0.279472,0
0.707566,0.280386,0
0.709138,0.281204,0
0.710711,0.281963,0
0.712283,0.28269,0
0.713855,0.283409,0
0.715428,0.284143,0
0.717,0.28492,0
0.718572,0.28575,0
0.720145,0.286592,0
0.721717,0.287399,0
0.72329,0.288206,0
0.724862,0.288993,0
0.726434,0.289763,0
0.728007,0.290519,0
0.729579,0.291263,0
0.731151,0.292,0
0.732724,0.292729,0
0.734296,0.293448,0
0.735869,0.294153,0
0.737441,0.294859,0
0.739013,0.295546,0
0.740586,0.296226,0
0.742158,0.296945,0
0.74373,0.297514,0
0.745303,0.297995,0
0.746875,0.29842,0
0.748447,0.29882,0
0.75002,0.299226,0
0.751592,0.299668,0
0.753165,0.300147,0
0.754737,0.300686,0
0.756309,0.30124,0
0.757882,0.301748,0
0.759454,0.302256,0
0.761026,0.302743,0
0.762599,0.303211,0
0.764171,0.303664,0
0.765744,0.304102,0
0.767316,0.304525,0
0.768888,0.30493,0
0.770461,0.305316,0
0.772033,0.305685,0
0.773605,0.306035,0
0.775178,0.306367,0
0.77675,0.306677,0
0.778323,0.30697,0
0.779895,0.307244,0
0.781467,0.307509,0
0.78304,0.307764,0
0.784612,0.308004,0
0.786184,0.308238,0
0.787757,0.308453,0
0.789329,0.30869,0
0.790901,0.308804,0
0.792474,0.30883,0
0.794046,0.308804,0
0.795619,0.308757,0
0.797191,0.308715,0
0.798763,0.308652,0
0.800336,0.30858,0
0.801908,0.308542,0
0.80348,0.308611,0
0.805053,0.308655,0
0.806625,0.30867,0
0.808198,0.308674,0
0.80977,0.308656,0
0.811342,0.308622,0
0.812915,0.30857,0
0.814487,0.308498,0
0.816059,0.308404,0
0.817632,0.30829,0
0.819204,0.308156,0
0.820776,0.308002,0
0.822349,0.307826,0
0.823921,0.307627,0
0.825494,0.307406,0
0.827066,0.307162,0
0.828638,0.306896,0
0.830211,0.306614,0
0.831783,0.306326,0
0.833355,0.306035,0
0.834928,0.305737,0
0.8365,0.305432,0
0.838073,0.305119,0
0.839645,0.304797,0
0.841217,0.304463,0
0.84279,0.30412,0
0.844362,0.303766,0
0.845934,0.303398,0
0.847507,0.303015,0
0.849079,0.302619,0
0.850651,0.302206,0
0.852224,0.301776,0
0.853796,0.301329,0
0.855369,0.300863,0
0.856941,0.300378,0
0.858513,0.299873,0
0.860086,0.299347,0
0.861658,0.298799,0
0.86323,0.298228,0
0.864803,0.297634,0
0.866375,0.297016,0
0.867948,0.29637,0
0.86952,0.2957,0
0.871092,0.295005,0
0.872665,0.294283,0
0.874237,0.293533,0
0.875809,0.292753,0
0.877382,0.291944,0
0.878954,0.291105,0
0.880526,0.290237,0
0.882099,0.289355,0
0.883671,0.288464,0
0.885244,0.287564,0
0.886816,0.286653,0
0.888388,0.285735,0
0.889961,0.284808,0
0.891533,0.283873,0
0.893105,0.282929,0
0.894678,0.281977,0
0.89625,0.281017,0
0.897823,0.280048,0
0.899395,0.279072,0
0.900967,0.27809,0
0.90254,0.2771,0
0.904112,0.276103,0
0.905684,0.275098,0
0.907257,0.274087,0
0.908829,0.273069,0
0.910401,0.272045,0
0.911974,0.271015,0
0.913546,0.269979,0
0.915119,0.268937,0
0.916691,0.267883,0
0.918263,0.26683,0
0.919836,0.265777,0
0.921408,0.26472,0
0.92298,0.263652,0
0.924553,0.262581,0
0.926125,0.261506,0
0.927698,0.260427,0
0.92927,0.259344,0
0.930842,0.258258,0
0.932415,0.257168,0
0.933987,0.256075,0
0.935559,0.25498,0
0.937132,0.253882,0
0.938704,0.252781,0
0.940276,0.251679,0
0.941849,0.250574,0
0.943421,0.249467,0
0.944994,0.24836,0
0.946566,0.247251,0
0.948138,0.246141,0
0.949711,0.24503,0
0.951283,0.243919,0
0.952855,0.242808,0
0.954428,0.241696,0
0.956,0.240585,0
0.957573,0.239474,0
0.959145,0.238362,0
0.960717,0.237252,0
0.96229,0.236143,0
0.963862,0.235036,0
0.965434,0.233929,0
0.967007,0.232824,0
0.968579,0.231722,0
0.970151,0.230622,0
0.971724,0.229522,0
0.973296,0.228425,0
0.974869,0.227331,0
0.976441,0.226239,0
0.978013,0.225151,0
0.979586,0.224059,0
0.981158,0.222962,0
0.98273,0.22186,0
0.984303,0.220755,0
0.985875,0.219646,0
0.987448,0.218534,0
0.98902,0.217419,0
0.990592,0.2163,0
0.992165,0.21518,0
0.993737,0.214058,0
0.995309,0.212935,0
0.996882,0.211811,0
0.998454,0.210686,0
1.00003,0.209561,0
1.0016,0.208436,0
1.00317,0.20731,0
1.00474,0.206183,0
1.00632,0.205057,0
1.00789,0.203932,0
1.00946,0.20281,0
1.01103,0.201688,0
1.01261,0.200569,0
1.01418,0.19945,0
1.01575,0.198337,0
1.01732,0.197229,0
1.01889,0.19612,0
1.02047,0.195002,0
1.02204,0.193885,0
1.02361,0.19279,0
1.02518,0.191708,0
1.02676,0.190583,0
1.02833,0.189539,0
1.0299,0.188304,0
1.03147,0.186696,0
1.03305,0.184235,0
1.03462,0.181726,0
1.03619,0.180007,0
1.03776,0.179214,0
1.03934,0.178074,0
1.04091,0.176963,0
1.04248,0.175816,0
1.04405,0.174714,0
1.04563,0.173615,0
1.0472,0.172526,0
1.04877,0.171443,0
1.05034,0.170364,0
1.05191,0.169293,0
1.05349,0.16823,0
1.05506,0.167174,0
1.05663,0.166126,0
1.0582,0.165085,0
1.05978,0.164051,0
1.06135,0.163026,0
1.06292,0.162007,0
1.06449,0.160997,0
1.06607,0.159994,0
1.06764,0.158998,0
1.06921,0.158011,0
1.07078,0.157032,0
1.07236,0.156061,0
1.07393,0.155097,0
1.0755,0.154144,0
1.07707,0.153196,0
1.07864,0.152256,0
1.08022,0.151327,0
1.08179,0.150406,0
1.08336,0.149492,0
1.08493,0.148588,0
1.08651,0.147692,0
1.08808,0.146797,0
1.08965,0.145898,0
1.09122,0.145033,0
1.0928,0.144212,0
1.09437,0.143439,0
1.09594,0.1427,0
1.09751,0.141612,0
1.09909,0.140182,0
1.10066,0.138501,0
1.10223,0.135354,0
1.1038,0.13363,0
1.10538,0.132685,0
1.10695,0.131928,0
1.10852,0.130957,0
1.11009,0.130209,0
1.11166,0.129534,0
1.11324,0.128851,0
1.11481,0.128077,0
1.11638,0.127233,0
1.11795,0.126391,0
1.11953,0.125555,0
1.1211,0.12476,0
1.12267,0.124032,0
1.12424,0.123283,0
1.12582,0.122528,0
1.12739,0.121786,0
1.12896,0.121047,0
1.13053,0.120311,0
1.13211,0.119582,0
1.13368,0.118859,0
1.13525,0.118141,0
1.13682,0.117428,0
1.13839,0.11672,0
1.13997,0.116019,0
1.14154,0.115321,0
1.14311,0.114628,0
1.14468,0.113942,0
1.14626,0.11326,0
1.14783,0.112573,0
1.1494,0.111912,0
1.15097,0.111289,0
1.15255,0.110637,0
1.15412,0.10992,0
1.15569,0.109182,0
1.15726,0.10845,0
1.15884,0.107758,0
1.16041,0.107284,0
1.16198,0.106863,0
1.16355,0.106161,0
1.16513,0.104814,0
1.1667,0.102437,0
1.16827,0.100207,0
1.16984,0.0982501,0
1.17141,0.0973408,0
1.17299,0.0971205,0
1.17456,0.0969091,0
1.17613,0.0963652,0
1.1777,0.0956932,0
1.17928,0.0951597,0
1.18085,0.0945618,0
1.18242,0.0939611,0
1.18399,0.0934025,0
1.18557,0.0928651,0
1.18714,0.0923301,0
1.18871,0.091782,0
1.19028,0.0912272,0
1.19186,0.0906727,0
1.19343,0.0901237,0
1.195,0.089586,0
1.19657,0.0890597,0
1.19814,0.0885335,0
1.19972,0.0880116,0
1.20129,0.0874936,0
1.20286,0.0869787,0
1.20443,0.0864669,0
1.20601,0.0859585,0
1.20758,0.0854524,0
1.20915,0.0849461,0
1.21072,0.0844471,0
1.2123,0.0839559,0
1.21387,0.083463,0
1.21544,0.0829593,0
1.21701,0.0824481,0
1.21859,0.0819398,0
1.22016,0.0814447,0
1.22173,0.0809819,0
1.2233,0.0805361,0
1.22488,0.0800049,0
1.22645,0.0794788,0
1.22802,0.079172,0
1.22959,0.0787038,0
1.23116,0.077877,0
1.23274,0.0769573,0
1.23431,0.0759355,0
1.23588,0.0741539,0
1.23745,0.0728159,0
1.23903,0.0722276,0
1.2406,0.0715687,0
1.24217,0.0711631,0
1.24374,0.0708795,0
1.24532,0.0704833,0
1.24689,0.070045,0
1.24846,0.0696381,0
1.25003,0.0692595,0
1.25161,0.068864,0
1.25318,0.0684601,0
1.25475,0.0680572,0
1.25632,0.0676631,0
1.25789,0.067276,0
1.25947,0.0668925,0
1.26104,0.0665096,0
1.26261,0.0661249,0
1.26418,0.0657408,0
1.26576,0.0653598,0
1.26733,0.0649795,0
1.2689,0.0646,0
1.27047,0.0642218,0
1.27205,0.0638448,0
1.27362,0.0634694,0
1.27519,0.0630953,0
1.27676,0.0627224,0
1.27834,0.0623504,0
1.27991,0.0619792,0
1.28148,0.0616088,0
1.28305,0.0612392,0
1.28463,0.0608705,0
1.2862,0.060503,0
1.28777,0.0601365,0
1.28934,0.0597705,0
1.29091,0.059405,0
1.29249,0.0590407,0
1.29406,0.0586784,0
1.29563,0.0583177,0
1.2972,0.0579577,0
1.29878,0.0575978,0
1.30035,0.057237,0
1.30192,0.0568753,0
1.30349,0.0565139,0
1.30507,0.0561541,0
1.30664,0.0557973,0
1.30821,0.0554452,0
1.30978,0.0550915,0
1.31136,0.0547333,0
1.31293,0.0543918,0
1.3145,0.0540467,0
1.31607,0.0536862,0
1.31764,0.0530976,0
1.31922,0.0524824,0
1.32079,0.0518658,0
1.32236,0.0512572,0
1.32393,0.0506901,0
1.32551,0.0502484,0
1.32708,0.0498944,0
1.32865,0.0495785,0
1.33022,0.0492534,0
1.3318,0.0489538,0
1.33337,0.048696,0
1.33494,0.0484547,0
1.33651,0.048205,0
1.33809,0.0479292,0
1.33966,0.0476463,0
1.34123,0.0473683,0
1.3428,0.0470905,0
1.34438,0.0468133,0
1.34595,0.0465371,0
1.34752,0.0462614,0
1.34909,0.0459864,0
1.35066,0.0457122,0
1.35224,0.0454388,0
1.35381,0.0451664,0
1.35538,0.044895,0
1.35695,0.0446245,0
1.35853,0.0443548,0
1.3601,0.044086,0
1.36167,0.0438182,0
1.36324,0.0435514,0
1.36482,0.0432856,0
1.36639,0.0430209,0
1.36796,0.0427573,0
1.36953,0.042495,0
1.37111,0.0422338,0
1.37268,0.0419739,0
1.37425,0.0417154,0
1.37582,0.0414581,0
1.37739,0.0412022,0
1.37897,0.0409478,0
1.38054,0.0406948,0
1.38211,0.0404431,0
1.38368,0.0401932,0
1.38526,0.0399453,0
1.38683,0.0396995,0
1.3884,0.0394554,0
1.38997,0.0392129,0
1.39155,0.0389721,0
1.39312,0.0387334,0
1.39469,0.0384968,0
1.39626,0.0382624,0
1.39784,0.0380302,0
1.39941,0.0378004,0
1.40098,0.0375723,0
1.40255,0.0373477,0
1.40413,0.0371263,0
1.4057,0.0369069,0
1.40727,0.0366897,0
1.40884,0.0364748,0
1.41041,0.0362626,0
1.41199,0.0360531,0
1.41356,0.0358468,0
1.41513,0.035644,0
1.4167,0.0354446,0
1.41828,0.0352488,0
1.41985,0.0350567,0
1.42142,0.0348679,0
1.42299,0.0346819,0
1.42457,0.0344995,0
1.42614,0.0343214,0
1.42771,0.034147,0
1.42928,0.0339767,0
1.43086,0.0338104,0
1.43243,0.0336474,0
1.434,0.0334905,0
1.43557,0.0333384,0
1.43714,0.0331893,0
1.43872,0.0330438,0
1.44029,0.0329028,0
1.44186,0.032767,0
1.44343,0.0326368,0
1.44501,0.0325117,0
1.44658,0.0323913,0
1.44815,0.0322754,0
1.44972,0.0321637,0
1.4513,0.0320562,0
1.45287,0.0319551,0
1.45444,0.03186,0
1.45601,0.0317701,0
1.45759,0.0316859,0
1.45916,0.0316069,0
1.46073,0.0315322,0
1.4623,0.0314636,0
1.46388,0.0314006,0
1.46545,0.0313431,0
1.46702,0.0312914,0
1.46859,0.0312452,0
1.47016,0.0312038,0
1.47174,0.0311712,0
1.47331,0.0311436,0
1.47488,0.0311201,0
1.47645,0.0311015,0
1.47803,0.0310888,0
1.4796,0.0310826,0
1.48117,0.031083,0
1.48274,0.0310893,0
1.48432,0.0311013,0
1.48589,0.0311194,0
1.48746,0.0311443,0
1.48903,0.031175,0
1.49061,0.0312115,0
1.49218,0.031255,0
1.49375,0.0313044,0
1.49532,0.0313612,0
1.49689,0.031424,0
1.49847,0.0314938,0
1.50004,0.0315721,0
1.50161,0.0316557,0
1.50318,0.0317414,0
1.50476,0.0318391,0
1.50633,0.031957,0
1.5079,0.0320885,0
1.50947,0.0322229,0
1.51105,0.0323483,0
1.51262,0.0324654,0
1.51419,0.0325956,0
1.51576,0.0327665,0
1.51734,0.0329766,0
1.51891,0.0330993,0
1.52048,0.0334153,0
1.52205,0.0336925,0
1.52363,0.0336611,0
1.5252,0.033543,0
1.52677,0.0334363,0
1.52834,0.0335898,0
1.52991,0.0341854,0
1.53149,0.0346843,0
1.53306,0.0348657,0
1.53463,0.0349695,0
1.5362,0.0351696,0
1.53778,0.0355575,0
1.53935,0.0360553,0
1.54092,0.0365665,0
1.54249,0.0370319,0
1.54407,0.0375423,0
1.54564,0.0381149,0
1.54721,0.038729,0
1.54878,0.0393882,0
1.55036,0.0401086,0
1.55193,0.0408889,0
1.5535,0.0417382,0
1.55507,0.0426596,0
1.55665,0.0436483,0
1.55822,0.0447058,0
1.55979,0.0458653,0
1.56136,0.0471103,0
1.56293,0.0484525,0
1.56451,0.0498974,0
1.56608,0.051456,0
1.56765,0.0531558,0
1.56922,0.0550088,0
1.5708,0.0568164,0
