# 20241010_155041
# primespec:	data/decay_inittest/spec_20241010_145432/spectr.txt
# qmax:	3
# ma:	0.656
# mb:	0.14
# mc:	0.14
# B:	1
# Q:	1
# [DEBUG] pabc:	0.296621
# [DEBUG] Eabc:	0.328
p,finalspecRe,finalspecIm
0,160.246,0
0.0100503,160.163,0
0.0201005,160.467,0
0.0301508,160.842,0
0.040201,161.299,0
0.0502513,162.053,0
0.0603015,162.729,0
0.0703518,163.705,0
0.080402,164.579,0
0.0904523,165.617,0
0.100503,166.864,0
0.110553,168.162,0
0.120603,169.737,0
0.130653,171.769,0
0.140704,174.281,0
0.150754,177.429,0
0.160804,181.489,0
0.170854,186.666,0
0.180905,193.182,0
0.190955,201.334,0
0.201005,211.067,0
0.211055,222.321,0
0.221106,235.2,0
0.231156,249.302,0
0.241206,267.623,0
0.251256,291.131,0
0.261307,314.07,0
0.271357,326.625,0
0.281407,319.261,0
0.291457,287.938,0
0.301508,237.5,0
0.311558,179.264,0
0.321608,125.87,0
0.331658,84.0752,0
0.341709,55.2842,0
0.351759,37.382,0
0.361809,27.0352,0
0.371859,20.8672,0
0.38191,16.4913,0
0.39196,12.9224,0
0.40201,10.1221,0
0.41206,8.14298,0
0.422111,6.75075,0
0.432161,5.69566,0
0.442211,4.91452,0
0.452261,4.40834,0
0.462312,4.08791,0
0.472362,3.83767,0
0.482412,3.62965,0
0.492462,3.48283,0
0.502513,3.37861,0
0.512563,3.27765,0
0.522613,3.17505,0
0.532663,3.08595,0
0.542714,3.0025,0
0.552764,2.90511,0
0.562814,2.80064,0
0.572864,2.70868,0
0.582915,2.62262,0
0.592965,2.527,0
0.603015,2.42728,0
0.613065,2.339,0
0.623116,2.26084,0
0.633166,2.1767,0
0.643216,2.08517,0
0.653266,2.00105,0
0.663317,1.92618,0
0.673367,1.8463,0
0.683417,1.75701,0
0.693467,1.67188,0
0.703518,1.59826,0
0.713568,1.52662,0
0.723618,1.44881,0
0.733668,1.3737,0
0.743719,1.31176,0
0.753769,1.25658,0
0.763819,1.19976,0
0.773869,1.14093,0
0.78392,1.09067,0
0.79397,1.04652,0
0.80402,1.00014,0
0.81407,0.949053,0
0.824121,0.901701,0
0.834171,0.861117,0
0.844221,0.820936,0
0.854271,0.777322,0
0.864322,0.736115,0
0.874372,0.70292,0
0.884422,0.674112,0
0.894472,0.643316,0
0.904523,0.612359,0
0.914573,0.586526,0
0.924623,0.564203,0
0.934673,0.540086,0
0.944724,0.513577,0
0.954774,0.488908,0
0.964824,0.467898,0
0.974874,0.447156,0
0.984925,0.423989,0
0.994975,0.402186,0
1.00503,0.385073,0
1.01508,0.370241,0
1.02513,0.35469,0
1.03518,0.338779,0
1.04523,0.325439,0
1.05528,0.314571,0
1.06533,0.301638,0
1.07538,0.287523,0
1.08543,0.274398,0
1.09548,0.263454,0
1.10553,0.252365,0
1.11558,0.240111,0
1.12563,0.228826,0
1.13568,0.219992,0
1.14573,0.212359,0
1.15578,0.20426,0
1.16583,0.195711,0
1.17588,0.188848,0
1.18593,0.182854,0
1.19598,0.175975,0
1.20603,0.167961,0
1.21608,0.160317,0
1.22613,0.154373,0
1.23618,0.148333,0
1.24623,0.14141,0
1.25628,0.135205,0
1.26633,0.130785,0
1.27638,0.126974,0
1.28643,0.122473,0
1.29648,0.117889,0
1.30653,0.114132,0
1.31658,0.110798,0
1.32663,0.106641,0
1.33668,0.101806,0
1.34673,0.0972291,0
1.35678,0.0939442,0
1.36683,0.090429,0
1.37688,0.086448,0
1.38693,0.0831424,0
1.39698,0.0806676,0
1.40704,0.0786358,0
1.41709,0.0762411,0
1.42714,0.0734997,0
1.43719,0.0712375,0
1.44724,0.0691923,0
1.45729,0.0667176,0
1.46734,0.0637841,0
1.47739,0.06102,0
1.48744,0.0589503,0
1.49749,0.0571149,0
1.50754,0.0551217,0
1.51759,0.0530683,0
1.52764,0.0517884,0
1.53769,0.0505165,0
1.54774,0.0490144,0
1.55779,0.047116,0
1.56784,0.0455781,0
1.57789,0.0441518,0
1.58794,0.0425469,0
1.59799,0.0406253,0
1.60804,0.0390986,0
1.61809,0.0379321,0
1.62814,0.03704,0
1.63819,0.035749,0
1.64824,0.0347097,0
1.65829,0.0338159,0
1.66834,0.0332249,0
1.67839,0.0319185,0
1.68844,0.0308863,0
1.69849,0.0298813,0
1.70854,0.0289369,0
1.71859,0.0279274,0
1.72864,0.0267246,0
1.73869,0.0255586,0
1.74874,0.0247953,0
1.75879,0.0244748,0
1.76884,0.0238415,0
1.77889,0.0230826,0
1.78894,0.022516,0
1.79899,0.0220602,0
1.80905,0.0212958,0
1.8191,0.020271,0
1.82915,0.0196015,0
1.8392,0.0190468,0
1.84925,0.018469,0
1.8593,0.0177316,0
1.86935,0.0171794,0
1.8794,0.0167764,0
1.88945,0.0165924,0
1.8995,0.016161,0
1.90955,0.0155981,0
1.9196,0.0152261,0
1.92965,0.0147562,0
1.9397,0.0141655,0
1.94975,0.0136712,0
1.9598,0.0131079,0
1.96985,0.0126691,0
1.9799,0.0122633,0
1.98995,0.0120144,0
2,0.0116874,0
