# 20240822_164332
alpha,urRe,urIm
0.803223,0.951788,0
0.806372,0.95493,0
0.809522,0.95805,0
0.812672,0.96115,0
0.815822,0.964226,0
0.818972,0.967281,0
0.822122,0.970311,0
0.825272,0.973317,0
0.828422,0.976298,0
0.831572,0.979253,0
0.834722,0.982182,0
0.837871,0.985083,0
0.841021,0.987956,0
0.844171,0.990801,0
0.847321,0.993615,0
0.850471,0.996399,0
0.853621,0.999152,0
0.856771,1.00187,0
0.859921,1.00456,0
0.863071,1.00721,0
0.86622,1.00983,0
0.86937,1.01242,0
0.87252,1.01496,0
0.87567,1.01748,0
0.87882,1.01995,0
0.88197,1.02238,0
0.88512,1.02477,0
0.88827,1.02713,0
0.89142,1.02944,0
0.894569,1.03171,0
0.897719,1.03394,0
0.900869,1.03612,0
0.904019,1.03826,0
0.907169,1.04035,0
0.910319,1.0424,0
0.913469,1.0444,0
0.916619,1.04635,0
0.919769,1.04825,0
0.922918,1.05011,0
0.926068,1.05191,0
0.929218,1.05367,0
0.932368,1.05537,0
0.935518,1.05702,0
0.938668,1.05862,0
0.941818,1.06016,0
0.944968,1.06165,0
0.948118,1.06309,0
0.951268,1.06446,0
0.954417,1.06579,0
0.957567,1.06705,0
0.960717,1.06826,0
0.963867,1.06941,0
0.967017,1.07051,0
0.970167,1.07154,0
0.973317,1.07251,0
0.976467,1.07343,0
0.979617,1.07428,0
0.982766,1.07507,0
0.985916,1.0758,0
0.989066,1.07647,0
0.992216,1.07707,0
0.995366,1.07762,0
0.998516,1.0781,0
1.00167,1.07851,0
1.00482,1.07887,0
1.00797,1.07915,0
1.01112,1.07938,0
1.01427,1.07953,0
1.01742,1.07963,0
1.02057,1.07965,0
1.02372,1.07962,0
1.02686,1.07951,0
1.03001,1.07934,0
1.03316,1.0791,0
1.03631,1.0788,0
1.03946,1.07843,0
1.04261,1.07799,0
1.04576,1.07749,0
1.04891,1.07692,0
1.05206,1.07628,0
1.05521,1.07557,0
1.05836,1.0748,0
1.06151,1.07396,0
1.06466,1.07305,0
1.06781,1.07208,0
1.07096,1.07103,0
1.07411,1.06992,0
1.07726,1.06874,0
1.08041,1.06749,0
1.08356,1.06618,0
1.08671,1.0648,0
1.08986,1.06335,0
1.09301,1.06183,0
1.09616,1.06024,0
1.09931,1.05859,0
1.10246,1.05687,0
1.10561,1.05507,0
1.10876,1.05322,0
1.11191,1.05129,0
1.11506,1.04929,0
1.11821,1.04723,0
1.12136,1.0451,0
1.12451,1.04289,0
1.12766,1.04062,0
1.13081,1.03829,0
1.13396,1.03588,0
1.13711,1.0334,0
1.14026,1.03085,0
1.14341,1.02823,0
1.14656,1.02555,0
1.14971,1.02279,0
1.15286,1.01996,0
1.15601,1.01706,0
1.15916,1.01409,0
1.16231,1.01105,0
1.16546,1.00793,0
1.16861,1.00475,0
1.17176,1.00149,0
1.17491,0.998163,0
1.17806,0.994761,0
1.18121,0.991286,0
1.18436,0.987738,0
1.18751,0.984116,0
1.19066,0.980421,0
1.19381,0.976652,0
1.19696,0.972808,0
1.20011,0.968891,0
1.20326,0.964899,0
1.20641,0.960831,0
1.20956,0.956689,0
1.21271,0.952472,0
1.21586,0.948179,0
1.21901,0.943811,0
1.22216,0.939366,0
1.22531,0.934846,0
1.22846,0.93025,0
1.23161,0.925577,0
1.23476,0.920827,0
1.23791,0.916,0
1.24106,0.911096,0
1.24421,0.906115,0
1.24736,0.901055,0
1.25051,0.895917,0
1.25366,0.890701,0
1.25681,0.885405,0
1.25996,0.88003,0
1.26311,0.874575,0
1.26626,0.869038,0
1.26941,0.86342,0
1.27256,0.85772,0
1.27571,0.851936,0
1.27886,0.846069,0
1.28201,0.840116,0
1.28516,0.834078,0
1.28831,0.827953,0
1.29146,0.821739,0
1.29461,0.815436,0
1.29776,0.809042,0
1.30091,0.802557,0
1.30406,0.795978,0
1.30721,0.789305,0
1.31036,0.782536,0
1.31351,0.775669,0
1.31666,0.768704,0
1.3198,0.761638,0
1.32295,0.754471,0
1.3261,0.747201,0
1.32925,0.739826,0
1.3324,0.732346,0
1.33555,0.72476,0
1.3387,0.717065,0
1.34185,0.709262,0
1.345,0.701349,0
1.34815,0.693325,0
1.3513,0.68519,0
1.35445,0.676942,0
1.3576,0.668582,0
1.36075,0.66011,0
1.3639,0.651524,0
1.36705,0.642826,0
1.3702,0.634014,0
1.37335,0.62509,0
1.3765,0.616054,0
1.37965,0.606907,0
1.3828,0.597648,0
1.38595,0.588281,0
1.3891,0.578805,0
1.39225,0.569222,0
1.3954,0.559534,0
1.39855,0.549743,0
1.4017,0.539851,0
1.40485,0.529861,0
1.408,0.519775,0
1.41115,0.509596,0
1.4143,0.499328,0
1.41745,0.488974,0
1.4206,0.478539,0
1.42375,0.468028,0
1.4269,0.457445,0
1.43005,0.446795,0
1.4332,0.436085,0
1.43635,0.425322,0
1.4395,0.414511,0
1.44265,0.403661,0
1.4458,0.392778,0
1.44895,0.381872,0
1.4521,0.370951,0
1.45525,0.360024,0
1.4584,0.349099,0
1.46155,0.338187,0
1.4647,0.327295,0
1.46785,0.316435,0
1.471,0.305615,0
1.47415,0.294843,0
1.4773,0.284128,0
1.48045,0.273477,0
1.4836,0.262898,0
1.48675,0.252397,0
1.4899,0.241979,0
1.49305,0.231649,0
1.4962,0.221409,0
1.49935,0.211261,0
1.5025,0.201207,0
1.50565,0.191247,0
1.5088,0.181378,0
1.51195,0.1716,0
1.5151,0.161908,0
1.51825,0.1523,0
1.5214,0.142769,0
1.52455,0.133309,0
1.5277,0.123912,0
1.53085,0.114569,0
1.534,0.105266,0
1.53715,0.0959866,0
1.5403,0.0867113,0
1.54345,0.0774142,0
1.5466,0.0680647,0
1.54975,0.0586266,0
1.5529,0.0490612,0
1.55605,0.0393307,0
1.5592,0.0294072,0
1.56235,0.0192867,0
1.5655,0.00901233,0
1.56865,-0.00128893,0
1.5718,-0.0113524,0
