# 20241202_134202
q,primespecRe,primespecIm
0,6872.81,0
0.00299899,6857.35,0
0.00599798,6842.44,0
0.00899697,6823.49,0
0.011996,6793.7,0
0.0149949,6746.5,0
0.0179939,6688.27,0
0.0209929,6625.17,0
0.0239919,6551.16,0
0.0269909,6466.7,0
0.0299899,6375.86,0
0.0329889,6277.66,0
0.0359879,6170.13,0
0.0389869,6056.31,0
0.0419858,5937.67,0
0.0449848,5811.72,0
0.0479838,5680.54,0
0.0509828,5546.28,0
0.0539818,5407.41,0
0.0569808,5264.83,0
0.0599798,5120.61,0
0.0629788,4974.76,0
0.0659778,4826.89,0
0.0689767,4678.85,0
0.0719757,4531.64,0
0.0749747,4384.34,0
0.0779737,4238.26,0
0.0809727,4094.7,0
0.0839717,3953.01,0
0.0869707,3813.7,0
0.0899697,3677.86,0
0.0929687,3545.55,0
0.0959676,3416.44,0
0.0989666,3291.25,0
0.101966,3170.39,0
0.104965,3053.33,0
0.107964,2940.28,0
0.110963,2831.48,0
0.113962,2726.7,0
0.116961,2625.76,0
0.11996,2528.59,0
0.122959,2435.13,0
0.125958,2345.18,0
0.128957,2258.48,0
0.131956,2174.83,0
0.134955,2094.23,0
0.137953,2016.44,0
0.140952,1941.24,0
0.143951,1868.55,0
0.14695,1798.35,0
0.149949,1730.61,0
0.152948,1665.16,0
0.155947,1601.94,0
0.158946,1541.21,0
0.161945,1483.04,0
0.164944,1427.02,0
0.167943,1373.55,0
0.170942,1323.07,0
0.173941,1275,0
0.17694,1229.47,0
0.179939,1187.06,0
0.182938,1147.64,0
0.185937,1110.63,0
0.188936,1076.53,0
0.191935,1045.59,0
0.194934,1017.02,0
0.197933,990.863,0
0.200932,967.29,0
0.203931,945.972,0
0.20693,926.493,0
0.209929,908.621,0
0.212928,892.286,0
0.215927,877.321,0
0.218926,863.153,0
0.221925,849.381,0
0.224924,836.328,0
0.227923,823.572,0
0.230922,810.585,0
0.233921,797.447,0
0.23692,784.205,0
0.239919,770.654,0
0.242918,756.631,0
0.245917,742.214,0
0.248916,727.582,0
0.251915,712.836,0
0.254914,697.777,0
0.257913,682.731,0
0.260912,668.079,0
0.263911,653.635,0
0.26691,639.498,0
0.269909,626.107,0
0.272908,613.568,0
0.275907,601.604,0
0.278906,590.497,0
0.281905,580.472,0
0.284904,571.262,0
0.287903,562.79,0
0.290902,555.059,0
0.293901,548.1,0
0.2969,541.695,0
0.299899,535.532,0
0.302898,529.521,0
0.305897,523.806,0
0.308896,518.033,0
0.311895,511.888,0
0.314894,505.496,0
0.317893,498.814,0
0.320892,491.731,0
0.323891,484.101,0
0.32689,476.011,0
0.329889,467.661,0
0.332888,459.068,0
0.335887,450.101,0
0.338886,441.122,0
0.341885,432.42,0
0.344884,423.732,0
0.347883,415.325,0
0.350882,407.589,0
0.353881,400.394,0
0.35688,393.661,0
0.359879,387.677,0
0.362878,382.547,0
0.365877,377.962,0
0.368876,373.906,0
0.371875,370.395,0
0.374874,367.415,0
0.377873,364.706,0
0.380872,361.978,0
0.383871,359.283,0
0.38687,356.633,0
0.389869,353.754,0
0.392868,350.436,0
0.395867,346.711,0
0.398866,342.62,0
0.401865,338.171,0
0.404864,333.149,0
0.407863,327.733,0
0.410861,322.198,0
0.41386,316.45,0
0.416859,310.499,0
0.419858,304.718,0
0.422857,299.271,0
0.425856,293.927,0
0.428855,288.991,0
0.431854,284.748,0
0.434853,280.925,0
0.437852,277.538,0
0.440851,274.756,0
0.44385,272.552,0
0.446849,270.69,0
0.449848,269.025,0
0.452847,267.5,0
0.455846,266.195,0
0.458845,264.869,0
0.461844,263.268,0
0.464843,261.378,0
0.467842,259.216,0
0.470841,256.756,0
0.47384,253.818,0
0.476839,250.374,0
0.479838,246.66,0
