# 20240823_145208
alpha,DtauRe,DtauIm
0,0,0
0.00314989,-0.010107,0
0.00629978,-0.0194114,0
0.00944968,-0.0280039,0
0.0125996,-0.0359737,0
0.0157495,-0.0434076,0
0.0188994,-0.0503888,0
0.0220492,-0.0569963,0
0.0251991,-0.063304,0
0.028349,-0.0693806,0
0.0314989,-0.0752894,0
0.0346488,-0.0810877,0
0.0377987,-0.0868274,0
0.0409486,-0.0925547,0
0.0440985,-0.0983104,0
0.0472484,-0.10413,0
0.0503983,-0.110045,0
0.0535482,-0.11608,0
0.0566981,-0.122258,0
0.059848,-0.128597,0
0.0629978,-0.13511,0
0.0661477,-0.141811,0
0.0692976,-0.148706,0
0.0724475,-0.155802,0
0.0755974,-0.163104,0
0.0787473,-0.170614,0
0.0818972,-0.178333,0
0.0850471,-0.186261,0
0.088197,-0.194398,0
0.0913469,-0.202743,0
0.0944968,-0.211294,0
0.0976467,-0.22005,0
0.100797,-0.229011,0
0.103946,-0.238174,0
0.107096,-0.247542,0
0.110246,-0.257113,0
0.113396,-0.266889,0
0.116546,-0.276873,0
0.119696,-0.287067,0
0.122846,-0.297475,0
0.125996,-0.308103,0
0.129146,-0.318957,0
0.132295,-0.330044,0
0.135445,-0.341372,0
0.138595,-0.35295,0
0.141745,-0.364788,0
0.144895,-0.376897,0
0.148045,-0.389289,0
0.151195,-0.401977,0
0.154345,-0.414974,0
0.157495,-0.428295,0
0.160645,-0.441953,0
0.163794,-0.455965,0
0.166944,-0.470346,0
0.170094,-0.485112,0
0.173244,-0.500279,0
0.176394,-0.515865,0
0.179544,-0.531885,0
0.182694,-0.548358,0
0.185844,-0.5653,0
0.188994,-0.582728,0
0.192143,-0.60066,0
0.195293,-0.619111,0
0.198443,-0.638098,0
0.201593,-0.657639,0
0.204743,-0.677749,0
0.207893,-0.698444,0
0.211043,-0.719739,0
0.214193,-0.74165,0
0.217343,-0.764192,0
0.220492,-0.787379,0
0.223642,-0.811224,0
0.226792,-0.835742,0
0.229942,-0.860946,0
0.233092,-0.886847,0
0.236242,-0.913459,0
0.239392,-0.940793,0
0.242542,-0.968861,0
0.245692,-0.997672,0
0.248842,-1.02724,0
0.251991,-1.05757,0
0.255141,-1.08867,0
0.258291,-1.12056,0
0.261441,-1.15324,0
0.264591,-1.18672,0
0.267741,-1.22101,0
0.270891,-1.25611,0
0.274041,-1.29204,0
0.277191,-1.32879,0
0.28034,-1.36638,0
0.28349,-1.40482,0
0.28664,-1.4441,0
0.28979,-1.48423,0
0.29294,-1.52523,0
0.29609,-1.56708,0
0.29924,-1.60981,0
0.30239,-1.6534,0
0.30554,-1.69787,0
0.308689,-1.74322,0
0.311839,-1.78945,0
0.314989,-1.83657,0
0.318139,-1.88457,0
0.321289,-1.93346,0
0.324439,-1.98324,0
0.327589,-2.03392,0
0.330739,-2.08549,0
0.333889,-2.13795,0
0.337038,-2.19131,0
0.340188,-2.24556,0
0.343338,-2.3007,0
0.346488,-2.35673,0
0.349638,-2.41366,0
0.352788,-2.47147,0
0.355938,-2.53017,0
0.359088,-2.58975,0
0.362238,-2.65021,0
0.365388,-2.71154,0
0.368537,-2.77375,0
0.371687,-2.83682,0
0.374837,-2.90074,0
0.377987,-2.96553,0
0.381137,-3.03116,0
0.384287,-3.09762,0
0.387437,-3.16492,0
0.390587,-3.23304,0
0.393737,-3.30198,0
0.396886,-3.37172,0
0.400036,-3.44225,0
0.403186,-3.51357,0
0.406336,-3.58566,0
0.409486,-3.65852,0
0.412636,-3.73212,0
0.415786,-3.80646,0
0.418936,-3.88152,0
0.422086,-3.9573,0
0.425235,-4.03377,0
0.428385,-4.11093,0
0.431535,-4.18875,0
0.434685,-4.26723,0
0.437835,-4.34635,0
0.440985,-4.42609,0
0.444135,-4.50644,0
0.447285,-4.58738,0
0.450435,-4.6689,0
0.453585,-4.75098,0
0.456734,-4.8336,0
0.459884,-4.91675,0
0.463034,-5.00042,0
0.466184,-5.08458,0
0.469334,-5.16922,0
0.472484,-5.25432,0
0.475634,-5.33987,0
0.478784,-5.42585,0
0.481934,-5.51225,0
0.485083,-5.59904,0
0.488233,-5.68622,0
0.491383,-5.77377,0
0.494533,-5.86167,0
0.497683,-5.94991,0
0.500833,-6.03848,0
0.503983,-6.12735,0
0.507133,-6.21651,0
0.510283,-6.30596,0
0.513432,-6.39567,0
0.516582,-6.48563,0
0.519732,-6.57584,0
0.522882,-6.66627,0
0.526032,-6.75691,0
0.529182,-6.84775,0
0.532332,-6.93878,0
0.535482,-7.02999,0
0.538632,-7.12136,0
0.541781,-7.21288,0
0.544931,-7.30455,0
0.548081,-7.39634,0
0.551231,-7.48825,0
0.554381,-7.58026,0
0.557531,-7.67237,0
0.560681,-7.76456,0
0.563831,-7.85682,0
0.566981,-7.94914,0
0.570131,-8.04151,0
0.57328,-8.13392,0
0.57643,-8.22635,0
0.57958,-8.31879,0
0.58273,-8.41124,0
0.58588,-8.50367,0
0.58903,-8.59608,0
0.59218,-8.68845,0
0.59533,-8.78077,0
0.59848,-8.87303,0
0.601629,-8.96521,0
0.604779,-9.05729,0
0.607929,-9.14927,0
0.611079,-9.24113,0
0.614229,-9.33285,0
0.617379,-9.42442,0
0.620529,-9.51582,0
0.623679,-9.60704,0
0.626829,-9.69805,0
0.629978,-9.78884,0
0.633128,-9.87939,0
0.636278,-9.96969,0
0.639428,-10.0597,0
0.642578,-10.1494,0
0.645728,-10.2388,0
0.648878,-10.3279,0
0.652028,-10.4166,0
