# 20240927_194640
alpha,rRe,rIm
0,0,0
0.00314989,0.287933,0
0.00629978,0.573551,0
0.00944968,0.857281,0
0.0125996,1.13949,0
0.0157495,1.42049,0
0.0188994,1.70055,0
0.0220492,1.97988,0
0.0251991,2.25868,0
0.028349,2.5371,0
0.0314989,2.81527,0
0.0346488,3.09328,0
0.0377987,3.37123,0
0.0409486,3.64918,0
0.0440985,3.92717,0
0.0472484,4.20524,0
0.0503983,4.48343,0
0.0535482,4.76176,0
0.0566981,5.04022,0
0.059848,5.31884,0
0.0629978,5.59761,0
0.0661477,5.87654,0
0.0692976,6.15562,0
0.0724475,6.43485,0
0.0755974,6.71421,0
0.0787473,6.99372,0
0.0818972,7.27335,0
0.0850471,7.55311,0
0.088197,7.83298,0
0.0913469,8.11297,0
0.0944968,8.39307,0
0.0976467,8.67328,0
0.100797,8.95359,0
0.103946,9.23401,0
0.107096,9.51454,0
0.110246,9.79517,0
0.113396,10.0759,0
0.116546,10.3568,0
0.119696,10.6377,0
0.122846,10.9188,0
0.125996,11.2,0
0.129146,11.4813,0
0.132295,11.7628,0
0.135445,12.0444,0
0.138595,12.3261,0
0.141745,12.608,0
0.144895,12.89,0
0.148045,13.1722,0
0.151195,13.4546,0
0.154345,13.7372,0
0.157495,14.0199,0
0.160645,14.3028,0
0.163794,14.5858,0
0.166944,14.8691,0
0.170094,15.1526,0
0.173244,15.4362,0
0.176394,15.7201,0
0.179544,16.0041,0
0.182694,16.2884,0
0.185844,16.5729,0
0.188994,16.8575,0
0.192143,17.1424,0
0.195293,17.4275,0
0.198443,17.7127,0
0.201593,17.9982,0
0.204743,18.2839,0
0.207893,18.5698,0
0.211043,18.8558,0
0.214193,19.1421,0
0.217343,19.4286,0
0.220492,19.7152,0
0.223642,20.002,0
0.226792,20.2891,0
0.229942,20.5763,0
0.233092,20.8636,0
0.236242,21.1512,0
0.239392,21.4389,0
0.242542,21.7267,0
0.245692,22.0148,0
0.248842,22.3029,0
0.251991,22.5913,0
0.255141,22.8797,0
0.258291,23.1683,0
0.261441,23.4571,0
0.264591,23.7459,0
0.267741,24.0349,0
0.270891,24.324,0
0.274041,24.6132,0
0.277191,24.9025,0
0.28034,25.1919,0
0.28349,25.4814,0
0.28664,25.7709,0
0.28979,26.0606,0
0.29294,26.3503,0
0.29609,26.6401,0
0.29924,26.9299,0
0.30239,27.2198,0
0.30554,27.5097,0
0.308689,27.7996,0
0.311839,28.0896,0
0.314989,28.3796,0
0.318139,28.6696,0
0.321289,28.9596,0
0.324439,29.2495,0
0.327589,29.5395,0
0.330739,29.8294,0
0.333889,30.1192,0
0.337038,30.4091,0
0.340188,30.6988,0
0.343338,30.9885,0
0.346488,31.278,0
0.349638,31.5675,0
0.352788,31.8568,0
0.355938,32.146,0
0.359088,32.4351,0
0.362238,32.724,0
0.365388,33.0128,0
0.368537,33.3013,0
0.371687,33.5897,0
0.374837,33.8778,0
0.377987,34.1657,0
0.381137,34.4534,0
0.384287,34.7408,0
0.387437,35.0279,0
0.390587,35.3147,0
0.393737,35.6012,0
0.396886,35.8874,0
0.400036,36.1732,0
0.403186,36.4586,0
0.406336,36.7437,0
0.409486,37.0283,0
0.412636,37.3125,0
0.415786,37.5963,0
0.418936,37.8796,0
0.422086,38.1624,0
0.425235,38.4447,0
0.428385,38.7265,0
0.431535,39.0078,0
0.434685,39.2885,0
0.437835,39.5686,0
0.440985,39.8481,0
0.444135,40.127,0
0.447285,40.4052,0
0.450435,40.6828,0
0.453585,40.9597,0
0.456734,41.2359,0
0.459884,41.5114,0
0.463034,41.7861,0
0.466184,42.0601,0
0.469334,42.3333,0
0.472484,42.6057,0
0.475634,42.8772,0
0.478784,43.1479,0
0.481934,43.4178,0
0.485083,43.6868,0
0.488233,43.9548,0
0.491383,44.2219,0
0.494533,44.4881,0
0.497683,44.7534,0
0.500833,45.0176,0
0.503983,45.2808,0
0.507133,45.543,0
0.510283,45.8042,0
0.513432,46.0643,0
0.516582,46.3233,0
0.519732,46.5812,0
0.522882,46.838,0
0.526032,47.0936,0
0.529182,47.348,0
0.532332,47.6013,0
0.535482,47.8534,0
0.538632,48.1042,0
0.541781,48.3538,0
0.544931,48.6021,0
0.548081,48.8491,0
0.551231,49.0948,0
0.554381,49.3392,0
0.557531,49.5822,0
0.560681,49.8239,0
0.563831,50.0641,0
0.566981,50.3029,0
0.570131,50.5403,0
0.57328,50.7763,0
0.57643,51.0107,0
0.57958,51.2437,0
0.58273,51.4751,0
0.58588,51.705,0
0.58903,51.9333,0
0.59218,52.1601,0
0.59533,52.3852,0
0.59848,52.6087,0
0.601629,52.8305,0
0.604779,53.0507,0
0.607929,53.2692,0
0.611079,53.4859,0
0.614229,53.7009,0
0.617379,53.9142,0
0.620529,54.1257,0
0.623679,54.3353,0
0.626829,54.5432,0
0.629978,54.7492,0
0.633128,54.9533,0
0.636278,55.1556,0
0.639428,55.3559,0
0.642578,55.5543,0
0.645728,55.7508,0
0.648878,55.9452,0
0.652028,56.1377,0
0.655178,56.3282,0
0.658328,56.5167,0
0.661477,56.7031,0
0.664627,56.8874,0
0.667777,57.0697,0
0.670927,57.2498,0
0.674077,57.4278,0
0.677227,57.6037,0
0.680377,57.7774,0
0.683527,57.949,0
0.686677,58.1183,0
0.689826,58.2855,0
0.692976,58.4504,0
0.696126,58.613,0
0.699276,58.7735,0
0.702426,58.9316,0
0.705576,59.0874,0
0.708726,59.241,0
0.711876,59.3922,0
0.715026,59.5411,0
0.718175,59.6877,0
0.721325,59.8319,0
0.724475,59.9738,0
0.727625,60.1132,0
0.730775,60.2503,0
0.733925,60.385,0
0.737075,60.5172,0
0.740225,60.6471,0
0.743375,60.7745,0
0.746525,60.8994,0
0.749674,61.0219,0
0.752824,61.142,0
0.755974,61.2596,0
0.759124,61.3747,0
0.762274,61.4873,0
0.765424,61.5974,0
0.768574,61.7051,0
0.771724,61.8102,0
0.774874,61.9128,0
0.778023,62.0129,0
0.781173,62.1105,0
0.784323,62.2056,0
0.787473,62.2982,0
0.790623,62.3882,0
0.793773,62.4757,0
0.796923,62.5606,0
0.800073,62.643,0
0.803223,62.7229,0
0.806372,62.8003,0
0.809522,62.8751,0
0.812672,62.9473,0
0.815822,63.0171,0
0.818972,63.0843,0
0.822122,63.1489,0
0.825272,63.211,0
0.828422,63.2706,0
0.831572,63.3277,0
0.834722,63.3823,0
0.837871,63.4343,0
0.841021,63.4839,0
0.844171,63.5309,0
0.847321,63.5755,0
0.850471,63.6175,0
0.853621,63.6571,0
0.856771,63.6943,0
0.859921,63.729,0
0.863071,63.7612,0
0.86622,63.791,0
0.86937,63.8184,0
0.87252,63.8434,0
0.87567,63.866,0
0.87882,63.8863,0
0.88197,63.9041,0
0.88512,63.9197,0
0.88827,63.933,0
0.89142,63.9439,0
0.894569,63.9526,0
0.897719,63.959,0
0.900869,63.9632,0
0.904019,63.9652,0
0.907169,63.965,0
0.910319,63.9627,0
0.913469,63.9582,0
0.916619,63.9517,0
0.919769,63.943,0
0.922918,63.9324,0
0.926068,63.9197,0
0.929218,63.905,0
0.932368,63.8883,0
0.935518,63.8698,0
0.938668,63.8493,0
0.941818,63.827,0
0.944968,63.8029,0
0.948118,63.7769,0
0.951268,63.7493,0
0.954417,63.7199,0
0.957567,63.6888,0
0.960717,63.656,0
0.963867,63.6217,0
0.967017,63.5857,0
0.970167,63.5482,0
0.973317,63.5093,0
0.976467,63.4688,0
0.979617,63.4269,0
0.982766,63.3836,0
0.985916,63.339,0
0.989066,63.293,0
0.992216,63.2457,0
0.995366,63.1972,0
0.998516,63.1475,0
1.00167,63.0966,0
1.00482,63.0446,0
1.00797,62.9914,0
1.01112,62.9372,0
1.01427,62.882,0
1.01742,62.8257,0
1.02057,62.7685,0
1.02372,62.7104,0
1.02686,62.6514,0
1.03001,62.5915,0
1.03316,62.5307,0
1.03631,62.4692,0
1.03946,62.4069,0
1.04261,62.3439,0
1.04576,62.2802,0
1.04891,62.2158,0
1.05206,62.1508,0
1.05521,62.0851,0
1.05836,62.0189,0
1.06151,61.9521,0
1.06466,61.8848,0
1.06781,61.817,0
1.07096,61.7488,0
1.07411,61.6801,0
1.07726,61.611,0
1.08041,61.5415,0
1.08356,61.4716,0
1.08671,61.4014,0
1.08986,61.3309,0
1.09301,61.2602,0
1.09616,61.1891,0
1.09931,61.1178,0
1.10246,61.0464,0
1.10561,60.9747,0
1.10876,60.9029,0
1.11191,60.8309,0
1.11506,60.7588,0
1.11821,60.6866,0
1.12136,60.6143,0
1.12451,60.542,0
1.12766,60.4696,0
1.13081,60.3972,0
1.13396,60.3248,0
1.13711,60.2525,0
1.14026,60.1801,0
1.14341,60.1079,0
1.14656,60.0357,0
1.14971,59.9636,0
1.15286,59.8917,0
1.15601,59.8198,0
1.15916,59.7482,0
1.16231,59.6766,0
1.16546,59.6053,0
1.16861,59.5342,0
1.17176,59.4633,0
1.17491,59.3926,0
1.17806,59.3221,0
1.18121,59.2519,0
1.18436,59.182,0
1.18751,59.1124,0
1.19066,59.0431,0
1.19381,58.9741,0
1.19696,58.9054,0
1.20011,58.8371,0
1.20326,58.7691,0
1.20641,58.7015,0
1.20956,58.6343,0
1.21271,58.5675,0
1.21586,58.5012,0
1.21901,58.4352,0
1.22216,58.3697,0
1.22531,58.3047,0
1.22846,58.2401,0
1.23161,58.176,0
1.23476,58.1124,0
1.23791,58.0494,0
1.24106,57.9868,0
1.24421,57.9248,0
1.24736,57.8634,0
1.25051,57.8025,0
1.25366,57.7422,0
1.25681,57.6826,0
1.25996,57.6235,0
1.26311,57.565,0
1.26626,57.5072,0
1.26941,57.4501,0
1.27256,57.3936,0
1.27571,57.3378,0
1.27886,57.2827,0
1.28201,57.2283,0
1.28516,57.1746,0
1.28831,57.1216,0
1.29146,57.0694,0
1.29461,57.0179,0
1.29776,56.9672,0
1.30091,56.9173,0
1.30406,56.8681,0
1.30721,56.8197,0
1.31036,56.7722,0
1.31351,56.7254,0
1.31666,56.6795,0
1.3198,56.6344,0
1.32295,56.5901,0
1.3261,56.5467,0
1.32925,56.5042,0
