# 20240927_194640
alpha,tauRe,tauIm
0,91.0699,0
0.00314989,91.0752,0
0.00629978,91.0789,0
0.00944968,91.0815,0
0.0125996,91.0831,0
0.0157495,91.0838,0
0.0188994,91.0839,0
0.0220492,91.0835,0
0.0251991,91.0826,0
0.028349,91.0813,0
0.0314989,91.0797,0
0.0346488,91.0779,0
0.0377987,91.0759,0
0.0409486,91.0737,0
0.0440985,91.0714,0
0.0472484,91.069,0
0.0503983,91.0664,0
0.0535482,91.0638,0
0.0566981,91.0611,0
0.059848,91.0582,0
0.0629978,91.0553,0
0.0661477,91.0522,0
0.0692976,91.049,0
0.0724475,91.0457,0
0.0755974,91.0423,0
0.0787473,91.0387,0
0.0818972,91.035,0
0.0850471,91.0311,0
0.088197,91.0271,0
0.0913469,91.0228,0
0.0944968,91.0184,0
0.0976467,91.0138,0
0.100797,91.009,0
0.103946,91.004,0
0.107096,90.9988,0
0.110246,90.9934,0
0.113396,90.9877,0
0.116546,90.9818,0
0.119696,90.9757,0
0.122846,90.9693,0
0.125996,90.9627,0
0.129146,90.9559,0
0.132295,90.9488,0
0.135445,90.9414,0
0.138595,90.9338,0
0.141745,90.9259,0
0.144895,90.9177,0
0.148045,90.9093,0
0.151195,90.9005,0
0.154345,90.8915,0
0.157495,90.8822,0
0.160645,90.8726,0
0.163794,90.8626,0
0.166944,90.8524,0
0.170094,90.8418,0
0.173244,90.8309,0
0.176394,90.8197,0
0.179544,90.8081,0
0.182694,90.7962,0
0.185844,90.7839,0
0.188994,90.7712,0
0.192143,90.7581,0
0.195293,90.7447,0
0.198443,90.7308,0
0.201593,90.7165,0
0.204743,90.7018,0
0.207893,90.6867,0
0.211043,90.671,0
0.214193,90.6549,0
0.217343,90.6384,0
0.220492,90.6213,0
0.223642,90.6037,0
0.226792,90.5856,0
0.229942,90.567,0
0.233092,90.5478,0
0.236242,90.528,0
0.239392,90.5076,0
0.242542,90.4867,0
0.245692,90.4651,0
0.248842,90.4429,0
0.251991,90.42,0
0.255141,90.3965,0
0.258291,90.3723,0
0.261441,90.3474,0
0.264591,90.3217,0
0.267741,90.2954,0
0.270891,90.2682,0
0.274041,90.2404,0
0.277191,90.2117,0
0.28034,90.1822,0
0.28349,90.1519,0
0.28664,90.1207,0
0.28979,90.0887,0
0.29294,90.0558,0
0.29609,90.022,0
0.29924,89.9873,0
0.30239,89.9517,0
0.30554,89.9151,0
0.308689,89.8775,0
0.311839,89.8389,0
0.314989,89.7993,0
0.318139,89.7587,0
0.321289,89.717,0
0.324439,89.6743,0
0.327589,89.6305,0
0.330739,89.5855,0
0.333889,89.5394,0
0.337038,89.4922,0
0.340188,89.4438,0
0.343338,89.3942,0
0.346488,89.3434,0
0.349638,89.2914,0
0.352788,89.2381,0
0.355938,89.1835,0
0.359088,89.1277,0
0.362238,89.0705,0
0.365388,89.012,0
0.368537,88.9522,0
0.371687,88.891,0
0.374837,88.8284,0
0.377987,88.7643,0
0.381137,88.6989,0
0.384287,88.632,0
0.387437,88.5636,0
0.390587,88.4938,0
0.393737,88.4224,0
0.396886,88.3495,0
0.400036,88.2751,0
0.403186,88.1991,0
0.406336,88.1215,0
0.409486,88.0423,0
0.412636,87.9615,0
0.415786,87.8791,0
0.418936,87.795,0
0.422086,87.7093,0
0.425235,87.6219,0
0.428385,87.5327,0
0.431535,87.4419,0
0.434685,87.3493,0
0.437835,87.255,0
0.440985,87.159,0
0.444135,87.0611,0
0.447285,86.9615,0
0.450435,86.86,0
0.453585,86.7568,0
0.456734,86.6517,0
0.459884,86.5448,0
0.463034,86.4361,0
0.466184,86.3254,0
0.469334,86.2129,0
0.472484,86.0986,0
0.475634,85.9823,0
0.478784,85.8641,0
0.481934,85.744,0
0.485083,85.622,0
0.488233,85.4981,0
0.491383,85.3722,0
0.494533,85.2444,0
0.497683,85.1146,0
0.500833,84.9829,0
0.503983,84.8492,0
0.507133,84.7135,0
0.510283,84.5758,0
0.513432,84.4362,0
0.516582,84.2946,0
0.519732,84.1509,0
0.522882,84.0053,0
0.526032,83.8577,0
0.529182,83.708,0
0.532332,83.5564,0
